player,G,date,age,team,H/A,opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pos,season,KM
Steven Adams,21,2019-12-11,26-144,OKC,0,SAC,-1,1,28.133333333333333,5,10,.500,0,0,,2,5,.400,5,5,10,4,0,2,1,1,12,13.6,-3,C,2020,15
Steven Adams,22,2019-12-14,26-147,OKC,0,DEN,-8,1,30.75,9,15,.600,0,0,,0,2,.000,6,8,14,0,0,2,1,4,18,15.7,-10,C,2020,15
Steven Adams,23,2019-12-16,26-149,OKC,1,CHI,3,1,28.083333333333332,4,8,.500,0,0,,1,2,.500,6,5,11,1,0,1,4,1,9,7.3,+1,C,2020,15
Steven Adams,24,2019-12-18,26-151,OKC,1,MEM,4,1,30.266666666666666,6,7,.857,0,0,,1,4,.250,3,7,10,5,0,0,3,2,13,13.2,+8,C,2020,15
Steven Adams,25,2019-12-20,26-153,OKC,1,PHX,18,1,25.65,5,6,.833,0,0,,0,0,,3,6,9,2,0,2,3,2,10,10.7,+8,C,2020,15
Steven Adams,26,2019-12-22,26-155,OKC,1,LAC,6,1,31.45,10,15,.667,0,0,,0,2,.000,6,11,17,2,3,0,1,2,20,22.8,-4,C,2020,15
Steven Adams,27,2019-12-26,26-159,OKC,1,MEM,-13,1,27.566666666666666,7,10,.700,0,0,,2,4,.500,2,4,6,4,1,1,0,3,16,16.9,+8,C,2020,15
Steven Adams,28,2019-12-27,26-160,OKC,0,CHA,2,1,33.65,6,9,.667,0,0,,2,4,.500,4,8,12,3,2,2,2,2,14,17.2,+1,C,2020,15
Steven Adams,29,2019-12-29,26-162,OKC,0,TOR,1,1,28.783333333333335,2,7,.286,0,0,,5,6,.833,4,2,6,0,2,1,1,0,9,9.6,0,C,2020,15
Steven Adams,30,2019-12-31,26-164,OKC,1,DAL,5,1,25.166666666666668,4,7,.571,0,0,,2,4,.500,4,7,11,2,1,0,1,5,10,10.2,+3,C,2020,15
Steven Adams,31,2020-01-02,26-166,OKC,0,SAS,6,1,29.9,5,8,.625,0,0,,4,6,.667,4,5,9,3,0,1,1,4,14,14.1,+8,C,2020,15
Steven Adams,32,2020-01-04,26-168,OKC,0,CLE,15,1,30.283333333333335,2,7,.286,0,0,,6,7,.857,8,8,16,4,1,1,1,1,10,16.6,+15,C,2020,15
Steven Adams,33,2020-01-06,26-170,OKC,0,PHI,-7,1,35.13333333333333,9,14,.643,0,0,,6,8,.750,9,6,15,1,0,2,1,1,24,25.8,-4,C,2020,15
Steven Adams,34,2020-01-07,26-171,OKC,0,BKN,8,1,35.71666666666667,3,5,.600,0,0,,4,7,.571,4,14,18,3,2,0,2,0,10,15.6,+17,C,2020,15
Steven Adams,35,2020-01-09,26-173,OKC,1,HOU,21,1,24.966666666666665,6,8,.750,0,0,,3,4,.750,1,7,8,3,1,0,1,1,15,15.9,+17,C,2020,15
Steven Adams,36,2020-01-11,26-175,OKC,1,LAL,-15,1,29.433333333333334,6,10,.600,0,0,,0,0,,2,6,8,1,2,1,1,0,12,13.0,-12,C,2020,15
Steven Adams,37,2020-01-13,26-177,OKC,0,MIN,13,1,28.916666666666668,5,7,.714,0,0,,3,4,.750,4,7,11,5,1,3,2,1,13,18.8,+8,C,2020,15
Steven Adams,38,2020-01-15,26-179,OKC,1,TOR,-9,1,6.55,1,1,1.000,0,0,,0,0,,0,2,2,1,1,0,1,0,2,3.0,-2,C,2020,15
Steven Adams,39,2020-01-18,26-182,OKC,1,POR,13,1,24.133333333333333,1,7,.143,0,0,,3,4,.750,5,4,9,3,0,0,3,2,5,3.1,+20,C,2020,15
Steven Adams,40,2020-01-20,26-184,OKC,0,HOU,5,1,1.6,0,2,.000,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0,-2.2,+2,C,2020,15
Steven Adams,41,2020-01-25,26-189,OKC,0,MIN,9,1,23.116666666666667,0,2,.000,0,0,,0,0,,0,1,1,2,0,4,1,4,0,0.5,+1,C,2020,15
Steven Adams,42,2020-01-27,26-191,OKC,1,DAL,-10,1,23.85,4,5,.800,0,0,,1,2,.500,0,5,5,4,0,0,0,2,9,10.2,-3,C,2020,15
Steven Adams,43,2020-01-29,26-193,OKC,0,SAC,20,1,25.9,2,5,.400,0,0,,4,4,1.000,5,3,8,1,1,1,0,2,8,11.3,+14,C,2020,15
Steven Adams,44,2020-01-31,26-195,OKC,0,PHX,4,1,22.85,4,6,.667,0,0,,0,0,,4,1,5,2,2,1,4,5,8,6.6,-11,C,2020,15
Steven Adams,45,2020-02-05,26-200,OKC,1,CLE,6,1,29.716666666666665,2,5,.400,0,0,,2,3,.667,1,7,8,3,0,0,1,2,6,6.0,+2,C,2020,15
Steven Adams,46,2020-02-07,26-202,OKC,1,DET,7,1,28.8,7,10,.700,0,0,,2,2,1.000,2,6,8,3,0,1,3,3,16,13.6,-9,C,2020,15
Steven Adams,47,2020-02-09,26-204,OKC,1,BOS,-1,1,30.033333333333335,2,10,.200,0,1,.000,0,0,,5,6,11,2,0,1,2,3,4,2.0,+8,C,2020,15
Steven Adams,48,2020-02-11,26-206,OKC,1,SAS,-8,1,32.416666666666664,4,9,.444,0,0,,2,2,1.000,3,7,10,2,4,1,4,5,10,9.6,+1,C,2020,15
Steven Adams,49,2020-02-13,26-208,OKC,0,NOP,5,1,27.85,5,10,.500,1,1,1.000,0,1,.000,3,8,11,2,1,3,1,4,11,12.0,+9,C,2020,15
Steven Adams,50,2020-02-21,26-216,OKC,1,DEN,12,1,32.233333333333334,7,14,.500,0,0,,5,6,.833,7,10,17,2,4,2,0,0,19,26.3,+9,C,2020,15
Steven Adams,51,2020-02-23,26-218,OKC,1,SAS,28,1,27.45,8,12,.667,0,0,,5,6,.833,3,11,14,0,1,0,1,0,21,20.8,+7,C,2020,15
Steven Adams,52,2020-02-25,26-220,OKC,0,CHI,2,1,28.433333333333334,6,8,.750,0,0,,4,6,.667,5,4,9,2,3,3,1,1,16,21.8,+11,C,2020,15
Steven Adams,53,2020-02-27,26-222,OKC,1,SAC,4,1,27.7,7,9,.778,0,0,,1,2,.500,6,1,7,1,0,0,1,2,15,14.5,-10,C,2020,15
Steven Adams,54,2020-02-28,26-223,OKC,0,MIL,-47,1,16.966666666666665,4,5,.800,0,0,,0,0,,1,6,7,3,1,0,1,1,8,10.3,-5,C,2020,15
Steven Adams,55,2020-03-03,26-227,OKC,1,LAC,-15,1,27.283333333333335,2,6,.333,0,0,,0,2,.000,5,5,10,2,0,0,1,5,4,3.2,-17,C,2020,15
Steven Adams,56,2020-03-04,26-228,OKC,0,DET,7,1,32.05,4,5,.800,0,0,,0,3,.000,0,7,7,3,3,1,5,1,8,7.4,+2,C,2020,15
Steven Adams,57,2020-03-06,26-230,OKC,0,NYK,23,1,23.516666666666666,5,8,.625,0,0,,2,2,1.000,6,5,11,1,0,2,0,0,12,16.2,+14,C,2020,15
Steven Adams,58,2020-03-08,26-232,OKC,0,BOS,1,1,26.433333333333334,1,2,.500,0,0,,4,8,.500,0,6,6,1,3,1,1,1,6,8.2,+4,C,2020,15
Steven Adams,59,2020-08-01,27-012,OKC,1,UTA,16,1,27.5,7,10,.700,0,0,,2,5,.400,3,8,11,2,0,2,4,3,16,12.7,+15,C,2020,15
Steven Adams,60,2020-08-03,27-014,OKC,1,DEN,-8,1,34.05,3,6,.500,0,0,,3,4,.750,3,7,10,1,0,0,2,6,9,6.1,-18,C,2020,15
Steven Adams,61,2020-08-05,27-016,OKC,0,LAL,19,1,28.25,7,10,.700,0,0,,4,7,.571,1,6,7,2,0,0,1,2,18,14.7,+13,C,2020,15
Steven Adams,62,2020-08-12,27-023,OKC,1,MIA,1,1,19.95,4,7,.571,0,0,,0,2,.000,2,6,8,0,1,0,0,0,8,8.1,-7,C,2020,15
Steven Adams,63,2020-08-14,27-025,OKC,0,LAC,-4,1,6.366666666666666,0,2,.000,0,0,,0,0,,2,2,4,0,0,0,1,0,0,-0.4,+2,C,2020,15
Bam Adebayo,1,2019-10-23,22-097,MIA,1,MEM,19,1,24.05,3,7,.429,0,0,,8,10,.800,4,7,11,3,1,0,5,3,14,11.3,+10,PF,2020,15
Bam Adebayo,2,2019-10-26,22-100,MIA,0,MIL,5,1,38.46666666666667,5,9,.556,0,1,.000,9,12,.750,2,11,13,8,0,1,3,2,19,20.7,-2,PF,2020,15
Bam Adebayo,3,2019-10-27,22-101,MIA,0,MIN,-7,1,31.6,6,10,.600,0,1,.000,1,5,.200,2,7,9,5,2,3,3,3,13,13.7,-7,PF,2020,15
Bam Adebayo,4,2019-10-29,22-103,MIA,1,ATL,15,1,32.733333333333334,4,7,.571,0,0,,9,10,.900,2,8,10,3,2,3,2,4,17,19.7,+27,PF,2020,15
Bam Adebayo,5,2019-10-31,22-105,MIA,0,ATL,9,1,35.733333333333334,4,5,.800,1,1,1.000,3,7,.429,2,4,6,7,1,2,0,3,12,17.2,+7,PF,2020,15
Bam Adebayo,6,2019-11-03,22-108,MIA,1,HOU,29,1,25.916666666666668,3,5,.600,0,1,.000,2,4,.500,1,4,5,5,2,1,4,3,8,7.8,+15,PF,2020,15
Bam Adebayo,7,2019-11-05,22-110,MIA,0,DEN,-20,1,24.916666666666668,2,9,.222,0,0,,2,5,.400,3,8,11,3,0,2,1,2,6,5.5,-19,PF,2020,15
Bam Adebayo,8,2019-11-07,22-112,MIA,0,PHX,16,1,34.95,6,9,.667,0,1,.000,3,6,.500,2,8,10,6,5,1,2,3,15,20.4,+1,PF,2020,15
Bam Adebayo,9,2019-11-08,22-113,MIA,0,LAL,-15,1,38.05,4,7,.571,0,0,,3,8,.375,3,6,9,4,3,1,3,2,11,12.3,-12,PF,2020,15
Bam Adebayo,10,2019-11-12,22-117,MIA,1,DET,9,1,27.666666666666668,8,9,.889,0,0,,2,2,1.000,4,10,14,2,0,0,4,6,18,15.7,-5,PF,2020,15
Bam Adebayo,11,2019-11-14,22-119,MIA,0,CLE,11,1,39.85,7,14,.500,0,1,.000,2,3,.667,0,15,15,5,0,1,1,2,16,15.5,+25,PF,2020,15
Bam Adebayo,12,2019-11-16,22-121,MIA,1,NOP,15,1,34.233333333333334,8,11,.727,0,0,,2,2,1.000,2,11,13,4,2,3,2,0,18,23.1,+7,PF,2020,15
Bam Adebayo,13,2019-11-20,22-125,MIA,1,CLE,24,1,29.9,5,5,1.000,0,0,,3,6,.500,2,5,7,3,4,0,3,3,13,15.1,+21,PF,2020,15
Bam Adebayo,14,2019-11-22,22-127,MIA,0,CHI,8,1,33.28333333333333,6,10,.600,0,0,,4,4,1.000,4,10,14,6,3,1,4,0,16,21.1,+7,PF,2020,15
Bam Adebayo,15,2019-11-23,22-128,MIA,0,PHI,-27,1,25.55,5,9,.556,0,0,,2,4,.500,1,4,5,0,1,0,3,3,12,5.6,-26,PF,2020,15
Bam Adebayo,16,2019-11-25,22-130,MIA,1,CHA,17,1,34.11666666666667,8,14,.571,0,0,,5,5,1.000,1,12,13,5,0,1,3,2,21,19.1,+16,PF,2020,15
Bam Adebayo,17,2019-11-27,22-132,MIA,0,HOU,-9,1,39.75,5,8,.625,0,0,,7,10,.700,3,8,11,8,1,2,5,1,17,19.3,-6,PF,2020,15
Bam Adebayo,18,2019-11-29,22-134,MIA,1,GSW,17,1,24.316666666666666,1,5,.200,0,0,,0,0,,2,7,9,2,1,1,1,3,2,3.3,+12,PF,2020,15
Bam Adebayo,19,2019-12-01,22-136,MIA,0,BKN,3,1,33.45,6,14,.429,0,0,,5,7,.714,6,10,16,1,1,1,4,3,17,13.2,+2,PF,2020,15
Bam Adebayo,20,2019-12-03,22-138,MIA,0,TOR,11,1,37.333333333333336,7,13,.538,0,0,,4,4,1.000,3,4,7,1,0,1,2,3,18,13.2,+10,PF,2020,15
Bam Adebayo,21,2019-12-04,22-139,MIA,0,BOS,-19,1,37.833333333333336,4,9,.444,0,0,,0,2,.000,1,6,7,3,0,0,4,2,8,2.3,-16,PF,2020,15
Bam Adebayo,22,2019-12-06,22-141,MIA,1,WAS,9,1,36.55,10,16,.625,0,0,,4,7,.571,3,11,14,4,0,2,2,2,24,22.4,+20,PF,2020,15
Bam Adebayo,23,2019-12-08,22-143,MIA,1,CHI,5,1,40.916666666666664,7,9,.778,0,1,.000,7,9,.778,4,9,13,6,3,1,7,4,21,21.5,+9,PF,2020,15
Bam Adebayo,24,2019-12-10,22-145,MIA,1,ATL,14,1,43.516666666666666,13,18,.722,0,1,.000,4,5,.800,4,7,11,11,2,0,4,5,30,30.8,+26,PF,2020,15
Bam Adebayo,25,2019-12-13,22-148,MIA,1,LAL,-3,1,35.35,5,11,.455,0,0,,2,5,.400,4,8,12,5,0,1,2,2,12,11.7,-8,PF,2020,15
Bam Adebayo,26,2019-12-14,22-149,MIA,0,DAL,4,1,37.483333333333334,7,12,.583,0,0,,4,7,.571,2,9,11,10,2,2,1,4,18,23.1,+15,PF,2020,15
Bam Adebayo,27,2019-12-16,22-151,MIA,0,MEM,-7,1,43.45,4,12,.333,0,1,.000,6,8,.750,0,13,13,5,3,3,4,5,14,12.9,-3,PF,2020,15
Bam Adebayo,28,2019-12-18,22-153,MIA,0,PHI,4,1,33.56666666666667,9,16,.563,0,0,,5,6,.833,3,6,9,5,2,2,3,2,23,22.0,+2,PF,2020,15
Bam Adebayo,29,2019-12-20,22-155,MIA,1,NYK,15,1,30.05,6,9,.667,0,0,,8,8,1.000,1,7,8,3,1,0,4,2,20,17.2,+22,PF,2020,15
Bam Adebayo,30,2019-12-23,22-158,MIA,1,UTA,3,1,38.1,5,14,.357,0,0,,8,10,.800,5,8,13,6,3,3,2,2,18,21.8,-6,PF,2020,15
Bam Adebayo,31,2019-12-27,22-162,MIA,1,IND,1,1,35.983333333333334,8,10,.800,0,0,,2,2,1.000,6,9,15,6,0,0,1,0,18,24.3,+2,PF,2020,15
Bam Adebayo,32,2019-12-28,22-163,MIA,1,PHI,1,1,39.65,5,14,.357,0,0,,1,2,.500,0,3,3,2,1,1,0,3,11,5.6,-7,PF,2020,15
Bam Adebayo,33,2019-12-30,22-165,MIA,0,WAS,-18,1,35.75,6,11,.545,0,0,,2,3,.667,3,11,14,5,0,0,6,4,14,9.6,-23,PF,2020,15
Bam Adebayo,34,2020-01-02,22-168,MIA,1,TOR,8,1,35.45,7,8,.875,0,0,,1,2,.500,2,12,14,2,0,1,4,4,15,13.3,+9,PF,2020,15
Bam Adebayo,35,2020-01-03,22-169,MIA,0,ORL,-20,1,34.78333333333333,5,8,.625,0,0,,4,5,.800,5,5,10,1,1,2,2,1,14,15.7,-5,PF,2020,15
Bam Adebayo,36,2020-01-05,22-171,MIA,1,POR,11,1,35.55,9,10,.900,0,0,,2,6,.333,4,4,8,6,1,1,3,3,20,20.7,+9,PF,2020,15
Bam Adebayo,37,2020-01-08,22-174,MIA,0,IND,14,1,28.783333333333335,8,11,.727,0,0,,2,3,.667,0,9,9,4,0,1,0,1,18,18.9,+31,PF,2020,15
Bam Adebayo,38,2020-01-10,22-176,MIA,0,BKN,-4,1,32.916666666666664,10,13,.769,0,0,,2,2,1.000,2,4,6,7,2,1,1,2,22,25.3,-16,PF,2020,15
Bam Adebayo,39,2020-01-12,22-178,MIA,0,NYK,-3,1,37.25,5,7,.714,0,0,,5,6,.833,2,4,6,5,0,0,5,4,15,11.2,-2,PF,2020,15
Bam Adebayo,40,2020-01-15,22-181,MIA,1,SAS,6,1,35.95,6,15,.400,0,0,,2,4,.500,4,9,13,7,0,2,0,0,14,16.9,0,PF,2020,15
Bam Adebayo,41,2020-01-17,22-183,MIA,0,OKC,7,1,32.11666666666667,7,11,.636,0,0,,7,10,.700,1,7,8,5,0,1,3,2,21,18.1,-1,PF,2020,15
Bam Adebayo,42,2020-01-19,22-185,MIA,0,SAS,-5,1,36.166666666666664,8,13,.615,0,1,.000,5,5,1.000,4,12,16,6,2,0,2,0,21,25.7,+12,PF,2020,15
Bam Adebayo,43,2020-01-20,22-186,MIA,1,SAC,5,1,39.666666666666664,6,9,.667,0,0,,4,6,.667,4,7,11,5,1,1,5,4,16,14.8,+13,PF,2020,15
Bam Adebayo,44,2020-01-22,22-188,MIA,1,WAS,5,1,34.416666666666664,3,8,.375,0,0,,0,1,.000,1,7,8,2,0,1,4,2,6,1.3,-4,PF,2020,15
Bam Adebayo,45,2020-01-24,22-190,MIA,1,LAC,-5,1,38.2,6,10,.600,0,0,,6,7,.857,3,5,8,9,0,1,4,1,18,19.2,+14,PF,2020,15
Bam Adebayo,46,2020-01-27,22-193,MIA,1,ORL,21,1,32.28333333333333,10,16,.625,0,1,.000,0,0,,0,10,10,10,1,0,1,0,20,22.8,+16,PF,2020,15
Bam Adebayo,47,2020-01-28,22-194,MIA,1,BOS,-8,1,33.016666666666666,7,11,.636,0,0,,2,2,1.000,2,8,10,1,1,1,2,5,16,13.3,-4,PF,2020,15
Bam Adebayo,48,2020-02-01,22-198,MIA,0,ORL,13,1,38.166666666666664,1,8,.125,0,0,,2,4,.500,3,11,14,5,3,4,2,1,4,10.3,+14,PF,2020,15
Bam Adebayo,49,2020-02-03,22-200,MIA,1,PHI,31,1,35.38333333333333,8,15,.533,0,0,,2,2,1.000,3,5,8,11,1,0,0,2,18,22.2,+29,PF,2020,15
Bam Adebayo,50,2020-02-05,22-202,MIA,0,LAC,-17,1,39.583333333333336,9,15,.600,0,0,,4,7,.571,4,7,11,6,2,0,2,0,22,23.0,-15,PF,2020,15
Bam Adebayo,51,2020-02-07,22-204,MIA,0,SAC,-8,1,36.38333333333333,12,16,.750,0,0,,2,3,.667,1,6,7,3,0,2,5,3,26,19.0,-5,PF,2020,15
Bam Adebayo,52,2020-02-09,22-206,MIA,0,POR,-6,1,35.11666666666667,6,14,.429,0,0,,1,2,.500,5,7,12,7,0,3,3,4,13,13.2,-8,PF,2020,15
Bam Adebayo,53,2020-02-10,22-207,MIA,0,GSW,12,1,26.8,5,8,.625,0,0,,3,6,.500,3,8,11,7,2,0,1,2,13,17.8,-16,PF,2020,15
Bam Adebayo,54,2020-02-12,22-209,MIA,0,UTA,-15,1,33.38333333333333,4,10,.400,0,0,,1,2,.500,2,9,11,5,4,2,1,1,9,14.8,-23,PF,2020,15
Bam Adebayo,55,2020-02-20,22-217,MIA,0,ATL,-5,1,36.166666666666664,9,20,.450,0,1,.000,10,12,.833,5,14,19,7,3,1,4,3,28,27.9,+14,PF,2020,15
Bam Adebayo,56,2020-02-22,22-219,MIA,1,CLE,19,1,25.566666666666666,7,9,.778,0,0,,1,3,.333,1,2,3,9,1,1,5,3,15,13.8,+20,PF,2020,15
Bam Adebayo,57,2020-02-24,22-221,MIA,0,CLE,-6,1,40.983333333333334,9,15,.600,0,0,,4,5,.800,1,12,13,9,3,4,6,5,22,23.1,+7,PF,2020,15
Bam Adebayo,58,2020-02-26,22-223,MIA,1,MIN,-3,1,33.2,6,13,.462,0,1,.000,10,15,.667,1,9,10,7,0,2,4,5,22,17.0,+4,PF,2020,15
Bam Adebayo,59,2020-02-28,22-225,MIA,1,DAL,8,1,29.25,3,10,.300,0,0,,8,10,.800,2,9,11,3,0,1,1,2,14,12.5,-12,PF,2020,15
Bam Adebayo,60,2020-02-29,22-226,MIA,1,BKN,3,1,32.25,7,12,.583,0,0,,2,2,1.000,2,10,12,3,0,3,1,1,16,17.6,+2,PF,2020,15
Bam Adebayo,61,2020-03-02,22-228,MIA,1,MIL,16,1,37.05,5,16,.313,0,0,,4,6,.667,2,11,13,5,1,3,5,1,14,9.9,+13,PF,2020,15
Bam Adebayo,62,2020-03-04,22-230,MIA,1,ORL,3,1,30.9,5,9,.556,0,0,,0,0,,2,5,7,4,0,1,2,1,10,9.7,-8,PF,2020,15
Bam Adebayo,63,2020-03-06,22-232,MIA,0,NOP,-6,1,36.2,4,10,.400,0,0,,1,2,.500,4,8,12,4,3,4,4,6,9,10.6,-9,PF,2020,15
Bam Adebayo,64,2020-03-08,22-234,MIA,0,WAS,11,1,33.266666666666666,9,13,.692,0,0,,9,12,.750,2,12,14,6,0,1,5,4,27,23.6,+22,PF,2020,15
Bam Adebayo,65,2020-03-11,22-237,MIA,1,CHA,-11,1,34.233333333333334,10,15,.667,0,0,,1,2,.500,3,4,7,10,0,0,3,3,21,20.2,-10,PF,2020,15
Bam Adebayo,66,2020-08-01,23-014,MIA,0,DEN,20,1,28.3,7,12,.583,0,0,,8,10,.800,3,6,9,6,0,0,4,3,22,18.5,+19,PF,2020,15
Bam Adebayo,67,2020-08-03,23-016,MIA,1,TOR,-4,1,31.666666666666668,5,9,.556,0,0,,0,0,,1,7,8,4,1,1,2,2,10,10.2,+2,PF,2020,15
Bam Adebayo,68,2020-08-04,23-017,MIA,1,BOS,6,1,31.683333333333334,5,12,.417,0,0,,11,18,.611,3,9,12,2,1,1,1,3,21,17.5,+11,PF,2020,15
Bam Adebayo,69,2020-08-06,23-019,MIA,0,MIL,-14,1,21.95,2,10,.200,1,1,1.000,1,2,.500,1,4,5,6,1,0,4,5,6,0.5,-21,PF,2020,15
Bam Adebayo,70,2020-08-08,23-021,MIA,1,PHX,-7,1,30.4,6,13,.462,0,0,,6,6,1.000,1,6,7,9,1,3,5,2,18,17.4,+5,PF,2020,15
Bam Adebayo,71,2020-08-10,23-023,MIA,1,IND,22,1,22.3,4,10,.400,0,0,,2,4,.500,2,7,9,4,0,3,2,0,10,10.2,+16,PF,2020,15
Bam Adebayo,72,2020-08-12,23-025,MIA,0,OKC,-1,1,16.316666666666666,3,5,.600,0,0,,0,0,,0,2,2,4,0,0,1,3,6,4.9,+5,PF,2020,15
LaMarcus Aldridge,1,2019-10-23,34-096,SAS,1,NYK,9,1,35.3,8,15,.533,1,1,1.000,5,5,1.000,4,4,8,1,0,2,4,1,22,16.4,-3,C,2020,15
LaMarcus Aldridge,2,2019-10-26,34-099,SAS,1,WAS,2,1,33.1,10,17,.588,2,3,.667,5,7,.714,3,6,9,3,1,1,3,3,27,21.8,+5,C,2020,15
LaMarcus Aldridge,3,2019-10-28,34-101,SAS,1,POR,3,1,33.733333333333334,6,17,.353,0,1,.000,3,4,.750,2,5,7,3,1,5,1,3,15,12.4,-3,C,2020,15
LaMarcus Aldridge,4,2019-10-31,34-104,SAS,0,LAC,-6,1,35.63333333333333,2,8,.250,0,1,.000,1,2,.500,1,4,5,3,0,2,3,4,5,0.6,-10,C,2020,15
LaMarcus Aldridge,5,2019-11-01,34-105,SAS,0,GSW,17,1,26.066666666666666,8,15,.533,0,3,.000,6,6,1.000,5,3,8,0,0,1,1,1,22,18.4,+3,C,2020,15
LaMarcus Aldridge,6,2019-11-03,34-107,SAS,1,LAL,-7,1,30.266666666666666,2,9,.222,0,1,.000,4,4,1.000,1,4,5,2,1,1,2,3,8,4.3,-11,C,2020,15
LaMarcus Aldridge,7,2019-11-05,34-109,SAS,0,ATL,-8,1,33.85,6,14,.429,0,1,.000,2,2,1.000,1,4,5,4,0,4,2,1,14,11.7,-2,C,2020,15
LaMarcus Aldridge,8,2019-11-07,34-111,SAS,1,OKC,9,1,34.233333333333334,19,23,.826,0,1,.000,1,2,.500,3,3,6,4,2,1,3,2,39,34.8,+18,C,2020,15
LaMarcus Aldridge,9,2019-11-09,34-113,SAS,1,BOS,-20,1,26.366666666666667,1,4,.250,0,0,,1,2,.500,1,3,4,1,0,1,2,4,3,-0.4,-12,C,2020,15
LaMarcus Aldridge,10,2019-11-11,34-115,SAS,1,MEM,-4,1,32.833333333333336,8,15,.533,0,0,,3,4,.750,0,4,4,3,2,0,1,2,19,14.8,-3,C,2020,15
LaMarcus Aldridge,11,2019-11-13,34-117,SAS,0,MIN,-15,1,31.966666666666665,10,16,.625,0,1,.000,3,4,.750,2,2,4,2,0,1,0,3,23,18.3,-17,C,2020,15
