player,G,date,age,team,H/A,opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pos,season,KM
A.J. Price,1,2013-11-06,27-030,MIN,1,GSW,-13,0,1.45,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,+3,SG,2014,15
A.J. Price,2,2013-11-10,27-034,MIN,0,LAL,23,0,3.2,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+1,SG,2014,15
A.J. Price,3,2013-11-13,27-037,MIN,1,CLE,29,0,12.2,0,4,.000,0,2,.000,0,0,,0,2,2,1,0,0,0,1,0,-1.9,-3,SG,2014,15
A.J. Price,4,2013-11-16,27-040,MIN,1,BOS,18,0,2.95,1,2,.500,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,2.3,0,SG,2014,15
A.J. Price,5,2013-11-22,27-046,MIN,1,BKN,30,0,8.1,1,2,.500,0,1,.000,0,0,,0,0,0,2,0,0,0,1,2,2.0,-3,SG,2014,15
A.J. Price,6,2013-11-23,27-047,MIN,0,HOU,-11,0,2.5833333333333335,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0,-2.0,+3,SG,2014,15
A.J. Price,7,2013-12-01,27-055,MIN,0,OKC,-10,0,1.35,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-2,SG,2014,15
A.J. Price,8,2013-12-07,27-061,MIN,1,MIA,-21,0,9.3,0,1,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,0,0,1.0,-3,SG,2014,15
A.J. Price,9,2013-12-10,27-064,MIN,0,DET,27,0,2.6,2,3,.667,1,2,.500,0,0,,0,1,1,0,0,0,1,0,5,3.0,+3,SG,2014,15
A.J. Price,10,2013-12-20,27-074,MIN,0,LAL,-13,0,0.18333333333333332,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,SG,2014,15
A.J. Price,11,2013-12-27,27-081,MIN,1,WAS,22,0,2.0833333333333335,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,1.4,+1,SG,2014,15
A.J. Price,12,2013-12-28,27-082,MIN,0,MIL,22,0,1.6166666666666667,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,1.4,+2,SG,2014,15
A.J. Price,13,2014-01-01,27-086,MIN,1,NOP,12,0,2.283333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5,SG,2014,15
A.J. Price,14,2014-01-06,27-091,MIN,0,PHI,31,0,6.4,4,6,.667,1,2,.500,0,0,,0,0,0,1,0,0,0,1,9,6.7,+2,SG,2014,15
A.J. Price,15,2014-01-10,27-095,MIN,1,CHA,27,0,5.616666666666667,1,3,.333,1,2,.500,0,1,.000,0,2,2,1,0,0,1,0,3,1.2,+4,SG,2014,15
A.J. Price,16,2014-01-12,27-097,MIN,0,SAS,-18,0,3.9,2,3,.667,0,0,,0,0,,0,0,0,0,1,0,0,0,4,3.7,-2,SG,2014,15
A.J. Price,17,2014-01-17,27-102,MIN,0,TOR,-5,0,4.283333333333333,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.8,+2,SG,2014,15
A.J. Price,18,2014-01-24,27-109,MIN,0,GSW,1,0,4.283333333333333,1,3,.333,0,1,.000,0,1,.000,1,0,1,0,0,0,1,0,2,-0.4,+1,SG,2014,15
A.J. Price,19,2014-01-25,27-110,MIN,0,POR,-11,0,1.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1,SG,2014,15
A.J. Price,20,2014-02-01,27-117,MIN,0,ATL,-7,0,5.0,0,3,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-1.8,+1,SG,2014,15
A.J. Price,21,2014-02-04,27-120,MIN,1,LAL,10,0,0.06666666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2,SG,2014,15
A.J. Price,22,2014-02-05,27-121,MIN,0,OKC,-9,0,1.3,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+4,SG,2014,15
A.J. Price,23,2014-02-10,27-126,MIN,1,HOU,-18,0,1.7333333333333334,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-1,SG,2014,15
A.J. Price,24,2014-02-12,27-128,MIN,1,DEN,27,0,7.566666666666666,2,4,.500,0,2,.000,0,0,,0,1,1,1,0,0,1,0,4,2.0,-6,SG,2014,15
A.J. Price,25,2014-02-19,27-135,MIN,1,IND,13,0,0.8333333333333334,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,SG,2014,15
A.J. Price,26,2014-02-22,27-138,MIN,0,UTA,17,0,2.6166666666666667,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-1,SG,2014,15
A.J. Price,27,2014-02-23,27-139,MIN,0,POR,-11,0,3.6166666666666667,2,4,.500,1,3,.333,0,0,,0,0,0,0,0,0,0,0,5,3.0,+4,SG,2014,15
A.J. Price,28,2014-03-05,27-149,MIN,1,NYK,-12,0,1.0,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0,-2,SG,2014,15
Aaron Brooks,1,2013-10-30,28-289,HOU,1,CHA,13,0,11.083333333333334,0,0,,0,0,,0,0,,0,0,0,1,1,0,2,3,0,-1.5,+10,PG,2014,15
Aaron Brooks,2,2013-11-01,28-291,HOU,1,DAL,8,0,22.95,3,8,.375,2,5,.400,5,5,1.000,1,1,2,2,0,0,1,0,13,10.0,-7,PG,2014,15
Aaron Brooks,3,2013-11-02,28-292,HOU,0,UTA,11,0,20.566666666666666,1,4,.250,0,1,.000,0,0,,1,1,2,0,0,0,2,1,2,-1.8,-8,PG,2014,15
Aaron Brooks,4,2013-11-04,28-294,HOU,0,LAC,-19,0,17.516666666666666,3,5,.600,0,0,,3,4,.750,0,4,4,0,1,1,0,2,9,8.4,+8,PG,2014,15
Aaron Brooks,5,2013-11-05,28-295,HOU,0,POR,15,0,1.0166666666666666,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+1,PG,2014,15
Aaron Brooks,6,2013-11-11,28-301,HOU,1,TOR,6,0,0.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1,PG,2014,15
Aaron Brooks,7,2013-11-13,28-303,HOU,0,PHI,-6,0,4.383333333333334,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-9,PG,2014,15
Aaron Brooks,8,2013-11-14,28-304,HOU,0,NYK,3,0,0.03333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,PG,2014,15
Aaron Brooks,9,2013-11-16,28-306,HOU,1,DEN,11,0,1.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,PG,2014,15
Aaron Brooks,10,2013-11-19,28-309,HOU,1,BOS,24,0,9.183333333333334,2,4,.500,0,0,,0,0,,0,0,0,0,0,0,1,3,4,-0.2,-7,PG,2014,15
Aaron Brooks,11,2013-11-23,28-313,HOU,1,MIN,11,0,24.6,10,14,.714,6,7,.857,0,0,,1,3,4,5,2,0,4,0,26,23.3,+9,PG,2014,15
Aaron Brooks,12,2013-11-25,28-315,HOU,0,MEM,7,0,16.183333333333334,1,6,.167,1,4,.250,0,0,,2,1,3,1,1,0,1,3,3,0.4,+1,PG,2014,15
Aaron Brooks,13,2013-11-27,28-317,HOU,1,ATL,29,0,27.483333333333334,7,12,.583,4,6,.667,3,3,1.000,0,2,2,4,2,0,3,4,21,16.2,+20,PG,2014,15
Aaron Brooks,14,2013-11-29,28-319,HOU,1,BKN,19,0,28.25,5,8,.625,3,5,.600,1,1,1.000,1,0,1,7,3,1,1,3,14,17.5,-1,PG,2014,15
Aaron Brooks,15,2013-11-30,28-320,HOU,0,SAS,6,0,15.866666666666667,1,8,.125,0,3,.000,1,2,.500,0,2,2,4,3,0,4,3,3,-1.4,0,PG,2014,15
Aaron Brooks,16,2013-12-02,28-322,HOU,0,UTA,-6,0,24.016666666666666,5,12,.417,1,3,.333,2,2,1.000,0,2,2,2,0,0,1,1,13,7.2,-1,PG,2014,15
Aaron Brooks,17,2013-12-04,28-324,HOU,1,PHX,-9,0,33.45,7,18,.389,3,5,.600,0,0,,2,2,4,6,3,0,2,3,17,13.2,-1,PG,2014,15
Aaron Brooks,18,2013-12-06,28-326,HOU,1,GSW,22,0,17.05,3,7,.429,2,5,.400,0,0,,1,0,1,2,1,0,1,1,8,6.0,+8,PG,2014,15
Aaron Brooks,19,2013-12-08,28-328,HOU,1,ORL,10,0,13.283333333333333,1,4,.250,0,2,.000,0,0,,0,1,1,1,0,0,3,1,2,-2.8,-10,PG,2014,15
Aaron Brooks,20,2013-12-15,28-335,HOU,0,SAC,-15,0,27.316666666666666,4,8,.500,2,4,.500,3,4,.750,0,1,1,2,1,0,3,1,13,7.9,-14,PG,2014,15
Aaron Brooks,21,2013-12-18,28-338,HOU,1,CHI,15,0,17.633333333333333,1,6,.167,0,1,.000,0,0,,1,2,3,4,1,0,0,3,2,2.1,+6,PG,2014,15
Aaron Brooks,22,2013-12-20,28-340,HOU,0,IND,-33,0,17.983333333333334,0,7,.000,0,1,.000,1,2,.500,1,1,2,1,1,0,2,2,1,-4.4,-16,PG,2014,15
Aaron Brooks,23,2013-12-21,28-341,HOU,0,DET,17,0,34.43333333333333,4,10,.400,1,4,.250,1,1,1.000,0,2,2,7,0,0,1,4,10,7.5,+20,PG,2014,15
Aaron Brooks,24,2013-12-23,28-343,HOU,1,DAL,-7,0,27.216666666666665,7,13,.538,4,7,.571,0,0,,1,2,3,5,0,1,2,4,18,13.6,-7,PG,2014,15
Aaron Brooks,25,2013-12-25,28-345,HOU,0,SAS,13,0,14.133333333333333,2,5,.400,2,3,.667,0,0,,1,0,1,0,0,0,0,2,6,3.2,-11,PG,2014,15
Aaron Brooks,26,2013-12-26,28-346,HOU,1,MEM,8,0,14.866666666666667,3,7,.429,0,3,.000,0,0,,1,0,1,2,0,0,0,1,6,4.0,-7,PG,2014,15
Aaron Brooks,27,2013-12-28,28-348,HOU,1,NOP,9,0,20.15,3,8,.375,1,5,.200,2,2,1.000,1,0,1,1,0,0,1,2,9,4.2,-1,PG,2014,15
Aaron Brooks,28,2013-12-29,28-349,HOU,0,OKC,-31,0,23.433333333333334,6,14,.429,3,7,.429,2,2,1.000,0,1,1,2,1,1,0,1,17,12.6,-1,PG,2014,15
Aaron Brooks,29,2013-12-31,28-351,HOU,1,SAC,-4,0,14.633333333333333,1,5,.200,0,3,.000,2,2,1.000,2,0,2,3,0,0,0,3,4,3.2,-4,PG,2014,15
Aaron Brooks,30,2014-01-03,28-354,HOU,1,NYK,2,0,19.533333333333335,1,8,.125,1,5,.200,2,2,1.000,1,1,2,1,0,0,2,4,5,-2.1,+3,PG,2014,15
