,player,player_id,line,stat,league_id,event_time,opp,Team,count,over_prob,under_prob,pred
55,Brandin Cooks,38000,18.5,bt66,1,2023-10-17T00:15:00,LAC,DAL,5,0.487742146786528,0.512257853213472,18.101372000525817
56,Brandin Cooks,38000,35.5,Receiving Yards,1,2023-10-17T00:15:00,LAC,DAL,6,0.49829316583600736,0.5017068341639925,36.37419186102989
57,Brandin Cooks,38000,36.5,Receiving Yards,1,2023-10-17T00:15:00,LAC,DAL,12,0.5034560576324156,0.4965439423675843,36.37419186102989
58,Brandin Cooks,38000,37.5,Rush+Rec Yards,1,2023-10-17T00:15:00,LAC,DAL,6,0.5007720339377413,0.4992279660622588,37.69257171826598
59,Brandon Aubrey,418113,1.5,Field Goals Made,1,2023-10-17T00:15:00,LAC,DAL,1,0.4592085979482169,0.5407914020517831,1.5492632892089937
60,Brandon Aubrey,418113,2.5,Extra Points Made,1,2023-10-17T00:15:00,LAC,DAL,1,0.4693877551020409,0.5306122448979592,2.5494258371416834
61,Brandon Aubrey,418113,6.5,Total Kicking Points,1,2023-10-17T00:15:00,LAC,DAL,1,0.5371282253299192,0.4628717746700807,6.909651483432944
62,Brandon Marsh,42360,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,4,,,0.5
63,Brandon Marsh,42360,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,6,,,0.5
64,Brandon Marsh,42360,0.5,Total Bases,5,2023-10-17T00:07:00,PHI,ARI,10,0.5050235867112045,0.49497641328879544,0.7017212115807699
65,Brandon Marsh,42360,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,12,,,0.5
66,Brandon Marsh,42360,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,13,,,0.5
67,Breanna Stewart,410221,1.5,3P,7,2023-10-19T00:00:00,NYL,LVA,5,0.4154025670945158,0.5845974329054843,1.4228518520490485
68,Breanna Stewart,410221,10.5,TRB,7,2023-10-19T00:00:00,NYL,LVA,5,0.5,0.5,10.666009391057715
69,Breanna Stewart,410221,20.5,PTS,7,2023-10-19T00:00:00,NYL,LVA,6,0.47344932775957516,0.5265506722404248,20.37667726770632
70,Brian Robinson,241668,56.5,Rush Yards,1,2023-10-22T17:00:00,NYG,WAS,1,0.5,0.5,56.68419824144895
71,Bryce Harper,40714,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,5,,,0.5
72,Bryce Harper,40714,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,7,,,0.5
73,Bryce Harper,40714,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,12,,,0.5
74,Bryce Harper,40714,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,13,,,0.5
75,Bryson Stott,42357,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,4,,,0.5
76,Bryson Stott,42357,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,6,,,0.5
77,Bryson Stott,42357,0.5,Total Bases,5,2023-10-17T00:07:00,PHI,ARI,8,0.6252335903189514,0.3747664096810485,0.9793839168657402
78,Bryson Stott,42357,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,12,,,0.5
79,Bryson Stott,42357,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,13,,,0.5
80,CJ Daniels,142562,66.5,Receiving Yards,2,2023-10-17T23:00:00,LIB,MTS,1,0.5,0.5,67.18583921895899
81,CJ Daniels,142562,67.5,Receiving Yards,2,2023-10-17T23:00:00,LIB,MTS,1,0.5,0.5,67.18583921895899
82,Cameron Dicker,408835,1.5,Field Goals Made,1,2023-10-17T00:15:00,LAC,DAL,1,0.4796954314720812,0.5203045685279188,1.6125292751620628
83,Cameron Dicker,408835,2.5,Extra Points Made,1,2023-10-17T00:15:00,LAC,DAL,1,0.4693877551020409,0.5306122448979592,2.5494258371416834
84,Cameron Dicker,408835,6.5,Total Kicking Points,1,2023-10-17T00:15:00,LAC,DAL,1,0.48987854251012153,0.5101214574898786,6.601741533127408
85,Carter Bradley,146114,2.5,Passing Touchdowns,2,2023-10-17T23:30:00,SAB,USM,1,0.35698348951361003,0.64301651048639,2.127029882145288
86,Carter Bradley,146114,270.5,Passing Yards,2,2023-10-17T23:30:00,SAB,USM,1,0.5,0.5,270.70649431565965
87,Caullin Lacy,32551,102.5,Receiving Yards,2,2023-10-17T23:30:00,SAB,USM,1,0.5,0.5,102.69062071124476
88,CeeDee Lamb,39125,5.5,bt15,1,2023-10-17T00:15:00,LAC,DAL,16,0.5318227927532373,0.46817720724676265,5.877165345730198
89,CeeDee Lamb,39125,6.0,bt15,1,2023-10-17T00:15:00,LAC,DAL,1,0.5,0.5,5.877165345730198
90,CeeDee Lamb,39125,24.5,bt66,1,2023-10-17T00:15:00,LAC,DAL,6,0.5302015681259884,0.46979843187401155,25.339154168521862
91,CeeDee Lamb,39125,25.5,bt66,1,2023-10-17T00:15:00,LAC,DAL,5,0.5018287772032611,0.4981712227967389,25.339154168521862
92,CeeDee Lamb,39125,70.5,Receiving Yards,1,2023-10-17T00:15:00,LAC,DAL,1,0.5101214574898786,0.48987854251012153,73.08537462416948
93,CeeDee Lamb,39125,72.5,Receiving Yards,1,2023-10-17T00:15:00,LAC,DAL,14,0.5049513931341829,0.49504860686581703,73.08537462416948
94,CeeDee Lamb,39125,74.5,Receiving Yards,1,2023-10-17T00:15:00,LAC,DAL,3,0.5226570545829042,0.4773429454170958,73.08537462416948
95,CeeDee Lamb,39125,75.5,Rush+Rec Yards,1,2023-10-17T00:15:00,LAC,DAL,5,0.5025096600662051,0.4974903399337949,75.89971838217082
96,CeeDee Lamb,39125,76.5,Rush+Rec Yards,1,2023-10-17T00:15:00,LAC,DAL,1,0.5,0.5,75.89971838217082
97,Chas McCormick,3769,0.5,Home Runs,5,2023-10-16T20:37:00,HOU,TEX,4,,,0.5
98,Chas McCormick,3769,0.5,Home Runs,5,2023-10-16T20:37:00,HOU,TEX,7,,,0.5
