,player,player_id,points,price,side,stat,book,league_id,event_time,Prob,Opp,Team
0,Garrett Shrader,184181,33.5,-114.0,over,bt12,SportsBetting,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
1,Garrett Shrader,184181,1.5,-108.0,over,bt65,SportsBetting,2,2023-10-07T19:30:00,0.5192307692307693,NC,SYR
2,Garrett Shrader,184181,210.5,-114.0,over,bt14,SportsBetting,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
3,Garrett Shrader,184181,33.5,-114.0,over,bt12,BetOnline,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
4,Garrett Shrader,184181,1.5,-108.0,over,bt65,BetOnline,2,2023-10-07T19:30:00,0.5192307692307693,NC,SYR
5,Garrett Shrader,184181,210.5,-114.0,over,bt14,BetOnline,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
6,Garrett Shrader,184181,33.5,-114.0,over,bt12,Bovada,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
7,Garrett Shrader,184181,1.5,-108.0,over,bt65,Bovada,2,2023-10-07T19:30:00,0.5192307692307693,NC,SYR
8,Garrett Shrader,184181,210.5,-114.0,over,bt14,Bovada,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
9,Garrett Shrader,184181,33.5,-114.0,over,bt12,FanDuel,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
10,Garrett Shrader,184181,1.5,-108.0,over,bt65,FanDuel,2,2023-10-07T19:30:00,0.5192307692307693,NC,SYR
11,Garrett Shrader,184181,210.5,-114.0,over,bt14,FanDuel,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
12,Garrett Shrader,184181,1.5,-135.0,over,bt65,PrizePicks,2,2023-10-07T19:30:00,0.574468085106383,NC,SYR
13,Garrett Shrader,184181,218.5,-135.0,over,bt14,PrizePicks,2,2023-10-07T19:30:00,0.574468085106383,NC,SYR
14,Garrett Shrader,184181,1.5,-110.0,over,bt65,DraftKings,2,2023-10-07T19:30:00,0.5238095238095238,NC,SYR
15,Garrett Shrader,184181,215.5,-115.0,over,bt14,DraftKings,2,2023-10-07T19:30:00,0.5348837209302325,NC,SYR
16,Garrett Shrader,184181,1.5,-135.0,over,bt65,Underdog Fantasy,2,2023-10-07T19:30:00,0.574468085106383,NC,SYR
17,Garrett Shrader,184181,215.5,-135.0,over,bt14,Underdog Fantasy,2,2023-10-07T19:30:00,0.574468085106383,NC,SYR
18,Garrett Shrader,184181,1.5,-118.0,over,bt65,Caesars,2,2023-10-07T19:30:00,0.5412844036697247,NC,SYR
19,Garrett Shrader,184181,0.5,-152.0,over,bt62,Caesars,2,2023-10-07T19:30:00,0.6031746031746031,NC,SYR
20,Garrett Shrader,184181,215.5,-115.0,over,bt14,Caesars,2,2023-10-07T19:30:00,0.5348837209302325,NC,SYR
21,Garrett Shrader,184181,1.5,105.0,over,bt65,Parx,2,2023-10-07T19:30:00,0.4878048780487805,NC,SYR
22,Garrett Shrader,184181,0.5,-165.0,over,bt62,Parx,2,2023-10-07T19:30:00,0.6226415094339622,NC,SYR
23,Garrett Shrader,184181,214.5,-114.0,over,bt14,Parx,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
24,Garrett Shrader,184181,1.5,105.0,over,bt65,Four Winds,2,2023-10-07T19:30:00,0.4878048780487805,NC,SYR
25,Garrett Shrader,184181,0.5,-165.0,over,bt62,Four Winds,2,2023-10-07T19:30:00,0.6226415094339622,NC,SYR
26,Garrett Shrader,184181,214.5,-114.0,over,bt14,Four Winds,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
27,Garrett Shrader,184181,0.5,110.0,under,bt62,Caesars,2,2023-10-07T19:30:00,0.4761904761904761,NC,SYR
28,Garrett Shrader,184181,1.5,-118.0,under,bt65,Caesars,2,2023-10-07T19:30:00,0.5412844036697247,NC,SYR
29,Garrett Shrader,184181,215.5,-119.0,under,bt14,Caesars,2,2023-10-07T19:30:00,0.54337899543379,NC,SYR
30,Garrett Shrader,184181,0.5,128.0,under,bt62,Parx,2,2023-10-07T19:30:00,0.4385964912280701,NC,SYR
31,Garrett Shrader,184181,1.5,-134.0,under,bt65,Parx,2,2023-10-07T19:30:00,0.5726495726495726,NC,SYR
32,Garrett Shrader,184181,214.5,-112.0,under,bt14,Parx,2,2023-10-07T19:30:00,0.5283018867924528,NC,SYR
33,Garrett Shrader,184181,0.5,128.0,under,bt62,Four Winds,2,2023-10-07T19:30:00,0.4385964912280701,NC,SYR
34,Garrett Shrader,184181,1.5,-134.0,under,bt65,Four Winds,2,2023-10-07T19:30:00,0.5726495726495726,NC,SYR
35,Garrett Shrader,184181,214.5,-112.0,under,bt14,Four Winds,2,2023-10-07T19:30:00,0.5283018867924528,NC,SYR
36,Garrett Shrader,184181,1.5,-135.0,under,bt65,PrizePicks,2,2023-10-07T19:30:00,0.574468085106383,NC,SYR
37,Garrett Shrader,184181,218.5,-135.0,under,bt14,PrizePicks,2,2023-10-07T19:30:00,0.574468085106383,NC,SYR
38,Garrett Shrader,184181,1.5,-122.0,under,bt65,FanDuel,2,2023-10-07T19:30:00,0.5495495495495496,NC,SYR
39,Garrett Shrader,184181,33.5,-114.0,under,bt12,FanDuel,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
40,Garrett Shrader,184181,210.5,-114.0,under,bt14,FanDuel,2,2023-10-07T19:30:00,0.5327102803738317,NC,SYR
41,Garrett Shrader,184181,1.5,-120.0,under,bt65,SportsBetting,2,2023-10-07T19:30:00,0.5454545454545454,NC,SYR
