,player,player_id,points,price,side,stat,book,league_id,event_time,prob,opp,Team,time
12,Cam Akers,2449,5.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
13,Cam Akers,2449,23.5,-135.0,over,Rush+Rec Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
14,Cam Akers,2449,15.5,-135.0,over,Rush Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
15,Cam Akers,2449,5.5,-110.0,over,Receiving Yards,DraftKings,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
16,Cam Akers,2449,1.5,180.0,over,Receptions,DraftKings,1,2023-10-24T00:15:00,0.3571428571428571,MIN,SF,2023-10-23 16:04:00
17,Cam Akers,2449,23.5,-110.0,over,Rush+Rec Yards,DraftKings,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
18,Cam Akers,2449,15.5,100.0,over,Rush Yards,DraftKings,1,2023-10-24T00:15:00,0.5,MIN,SF,2023-10-23 16:04:00
19,Cam Akers,2449,5.5,-110.0,over,Receiving Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
20,Cam Akers,2449,1.5,200.0,over,Receptions,Bet365,1,2023-10-24T00:15:00,0.3333333333333333,MIN,SF,2023-10-23 16:04:00
21,Cam Akers,2449,23.5,-115.0,over,Rush+Rec Yards,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
22,Cam Akers,2449,14.5,-115.0,over,Rush Yards,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
23,Cam Akers,2449,1.5,172.0,over,Receptions,Caesars,1,2023-10-24T00:15:00,0.3676470588235294,MIN,SF,2023-10-23 16:04:00
24,Cam Akers,2449,23.5,-115.0,over,Rush+Rec Yards,Caesars,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
25,Cam Akers,2449,15.5,-111.0,over,Rush Yards,Caesars,1,2023-10-24T00:15:00,0.5260663507109005,MIN,SF,2023-10-23 16:04:00
26,Cam Akers,2449,15.5,100.0,over,Rush Yards,PointsBet,1,2023-10-24T00:15:00,0.5,MIN,SF,2023-10-23 16:04:00
27,Cam Akers,2449,15.5,-118.0,over,Rush Yards,888sports,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
28,Cam Akers,2449,14.5,-113.0,over,Rush Yards,Four Winds,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
29,Cam Akers,2449,14.5,-113.0,over,Rush Yards,BetRivers,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
30,Cam Akers,2449,14.5,-113.0,over,Rush Yards,Parx,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
31,Cam Akers,2449,14.5,-113.0,over,Rush Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
32,Cam Akers,2449,14.5,-113.0,over,Rush Yards,Unibet,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
33,Cam Akers,2449,14.5,-110.0,over,Rush Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
34,Cam Akers,2449,16.5,-135.0,over,Rush Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
35,Cam Akers,2449,5.5,-120.0,under,Receiving Yards,SportsBetting,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
36,Cam Akers,2449,15.5,-130.0,under,Rush Yards,SportsBetting,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
37,Cam Akers,2449,5.5,-120.0,under,Receiving Yards,BetOnline,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
38,Cam Akers,2449,15.5,-130.0,under,Rush Yards,BetOnline,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
39,Cam Akers,2449,5.5,-120.0,under,Receiving Yards,Bovada,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
40,Cam Akers,2449,15.5,-130.0,under,Rush Yards,Bovada,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
41,Cam Akers,2449,5.5,-126.0,under,Receiving Yards,Pinnacle,1,2023-10-24T00:15:00,0.5575221238938053,MIN,SF,2023-10-23 16:04:00
42,Cam Akers,2449,1.5,-275.0,under,Receptions,Pinnacle,1,2023-10-24T00:15:00,0.7333333333333333,MIN,SF,2023-10-23 16:04:00
43,Cam Akers,2449,15.5,-150.0,under,Rush Yards,Pinnacle,1,2023-10-24T00:15:00,0.6,MIN,SF,2023-10-23 16:04:00
44,Cam Akers,2449,5.5,-120.0,under,Receiving Yards,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
45,Cam Akers,2449,23.5,-115.0,under,Rush+Rec Yards,BetMGM,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
46,Cam Akers,2449,15.5,-120.0,under,Rush Yards,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
47,Cam Akers,2449,5.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
48,Cam Akers,2449,23.5,-135.0,under,Rush+Rec Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
49,Cam Akers,2449,15.5,-135.0,under,Rush Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
50,Cam Akers,2449,5.5,-120.0,under,Receiving Yards,DraftKings,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
51,Cam Akers,2449,1.5,-238.0,under,Receptions,DraftKings,1,2023-10-24T00:15:00,0.7041420118343196,MIN,SF,2023-10-23 16:04:00
52,Cam Akers,2449,23.5,-120.0,under,Rush+Rec Yards,DraftKings,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
53,Cam Akers,2449,15.5,-130.0,under,Rush Yards,DraftKings,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
54,Cam Akers,2449,5.5,-110.0,under,Receiving Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
55,Cam Akers,2449,1.5,-245.0,under,Receptions,Bet365,1,2023-10-24T00:15:00,0.7101449275362319,MIN,SF,2023-10-23 16:04:00
56,Cam Akers,2449,23.5,-115.0,under,Rush+Rec Yards,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
57,Cam Akers,2449,14.5,-105.0,under,Rush Yards,Bet365,1,2023-10-24T00:15:00,0.5121951219512195,MIN,SF,2023-10-23 16:04:00
58,Cam Akers,2449,1.5,-244.0,under,Receptions,Caesars,1,2023-10-24T00:15:00,0.7093023255813954,MIN,SF,2023-10-23 16:04:00
59,Cam Akers,2449,23.5,-119.0,under,Rush+Rec Yards,Caesars,1,2023-10-24T00:15:00,0.54337899543379,MIN,SF,2023-10-23 16:04:00
60,Cam Akers,2449,15.5,-123.0,under,Rush Yards,Caesars,1,2023-10-24T00:15:00,0.5515695067264574,MIN,SF,2023-10-23 16:04:00
61,Cam Akers,2449,15.5,-130.0,under,Rush Yards,PointsBet,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
62,Cam Akers,2449,15.5,-133.0,under,Rush Yards,888sports,1,2023-10-24T00:15:00,0.5708154506437768,MIN,SF,2023-10-23 16:04:00
63,Cam Akers,2449,14.5,-115.0,under,Rush Yards,Four Winds,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
64,Cam Akers,2449,14.5,-115.0,under,Rush Yards,BetRivers,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
65,Cam Akers,2449,14.5,-115.0,under,Rush Yards,Parx,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
66,Cam Akers,2449,14.5,-115.0,under,Rush Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
67,Cam Akers,2449,14.5,-115.0,under,Rush Yards,Unibet,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
68,Cam Akers,2449,14.5,-110.0,under,Rush Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
69,Cam Akers,2449,16.5,-135.0,under,Rush Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
0,Elijah Mitchell,4380,5.5,-150.0,over,Rushing Attempts,888sports,1,2023-10-24T00:15:00,0.6,MIN,SF,2023-10-23 16:04:00
1,Elijah Mitchell,4380,5.5,-139.0,over,Rushing Attempts,Caesars,1,2023-10-24T00:15:00,0.5815899581589958,MIN,SF,2023-10-23 16:04:00
2,Elijah Mitchell,4380,5.5,-135.0,over,Rushing Attempts,DraftKings,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
3,Elijah Mitchell,4380,5.5,100.0,under,Rushing Attempts,888sports,1,2023-10-24T00:15:00,0.5,MIN,SF,2023-10-23 16:04:00
4,Elijah Mitchell,4380,5.5,102.0,under,Rushing Attempts,Caesars,1,2023-10-24T00:15:00,0.495049504950495,MIN,SF,2023-10-23 16:04:00
5,Elijah Mitchell,4380,5.5,105.0,under,Rushing Attempts,DraftKings,1,2023-10-24T00:15:00,0.4878048780487805,MIN,SF,2023-10-23 16:04:00
0,Tashaun Gipson,38939,4.5,130.0,over,Tackles and Assists,DraftKings,1,2023-10-24T00:15:00,0.4347826086956521,MIN,SF,2023-10-23 16:04:00
1,Tashaun Gipson,38939,4.5,-166.0,under,Tackles and Assists,DraftKings,1,2023-10-24T00:15:00,0.6240601503759399,MIN,SF,2023-10-23 16:04:00
0,Brandon Powell,34959,35.5,-115.0,over,Rush+Rec Yards,Caesars,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
1,Brandon Powell,34959,3.5,-111.0,over,Receptions,Caesars,1,2023-10-24T00:15:00,0.5260663507109005,MIN,SF,2023-10-23 16:04:00
2,Brandon Powell,34959,14.5,-111.0,over,Longest Reception,Caesars,1,2023-10-24T00:15:00,0.5260663507109005,MIN,SF,2023-10-23 16:04:00
3,Brandon Powell,34959,29.5,-115.0,over,Receiving Yards,Caesars,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
4,Brandon Powell,34959,35.5,-135.0,over,Rush+Rec Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
5,Brandon Powell,34959,3.5,-135.0,over,Receptions,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
6,Brandon Powell,34959,29.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
7,Brandon Powell,34959,35.5,-110.0,over,Rush+Rec Yards,DraftKings,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
8,Brandon Powell,34959,3.5,100.0,over,Receptions,DraftKings,1,2023-10-24T00:15:00,0.5,MIN,SF,2023-10-23 16:04:00
9,Brandon Powell,34959,14.5,-110.0,over,Longest Reception,DraftKings,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
10,Brandon Powell,34959,29.5,-115.0,over,Receiving Yards,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
11,Brandon Powell,34959,33.5,-115.0,over,Rush+Rec Yards,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
12,Brandon Powell,34959,3.5,100.0,over,Receptions,Bet365,1,2023-10-24T00:15:00,0.5,MIN,SF,2023-10-23 16:04:00
13,Brandon Powell,34959,14.5,-110.0,over,Longest Reception,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
14,Brandon Powell,34959,27.5,-110.0,over,Receiving Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
15,Brandon Powell,34959,3.5,-117.0,over,Receptions,Sugarhouse,1,2023-10-24T00:15:00,0.5391705069124424,MIN,SF,2023-10-23 16:04:00
16,Brandon Powell,34959,14.5,-108.0,over,Longest Reception,Sugarhouse,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
17,Brandon Powell,34959,29.5,-113.0,over,Receiving Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
18,Brandon Powell,34959,3.5,-117.0,over,Receptions,Four Winds,1,2023-10-24T00:15:00,0.5391705069124424,MIN,SF,2023-10-23 16:04:00
19,Brandon Powell,34959,14.5,-108.0,over,Longest Reception,Four Winds,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
20,Brandon Powell,34959,29.5,-113.0,over,Receiving Yards,Four Winds,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
21,Brandon Powell,34959,3.5,-117.0,over,Receptions,Unibet,1,2023-10-24T00:15:00,0.5391705069124424,MIN,SF,2023-10-23 16:04:00
22,Brandon Powell,34959,14.5,-108.0,over,Longest Reception,Unibet,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
23,Brandon Powell,34959,29.5,-113.0,over,Receiving Yards,Unibet,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
24,Brandon Powell,34959,3.5,-117.0,over,Receptions,BetRivers,1,2023-10-24T00:15:00,0.5391705069124424,MIN,SF,2023-10-23 16:04:00
25,Brandon Powell,34959,14.5,-108.0,over,Longest Reception,BetRivers,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
26,Brandon Powell,34959,29.5,-113.0,over,Receiving Yards,BetRivers,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
27,Brandon Powell,34959,3.5,-117.0,over,Receptions,Parx,1,2023-10-24T00:15:00,0.5391705069124424,MIN,SF,2023-10-23 16:04:00
28,Brandon Powell,34959,14.5,-108.0,over,Longest Reception,Parx,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
29,Brandon Powell,34959,29.5,-113.0,over,Receiving Yards,Parx,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
30,Brandon Powell,34959,3.5,-108.0,over,Receptions,Pinnacle,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
31,Brandon Powell,34959,14.5,-110.0,over,Longest Reception,Pinnacle,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
32,Brandon Powell,34959,29.5,-113.0,over,Receiving Yards,Pinnacle,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
33,Brandon Powell,34959,3.5,-110.0,over,Receptions,BetMGM,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
34,Brandon Powell,34959,14.5,-110.0,over,Longest Reception,BetMGM,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
35,Brandon Powell,34959,29.5,-115.0,over,Receiving Yards,BetMGM,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
36,Brandon Powell,34959,3.5,-118.0,over,Receptions,888sports,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
37,Brandon Powell,34959,29.5,-120.0,over,Receiving Yards,888sports,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
38,Brandon Powell,34959,3.5,-114.0,over,Receptions,BetOnline,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
39,Brandon Powell,34959,29.5,-114.0,over,Receiving Yards,BetOnline,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
40,Brandon Powell,34959,3.5,-114.0,over,Receptions,SportsBetting,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
41,Brandon Powell,34959,29.5,-114.0,over,Receiving Yards,SportsBetting,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
42,Brandon Powell,34959,3.5,-114.0,over,Receptions,Bovada,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
43,Brandon Powell,34959,29.5,-114.0,over,Receiving Yards,Bovada,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
44,Brandon Powell,34959,3.5,-135.0,over,Receptions,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
45,Brandon Powell,34959,26.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
46,Brandon Powell,34959,3.5,108.0,over,Receptions,FanDuel,1,2023-10-24T00:15:00,0.4807692307692308,MIN,SF,2023-10-23 16:04:00
47,Brandon Powell,34959,27.5,-110.0,over,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
48,Brandon Powell,34959,30.5,100.0,over,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.5,MIN,SF,2023-10-23 16:04:00
49,Brandon Powell,34959,14.5,-120.0,under,Longest Reception,Pinnacle,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
50,Brandon Powell,34959,3.5,-124.0,under,Receptions,Pinnacle,1,2023-10-24T00:15:00,0.5535714285714286,MIN,SF,2023-10-23 16:04:00
51,Brandon Powell,34959,29.5,-117.0,under,Receiving Yards,Pinnacle,1,2023-10-24T00:15:00,0.5391705069124424,MIN,SF,2023-10-23 16:04:00
52,Brandon Powell,34959,14.5,-120.0,under,Longest Reception,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
53,Brandon Powell,34959,3.5,-120.0,under,Receptions,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
54,Brandon Powell,34959,29.5,-120.0,under,Receiving Yards,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
55,Brandon Powell,34959,14.5,-123.0,under,Longest Reception,Caesars,1,2023-10-24T00:15:00,0.5515695067264574,MIN,SF,2023-10-23 16:04:00
56,Brandon Powell,34959,35.5,-119.0,under,Rush+Rec Yards,Caesars,1,2023-10-24T00:15:00,0.54337899543379,MIN,SF,2023-10-23 16:04:00
57,Brandon Powell,34959,3.5,-123.0,under,Receptions,Caesars,1,2023-10-24T00:15:00,0.5515695067264574,MIN,SF,2023-10-23 16:04:00
58,Brandon Powell,34959,29.5,-119.0,under,Receiving Yards,Caesars,1,2023-10-24T00:15:00,0.54337899543379,MIN,SF,2023-10-23 16:04:00
59,Brandon Powell,34959,14.5,-120.0,under,Longest Reception,DraftKings,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
60,Brandon Powell,34959,35.5,-120.0,under,Rush+Rec Yards,DraftKings,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
61,Brandon Powell,34959,3.5,-130.0,under,Receptions,DraftKings,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
62,Brandon Powell,34959,29.5,-115.0,under,Receiving Yards,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
63,Brandon Powell,34959,14.5,-121.0,under,Longest Reception,Unibet,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
64,Brandon Powell,34959,3.5,-110.0,under,Receptions,Unibet,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
65,Brandon Powell,34959,29.5,-115.0,under,Receiving Yards,Unibet,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
66,Brandon Powell,34959,14.5,-121.0,under,Longest Reception,Sugarhouse,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
67,Brandon Powell,34959,3.5,-110.0,under,Receptions,Sugarhouse,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
68,Brandon Powell,34959,29.5,-115.0,under,Receiving Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
69,Brandon Powell,34959,14.5,-121.0,under,Longest Reception,Four Winds,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
70,Brandon Powell,34959,3.5,-110.0,under,Receptions,Four Winds,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
71,Brandon Powell,34959,29.5,-115.0,under,Receiving Yards,Four Winds,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
72,Brandon Powell,34959,14.5,-121.0,under,Longest Reception,Parx,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
73,Brandon Powell,34959,3.5,-110.0,under,Receptions,Parx,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
74,Brandon Powell,34959,29.5,-115.0,under,Receiving Yards,Parx,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
75,Brandon Powell,34959,14.5,-121.0,under,Longest Reception,BetRivers,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
76,Brandon Powell,34959,3.5,-110.0,under,Receptions,BetRivers,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
77,Brandon Powell,34959,29.5,-115.0,under,Receiving Yards,BetRivers,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
78,Brandon Powell,34959,14.5,-120.0,under,Longest Reception,Bet365,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
79,Brandon Powell,34959,33.5,-115.0,under,Rush+Rec Yards,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
80,Brandon Powell,34959,3.5,-130.0,under,Receptions,Bet365,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
81,Brandon Powell,34959,27.5,-110.0,under,Receiving Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
82,Brandon Powell,34959,35.5,-135.0,under,Rush+Rec Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
83,Brandon Powell,34959,3.5,-135.0,under,Receptions,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
84,Brandon Powell,34959,29.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
85,Brandon Powell,34959,3.5,-125.0,under,Receptions,888sports,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
86,Brandon Powell,34959,29.5,-125.0,under,Receiving Yards,888sports,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
87,Brandon Powell,34959,3.5,-114.0,under,Receptions,SportsBetting,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
88,Brandon Powell,34959,29.5,-114.0,under,Receiving Yards,SportsBetting,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
89,Brandon Powell,34959,3.5,-114.0,under,Receptions,BetOnline,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
90,Brandon Powell,34959,29.5,-114.0,under,Receiving Yards,BetOnline,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
91,Brandon Powell,34959,3.5,-114.0,under,Receptions,Bovada,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
92,Brandon Powell,34959,29.5,-114.0,under,Receiving Yards,Bovada,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
93,Brandon Powell,34959,3.5,-135.0,under,Receptions,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
94,Brandon Powell,34959,26.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
95,Brandon Powell,34959,3.5,-138.0,under,Receptions,FanDuel,1,2023-10-24T00:15:00,0.5798319327731093,MIN,SF,2023-10-23 16:04:00
96,Brandon Powell,34959,27.5,-110.0,under,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
97,Brandon Powell,34959,30.5,-130.0,under,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
0,Brock Purdy,35201,2.5,-158.0,over,Rushing Attempts,888sports,1,2023-10-24T00:15:00,0.6124031007751938,MIN,SF,2023-10-23 16:04:00
1,Brock Purdy,35201,5.5,-120.0,over,Rush Yards,888sports,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
2,Brock Purdy,35201,250.5,-125.0,over,Passing And Rush Yards,888sports,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
3,Brock Purdy,35201,19.5,-125.0,over,Passing Completions,888sports,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
4,Brock Purdy,35201,28.5,-118.0,over,Longest Pass Completion,888sports,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
5,Brock Purdy,35201,0.5,135.0,over,Interceptions Thrown,888sports,1,2023-10-24T00:15:00,0.425531914893617,MIN,SF,2023-10-23 16:04:00
6,Brock Purdy,35201,242.5,-125.0,over,Passing Yards,888sports,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
7,Brock Purdy,35201,38.5,-118.0,over,Passing Attempts,888sports,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
8,Brock Purdy,35201,1.5,-118.0,over,Passing Touchdowns,888sports,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
