,player,team,line,stat,league,date,time
260,Chelsea Gray,NYL,7.0,FG Missed,3,2023-10-11,2023-10-11 13:51:00
261,Sam Froling,Tasmania JackJumpers,13.5,PTS,238,2023-10-12,2023-10-11 13:51:00
262,Sam Froling,Tasmania JackJumpers,24.5,PTS+TRB+AST,238,2023-10-12,2023-10-11 13:51:00
263,Sam Froling,Tasmania JackJumpers,8.5,TRB,238,2023-10-12,2023-10-11 13:51:00
264,Puka Nacua,Weeks 6-9,23.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
265,Chelsea Gray,NYL,29.5,PTS+TRB+AST,3,2023-10-11,2023-10-11 13:51:00
266,Kevin Durant,2023-2024 Season,26.7,Points Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
267,Chelsea Gray,NYL,6.5,FG Made,3,2023-10-11,2023-10-11 13:51:00
268,Adrian Otaegui ,RD1,68.5,Strokes,131,2023-10-12,2023-10-11 13:51:00
269,lunah,NYX Kyosei (MAPS 1-2 Kills),36.0,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
270,Chelsea Gray,NYL,13.5,FGA,3,2023-10-11,2023-10-11 13:51:00
271,Si Woo Kim,Vincent Norrman,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
272,donk,Looking4Org,17.5,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
273,Chelsea Gray,NYL,22.0,PTS+TRB,3,2023-10-11,2023-10-11 13:51:00
274,Chelsea Gray,NYL,12.5,TRB+AST,3,2023-10-11,2023-10-11 13:51:00
275,Chelsea Gray,NYL,24.5,PTS+AST,3,2023-10-11,2023-10-11 13:51:00
276,Marie Bouzkova,E. Lys (Seoul),20.5,Total Games,5,2023-10-11,2023-10-11 13:51:00
277,Jaden Springer,BOS,12.5,PTS,237,2023-10-11,2023-10-11 13:51:00
278,Mario Hezonja,Anadolu Efes Istanbul,9.5,PTS,151,2023-10-12,2023-10-11 13:51:00
279,Khalil Mack,Weeks 6-9,2.5,Sacks,263,2023-10-12,2023-10-11 13:51:00
280,Kevin Durant,2023-2024 Season,10.5,Technical Fouls,173,2023-10-24,2023-10-11 13:51:00
281,Jose Urquidy,MIN,11.0,Pitching Outs,2,2023-10-11,2023-10-11 13:51:00
282,Chelsea Gray,NYL 1st Half,8.5,PTS,193,2023-10-11,2023-10-11 13:51:00
283,Chelsea Gray,NYL,17.0,PTS,3,2023-10-11,2023-10-11 13:51:00
284,Chelsea Gray,NYL 1st Half,14.5,PTS+TRB+AST,193,2023-10-11,2023-10-11 13:51:00
285,Kevin Durant,2023-2024 Season,17.5,30+ Point Games,173,2023-10-24,2023-10-11 13:51:00
286,Chelsea Gray,NYL,7.5,AST,3,2023-10-11,2023-10-11 13:51:00
287,Marie Bouzkova,E. Lys (Seoul),4.5,Break Points Won,5,2023-10-11,2023-10-11 13:51:00
288,Marie Bouzkova,E. Lys (Seoul),2.0,Aces,5,2023-10-11,2023-10-11 13:51:00
289,Kevin Durant,2023-2024 Season,1.5,Triple-Doubles,173,2023-10-24,2023-10-11 13:51:00
290,Chelsea Gray,NYL,5.0,TRB,3,2023-10-11,2023-10-11 13:51:00
291,Bryce Elder,PHI,3.0,Pitcher Strikeouts,2,2023-10-11,2023-10-11 13:51:00
292,Chris Luck,Entity (MAPS 1-2 Kills),12.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
293,Kevin Durant,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24,2023-10-11 13:51:00
294,Aaron Nola,ATL,25.5,Pitcher Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
295,Yannick Ngakoue,Weeks 6-9,2.25,Sacks,263,2023-10-12,2023-10-11 13:51:00
296,Oshae Brissett,PHI,8.5,PTS,237,2023-10-11,2023-10-11 13:51:00
297,Joel Mall,Norway,4.5,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
298,Klay Thompson,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24,2023-10-11 13:51:00
299,Klay Thompson,2023-2024 Season,4.2,3PT Made Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
300,Jonquel Jones,LVA,6.5,FG Made,3,2023-10-11,2023-10-11 13:51:00
301,Thorbjorn Olesen,RD1,68.5,Strokes,131,2023-10-12,2023-10-11 13:51:00
302,Orkun Kokcu,Croatia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
303,Thorbjorn Olesen,Antoine Rozner,0.0,Birdies or Better Matchup,131,2023-10-12,2023-10-11 13:51:00
304,ArtFr0st,Looking4Org,15.0,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
305,Martin Odegaard,Cyprus,3.0,Shots,82,2023-10-12,2023-10-11 13:51:00
306,Alvaro Morata,Scotland,0.5,Goals,82,2023-10-12,2023-10-11 13:51:00
307,Jack Hendry,Spain,3.5,Clearances,82,2023-10-12,2023-10-11 13:51:00
308,Klay Thompson,2023-2024 Season,1.5,Technical Fouls,173,2023-10-24,2023-10-11 13:51:00
309,Josip Brekalo,Türkiye,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
310,Alexander Sorloth,Cyprus,2.0,Shots,82,2023-10-12,2023-10-11 13:51:00
311,Mateo Kovacic,Türkiye,1.5,Interceptions,82,2023-10-12,2023-10-11 13:51:00
312,Mateo Kovacic,Türkiye,2.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
313,Kerem Akturkoglu,Croatia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
314,Ferdi Kadioglu,Croatia,2.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
315,Cenk Tosun,Croatia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
316,Erling Haaland,Cyprus,4.5,Shots,82,2023-10-12,2023-10-11 13:51:00
317,Hakan Calhanoglu,Croatia,2.0,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
318,Klay Thompson,2023-2024 Season,21.1,Points Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
319,Merih Demiral,Croatia,0.5,Interceptions,82,2023-10-12,2023-10-11 13:51:00
320,Kerem Akturkoglu,Croatia,25.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
321,Josko Gvardiol,Türkiye,79.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
322,Grigoris Kastanos,Norway,34.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
323,Orkun Kokcu,Croatia,0.5,Shots On Target,82,2023-10-12,2023-10-11 13:51:00
324,Nedim Bajrami,Czechia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
325,Nedim Bajrami,Czechia,0.5,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
326,Ylber Ramadani,Czechia,2.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
327,Ylber Ramadani,Czechia,1.5,Interceptions,82,2023-10-12,2023-10-11 13:51:00
328,Martin Odegaard,Cyprus,72.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
329,Kristjan Asllani,Czechia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
330,Thomas Strakosha,Czechia,3.0,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
331,Jonquel Jones,LVA 1st Half,14.5,PTS+TRB+AST,193,2023-10-11,2023-10-11 13:51:00
332,Myrto Uzuni,Czechia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
333,Sokol Cikalleshi,Czechia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
334,Luka Modric,Türkiye,3.0,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
335,Ylber Ramadani,Czechia,49.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
336,Erling Haaland,Cyprus,2.0,Shots On Target,82,2023-10-12,2023-10-11 13:51:00
337,Klay Thompson,2023-2024 Season,10.5,30+ Point Games,173,2023-10-24,2023-10-11 13:51:00
338,Ugurcan Cakir,Croatia,3.5,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
339,Hakan Calhanoglu,Croatia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
340,Berat Djimsiti,Czechia,5.5,Clearances,82,2023-10-12,2023-10-11 13:51:00
341,Jonquel Jones,LVA,29.5,PTS+TRB+AST,3,2023-10-11,2023-10-11 13:51:00
342,Jan Kuchta,Albania,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
343,Vladimir Coufal,Albania,1.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
344,Dominik Livakovic,Türkiye,2.5,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
345,Jonquel Jones,LVA 1st Half,8.0,PTS,193,2023-10-11,2023-10-11 13:51:00
346,Puka Nacua,Weeks 6-9,292.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
347,Jonquel Jones,LVA,5.5,FG Missed,3,2023-10-11,2023-10-11 13:51:00
348,Austin Ekeler,Weeks 6-9,220.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
349,Jakub Brabec,Albania,3.0,Clearances,82,2023-10-12,2023-10-11 13:51:00
350,Tomas Cvancara,Albania,2.5,Shots,82,2023-10-12,2023-10-11 13:51:00
351,Kimberly Birrell,D. Back (Seoul),20.0,Total Games,5,2023-10-12,2023-10-11 13:51:00
352,Jiri Pavlenka,Albania,2.5,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
353,Tomas Cvancara,Albania,24.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
354,watson,EG (MAPS 1-2 Kills),16.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
355,Orjan Nyland,Cyprus,1.5,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
356,Kimberly Birrell,D. Back (Seoul),5.5,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
357,Erling Haaland,Cyprus,1.5,Goal + Assist,82,2023-10-12,2023-10-11 13:51:00
358,Jonquel Jones,LVA,16.0,PTS,3,2023-10-11,2023-10-11 13:51:00
359,Chris Jones + George Karlaftis,DEN,1.25,Sacks (Combo),9,2023-10-12,2023-10-11 13:51:00
360,Marcus Lee,Illawarra Hawks,6.5,TRB,238,2023-10-12,2023-10-11 13:51:00
361,Kaephrodite,NYX Kyosei (MAPS 1-2 Kills),35.0,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
362,Jonquel Jones,LVA,12.0,FGA,3,2023-10-11,2023-10-11 13:51:00
363,Michael Pittman Jr.,Weeks 6-9,24.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
364,Jonquel Jones,LVA,11.5,TRB,3,2023-10-11,2023-10-11 13:51:00
365,Joe Ryan,HOU,4.5,Pitcher Strikeouts,2,2023-10-11,2023-10-11 13:51:00
366,Eric Cole,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
367,Kimberly Birrell,D. Back (Seoul),1.5,Aces,5,2023-10-12,2023-10-11 13:51:00
368,Eric Cole,TPC Summerlin  RD 1,5.0,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
369,Jorgen Strand Larsen,Cyprus,2.0,Shots,82,2023-10-12,2023-10-11 13:51:00
370,Derek Willis,Real Madrid,8.5,PTS,151,2023-10-12,2023-10-11 13:51:00
371,Derek Willis,Real Madrid,4.5,TRB,151,2023-10-12,2023-10-11 13:51:00
372,Ansu Fati,Scotland,2.5,Shots,82,2023-10-12,2023-10-11 13:51:00
373,Rodri,Scotland,102.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
374,Auston Matthews,2023-2024 Season,51.5,Goals,236,2023-10-11,2023-10-11 13:51:00
375,Antonio Nusa,Cyprus,2.0,Shots,82,2023-10-12,2023-10-11 13:51:00
376,Nico Williams,Scotland,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
377,Alvaro Morata,Scotland,2.5,Shots,82,2023-10-12,2023-10-11 13:51:00
378,Joselu,Scotland,3.0,Shots,82,2023-10-12,2023-10-11 13:51:00
379,Jonquel Jones,LVA,27.5,PTS+TRB,3,2023-10-11,2023-10-11 13:51:00
380,Andy Robertson,Spain,1.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
381,Andreas Karo,Norway,4.5,Clearances,82,2023-10-12,2023-10-11 13:51:00
382,Rodri,Scotland,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
383,Ferran Torres,Scotland,2.0,Shots,82,2023-10-12,2023-10-11 13:51:00
384,Jonquel Jones,LVA,8.0,Defensive Rebounds,3,2023-10-11,2023-10-11 13:51:00
385,Mikel Oyarzabal,Scotland,2.0,Shots,82,2023-10-12,2023-10-11 13:51:00
386,Klay Thompson,2023-2024 Season,0.5,Double-Doubles,173,2023-10-24,2023-10-11 13:51:00
387,Oihan Sancet,Scotland,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
388,Fredrik Aursnes,Cyprus,2.5,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
389,Eric Cole,Taylor Montgomery,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
390,Trea Turner,ATL,1.5,Total Bases,2,2023-10-11,2023-10-11 13:51:00
391,Unai Simon,Scotland,2.0,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
392,Angus Gunn,Spain,4.0,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
393,Aaron Nola,ATL,4.5,Hits Allowed,2,2023-10-11,2023-10-11 13:51:00
394,Jackie Young,NYL,6.5,FG Made,3,2023-10-11,2023-10-11 13:51:00
395,Jackie Young,NYL,12.5,FGA,3,2023-10-11,2023-10-11 13:51:00
396,Nicolai Hojgaard,TPC Summerlin  RD 1,5.0,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
397,Federico Valverde,Colombia,2.0,Tackles,82,2023-10-12,2023-10-11 13:51:00
398,Agustin Canobbio,Colombia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
399,Jessica Pegula,A. Krueger (Seoul),2.5,Aces,5,2023-10-12,2023-10-11 13:51:00
400,Cole Caufield,2023-2024 Season,32.5,Goals,236,2023-10-11,2023-10-11 13:51:00
401,Rachaad White,Weeks 6-9,210.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
402,Jose Urquidy,MIN,3.5,Pitcher Strikeouts,2,2023-10-11,2023-10-11 13:51:00
403,Jackie Young,NYL,6.5,FG Missed,3,2023-10-11,2023-10-11 13:51:00
404,Aaron Donald,Weeks 6-9,2.25,Sacks,263,2023-10-12,2023-10-11 13:51:00
405,Javonte Williams + Jerry Jeudy,KC,0.5,Rush+Rec TDs (Combo),9,2023-10-12,2023-10-11 13:51:00
406,Devin Booker,2023-2024 Season,2.1,3PT Made Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
407,Devin Booker,2023-2024 Season,8.5,Double-Doubles,173,2023-10-24,2023-10-11 13:51:00
408,Jackie Young,NYL,24.0,PTS+TRB,3,2023-10-11,2023-10-11 13:51:00
409,Devin Booker,2023-2024 Season,23.5,30+ Point Games,173,2023-10-24,2023-10-11 13:51:00
410,Jessica Pegula,A. Krueger (Seoul),5.0,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
411,Jessica Pegula,A. Krueger (Seoul),19.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
412,Stormstormer,EG (MAPS 1-2 Kills),12.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
413,Devin Booker,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24,2023-10-11 13:51:00
414,Jackie Young,NYL,23.5,PTS+AST,3,2023-10-11,2023-10-11 13:51:00
415,Devin Booker,2023-2024 Season,11.5,Technical Fouls,173,2023-10-24,2023-10-11 13:51:00
416,Devin Booker,2023-2024 Season,27.1,Points Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
417,Devin Booker,2023-2024 Season,6.6,Assists Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
418,Federico Valverde,Colombia,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
419,Jackie Young,NYL,2.5,3P,3,2023-10-11,2023-10-11 13:51:00
420,Manuel Ugarte,Colombia,47.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
421,Sergio Rochet,Colombia,3.0,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
422,zont1x,Looking4Org,14.5,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
423,Mo Bamba,BOS,7.5,PTS,237,2023-10-11,2023-10-11 13:51:00
424,Jackie Young,NYL,19.0,PTS,3,2023-10-11,2023-10-11 13:51:00
425,Jackie Young,NYL,4.5,AST,3,2023-10-11,2023-10-11 13:51:00
426,Jackie Young,NYL 1st Half,9.5,PTS,193,2023-10-11,2023-10-11 13:51:00
427,Jackie Young,NYL,5.0,TRB,3,2023-10-11,2023-10-11 13:51:00
428,Jackie Young,NYL,28.5,PTS+TRB+AST,3,2023-10-11,2023-10-11 13:51:00
429,Jackie Young,NYL 1st Half,14.5,PTS+TRB+AST,193,2023-10-11,2023-10-11 13:51:00
430,Darwin Nunez,Colombia,3.0,Shots,82,2023-10-12,2023-10-11 13:51:00
431,Nicolas de la Cruz,Colombia,1.5,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
432,Joaquin Piquerez,Colombia,1.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
433,Sebastian Caceres,Colombia,3.5,Clearances,82,2023-10-12,2023-10-11 13:51:00
434,Rafael Borre,Uruguay,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
435,Ronald Acuna Jr.,PHI,1.5,Total Bases,2,2023-10-11,2023-10-11 13:51:00
436,Nicolai Hojgaard,Tyler Duncan,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
437,Rafael Borre,Uruguay,0.5,Shots On Target,82,2023-10-12,2023-10-11 13:51:00
438,Luis Sinisterra,Uruguay,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
439,Luis Diaz,Uruguay,2.5,Shots,82,2023-10-12,2023-10-11 13:51:00
440,Bryce Elder,PHI,2.5,Earned Runs Allowed,2,2023-10-11,2023-10-11 13:51:00
441,Wilmar Barrios,Uruguay,2.0,Tackles,82,2023-10-12,2023-10-11 13:51:00
442,James Rodriguez,Uruguay,1.5,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
443,Antoine Rozner,RD1,68.5,Strokes,131,2023-10-12,2023-10-11 13:51:00
444,Santiago Arias,Uruguay,1.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
445,Guerschon Yabusele,Anadolu Efes Istanbul,11.5,PTS,151,2023-10-12,2023-10-11 13:51:00
446,Davinson Sanchez,Uruguay,44.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
447,Carlos Cuesta,Uruguay,3.5,Clearances,82,2023-10-12,2023-10-11 13:51:00
448,Camilo Vargas,Uruguay,2.5,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
449,Jackie Young,NYL,6.0,3-PT Attempted,3,2023-10-11,2023-10-11 13:51:00
450,Envious,NYX Kyosei (MAPS 1-2 Kills),31.0,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
451,Nicolai Hojgaard,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
452,Guerschon Yabusele,Anadolu Efes Istanbul,4.5,TRB,151,2023-10-12,2023-10-11 13:51:00
453,Kayvon Thibodeaux,Weeks 6-9,1.75,Sacks,263,2023-10-12,2023-10-11 13:51:00
454,Kendry Paez,Bolivia,1.5,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
455,Betnijah Laney,LVA 1st Half,7.5,PTS,193,2023-10-11,2023-10-11 13:51:00
456,Martina Trevisan,M. Frech (Hong Kong),5.0,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
457,Jose Hurtado,Bolivia,1.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
458,Lionel Messi,Paraguay,3.5,Shots,82,2023-10-12,2023-10-11 13:51:00
459,Betnijah Laney,LVA,22.5,PTS+TRB+AST,3,2023-10-11,2023-10-11 13:51:00
460,Nicolas Tagliafico,Paraguay,1.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
461,Carlos Gruezo,Bolivia,57.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
462,Julian Alvarez,Paraguay,3.0,Shots,82,2023-10-12,2023-10-11 13:51:00
463,Rodrigo De Paul,Paraguay,1.5,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
464,Nicolas Gonzalez,Paraguay,2.5,Shots,82,2023-10-12,2023-10-11 13:51:00
465,Felix Torres,Bolivia,3.0,Clearances,82,2023-10-12,2023-10-11 13:51:00
466,Enzo Fernandez,Paraguay,2.0,Tackles,82,2023-10-12,2023-10-11 13:51:00
467,Chris Paul,2023-2024 Season,5.5,Technical Fouls,173,2023-10-24,2023-10-11 13:51:00
468,Hernan Galindez,Bolivia,2.5,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
469,Alexis Mac Allister,Paraguay,1.5,Shots,82,2023-10-12,2023-10-11 13:51:00
470,Marcelo Moreno,Ecuador,2.5,Shots,82,2023-10-12,2023-10-11 13:51:00
471,Guillermo Viscarra,Ecuador,3.0,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
472,Betnijah Laney,LVA 1st Half,11.5,PTS+TRB+AST,193,2023-10-11,2023-10-11 13:51:00
473,Betnijah Laney,LVA,4.5,TRB,3,2023-10-11,2023-10-11 13:51:00
474,Luis Haquin,Ecuador,3.0,Clearances,82,2023-10-12,2023-10-11 13:51:00
475,Moises Villarroel,Ecuador,1.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
476,Jesus Sagredo,Ecuador,1.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
477,Rodrigo Ramallo,Ecuador,0.5,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
478,Cristian Romero,Paraguay,2.5,Clearances,82,2023-10-12,2023-10-11 13:51:00
479,Alexis Mac Allister,Paraguay,0.5,Shots On Target,82,2023-10-12,2023-10-11 13:51:00
480,Betnijah Laney,LVA,1.5,3P,3,2023-10-11,2023-10-11 13:51:00
481,magixx,Looking4Org,13.0,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
482,Betnijah Laney,LVA,6.5,FG Made,3,2023-10-11,2023-10-11 13:51:00
483,Knight~,BB (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
484,Mitch Marner,2023-2024 Season,32.5,Goals,236,2023-10-11,2023-10-11 13:51:00
485,Moises Caicedo,Bolivia,2.0,Tackles,82,2023-10-12,2023-10-11 13:51:00
486,Alex Fitzpatrick,RD1,69.0,Strokes,131,2023-10-12,2023-10-11 13:51:00
487,Betnijah Laney,LVA,4.5,3-PT Attempted,3,2023-10-11,2023-10-11 13:51:00
488,Lamar Jackson,Weeks 6-9,208.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
489,Enner Valencia,Bolivia,2.5,Shots,82,2023-10-12,2023-10-11 13:51:00
490,Emiliano Grillo,Taylor Pendrith,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
491,Martina Trevisan,M. Frech (Hong Kong),22.0,Total Games,5,2023-10-12,2023-10-11 13:51:00
492,Luke Kornet,PHI,2.5,PTS,237,2023-10-11,2023-10-11 13:51:00
493,Robert Rojas,Argentina,1.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
494,Mathias Villasanti,Argentina,2.5,Tackles,82,2023-10-12,2023-10-11 13:51:00
495,Miguel Almiron,Argentina,0.5,Shots Assisted,82,2023-10-12,2023-10-11 13:51:00
496,Gustavo Gomez,Argentina,4.5,Clearances,82,2023-10-12,2023-10-11 13:51:00
497,Emiliano Grillo,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
498,Nicolas Otamendi,Paraguay,0.5,Shots,82,2023-10-12,2023-10-11 13:51:00
499,Martina Trevisan,M. Frech (Hong Kong),0.5,Aces,5,2023-10-12,2023-10-11 13:51:00
500,Betnijah Laney,LVA,7.5,FG Missed,3,2023-10-11,2023-10-11 13:51:00
501,Betnijah Laney,LVA,13.5,FGA,3,2023-10-11,2023-10-11 13:51:00
502,Alex Fitzpatrick,Gavin Green,0.0,Birdies or Better Matchup,131,2023-10-12,2023-10-11 13:51:00
503,Emiliano Grillo,TPC Summerlin  RD 1,5.0,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
504,Ante Zizic,Real Madrid,8.5,PTS,151,2023-10-12,2023-10-11 13:51:00
505,Chris Paul,2023-2024 Season,0.5,30+ Point Games,173,2023-10-24,2023-10-11 13:51:00
506,Ante Zizic,Real Madrid,4.5,TRB,151,2023-10-12,2023-10-11 13:51:00
507,Betnijah Laney,LVA,15.5,PTS,3,2023-10-11,2023-10-11 13:51:00
508,Javonte Williams + Rashee Rice,KC/DEN,0.5,Rush+Rec TDs (Combo),9,2023-10-12,2023-10-11 13:51:00
509,Jairo Quinteros,Ecuador,29.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
510,Emiliano Martinez,Paraguay,2.0,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
511,Nahuel Molina,Paraguay,47.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
512,Carlos Gruezo,Bolivia,0.5,Shots,82,2023-10-12,2023-10-11 13:51:00
513,Fabian Balbuena,Argentina,29.5,Passes Attempted,82,2023-10-12,2023-10-11 13:51:00
514,Carlos Coronel,Argentina,4.0,Goalie Saves,82,2023-10-12,2023-10-11 13:51:00
515,Bradley Beal,2023-2024 Season,20.8,Points Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
516,Russell Wilson,KC,33.0,Pass Attempts,9,2023-10-12,2023-10-11 13:51:00
517,Sergio Llull,Anadolu Efes Istanbul,7.5,PTS,151,2023-10-12,2023-10-11 13:51:00
518,Russell Wilson,KC,19.5,Rush Yards,9,2023-10-12,2023-10-11 13:51:00
519,Sebastian Aho,2023-2024 Season,36.5,Goals,236,2023-10-11,2023-10-11 13:51:00
520,chopper,Looking4Org,13.5,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
521,Adam Hadwin,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
522,Russell Wilson,KC,219.5,Pass Yards,9,2023-10-12,2023-10-11 13:51:00
523,Russell Wilson,KC,0.5,INT,9,2023-10-12,2023-10-11 13:51:00
524,Russell Wilson,KC,244.5,Pass+Rush Yds,9,2023-10-12,2023-10-11 13:51:00
525,Sara Sorribes Tormo,Xin. Wang (Hong Kong),5.0,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
526,Russell Wilson,KC,21.0,Pass Completions,9,2023-10-12,2023-10-11 13:51:00
527,Kevon Looney,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
528,Bradley Beal,2023-2024 Season,8.5,30+ Point Games,173,2023-10-24,2023-10-11 13:51:00
529,SLATEM$,BB (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
530,Jalen Hurts,Weeks 6-9,165.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
531,Sara Sorribes Tormo,Xin. Wang (Hong Kong),21.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
532,Rafa Cabrera-Bello,RD1,69.5,Strokes,131,2023-10-12,2023-10-11 13:51:00
533,Meow16k,SCYTHE NWJ (MAPS 1-2 Kills),28.5,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
534,Sergio Llull,Anadolu Efes Istanbul,1.5,3P,151,2023-10-12,2023-10-11 13:51:00
