,prop_id,player,player_id,line,stat,league_id,event_time,opp,Team,count,over_prob,under_prob,pred,time
18,0225ff94-5,Rachaad White,37510,12.5,Longest Reception,1,2023-11-05 12:00:00-06:00,HOU,TB,4,0.5050510822268338,0.49494891777316635,12.867107682140164,2023-11-03 11:29:00
19,0225ff94-5,Rachaad White,37510,13.5,Longest Reception,1,2023-11-05 12:00:00-06:00,HOU,TB,1,0.4796954314720812,0.5203045685279188,12.867107682140164,2023-11-03 11:29:00
20,023a349c-a,Jamal Murray,42747,27.5,PTS+AST,3,2023-11-03 21:00:00-05:00,DEN,DAL,8,0.5032861992099827,0.4967138007900174,27.71951749698398,2023-11-03 11:29:00
21,026ae2d5-c,Kevin Concepcion,413501,4.5,Receptions,2,2023-11-04 19:00:00-05:00,NCST,MFL,1,0.5,0.5,4.914841861750155,2023-11-03 11:29:00
22,026ae2d5-c,Kevin Concepcion,413501,5.0,Receptions,2,2023-11-04 19:00:00-05:00,NCST,MFL,1,0.5,0.5,4.914841861750155,2023-11-03 11:29:00
23,027f38e9-5,Devin Mockobee,27776,38.5,Rush+Rec Yards,2,2023-11-04 18:30:00-05:00,MICH,PUR,1,0.5,0.5,38.680915845177616,2023-11-03 11:29:00
24,02864a27-b,Harrison Waylee,195518,85.5,Rush Yards,2,2023-11-03 19:00:00-05:00,WYO,CSU,3,0.5,0.5,87.04301639776094,2023-11-03 11:29:00
25,02864a27-b,Harrison Waylee,195518,86.5,Rush Yards,2,2023-11-03 19:00:00-05:00,WYO,CSU,4,0.5009554049494042,0.4990445950505958,87.04301639776094,2023-11-03 11:29:00
26,02864a27-b,Harrison Waylee,195518,89.5,Rush Yards,2,2023-11-03 19:00:00-05:00,WYO,CSU,2,0.5020774472328402,0.4979225527671597,87.04301639776094,2023-11-03 11:29:00
27,029d3184-5,Andrew Peasley,204018,199.5,Passing And Rush Yards,2,2023-11-03 19:00:00-05:00,WYO,CSU,2,0.49795039967206395,0.502049600327936,199.62763725480397,2023-11-03 11:29:00
28,02a74f2c-d,Alvin Kamara,38137,14.5,Rushing Attempts,1,2023-11-05 12:00:00-06:00,NO,CHI,1,0.5585303332383936,0.44146966676160637,15.49784747567634,2023-11-03 11:29:00
29,02a74f2c-d,Alvin Kamara,38137,15.5,Rushing Attempts,1,2023-11-05 12:00:00-06:00,NO,CHI,4,0.4587555852408774,0.5412444147591227,15.49784747567634,2023-11-03 11:29:00
30,02a74f2c-d,Alvin Kamara,38137,16.5,Rushing Attempts,1,2023-11-05 12:00:00-06:00,NO,CHI,1,0.5,0.5,15.49784747567634,2023-11-03 11:29:00
31,0332d31c-8,Matt Gay,37564,2.5,Extra Points Made,1,2023-11-05 15:05:00-06:00,CAR,IND,3,0.3956898609960287,0.6043101390039713,2.271143416177419,2023-11-03 11:29:00
32,03488528-1,Jamal Murray,42747,10.5,TRB+AST,3,2023-11-03 21:00:00-05:00,DEN,DAL,5,0.541802192993747,0.4581978070062531,11.053379612867346,2023-11-03 11:29:00
33,03488528-1,Jamal Murray,42747,11.0,TRB+AST,3,2023-11-03 21:00:00-05:00,DEN,DAL,2,0.5,0.5,11.053379612867346,2023-11-03 11:29:00
34,03488528-1,Jamal Murray,42747,11.5,TRB+AST,3,2023-11-03 21:00:00-05:00,DEN,DAL,1,0.4248366013071895,0.5751633986928104,11.053379612867346,2023-11-03 11:29:00
35,037144a0-0,Jalen Hurts,34413,29.5,Rush Yards,1,2023-11-05 15:25:00-06:00,PHI,DAL,17,0.5003864719311572,0.4996135280688428,29.755901916465696,2023-11-03 11:29:00
36,037144a0-0,Jalen Hurts,34413,30.5,Rush Yards,1,2023-11-05 15:25:00-06:00,PHI,DAL,1,0.5203045685279188,0.4796954314720812,29.755901916465696,2023-11-03 11:29:00
37,039bb733-8,Bryce Young,418739,33.5,Passing Attempts,1,2023-11-05 15:05:00-06:00,CAR,IND,6,0.4915557069657259,0.5084442930342742,33.551150009277755,2023-11-03 11:29:00
38,03a80425-8,Tyler Herro,43243,32.5,PTS+TRB+AST,3,2023-11-03 19:00:00-05:00,MIA,WAS,13,0.5022854571803379,0.4977145428196622,32.77078779609475,2023-11-03 11:29:00
39,03a80425-8,Tyler Herro,43243,33.5,PTS+TRB+AST,3,2023-11-03 19:00:00-05:00,MIA,WAS,1,0.4896023956080519,0.510397604391948,32.77078779609475,2023-11-03 11:29:00
40,03bbaaf4-9,Wan'Dale Robinson,33948,3.5,Receptions,1,2023-11-05 15:25:00-06:00,LV,NYG,17,0.5318214149423088,0.46817858505769117,3.8234321916058622,2023-11-03 11:29:00
41,03cb1312-0,Logan Thomas,37493,3.5,Receptions,1,2023-11-05 12:00:00-06:00,NE,WAS,17,0.4918808420350333,0.5081191579649665,3.6306051876603895,2023-11-03 11:29:00
42,03cfc56f-7,Geno Smith,39062,237.5,Passing And Rush Yards,1,2023-11-05 12:00:00-06:00,BAL,SEA,3,0.5,0.5,237.70399892583112,2023-11-03 11:29:00
43,03d48b92-2,Nikola Jokic,43562,26.5,PTS,3,2023-11-03 21:00:00-05:00,DEN,DAL,13,0.500945150815237,0.499054849184763,26.684025841834877,2023-11-03 11:29:00
44,03eba60a-2,Jaren Hall,410126,32.5,Passing Attempts,1,2023-11-05 12:00:00-06:00,ATL,MIN,6,0.496214214293303,0.5037857857066971,32.62562741419571,2023-11-03 11:29:00
45,041d2bef-c,Luguentz Dort,42667,0.5,TO,3,2023-11-03 19:00:00-05:00,OKC,GSW,3,0.6463500525830993,0.3536499474169007,1.0375167313305376,2023-11-03 11:29:00
46,04585278-7,Travis Kelce,36266,21.5,Longest Reception,1,2023-11-05 08:30:00-06:00,KC,MIA,11,0.5098707223101127,0.4901292776898873,21.78271390573087,2023-11-03 11:29:00
47,046ff387-4,George Karlaftis,35328,0.25,Sacks,1,2023-11-05 08:30:00-06:00,KC,MIA,1,0.4412029533585449,0.558797046641455,0.5805914042225362,2023-11-03 11:29:00
48,0478e3b6-a,Mikal Bridges,43092,2.5,3P,3,2023-11-03 19:00:00-05:00,CHI,BKN,12,0.4194902278757897,0.5805097721242104,2.361510859157089,2023-11-03 11:29:00
49,047e1b2c-7,Tyson Bagent,391681,29.5,Longest Pass Completion,1,2023-11-05 12:00:00-06:00,NO,CHI,10,0.48457694978483623,0.5154230502151638,29.683266974369587,2023-11-03 11:29:00
50,047e1b2c-7,Tyson Bagent,391681,30.5,Longest Pass Completion,1,2023-11-05 12:00:00-06:00,NO,CHI,2,0.5050698406080019,0.49493015939199825,29.683266974369587,2023-11-03 11:29:00
51,04ad8e03-8,Carson Steele,184641,76.5,Rush Yards,2,2023-11-04 21:30:00-05:00,ARI,UCLA,7,0.49870771539789205,0.501292284602108,76.65873946625668,2023-11-03 11:29:00
52,04d0733a-6,C'Bo Flemister,60247,30.5,Rush Yards,2,2023-11-04 14:30:00-05:00,PITT,FSU,2,0.5,0.5,30.67989403513896,2023-11-03 11:29:00
53,052e09db-4,Cam Akers,2449,35.5,Rush+Rec Yards,1,2023-11-05 12:00:00-06:00,ATL,MIN,11,0.497391978789439,0.502608021210561,35.64213058398765,2023-11-03 11:29:00
54,052f9132-2,Myles Turner,42819,15.5,PTS+AST,3,2023-11-03 18:00:00-05:00,IND,CLE,5,0.5122893035675298,0.48771069643247017,15.789413555449546,2023-11-03 11:29:00
55,053d00ce-f,Damian Lillard,42720,4.5,TRB,3,2023-11-03 18:30:00-05:00,MIL,NYK,7,0.4262943013166527,0.5737056986833472,4.286785187495332,2023-11-03 11:29:00
56,05647aa4-3,Hudson Card,157896,0.5,Interceptions Thrown,2,2023-11-04 18:30:00-05:00,MICH,PUR,1,0.6665667615765023,0.33343323842349765,1.0960904102743214,2023-11-03 11:29:00
57,05abf6c8-b,Max Johnson,64040,0.5,Interceptions Thrown,2,2023-11-04 11:00:00-05:00,MIS,TXAM,1,0.5898583146905294,0.41014168530947054,0.889566838537202,2023-11-03 11:29:00
58,05b45b97-4,Daniel Jones,35576,19.5,Passing Completions,1,2023-11-05 15:25:00-06:00,LV,NYG,14,0.4866001243822081,0.5133998756177919,19.519007317648832,2023-11-03 11:29:00
59,05cb0899-4,Lake McRee,182770,23.5,Receiving Yards,2,2023-11-04 18:30:00-05:00,USC,WAS,6,0.49847896919828005,0.5015210308017198,24.13362717778929,2023-11-03 11:29:00
60,05cb0899-4,Lake McRee,182770,25.5,Receiving Yards,2,2023-11-04 18:30:00-05:00,USC,WAS,2,0.4936802190857384,0.5063197809142617,24.13362717778929,2023-11-03 11:29:00
61,062600c9-b,Bijan Robinson,404689,13.5,Rush Attempts,1,2023-11-05 12:00:00-06:00,ATL,MIN,1,0.5141838223374939,0.48581617766250607,14.332677595023577,2023-11-03 11:29:00
62,062600c9-b,Bijan Robinson,404689,14.5,Rush Attempts,1,2023-11-05 12:00:00-06:00,ATL,MIN,3,0.48360603898849325,0.5163939610115067,14.332677595023577,2023-11-03 11:29:00
63,062e046f-9,Rashee Rice,410796,3.5,Receptions,1,2023-11-05 08:30:00-06:00,KC,MIA,15,0.5842541116350847,0.4157458883649153,4.097214442126556,2023-11-03 11:29:00
64,062e046f-9,Rashee Rice,410796,4.0,Receptions,1,2023-11-05 08:30:00-06:00,KC,MIA,2,0.5,0.5,4.097214442126556,2023-11-03 11:29:00
65,062f1e34-0,Evan McPherson,38845,6.5,Total Kicking Points,1,2023-11-05 19:20:00-06:00,CIN,BUF,4,0.514838735346989,0.485161264653011,6.7641134849990925,2023-11-03 11:29:00
66,0643588f-d,Jerami Grant,43558,25.5,PTS+TRB,3,2023-11-03 21:00:00-05:00,POR,MEM,5,0.5171939368360593,0.4828060631639408,26.059580998875216,2023-11-03 11:29:00
67,0643588f-d,Jerami Grant,43558,26.5,PTS+TRB,3,2023-11-03 21:00:00-05:00,POR,MEM,2,0.4852726133277626,0.5147273866722373,26.059580998875216,2023-11-03 11:29:00
68,06544d95-0,Kyle Kuzma,4810,0.5,BLK,3,2023-11-03 19:00:00-05:00,MIA,WAS,4,0.37773285462630474,0.6222671453736953,0.47492476121125715,2023-11-03 11:29:00
69,066aefe2-b,Bam Adebayo,42849,22.5,PTS+AST,3,2023-11-03 19:00:00-05:00,MIA,WAS,6,0.5096379994879652,0.4903620005120348,22.95371690696694,2023-11-03 11:29:00
70,066aefe2-b,Bam Adebayo,42849,23.5,PTS+AST,3,2023-11-03 19:00:00-05:00,MIA,WAS,2,0.4825896212753825,0.5174103787246175,22.95371690696694,2023-11-03 11:29:00
71,0687dd90-2,Elijhah Badger,225137,4.5,Receptions,2,2023-11-04 13:00:00-05:00,UTH,ASU,2,0.5,0.5,4.669019928084806,2023-11-03 11:29:00
72,068a567f-1,Tua Tagovailoa,35383,281.5,Passing And Rush Yards,1,2023-11-05 08:30:00-06:00,KC,MIA,2,0.4976734119684017,0.5023265880315982,281.97585924603834,2023-11-03 11:29:00
73,068a567f-1,Tua Tagovailoa,35383,282.5,Passing And Rush Yards,1,2023-11-05 08:30:00-06:00,KC,MIA,1,0.5,0.5,281.97585924603834,2023-11-03 11:29:00
74,068f7171-4,Carson Beck,228124,2.5,Passing Touchdowns,2,2023-11-04 14:30:00-05:00,UGA,MIZ,7,0.407795750992788,0.592204249007212,2.3170276352627286,2023-11-03 11:29:00
75,06bb727c-2,Evan Mobley,242516,0.5,STL,3,2023-11-03 18:00:00-05:00,IND,CLE,5,0.5007813181835183,0.49921868181648166,0.6932327437860261,2023-11-03 11:29:00
76,06c6ee29-b,Kaden Elliss,37465,6.5,Tackles and Assists,1,2023-11-05 12:00:00-06:00,ATL,MIN,3,0.5436590226308707,0.45634097736912926,7.005145776269859,2023-11-03 11:29:00
77,06c6ee29-b,Kaden Elliss,37465,7.0,Tackles and Assists,1,2023-11-05 12:00:00-06:00,ATL,MIN,1,0.5,0.5,7.005145776269859,2023-11-03 11:29:00
78,070b8439-2,Julius Randle,43282,21.5,PTS+AST,3,2023-11-03 18:30:00-05:00,MIL,NYK,3,0.5016496321671253,0.4983503678328747,21.686738677001163,2023-11-03 11:29:00
79,074ab860-2,Deandre Ayton,43491,1.5,AST,3,2023-11-03 21:00:00-05:00,POR,MEM,2,0.43122666510596863,0.5687733348940314,1.4692856713478206,2023-11-03 11:29:00
80,075203ab-8,Justin Watson,35335,1.5,Receptions,1,2023-11-05 08:30:00-06:00,KC,MIA,3,0.552733296521259,0.447266703478741,1.8509229759292,2023-11-03 11:29:00
81,07a629fa-5,Holden Staes,174386,30.5,Receiving Yards,2,2023-11-04 11:00:00-05:00,CLE,ND,3,0.5,0.5,32.54824594094656,2023-11-03 11:29:00
82,07a629fa-5,Holden Staes,174386,33.5,Receiving Yards,2,2023-11-04 11:00:00-05:00,CLE,ND,5,0.49926190209130483,0.5007380979086951,32.54824594094656,2023-11-03 11:29:00
83,07ccb3a2-a,Malik Nabers,173902,6.0,Receptions,2,2023-11-04 18:45:00-05:00,BAMA,LSU,2,0.5,0.5,6.420636544429897,2023-11-03 11:29:00
84,07ccb3a2-a,Malik Nabers,173902,6.5,Receptions,2,2023-11-04 18:45:00-05:00,BAMA,LSU,2,0.502049600327936,0.49795039967206395,6.420636544429897,2023-11-03 11:29:00
85,07eb4c31-b,Daniel Gafford,241452,5.5,TRB,3,2023-11-03 19:00:00-05:00,MIA,WAS,7,0.5655636982347917,0.43443630176520825,6.089181314451458,2023-11-03 11:29:00
86,07eb4c31-b,Daniel Gafford,241452,6.0,TRB,3,2023-11-03 19:00:00-05:00,MIA,WAS,2,0.5,0.5,6.089181314451458,2023-11-03 11:29:00
87,07f6a2e2-d,Theo Wease,83756,47.5,Receiving Yards,2,2023-11-04 14:30:00-05:00,UGA,MIZ,6,0.4993183482097793,0.5006816517902206,47.923964304490354,2023-11-03 11:29:00
88,07f6a2e2-d,Theo Wease,83756,48.5,Receiving Yards,2,2023-11-04 14:30:00-05:00,UGA,MIZ,2,0.5,0.5,47.923964304490354,2023-11-03 11:29:00
89,084cdc51-5,Dorian Finney-Smith,43020,0.5,TO,3,2023-11-03 19:00:00-05:00,CHI,BKN,3,0.6496309455611097,0.35036905443889044,1.0467944246946677,2023-11-03 11:29:00
90,085c5fcd-f,Malik Beasley,43138,12.5,PTS+TRB,3,2023-11-03 18:30:00-05:00,MIL,NYK,2,0.5075363992046693,0.49246360079533064,12.877091866582797,2023-11-03 11:29:00
91,085c5fcd-f,Malik Beasley,43138,13.0,PTS+TRB,3,2023-11-03 18:30:00-05:00,MIL,NYK,1,0.5,0.5,12.877091866582797,2023-11-03 11:29:00
92,085e3e0e-9,Greg Joseph,38231,5.5,Total Kicking Points,1,2023-11-05 12:00:00-06:00,ATL,MIN,4,0.49802399428846444,0.5019760057115354,5.656674655404106,2023-11-03 11:29:00
93,0863194d-4,Tyler Scott,408782,11.5,Receiving Yards,1,2023-11-05 12:00:00-06:00,NO,CHI,7,0.5062100094623876,0.49378999053761236,11.719191960945762,2023-11-03 11:29:00
94,08e878d4-f,Juwan Johnson,37436,19.5,Receiving Yards,1,2023-11-05 12:00:00-06:00,NO,CHI,17,0.4982815024931345,0.5017184975068656,19.69858014478555,2023-11-03 11:29:00
95,08e878d4-f,Juwan Johnson,37436,20.5,Receiving Yards,1,2023-11-05 12:00:00-06:00,NO,CHI,1,0.48987854251012153,0.5101214574898786,19.69858014478555,2023-11-03 11:29:00
96,08f0f9cd-6,Tyler Herro,43243,8.5,TRB+AST,3,2023-11-03 19:00:00-05:00,MIA,WAS,8,0.4993091399216854,0.5006908600783145,8.661889048471716,2023-11-03 11:29:00
97,08f6aa22-d,Tyrese Haliburton,42813,24.5,PTS+TRB,3,2023-11-03 18:00:00-05:00,IND,CLE,5,0.49499291023368697,0.5050070897663129,24.60524217144523,2023-11-03 11:29:00
98,08f6c950-a,Donovan Mitchell,42844,2.5,TO,3,2023-11-03 18:00:00-05:00,IND,CLE,3,0.5922848041573162,0.40771519584268384,3.0677175362680216,2023-11-03 11:29:00
99,09493014-6,Tyus Jones,109,2.5,TRB,3,2023-11-03 19:00:00-05:00,MIA,WAS,13,0.517394481625452,0.482605518374548,2.7431405661966073,2023-11-03 11:29:00
100,0961ef7d-1,Alexander Mattison,38241,56.5,Rush+Rec Yards,1,2023-11-05 12:00:00-06:00,ATL,MIN,11,0.49280589445665934,0.5071941055433407,56.546326153233466,2023-11-03 11:29:00
101,09785625-b,RJ Barrett,43290,0.5,STL,3,2023-11-03 18:30:00-05:00,MIL,NYK,2,0.5,0.5,0.6916773167271258,2023-11-03 11:29:00
102,098501b1-9,Dorian Finney-Smith,43020,1.5,AST,3,2023-11-03 19:00:00-05:00,CHI,BKN,4,0.453754444052171,0.5462455559478289,1.53289969978267,2023-11-03 11:29:00
103,099f097e-0,Jahan Dotson,34016,3.5,Receptions,1,2023-11-05 12:00:00-06:00,NE,WAS,16,0.5624743231120534,0.4375256768879466,3.987732964452137,2023-11-03 11:29:00
104,099f097e-0,Jahan Dotson,34016,4.0,Receptions,1,2023-11-05 12:00:00-06:00,NE,WAS,1,0.5,0.5,3.987732964452137,2023-11-03 11:29:00
105,0a0001f6-2,Zach LaVine,42799,2.5,3P,3,2023-11-03 19:00:00-05:00,CHI,BKN,13,0.4923654106348698,0.5076345893651302,2.6413189240635715,2023-11-03 11:29:00
106,0a174470-a,Spencer Dinwiddie,51,15.5,PTS,3,2023-11-03 19:00:00-05:00,CHI,BKN,6,0.48523366470623874,0.5147663352937614,15.521104381455642,2023-11-03 11:29:00
107,0a182a08-6,Tyler Brown,416740,4.5,Receptions,2,2023-11-04 11:00:00-05:00,CLE,ND,1,0.5,0.5,4.669019928084806,2023-11-03 11:29:00
108,0a19eaa8-0,Holden Staes,174386,3.0,Receptions,2,2023-11-04 11:00:00-05:00,CLE,ND,1,0.5,0.5,3.157837376454446,2023-11-03 11:29:00
109,0a4af93c-8,Brian Thomas,84264,66.5,Receiving Yards,2,2023-11-04 18:45:00-05:00,BAMA,LSU,1,0.5,0.5,65.68585995928765,2023-11-03 11:29:00
110,0a4af93c-8,Brian Thomas,181288,64.5,Receiving Yards,2,2023-11-04 18:45:00-05:00,BAMA,LSU,1,0.5,0.5,65.68585995928765,2023-11-03 11:29:00
111,0a57c962-c,Kevin Love,241861,1.5,3P,3,2023-11-03 19:00:00-05:00,MIA,WAS,7,0.5073806176464641,0.49261938235353575,1.6997421723484603,2023-11-03 11:29:00
112,0abd73be-9,James Cook,34320,10.5,Longest Reception,1,2023-11-05 19:20:00-06:00,CIN,BUF,5,0.4983687579818633,0.5016312420181366,10.652890811700969,2023-11-03 11:29:00
113,0ac0d372-6,Kadarius Toney,34000,7.5,Longest Reception,1,2023-11-05 08:30:00-06:00,KC,MIA,2,0.5152094072695532,0.48479059273044683,8.08514827632652,2023-11-03 11:29:00
114,0ac0d372-6,Kadarius Toney,34000,8.5,Longest Reception,1,2023-11-05 08:30:00-06:00,KC,MIA,1,0.5059101654846335,0.4940898345153664,8.08514827632652,2023-11-03 11:29:00
115,0acea0f8-b,Jaren Hall,410126,0.5,Interceptions Thrown,1,2023-11-05 12:00:00-06:00,ATL,MIN,11,0.5692043270288002,0.4307956729711998,0.8402818759379026,2023-11-03 11:29:00
116,0ad97b4a-7,Bam Adebayo,42849,0.5,BLK,3,2023-11-03 19:00:00-05:00,MIA,WAS,9,0.5459078080372114,0.45409219196278866,0.7878383130323297,2023-11-03 11:29:00
117,0ad9cb09-b,Luke Musgrave,418643,15.5,Longest Reception,1,2023-11-05 12:00:00-06:00,GB,LAR,6,0.4818348038371999,0.5181651961628001,15.496877988401137,2023-11-03 11:29:00
118,0adde665-d,D'Andre Swift,38710,15.5,Receiving Yards,1,2023-11-05 15:25:00-06:00,PHI,DAL,3,0.5,0.5,16.450954113872896,2023-11-03 11:29:00
119,0adde665-d,D'Andre Swift,38710,16.5,Receiving Yards,1,2023-11-05 15:25:00-06:00,PHI,DAL,15,0.49419203446118526,0.5058079655388147,16.450954113872896,2023-11-03 11:29:00
120,0b2c1ac0-0,Tyler Herro,43243,4.5,TRB,3,2023-11-03 19:00:00-05:00,MIA,WAS,11,0.5634557284345236,0.43654427156547637,5.060030401537816,2023-11-03 11:29:00
121,0b2c1ac0-0,Tyler Herro,43243,5.0,TRB,3,2023-11-03 19:00:00-05:00,MIA,WAS,2,0.5,0.5,5.060030401537816,2023-11-03 11:29:00
122,0b2c1ac0-0,Tyler Herro,43243,5.5,TRB,3,2023-11-03 19:00:00-05:00,MIA,WAS,1,0.4368658399098084,0.5631341600901917,5.060030401537816,2023-11-03 11:29:00
123,0b3ece0b-1,Josh Downs,408867,20.5,Longest Reception,1,2023-11-05 15:05:00-06:00,CAR,IND,6,0.5008575341681383,0.49914246583186184,20.67723795128607,2023-11-03 11:29:00
124,0b5f0844-e,Jordan Poole,43093,18.5,PTS,3,2023-11-03 19:00:00-05:00,MIA,WAS,13,0.5165753690539918,0.48342463094600807,18.905296047000657,2023-11-03 11:29:00
125,0b5f0844-e,Jordan Poole,43093,19.5,PTS,3,2023-11-03 19:00:00-05:00,MIA,WAS,1,0.5,0.5,18.905296047000657,2023-11-03 11:29:00
126,0b8274ff-d,Gavin Wimsatt,226451,21.5,Rush Yards,2,2023-11-04 11:00:00-05:00,RUT,OSU,7,0.49926329069178366,0.5007367093082165,21.65893619569594,2023-11-03 11:29:00
127,0b917212-7,Cade Otton,38910,13.5,Longest Reception,1,2023-11-05 12:00:00-06:00,HOU,TB,5,0.49624830254277474,0.5037516974572251,13.632804851041476,2023-11-03 11:29:00
128,0b9a6400-b,Derek Carr,37801,22.5,Passing Completions,1,2023-11-05 12:00:00-06:00,NO,CHI,7,0.4846717624041788,0.5153282375958211,22.495630908271554,2023-11-03 11:29:00
129,0bcdbf0c-f,Mikal Bridges,43092,29.5,PTS+TRB+AST,3,2023-11-03 19:00:00-05:00,CHI,BKN,13,0.5051429175371037,0.49485708246289634,29.797803807435887,2023-11-03 11:29:00
130,0bcdbf0c-f,Mikal Bridges,43092,30.5,PTS+TRB+AST,3,2023-11-03 19:00:00-05:00,CHI,BKN,1,0.48124062031015497,0.5187593796898449,29.797803807435887,2023-11-03 11:29:00
131,0be09726-2,Tyler Bass,34316,6.5,Total Kicking Points,1,2023-11-05 19:20:00-06:00,CIN,BUF,4,0.4933284364809852,0.5066715635190148,6.625050167333138,2023-11-03 11:29:00
132,0beac87c-9,Terry McLaurin,36688,22.5,Longest Reception,1,2023-11-05 12:00:00-06:00,NE,WAS,6,0.5011047395069642,0.49889526049303573,22.68022752766169,2023-11-03 11:29:00
133,0c07cc36-2,Josh Downs,408867,50.5,Receiving Yards,1,2023-11-05 15:05:00-06:00,CAR,IND,2,0.5048789602624257,0.4951210397375743,51.89409807929574,2023-11-03 11:29:00
134,0c07cc36-2,Josh Downs,408867,51.5,Receiving Yards,1,2023-11-05 15:05:00-06:00,CAR,IND,11,0.5030973990333153,0.49690260096668476,51.89409807929574,2023-11-03 11:29:00
135,0c07cc36-2,Josh Downs,408867,52.5,Receiving Yards,1,2023-11-05 15:05:00-06:00,CAR,IND,5,0.5,0.5,51.89409807929574,2023-11-03 11:29:00
136,0c721747-8,Max Strus,42894,17.5,PTS+TRB,3,2023-11-03 21:00:00-05:00,POR,MEM,4,0.5118808950169992,0.48811910498300076,17.873019845350452,2023-11-03 11:29:00
137,0c721747-8,Max Strus,42894,18.5,PTS+TRB,3,2023-11-03 21:00:00-05:00,POR,MEM,1,0.4554079696394686,0.5445920303605313,17.873019845350452,2023-11-03 11:29:00
138,0d0081c6-7,Jamal Murray,42747,31.5,PTS+TRB+AST,3,2023-11-03 21:00:00-05:00,DEN,DAL,8,0.5033277969068792,0.4966722030931209,31.98804929054635,2023-11-03 11:29:00
139,0d0081c6-7,Jamal Murray,42747,32.5,PTS+TRB+AST,3,2023-11-03 21:00:00-05:00,DEN,DAL,5,0.4808467741935484,0.5191532258064516,31.98804929054635,2023-11-03 11:29:00
140,0d1f9414-5,Justin Reid,35333,4.5,Tackles and Assists,1,2023-11-05 08:30:00-06:00,KC,MIA,4,0.5192588774971065,0.48074112250289347,4.772428120045656,2023-11-03 11:29:00
