,player,player_id,points,price,side,stat,book,league_id,event_time,prob,opp,Team,scrape_time,prop_id
46,Jeremy Sochan,43480,19.5,-135.0,under,PTS+TRB+AST,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,54952906-d
47,Jeremy Sochan,43480,16.5,-135.0,under,PTS+TRB,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,946738d8-a
48,Jeremy Sochan,43480,5.5,-135.0,under,TRB,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
49,Jeremy Sochan,43480,10.5,-135.0,under,PTS,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
50,Jeremy Sochan,43480,13.5,-135.0,under,PTS+AST,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,c366bf6f-c
51,Jeremy Sochan,43480,3.0,-135.0,under,AST,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
52,Jeremy Sochan,43480,0.5,-135.0,under,STL,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,33076b9a-2
53,Jeremy Sochan,43480,19.5,-113.0,under,PTS+TRB+AST,Pinnacle,3,2023-10-25 20:30:00-05:00,0.5305164319248826,SAS,DAL,2023-10-24 17:28:00,54952906-d
54,Jeremy Sochan,43480,5.5,-111.0,under,TRB,Pinnacle,3,2023-10-25 20:30:00-05:00,0.5260663507109005,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
55,Jeremy Sochan,43480,10.5,-123.0,under,PTS,Pinnacle,3,2023-10-25 20:30:00-05:00,0.5515695067264574,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
56,Jeremy Sochan,43480,3.5,-112.0,under,AST,Pinnacle,3,2023-10-25 20:30:00-05:00,0.5283018867924528,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
57,Jeremy Sochan,43480,19.5,-135.0,under,PTS+TRB+AST,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,54952906-d
58,Jeremy Sochan,43480,16.5,-135.0,under,PTS+TRB,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,946738d8-a
59,Jeremy Sochan,43480,0.5,-135.0,under,3P,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,805c543e-3
60,Jeremy Sochan,43480,5.5,-135.0,under,TRB,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
61,Jeremy Sochan,43480,10.5,-135.0,under,PTS,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
62,Jeremy Sochan,43480,13.5,-135.0,under,PTS+AST,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,c366bf6f-c
63,Jeremy Sochan,43480,0.5,-135.0,under,STL,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,33076b9a-2
64,Jeremy Sochan,43480,20.5,-130.0,under,PTS+TRB+AST,Parx,3,2023-10-25 20:30:00-05:00,0.5652173913043478,SAS,DAL,2023-10-24 17:28:00,54952906-d
65,Jeremy Sochan,43480,5.5,-109.0,under,TRB,Parx,3,2023-10-25 20:30:00-05:00,0.5215311004784688,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
66,Jeremy Sochan,43480,10.5,-105.0,under,PTS,Parx,3,2023-10-25 20:30:00-05:00,0.5121951219512195,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
67,Jeremy Sochan,43480,3.5,-136.0,under,AST,Parx,3,2023-10-25 20:30:00-05:00,0.576271186440678,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
68,Jeremy Sochan,43480,20.5,-130.0,under,PTS+TRB+AST,Four Winds,3,2023-10-25 20:30:00-05:00,0.5652173913043478,SAS,DAL,2023-10-24 17:28:00,54952906-d
69,Jeremy Sochan,43480,5.5,-109.0,under,TRB,Four Winds,3,2023-10-25 20:30:00-05:00,0.5215311004784688,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
70,Jeremy Sochan,43480,10.5,-105.0,under,PTS,Four Winds,3,2023-10-25 20:30:00-05:00,0.5121951219512195,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
71,Jeremy Sochan,43480,3.5,-136.0,under,AST,Four Winds,3,2023-10-25 20:30:00-05:00,0.576271186440678,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
72,Jeremy Sochan,43480,20.5,-130.0,under,PTS+TRB+AST,Unibet,3,2023-10-25 20:30:00-05:00,0.5652173913043478,SAS,DAL,2023-10-24 17:28:00,54952906-d
73,Jeremy Sochan,43480,5.5,-109.0,under,TRB,Unibet,3,2023-10-25 20:30:00-05:00,0.5215311004784688,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
74,Jeremy Sochan,43480,10.5,-105.0,under,PTS,Unibet,3,2023-10-25 20:30:00-05:00,0.5121951219512195,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
75,Jeremy Sochan,43480,3.5,-136.0,under,AST,Unibet,3,2023-10-25 20:30:00-05:00,0.576271186440678,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
76,Jeremy Sochan,43480,20.5,-130.0,under,PTS+TRB+AST,Sugarhouse,3,2023-10-25 20:30:00-05:00,0.5652173913043478,SAS,DAL,2023-10-24 17:28:00,54952906-d
77,Jeremy Sochan,43480,5.5,-109.0,under,TRB,Sugarhouse,3,2023-10-25 20:30:00-05:00,0.5215311004784688,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
78,Jeremy Sochan,43480,10.5,-105.0,under,PTS,Sugarhouse,3,2023-10-25 20:30:00-05:00,0.5121951219512195,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
79,Jeremy Sochan,43480,3.5,-136.0,under,AST,Sugarhouse,3,2023-10-25 20:30:00-05:00,0.576271186440678,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
80,Jeremy Sochan,43480,20.5,-130.0,under,PTS+TRB+AST,BetRivers,3,2023-10-25 20:30:00-05:00,0.5652173913043478,SAS,DAL,2023-10-24 17:28:00,54952906-d
81,Jeremy Sochan,43480,5.5,-109.0,under,TRB,BetRivers,3,2023-10-25 20:30:00-05:00,0.5215311004784688,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
82,Jeremy Sochan,43480,10.5,-105.0,under,PTS,BetRivers,3,2023-10-25 20:30:00-05:00,0.5121951219512195,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
83,Jeremy Sochan,43480,3.5,-136.0,under,AST,BetRivers,3,2023-10-25 20:30:00-05:00,0.576271186440678,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
84,Jeremy Sochan,43480,8.5,-135.0,over,TRB + AST,DraftKings,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,18fd8326-0
85,Jeremy Sochan,43480,3.5,105.0,over,AST,DraftKings,3,2023-10-25 20:30:00-05:00,0.4878048780487805,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
86,Jeremy Sochan,43480,19.5,-115.0,over,PTS+TRB+AST,DraftKings,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,54952906-d
87,Jeremy Sochan,43480,0.5,-105.0,over,3P,DraftKings,3,2023-10-25 20:30:00-05:00,0.5121951219512195,SAS,DAL,2023-10-24 17:28:00,805c543e-3
88,Jeremy Sochan,43480,13.5,-125.0,over,PTS+AST,DraftKings,3,2023-10-25 20:30:00-05:00,0.5555555555555556,SAS,DAL,2023-10-24 17:28:00,c366bf6f-c
89,Jeremy Sochan,43480,10.5,-105.0,over,PTS,DraftKings,3,2023-10-25 20:30:00-05:00,0.5121951219512195,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
90,Jeremy Sochan,43480,16.5,-105.0,over,PTS+TRB,DraftKings,3,2023-10-25 20:30:00-05:00,0.5121951219512195,SAS,DAL,2023-10-24 17:28:00,946738d8-a
91,Jeremy Sochan,43480,5.5,-115.0,over,TRB,DraftKings,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
92,Jeremy Sochan,43480,9.5,106.0,over,TRB + AST,FanDuel,3,2023-10-25 20:30:00-05:00,0.4854368932038835,SAS,DAL,2023-10-24 17:28:00,18fd8326-0
93,Jeremy Sochan,43480,3.5,100.0,over,AST,FanDuel,3,2023-10-25 20:30:00-05:00,0.5,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
94,Jeremy Sochan,43480,20.5,-106.0,over,PTS+TRB+AST,FanDuel,3,2023-10-25 20:30:00-05:00,0.5145631067961165,SAS,DAL,2023-10-24 17:28:00,54952906-d
95,Jeremy Sochan,43480,14.5,-111.0,over,PTS+AST,FanDuel,3,2023-10-25 20:30:00-05:00,0.5260663507109005,SAS,DAL,2023-10-24 17:28:00,c366bf6f-c
96,Jeremy Sochan,43480,10.5,-122.0,over,PTS,FanDuel,3,2023-10-25 20:30:00-05:00,0.5495495495495496,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
97,Jeremy Sochan,43480,16.5,-115.0,over,PTS+TRB,FanDuel,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,946738d8-a
98,Jeremy Sochan,43480,5.5,-113.0,over,TRB,FanDuel,3,2023-10-25 20:30:00-05:00,0.5305164319248826,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
99,Jeremy Sochan,43480,9.5,100.0,over,TRB + AST,PointsBet,3,2023-10-25 20:30:00-05:00,0.5,SAS,DAL,2023-10-24 17:28:00,18fd8326-0
100,Jeremy Sochan,43480,3.5,105.0,over,AST,PointsBet,3,2023-10-25 20:30:00-05:00,0.4878048780487805,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
101,Jeremy Sochan,43480,19.5,-120.0,over,PTS+TRB+AST,PointsBet,3,2023-10-25 20:30:00-05:00,0.5454545454545454,SAS,DAL,2023-10-24 17:28:00,54952906-d
102,Jeremy Sochan,43480,14.5,105.0,over,PTS+AST,PointsBet,3,2023-10-25 20:30:00-05:00,0.4878048780487805,SAS,DAL,2023-10-24 17:28:00,c366bf6f-c
103,Jeremy Sochan,43480,10.5,-110.0,over,PTS,PointsBet,3,2023-10-25 20:30:00-05:00,0.5238095238095238,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
104,Jeremy Sochan,43480,16.5,-110.0,over,PTS+TRB,PointsBet,3,2023-10-25 20:30:00-05:00,0.5238095238095238,SAS,DAL,2023-10-24 17:28:00,946738d8-a
105,Jeremy Sochan,43480,5.5,-125.0,over,TRB,PointsBet,3,2023-10-25 20:30:00-05:00,0.5555555555555556,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
106,Jeremy Sochan,43480,9.5,105.0,over,TRB + AST,Bet365,3,2023-10-25 20:30:00-05:00,0.4878048780487805,SAS,DAL,2023-10-24 17:28:00,18fd8326-0
107,Jeremy Sochan,43480,3.5,105.0,over,AST,Bet365,3,2023-10-25 20:30:00-05:00,0.4878048780487805,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
108,Jeremy Sochan,43480,0.5,200.0,over,BLK,Bet365,3,2023-10-25 20:30:00-05:00,0.3333333333333333,SAS,DAL,2023-10-24 17:28:00,ebc2f86d-6
109,Jeremy Sochan,43480,19.5,-115.0,over,PTS+TRB+AST,Bet365,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,54952906-d
110,Jeremy Sochan,43480,0.5,-110.0,over,3P,Bet365,3,2023-10-25 20:30:00-05:00,0.5238095238095238,SAS,DAL,2023-10-24 17:28:00,805c543e-3
111,Jeremy Sochan,43480,1.5,120.0,over,TO,Bet365,3,2023-10-25 20:30:00-05:00,0.4545454545454545,SAS,DAL,2023-10-24 17:28:00,193178df-e
112,Jeremy Sochan,43480,13.5,-120.0,over,PTS+AST,Bet365,3,2023-10-25 20:30:00-05:00,0.5454545454545454,SAS,DAL,2023-10-24 17:28:00,c366bf6f-c
113,Jeremy Sochan,43480,0.5,-110.0,over,STL,Bet365,3,2023-10-25 20:30:00-05:00,0.5238095238095238,SAS,DAL,2023-10-24 17:28:00,33076b9a-2
114,Jeremy Sochan,43480,0.5,-210.0,over,BLK + STL,Bet365,3,2023-10-25 20:30:00-05:00,0.6774193548387096,SAS,DAL,2023-10-24 17:28:00,aca8be70-b
115,Jeremy Sochan,43480,10.5,-115.0,over,PTS,Bet365,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
116,Jeremy Sochan,43480,16.5,-110.0,over,PTS+TRB,Bet365,3,2023-10-25 20:30:00-05:00,0.5238095238095238,SAS,DAL,2023-10-24 17:28:00,946738d8-a
117,Jeremy Sochan,43480,5.5,-120.0,over,TRB,Bet365,3,2023-10-25 20:30:00-05:00,0.5454545454545454,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
118,Jeremy Sochan,43480,8.5,-137.0,over,TRB + AST,Caesars,3,2023-10-25 20:30:00-05:00,0.5780590717299579,SAS,DAL,2023-10-24 17:28:00,18fd8326-0
119,Jeremy Sochan,43480,3.5,120.0,over,AST,Caesars,3,2023-10-25 20:30:00-05:00,0.4545454545454545,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
120,Jeremy Sochan,43480,0.5,178.0,over,BLK,Caesars,3,2023-10-25 20:30:00-05:00,0.3597122302158273,SAS,DAL,2023-10-24 17:28:00,ebc2f86d-6
121,Jeremy Sochan,43480,19.5,-127.0,over,PTS+TRB+AST,Caesars,3,2023-10-25 20:30:00-05:00,0.5594713656387665,SAS,DAL,2023-10-24 17:28:00,54952906-d
122,Jeremy Sochan,43480,0.5,-114.0,over,3P,Caesars,3,2023-10-25 20:30:00-05:00,0.5327102803738317,SAS,DAL,2023-10-24 17:28:00,805c543e-3
123,Jeremy Sochan,43480,14.5,-103.0,over,PTS+AST,Caesars,3,2023-10-25 20:30:00-05:00,0.5073891625615764,SAS,DAL,2023-10-24 17:28:00,c366bf6f-c
124,Jeremy Sochan,43480,0.5,-111.0,over,STL,Caesars,3,2023-10-25 20:30:00-05:00,0.5260663507109005,SAS,DAL,2023-10-24 17:28:00,33076b9a-2
125,Jeremy Sochan,43480,0.5,-213.0,over,BLK + STL,Caesars,3,2023-10-25 20:30:00-05:00,0.6805111821086262,SAS,DAL,2023-10-24 17:28:00,aca8be70-b
126,Jeremy Sochan,43480,10.5,-125.0,over,PTS,Caesars,3,2023-10-25 20:30:00-05:00,0.5555555555555556,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
127,Jeremy Sochan,43480,16.5,-118.0,over,PTS+TRB,Caesars,3,2023-10-25 20:30:00-05:00,0.5412844036697247,SAS,DAL,2023-10-24 17:28:00,946738d8-a
128,Jeremy Sochan,43480,5.5,-127.0,over,TRB,Caesars,3,2023-10-25 20:30:00-05:00,0.5594713656387665,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
129,Jeremy Sochan,43480,9.0,-135.0,over,TRB + AST,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,18fd8326-0
130,Jeremy Sochan,43480,3.0,-135.0,over,AST,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
131,Jeremy Sochan,43480,19.5,-135.0,over,PTS+TRB+AST,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,54952906-d
132,Jeremy Sochan,43480,13.5,-135.0,over,PTS+AST,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,c366bf6f-c
133,Jeremy Sochan,43480,0.5,-135.0,over,STL,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,33076b9a-2
134,Jeremy Sochan,43480,10.5,-135.0,over,PTS,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
135,Jeremy Sochan,43480,16.5,-135.0,over,PTS+TRB,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,946738d8-a
136,Jeremy Sochan,43480,5.5,-135.0,over,TRB,Underdog Fantasy,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
137,Jeremy Sochan,43480,3.5,102.0,over,AST,Parx,3,2023-10-25 20:30:00-05:00,0.495049504950495,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
138,Jeremy Sochan,43480,20.5,-103.0,over,PTS+TRB+AST,Parx,3,2023-10-25 20:30:00-05:00,0.5073891625615764,SAS,DAL,2023-10-24 17:28:00,54952906-d
139,Jeremy Sochan,43480,10.5,-127.0,over,PTS,Parx,3,2023-10-25 20:30:00-05:00,0.5594713656387665,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
140,Jeremy Sochan,43480,5.5,-122.0,over,TRB,Parx,3,2023-10-25 20:30:00-05:00,0.5495495495495496,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
141,Jeremy Sochan,43480,3.5,102.0,over,AST,Sugarhouse,3,2023-10-25 20:30:00-05:00,0.495049504950495,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
142,Jeremy Sochan,43480,20.5,-103.0,over,PTS+TRB+AST,Sugarhouse,3,2023-10-25 20:30:00-05:00,0.5073891625615764,SAS,DAL,2023-10-24 17:28:00,54952906-d
143,Jeremy Sochan,43480,10.5,-127.0,over,PTS,Sugarhouse,3,2023-10-25 20:30:00-05:00,0.5594713656387665,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
144,Jeremy Sochan,43480,5.5,-122.0,over,TRB,Sugarhouse,3,2023-10-25 20:30:00-05:00,0.5495495495495496,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
145,Jeremy Sochan,43480,3.5,102.0,over,AST,BetRivers,3,2023-10-25 20:30:00-05:00,0.495049504950495,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
146,Jeremy Sochan,43480,20.5,-103.0,over,PTS+TRB+AST,BetRivers,3,2023-10-25 20:30:00-05:00,0.5073891625615764,SAS,DAL,2023-10-24 17:28:00,54952906-d
147,Jeremy Sochan,43480,10.5,-127.0,over,PTS,BetRivers,3,2023-10-25 20:30:00-05:00,0.5594713656387665,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
148,Jeremy Sochan,43480,5.5,-122.0,over,TRB,BetRivers,3,2023-10-25 20:30:00-05:00,0.5495495495495496,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
149,Jeremy Sochan,43480,3.5,102.0,over,AST,Four Winds,3,2023-10-25 20:30:00-05:00,0.495049504950495,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
150,Jeremy Sochan,43480,20.5,-103.0,over,PTS+TRB+AST,Four Winds,3,2023-10-25 20:30:00-05:00,0.5073891625615764,SAS,DAL,2023-10-24 17:28:00,54952906-d
151,Jeremy Sochan,43480,10.5,-127.0,over,PTS,Four Winds,3,2023-10-25 20:30:00-05:00,0.5594713656387665,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
152,Jeremy Sochan,43480,5.5,-122.0,over,TRB,Four Winds,3,2023-10-25 20:30:00-05:00,0.5495495495495496,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
153,Jeremy Sochan,43480,3.5,102.0,over,AST,Unibet,3,2023-10-25 20:30:00-05:00,0.495049504950495,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
154,Jeremy Sochan,43480,20.5,-103.0,over,PTS+TRB+AST,Unibet,3,2023-10-25 20:30:00-05:00,0.5073891625615764,SAS,DAL,2023-10-24 17:28:00,54952906-d
155,Jeremy Sochan,43480,10.5,-127.0,over,PTS,Unibet,3,2023-10-25 20:30:00-05:00,0.5594713656387665,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
156,Jeremy Sochan,43480,5.5,-122.0,over,TRB,Unibet,3,2023-10-25 20:30:00-05:00,0.5495495495495496,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
157,Jeremy Sochan,43480,3.5,-119.0,over,AST,Pinnacle,3,2023-10-25 20:30:00-05:00,0.54337899543379,SAS,DAL,2023-10-24 17:28:00,4805fd95-0
158,Jeremy Sochan,43480,19.5,-117.0,over,PTS+TRB+AST,Pinnacle,3,2023-10-25 20:30:00-05:00,0.5391705069124424,SAS,DAL,2023-10-24 17:28:00,54952906-d
159,Jeremy Sochan,43480,10.5,-107.0,over,PTS,Pinnacle,3,2023-10-25 20:30:00-05:00,0.5169082125603864,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
160,Jeremy Sochan,43480,5.5,-119.0,over,TRB,Pinnacle,3,2023-10-25 20:30:00-05:00,0.54337899543379,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
161,Jeremy Sochan,43480,19.5,-135.0,over,PTS+TRB+AST,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,54952906-d
162,Jeremy Sochan,43480,0.5,-135.0,over,3P,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,805c543e-3
163,Jeremy Sochan,43480,13.5,-135.0,over,PTS+AST,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,c366bf6f-c
164,Jeremy Sochan,43480,0.5,-135.0,over,STL,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,33076b9a-2
165,Jeremy Sochan,43480,10.5,-135.0,over,PTS,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,9e7dc221-1
166,Jeremy Sochan,43480,16.5,-135.0,over,PTS+TRB,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,946738d8-a
167,Jeremy Sochan,43480,5.5,-135.0,over,TRB,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,70c40e88-a
0,Keldon Johnson,242025,0.5,-550.0,under,BLK,Bet365,3,2023-10-25 20:30:00-05:00,0.8461538461538461,SAS,DAL,2023-10-24 17:28:00,5f266bc9-1
1,Keldon Johnson,242025,1.5,-115.0,under,TO,Bet365,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,5fa337a7-3
2,Keldon Johnson,242025,3.5,100.0,under,AST,Bet365,3,2023-10-25 20:30:00-05:00,0.5,SAS,DAL,2023-10-24 17:28:00,90ce6a18-1
3,Keldon Johnson,242025,9.5,-125.0,under,TRB + AST,Bet365,3,2023-10-25 20:30:00-05:00,0.5555555555555556,SAS,DAL,2023-10-24 17:28:00,5e243a84-d
4,Keldon Johnson,242025,25.5,-120.0,under,PTS+TRB,Bet365,3,2023-10-25 20:30:00-05:00,0.5454545454545454,SAS,DAL,2023-10-24 17:28:00,a42c9869-9
5,Keldon Johnson,242025,29.5,-120.0,under,PTS+TRB+AST,Bet365,3,2023-10-25 20:30:00-05:00,0.5454545454545454,SAS,DAL,2023-10-24 17:28:00,fffda7fa-6
6,Keldon Johnson,242025,5.5,-130.0,under,TRB,Bet365,3,2023-10-25 20:30:00-05:00,0.5652173913043478,SAS,DAL,2023-10-24 17:28:00,9a61b06a-0
7,Keldon Johnson,242025,23.5,-115.0,under,PTS+AST,Bet365,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,1abf81b7-3
8,Keldon Johnson,242025,1.5,100.0,under,3P,Bet365,3,2023-10-25 20:30:00-05:00,0.5,SAS,DAL,2023-10-24 17:28:00,cbaa746c-9
9,Keldon Johnson,242025,19.5,-115.0,under,PTS,Bet365,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,690ddef8-b
10,Keldon Johnson,242025,0.5,130.0,under,BLK + STL,Bet365,3,2023-10-25 20:30:00-05:00,0.4347826086956521,SAS,DAL,2023-10-24 17:28:00,fccc7df6-9
11,Keldon Johnson,242025,0.5,-115.0,under,STL,Bet365,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,dc07bf3b-6
12,Keldon Johnson,242025,0.5,-556.0,under,BLK,Caesars,3,2023-10-25 20:30:00-05:00,0.8475609756097561,SAS,DAL,2023-10-24 17:28:00,5f266bc9-1
13,Keldon Johnson,242025,3.5,-114.0,under,AST,Caesars,3,2023-10-25 20:30:00-05:00,0.5327102803738317,SAS,DAL,2023-10-24 17:28:00,90ce6a18-1
14,Keldon Johnson,242025,8.5,108.0,under,TRB + AST,Caesars,3,2023-10-25 20:30:00-05:00,0.4807692307692308,SAS,DAL,2023-10-24 17:28:00,5e243a84-d
15,Keldon Johnson,242025,25.5,-115.0,under,PTS+TRB,Caesars,3,2023-10-25 20:30:00-05:00,0.5348837209302325,SAS,DAL,2023-10-24 17:28:00,a42c9869-9
16,Keldon Johnson,242025,29.5,-127.0,under,PTS+TRB+AST,Caesars,3,2023-10-25 20:30:00-05:00,0.5594713656387665,SAS,DAL,2023-10-24 17:28:00,fffda7fa-6
17,Keldon Johnson,242025,5.5,-139.0,under,TRB,Caesars,3,2023-10-25 20:30:00-05:00,0.5815899581589958,SAS,DAL,2023-10-24 17:28:00,9a61b06a-0
18,Keldon Johnson,242025,23.5,-109.0,under,PTS+AST,Caesars,3,2023-10-25 20:30:00-05:00,0.5215311004784688,SAS,DAL,2023-10-24 17:28:00,1abf81b7-3
19,Keldon Johnson,242025,1.5,-109.0,under,3P,Caesars,3,2023-10-25 20:30:00-05:00,0.5215311004784688,SAS,DAL,2023-10-24 17:28:00,cbaa746c-9
20,Keldon Johnson,242025,19.5,-108.0,under,PTS,Caesars,3,2023-10-25 20:30:00-05:00,0.5192307692307693,SAS,DAL,2023-10-24 17:28:00,690ddef8-b
21,Keldon Johnson,242025,0.5,129.0,under,BLK + STL,Caesars,3,2023-10-25 20:30:00-05:00,0.4366812227074236,SAS,DAL,2023-10-24 17:28:00,fccc7df6-9
22,Keldon Johnson,242025,0.5,-109.0,under,STL,Caesars,3,2023-10-25 20:30:00-05:00,0.5215311004784688,SAS,DAL,2023-10-24 17:28:00,dc07bf3b-6
23,Keldon Johnson,242025,1.5,-135.0,under,TO,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,5fa337a7-3
24,Keldon Johnson,242025,3.5,-135.0,under,AST,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,90ce6a18-1
25,Keldon Johnson,242025,24.5,-135.0,under,PTS+TRB,PrizePicks,3,2023-10-25 20:30:00-05:00,0.574468085106383,SAS,DAL,2023-10-24 17:28:00,a42c9869-9
