,player,player_id,points,price,side,stat,book,league_id,event_time,prob,opp,Team,scrape_time,prop_id
0,Terry McLaurin,36688,57.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,4fc9155e-e
1,Terry McLaurin,36688,58.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,4fc9155e-e
2,Terry McLaurin,36688,57.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,4fc9155e-e
3,Terry McLaurin,36688,58.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,4fc9155e-e
0,A.J. Brown,38856,90.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,aeba69fc-7
1,A.J. Brown,38856,88.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,aeba69fc-7
2,A.J. Brown,38856,90.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,aeba69fc-7
3,A.J. Brown,38856,88.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,aeba69fc-7
0,D'Andre Swift,38710,64.5,-135.0,under,Rush Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,2bc57ae6-1
1,D'Andre Swift,38710,66.5,-135.0,under,Rush Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,2bc57ae6-1
2,D'Andre Swift,38710,64.5,-135.0,over,Rush Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,2bc57ae6-1
3,D'Andre Swift,38710,66.5,-135.0,over,Rush Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,2bc57ae6-1
0,Jalen Hurts,34413,254.5,-135.0,under,Passing Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,f45af345-3
1,Jalen Hurts,34413,250.5,-135.0,under,Passing Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,f45af345-3
2,Jalen Hurts,34413,254.5,-135.0,over,Passing Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,f45af345-3
3,Jalen Hurts,34413,250.5,-135.0,over,Passing Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,f45af345-3
0,Sam Howell,37456,226.5,-135.0,under,Passing Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,5befba39-d
1,Sam Howell,37456,229.5,-135.0,under,Passing Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,5befba39-d
2,Sam Howell,37456,226.5,-135.0,over,Passing Yards,PrizePicks,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,5befba39-d
3,Sam Howell,37456,229.5,-135.0,over,Passing Yards,Underdog Fantasy,1,2023-10-29 12:00:00-05:00,0.574468085106383,WAS,PHI,2023-10-24 17:28:00,5befba39-d
0,Josh Allen,34275,0.5,-125.0,under,Interceptions Thrown,BetMGM,1,2023-10-26 19:15:00-05:00,0.5555555555555556,BUF,TB,2023-10-24 17:28:00,3557777d-5
1,Josh Allen,34275,37.5,-110.0,under,Passing Attempts,BetMGM,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,b8b48044-5
2,Josh Allen,34275,261.5,-115.0,under,Passing Yards,BetMGM,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
3,Josh Allen,34275,1.5,105.0,under,Passing Touchdowns,BetMGM,1,2023-10-26 19:15:00-05:00,0.4878048780487805,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
4,Josh Allen,34275,23.5,-110.0,under,Rush Yards,BetMGM,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
5,Josh Allen,34275,10.5,-105.0,under,Rush Attempts,BetMGM,1,2023-10-26 19:15:00-05:00,0.5121951219512195,BUF,TB,2023-10-24 17:28:00,e79b2e63-e
6,Josh Allen,34275,289.5,-115.0,under,Passing And Rush Yards,BetMGM,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,c8bca2d8-f
7,Josh Allen,34275,0.5,-124.0,under,Interceptions Thrown,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5535714285714286,BUF,TB,2023-10-24 17:28:00,3557777d-5
8,Josh Allen,34275,37.5,-109.0,under,Passing Attempts,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5215311004784688,BUF,TB,2023-10-24 17:28:00,b8b48044-5
9,Josh Allen,34275,261.5,-114.0,under,Passing Yards,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5327102803738317,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
10,Josh Allen,34275,1.5,107.0,under,Passing Touchdowns,Pinnacle,1,2023-10-26 19:15:00-05:00,0.4830917874396135,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
11,Josh Allen,34275,23.5,-135.0,under,Rush Yards,Pinnacle,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
12,Josh Allen,34275,0.5,-133.0,under,Interceptions Thrown,888sports,1,2023-10-26 19:15:00-05:00,0.5708154506437768,BUF,TB,2023-10-24 17:28:00,3557777d-5
13,Josh Allen,34275,37.5,-118.0,under,Passing Attempts,888sports,1,2023-10-26 19:15:00-05:00,0.5412844036697247,BUF,TB,2023-10-24 17:28:00,b8b48044-5
14,Josh Allen,34275,261.5,-120.0,under,Passing Yards,888sports,1,2023-10-26 19:15:00-05:00,0.5454545454545454,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
15,Josh Allen,34275,1.5,100.0,under,Passing Touchdowns,888sports,1,2023-10-26 19:15:00-05:00,0.5,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
16,Josh Allen,34275,23.5,-118.0,under,Rush Yards,888sports,1,2023-10-26 19:15:00-05:00,0.5412844036697247,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
17,Josh Allen,34275,0.5,-135.0,under,Interceptions Thrown,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,3557777d-5
18,Josh Allen,34275,261.5,-135.0,under,Passing Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
19,Josh Allen,34275,23.5,-135.0,under,Rush Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
20,Josh Allen,34275,0.5,-120.0,under,Interceptions Thrown,Bet365,1,2023-10-26 19:15:00-05:00,0.5454545454545454,BUF,TB,2023-10-24 17:28:00,3557777d-5
21,Josh Allen,34275,37.5,-115.0,under,Passing Attempts,Bet365,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,b8b48044-5
22,Josh Allen,34275,261.5,-110.0,under,Passing Yards,Bet365,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
23,Josh Allen,34275,1.5,105.0,under,Passing Touchdowns,Bet365,1,2023-10-26 19:15:00-05:00,0.4878048780487805,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
24,Josh Allen,34275,23.5,-110.0,under,Rush Yards,Bet365,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
25,Josh Allen,34275,0.5,-127.0,under,Interceptions Thrown,Caesars,1,2023-10-26 19:15:00-05:00,0.5594713656387665,BUF,TB,2023-10-24 17:28:00,3557777d-5
26,Josh Allen,34275,37.5,-111.0,under,Passing Attempts,Caesars,1,2023-10-26 19:15:00-05:00,0.5260663507109005,BUF,TB,2023-10-24 17:28:00,b8b48044-5
27,Josh Allen,34275,261.5,-119.0,under,Passing Yards,Caesars,1,2023-10-26 19:15:00-05:00,0.54337899543379,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
28,Josh Allen,34275,1.5,100.0,under,Passing Touchdowns,Caesars,1,2023-10-26 19:15:00-05:00,0.5,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
29,Josh Allen,34275,23.5,-137.0,under,Rush Yards,Caesars,1,2023-10-26 19:15:00-05:00,0.5780590717299579,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
30,Josh Allen,34275,255.5,-120.0,under,Passing Yards,PointsBet,1,2023-10-26 19:15:00-05:00,0.5454545454545454,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
31,Josh Allen,34275,1.5,120.0,under,Passing Touchdowns,PointsBet,1,2023-10-26 19:15:00-05:00,0.4545454545454545,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
32,Josh Allen,34275,25.5,-125.0,under,Rush Yards,PointsBet,1,2023-10-26 19:15:00-05:00,0.5555555555555556,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
33,Josh Allen,34275,261.5,-135.0,under,Passing Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
34,Josh Allen,34275,1.5,-135.0,under,Passing Touchdowns,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
35,Josh Allen,34275,23.5,-135.0,under,Rush Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
36,Josh Allen,34275,255.5,-114.0,under,Passing Yards,FanDuel,1,2023-10-26 19:15:00-05:00,0.5327102803738317,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
37,Josh Allen,34275,1.5,118.0,under,Passing Touchdowns,FanDuel,1,2023-10-26 19:15:00-05:00,0.4587155963302752,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
38,Josh Allen,34275,23.5,-114.0,under,Rush Yards,FanDuel,1,2023-10-26 19:15:00-05:00,0.5327102803738317,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
39,Josh Allen,34275,0.5,-105.0,over,Interceptions Thrown,BetMGM,1,2023-10-26 19:15:00-05:00,0.5121951219512195,BUF,TB,2023-10-24 17:28:00,3557777d-5
40,Josh Allen,34275,23.5,-120.0,over,Rush Yards,BetMGM,1,2023-10-26 19:15:00-05:00,0.5454545454545454,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
41,Josh Allen,34275,1.5,-140.0,over,Passing Touchdowns,BetMGM,1,2023-10-26 19:15:00-05:00,0.5833333333333334,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
42,Josh Allen,34275,261.5,-115.0,over,Passing Yards,BetMGM,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
43,Josh Allen,34275,37.5,-120.0,over,Passing Attempts,BetMGM,1,2023-10-26 19:15:00-05:00,0.5454545454545454,BUF,TB,2023-10-24 17:28:00,b8b48044-5
44,Josh Allen,34275,289.5,-115.0,over,Passing And Rush Yards,BetMGM,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,c8bca2d8-f
45,Josh Allen,34275,10.5,-125.0,over,Rush Attempts,BetMGM,1,2023-10-26 19:15:00-05:00,0.5555555555555556,BUF,TB,2023-10-24 17:28:00,e79b2e63-e
46,Josh Allen,34275,0.5,-107.0,over,Interceptions Thrown,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5169082125603864,BUF,TB,2023-10-24 17:28:00,3557777d-5
47,Josh Allen,34275,23.5,102.0,over,Rush Yards,Pinnacle,1,2023-10-26 19:15:00-05:00,0.495049504950495,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
48,Josh Allen,34275,1.5,-143.0,over,Passing Touchdowns,Pinnacle,1,2023-10-26 19:15:00-05:00,0.588477366255144,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
49,Josh Allen,34275,261.5,-116.0,over,Passing Yards,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5370370370370371,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
50,Josh Allen,34275,37.5,-122.0,over,Passing Attempts,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5495495495495496,BUF,TB,2023-10-24 17:28:00,b8b48044-5
51,Josh Allen,34275,0.5,-118.0,over,Interceptions Thrown,888sports,1,2023-10-26 19:15:00-05:00,0.5412844036697247,BUF,TB,2023-10-24 17:28:00,3557777d-5
52,Josh Allen,34275,23.5,-133.0,over,Rush Yards,888sports,1,2023-10-26 19:15:00-05:00,0.5708154506437768,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
53,Josh Allen,34275,1.5,-150.0,over,Passing Touchdowns,888sports,1,2023-10-26 19:15:00-05:00,0.6,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
54,Josh Allen,34275,261.5,-125.0,over,Passing Yards,888sports,1,2023-10-26 19:15:00-05:00,0.5555555555555556,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
55,Josh Allen,34275,37.5,-133.0,over,Passing Attempts,888sports,1,2023-10-26 19:15:00-05:00,0.5708154506437768,BUF,TB,2023-10-24 17:28:00,b8b48044-5
56,Josh Allen,34275,0.5,-135.0,over,Interceptions Thrown,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,3557777d-5
57,Josh Allen,34275,23.5,-135.0,over,Rush Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
58,Josh Allen,34275,261.5,-135.0,over,Passing Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
59,Josh Allen,34275,0.5,-110.0,over,Interceptions Thrown,Bet365,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,3557777d-5
60,Josh Allen,34275,23.5,-110.0,over,Rush Yards,Bet365,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
61,Josh Allen,34275,1.5,-135.0,over,Passing Touchdowns,Bet365,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
62,Josh Allen,34275,261.5,-110.0,over,Passing Yards,Bet365,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
63,Josh Allen,34275,37.5,-115.0,over,Passing Attempts,Bet365,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,b8b48044-5
64,Josh Allen,34275,0.5,-108.0,over,Interceptions Thrown,Caesars,1,2023-10-26 19:15:00-05:00,0.5192307692307693,BUF,TB,2023-10-24 17:28:00,3557777d-5
65,Josh Allen,34275,23.5,100.0,over,Rush Yards,Caesars,1,2023-10-26 19:15:00-05:00,0.5,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
66,Josh Allen,34275,1.5,-137.0,over,Passing Touchdowns,Caesars,1,2023-10-26 19:15:00-05:00,0.5780590717299579,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
67,Josh Allen,34275,261.5,-115.0,over,Passing Yards,Caesars,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
68,Josh Allen,34275,37.5,-123.0,over,Passing Attempts,Caesars,1,2023-10-26 19:15:00-05:00,0.5515695067264574,BUF,TB,2023-10-24 17:28:00,b8b48044-5
69,Josh Allen,34275,25.5,-105.0,over,Rush Yards,PointsBet,1,2023-10-26 19:15:00-05:00,0.5121951219512195,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
70,Josh Allen,34275,1.5,-160.0,over,Passing Touchdowns,PointsBet,1,2023-10-26 19:15:00-05:00,0.6153846153846154,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
71,Josh Allen,34275,255.5,-110.0,over,Passing Yards,PointsBet,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
72,Josh Allen,34275,23.5,-135.0,over,Rush Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
73,Josh Allen,34275,1.5,-135.0,over,Passing Touchdowns,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
74,Josh Allen,34275,261.5,-135.0,over,Passing Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
75,Josh Allen,34275,23.5,-114.0,over,Rush Yards,FanDuel,1,2023-10-26 19:15:00-05:00,0.5327102803738317,BUF,TB,2023-10-24 17:28:00,fd92e8ef-9
76,Josh Allen,34275,1.5,-158.0,over,Passing Touchdowns,FanDuel,1,2023-10-26 19:15:00-05:00,0.6124031007751938,BUF,TB,2023-10-24 17:28:00,ed0afefb-5
77,Josh Allen,34275,255.5,-114.0,over,Passing Yards,FanDuel,1,2023-10-26 19:15:00-05:00,0.5327102803738317,BUF,TB,2023-10-24 17:28:00,cab62bb9-f
0,Gabe Davis,34324,39.5,-135.0,under,Rush+Rec Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,a032fae6-4
1,Gabe Davis,34324,39.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,4ea335df-f
2,Gabe Davis,34324,39.5,-117.0,under,Receiving Yards,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5391705069124424,BUF,TB,2023-10-24 17:28:00,4ea335df-f
3,Gabe Davis,34324,41.5,-114.0,under,Receiving Yards,FanDuel,1,2023-10-26 19:15:00-05:00,0.5327102803738317,BUF,TB,2023-10-24 17:28:00,4ea335df-f
4,Gabe Davis,34324,39.5,-125.0,under,Receiving Yards,888sports,1,2023-10-26 19:15:00-05:00,0.5555555555555556,BUF,TB,2023-10-24 17:28:00,4ea335df-f
5,Gabe Davis,34324,39.5,-115.0,under,Receiving Yards,Caesars,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,4ea335df-f
6,Gabe Davis,34324,39.5,-135.0,over,Rush+Rec Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,a032fae6-4
7,Gabe Davis,34324,39.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,4ea335df-f
8,Gabe Davis,34324,39.5,-118.0,over,Receiving Yards,888sports,1,2023-10-26 19:15:00-05:00,0.5412844036697247,BUF,TB,2023-10-24 17:28:00,4ea335df-f
9,Gabe Davis,34324,39.5,-113.0,over,Receiving Yards,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5305164319248826,BUF,TB,2023-10-24 17:28:00,4ea335df-f
10,Gabe Davis,34324,41.5,-114.0,over,Receiving Yards,FanDuel,1,2023-10-26 19:15:00-05:00,0.5327102803738317,BUF,TB,2023-10-24 17:28:00,4ea335df-f
11,Gabe Davis,34324,39.5,-119.0,over,Receiving Yards,Caesars,1,2023-10-26 19:15:00-05:00,0.54337899543379,BUF,TB,2023-10-24 17:28:00,4ea335df-f
0,Mike Evans,36822,62.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,4b92fea2-6
1,Mike Evans,36822,60.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,4b92fea2-6
2,Mike Evans,36822,62.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,4b92fea2-6
3,Mike Evans,36822,60.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,4b92fea2-6
0,Chris Godwin,35809,62.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,3ed79ce8-7
1,Chris Godwin,35809,62.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,3ed79ce8-7
0,Rachaad White,37510,49.5,-135.0,under,Rush Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
1,Rachaad White,37510,49.5,-125.0,under,Rush Yards,888sports,1,2023-10-26 19:15:00-05:00,0.5555555555555556,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
2,Rachaad White,37510,49.5,-120.0,under,Rush Yards,BetMGM,1,2023-10-26 19:15:00-05:00,0.5454545454545454,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
3,Rachaad White,37510,49.5,-132.0,under,Rush Yards,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5689655172413793,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
4,Rachaad White,37510,48.5,-113.0,under,Rush Yards,BetRivers,1,2023-10-26 19:15:00-05:00,0.5305164319248826,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
5,Rachaad White,37510,48.5,-113.0,under,Rush Yards,Parx,1,2023-10-26 19:15:00-05:00,0.5305164319248826,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
6,Rachaad White,37510,48.5,-113.0,under,Rush Yards,Four Winds,1,2023-10-26 19:15:00-05:00,0.5305164319248826,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
7,Rachaad White,37510,48.5,-113.0,under,Rush Yards,Sugarhouse,1,2023-10-26 19:15:00-05:00,0.5305164319248826,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
8,Rachaad White,37510,48.5,-113.0,under,Rush Yards,Unibet,1,2023-10-26 19:15:00-05:00,0.5305164319248826,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
9,Rachaad White,37510,45.5,-105.0,under,Rush Yards,PointsBet,1,2023-10-26 19:15:00-05:00,0.5121951219512195,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
10,Rachaad White,37510,49.5,-135.0,under,Rush Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
11,Rachaad White,37510,49.5,-120.0,under,Rush Yards,DraftKings,1,2023-10-26 19:15:00-05:00,0.5454545454545454,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
12,Rachaad White,37510,49.5,-110.0,under,Rush Yards,Bet365,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
13,Rachaad White,37510,47.5,-114.0,under,Rush Yards,FanDuel,1,2023-10-26 19:15:00-05:00,0.5327102803738317,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
14,Rachaad White,37510,49.5,-132.0,under,Rush Yards,Caesars,1,2023-10-26 19:15:00-05:00,0.5689655172413793,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
15,Rachaad White,37510,49.5,-135.0,over,Rush Yards,Underdog Fantasy,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
16,Rachaad White,37510,49.5,-120.0,over,Rush Yards,888sports,1,2023-10-26 19:15:00-05:00,0.5454545454545454,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
17,Rachaad White,37510,49.5,100.0,over,Rush Yards,Pinnacle,1,2023-10-26 19:15:00-05:00,0.5,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
18,Rachaad White,37510,48.5,-115.0,over,Rush Yards,BetRivers,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
19,Rachaad White,37510,48.5,-115.0,over,Rush Yards,Parx,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
20,Rachaad White,37510,48.5,-115.0,over,Rush Yards,Four Winds,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
21,Rachaad White,37510,48.5,-115.0,over,Rush Yards,Sugarhouse,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
22,Rachaad White,37510,48.5,-115.0,over,Rush Yards,Unibet,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
23,Rachaad White,37510,45.5,-125.0,over,Rush Yards,PointsBet,1,2023-10-26 19:15:00-05:00,0.5555555555555556,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
24,Rachaad White,37510,49.5,-135.0,over,Rush Yards,PrizePicks,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
25,Rachaad White,37510,49.5,-110.0,over,Rush Yards,DraftKings,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
26,Rachaad White,37510,49.5,-115.0,over,Rush Yards,BetMGM,1,2023-10-26 19:15:00-05:00,0.5348837209302325,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
27,Rachaad White,37510,49.5,-110.0,over,Rush Yards,Bet365,1,2023-10-26 19:15:00-05:00,0.5238095238095238,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
28,Rachaad White,37510,47.5,-114.0,over,Rush Yards,FanDuel,1,2023-10-26 19:15:00-05:00,0.5327102803738317,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
29,Rachaad White,37510,49.5,-104.0,over,Rush Yards,Caesars,1,2023-10-26 19:15:00-05:00,0.5098039215686274,BUF,TB,2023-10-24 17:28:00,33ba2bfd-5
0,Tyler Bass,34316,1.5,-135.0,under,Field Goals Made,BetMGM,1,2023-10-26 19:15:00-05:00,0.574468085106383,BUF,TB,2023-10-24 17:28:00,9715de73-8
1,Tyler Bass,34316,2.5,-125.0,under,Extra Points Made,BetMGM,1,2023-10-26 19:15:00-05:00,0.5555555555555556,BUF,TB,2023-10-24 17:28:00,717077fd-7
