,prop_id,player,player_id,line,stat,league_id,event_time,opp,Team,count,over_prob,under_prob,pred,scrape_time
1212,cd49edd5-a,Brandon Ingram,42496,31.5,PTS+TRB,3,2023-10-30 19:00:00-05:00,NOP,GSW,7,0.4956484667910139,0.5043515332089862,31.61781880919387,2023-10-31 09:18:00-05:00
1213,cda22616-5,Clint Capela,42911,1.5,BLK+STL,3,2023-10-30 18:30:00-05:00,ATL,MIN,3,0.4836356782124943,0.5163643217875057,1.6246404585378098,2023-10-31 09:18:00-05:00
1214,cdd0e915-8,CJ McCollum,43034,22.5,PTS+AST,3,2023-10-30 19:00:00-05:00,NOP,GSW,6,0.5146214380347371,0.4853785619652628,22.942086074070605,2023-10-31 09:18:00-05:00
1215,cdd0e915-8,CJ McCollum,43034,23.5,PTS+AST,3,2023-10-30 19:00:00-05:00,NOP,GSW,1,0.4896023956080519,0.510397604391948,22.942086074070605,2023-10-31 09:18:00-05:00
1216,cdda68f6-1,Zach LaVine,42799,2.5,TO,3,2023-10-30 18:00:00-05:00,IND,CHI,3,0.5540969606928317,0.4459030393071684,2.898014288874512,2023-10-31 09:18:00-05:00
1217,cde773db-f,Karl-Anthony Towns,43144,24.5,PTS+AST,3,2023-10-30 18:30:00-05:00,ATL,MIN,7,0.5084574271637217,0.4915425728362783,24.772770288399737,2023-10-31 09:18:00-05:00
1218,ce106ef5-1,Scottie Barnes,43472,12.5,TRB+AST,3,2023-10-30 18:30:00-05:00,TOR,POR,6,0.4970862456857425,0.5029137543142577,12.641288943079935,2023-10-31 09:18:00-05:00
1219,ce23692b-0,Lauri Markkanen,43502,23.5,PTS+AST,3,2023-10-30 20:00:00-05:00,DEN,UTA,4,0.5092348528876451,0.4907651471123548,23.77990653885529,2023-10-31 09:18:00-05:00
1220,ce8904e4-c,Ausar Thompson,417201,3.5,AST,3,2023-10-30 19:00:00-05:00,OKC,DET,13,0.4775642809245678,0.5224357190754321,3.56376199824976,2023-10-31 09:18:00-05:00
1221,cee4eff1-0,Kyle Kuzma,4810,1.5,BLK+STL,3,2023-10-30 18:00:00-05:00,WAS,BOS,3,0.4112600644985508,0.5887399355014491,1.41033405793332,2023-10-31 09:18:00-05:00
