,player,player_id,points,price,side,stat,book,league_id,event_time,prob,opp,Team
3,Breanna Stewart,410221,1.5,125.0,over,3P,Sugarhouse,7,2023-10-19T00:00:00,0.4444444444444444,NYL,LVA
4,Breanna Stewart,410221,20.5,100.0,over,PTS,Unibet,7,2023-10-19T00:00:00,0.5,NYL,LVA
5,Breanna Stewart,410221,10.5,-115.0,over,TRB,Unibet,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
6,Breanna Stewart,410221,1.5,125.0,over,3P,Unibet,7,2023-10-19T00:00:00,0.4444444444444444,NYL,LVA
7,Breanna Stewart,410221,20.5,100.0,over,PTS,Parx,7,2023-10-19T00:00:00,0.5,NYL,LVA
8,Breanna Stewart,410221,10.5,-115.0,over,TRB,Parx,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
9,Breanna Stewart,410221,1.5,125.0,over,3P,Parx,7,2023-10-19T00:00:00,0.4444444444444444,NYL,LVA
10,Breanna Stewart,410221,20.5,100.0,over,PTS,Four Winds,7,2023-10-19T00:00:00,0.5,NYL,LVA
11,Breanna Stewart,410221,10.5,-115.0,over,TRB,Four Winds,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
12,Breanna Stewart,410221,1.5,125.0,over,3P,Four Winds,7,2023-10-19T00:00:00,0.4444444444444444,NYL,LVA
13,Breanna Stewart,410221,20.5,100.0,over,PTS,BetRivers,7,2023-10-19T00:00:00,0.5,NYL,LVA
14,Breanna Stewart,410221,10.5,-115.0,over,TRB,BetRivers,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
15,Breanna Stewart,410221,1.5,125.0,over,3P,BetRivers,7,2023-10-19T00:00:00,0.4444444444444444,NYL,LVA
16,Breanna Stewart,410221,20.5,-135.0,under,PTS,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
17,Breanna Stewart,410221,20.5,-132.0,under,PTS,Four Winds,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
18,Breanna Stewart,410221,1.5,-167.0,under,3P,Four Winds,7,2023-10-19T00:00:00,0.6254681647940075,NYL,LVA
19,Breanna Stewart,410221,10.5,-115.0,under,TRB,Four Winds,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
20,Breanna Stewart,410221,20.5,-132.0,under,PTS,Sugarhouse,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
21,Breanna Stewart,410221,1.5,-167.0,under,3P,Sugarhouse,7,2023-10-19T00:00:00,0.6254681647940075,NYL,LVA
22,Breanna Stewart,410221,10.5,-115.0,under,TRB,Sugarhouse,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
23,Breanna Stewart,410221,20.5,-132.0,under,PTS,Unibet,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
24,Breanna Stewart,410221,1.5,-167.0,under,3P,Unibet,7,2023-10-19T00:00:00,0.6254681647940075,NYL,LVA
25,Breanna Stewart,410221,10.5,-115.0,under,TRB,Unibet,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
26,Breanna Stewart,410221,20.5,-132.0,under,PTS,Parx,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
27,Breanna Stewart,410221,1.5,-167.0,under,3P,Parx,7,2023-10-19T00:00:00,0.6254681647940075,NYL,LVA
28,Breanna Stewart,410221,10.5,-115.0,under,TRB,Parx,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
29,Breanna Stewart,410221,20.5,-132.0,under,PTS,BetRivers,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
30,Breanna Stewart,410221,1.5,-167.0,under,3P,BetRivers,7,2023-10-19T00:00:00,0.6254681647940075,NYL,LVA
31,Breanna Stewart,410221,10.5,-115.0,under,TRB,BetRivers,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
0,Courtney Vandersloot,410233,6.5,-135.0,over,AST,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
1,Courtney Vandersloot,410233,10.5,-135.0,over,PTS,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
2,Courtney Vandersloot,410233,6.5,100.0,over,AST,Sugarhouse,7,2023-10-19T00:00:00,0.5,NYL,LVA
3,Courtney Vandersloot,410233,10.5,100.0,over,PTS,Sugarhouse,7,2023-10-19T00:00:00,0.5,NYL,LVA
4,Courtney Vandersloot,410233,6.5,100.0,over,AST,Unibet,7,2023-10-19T00:00:00,0.5,NYL,LVA
5,Courtney Vandersloot,410233,10.5,100.0,over,PTS,Unibet,7,2023-10-19T00:00:00,0.5,NYL,LVA
6,Courtney Vandersloot,410233,6.5,100.0,over,AST,Parx,7,2023-10-19T00:00:00,0.5,NYL,LVA
7,Courtney Vandersloot,410233,10.5,100.0,over,PTS,Parx,7,2023-10-19T00:00:00,0.5,NYL,LVA
8,Courtney Vandersloot,410233,6.5,100.0,over,AST,Four Winds,7,2023-10-19T00:00:00,0.5,NYL,LVA
9,Courtney Vandersloot,410233,10.5,100.0,over,PTS,Four Winds,7,2023-10-19T00:00:00,0.5,NYL,LVA
10,Courtney Vandersloot,410233,6.5,100.0,over,AST,BetRivers,7,2023-10-19T00:00:00,0.5,NYL,LVA
11,Courtney Vandersloot,410233,10.5,100.0,over,PTS,BetRivers,7,2023-10-19T00:00:00,0.5,NYL,LVA
12,Courtney Vandersloot,410233,10.5,-135.0,under,PTS,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
13,Courtney Vandersloot,410233,6.5,-135.0,under,AST,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
14,Courtney Vandersloot,410233,10.5,-132.0,under,PTS,BetRivers,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
15,Courtney Vandersloot,410233,6.5,-132.0,under,AST,BetRivers,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
16,Courtney Vandersloot,410233,10.5,-132.0,under,PTS,Four Winds,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
17,Courtney Vandersloot,410233,6.5,-132.0,under,AST,Four Winds,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
18,Courtney Vandersloot,410233,10.5,-132.0,under,PTS,Unibet,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
19,Courtney Vandersloot,410233,6.5,-132.0,under,AST,Unibet,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
20,Courtney Vandersloot,410233,10.5,-132.0,under,PTS,Parx,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
21,Courtney Vandersloot,410233,6.5,-132.0,under,AST,Parx,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
22,Courtney Vandersloot,410233,10.5,-132.0,under,PTS,Sugarhouse,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
23,Courtney Vandersloot,410233,6.5,-132.0,under,AST,Sugarhouse,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
0,Sabrina Ionescu,410214,2.5,-139.0,over,3P,Parx,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
1,Sabrina Ionescu,410214,5.5,-115.0,over,AST,Parx,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
2,Sabrina Ionescu,410214,13.5,-115.0,over,PTS,Parx,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
3,Sabrina Ionescu,410214,4.5,100.0,over,TRB,Parx,7,2023-10-19T00:00:00,0.5,NYL,LVA
4,Sabrina Ionescu,410214,2.5,-139.0,over,3P,Unibet,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
5,Sabrina Ionescu,410214,5.5,-115.0,over,AST,Unibet,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
6,Sabrina Ionescu,410214,13.5,-115.0,over,PTS,Unibet,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
7,Sabrina Ionescu,410214,4.5,100.0,over,TRB,Unibet,7,2023-10-19T00:00:00,0.5,NYL,LVA
8,Sabrina Ionescu,410214,2.5,-139.0,over,3P,BetRivers,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
9,Sabrina Ionescu,410214,5.5,-115.0,over,AST,BetRivers,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
10,Sabrina Ionescu,410214,13.5,-115.0,over,PTS,BetRivers,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
11,Sabrina Ionescu,410214,4.5,100.0,over,TRB,BetRivers,7,2023-10-19T00:00:00,0.5,NYL,LVA
12,Sabrina Ionescu,410214,2.5,-139.0,over,3P,Four Winds,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
13,Sabrina Ionescu,410214,5.5,-115.0,over,AST,Four Winds,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
14,Sabrina Ionescu,410214,13.5,-115.0,over,PTS,Four Winds,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
15,Sabrina Ionescu,410214,4.5,100.0,over,TRB,Four Winds,7,2023-10-19T00:00:00,0.5,NYL,LVA
16,Sabrina Ionescu,410214,2.5,-139.0,over,3P,Sugarhouse,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
17,Sabrina Ionescu,410214,5.5,-115.0,over,AST,Sugarhouse,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
18,Sabrina Ionescu,410214,13.5,-115.0,over,PTS,Sugarhouse,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
19,Sabrina Ionescu,410214,4.5,100.0,over,TRB,Sugarhouse,7,2023-10-19T00:00:00,0.5,NYL,LVA
20,Sabrina Ionescu,410214,5.5,-135.0,over,AST,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
21,Sabrina Ionescu,410214,13.5,-135.0,over,PTS,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
22,Sabrina Ionescu,410214,4.5,-135.0,over,TRB,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
23,Sabrina Ionescu,410214,4.5,-135.0,under,TRB,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
24,Sabrina Ionescu,410214,13.5,-135.0,under,PTS,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
25,Sabrina Ionescu,410214,5.5,-135.0,under,AST,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
26,Sabrina Ionescu,410214,4.5,-132.0,under,TRB,Unibet,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
27,Sabrina Ionescu,410214,13.5,-115.0,under,PTS,Unibet,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
28,Sabrina Ionescu,410214,5.5,-115.0,under,AST,Unibet,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
29,Sabrina Ionescu,410214,2.5,105.0,under,3P,Unibet,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
30,Sabrina Ionescu,410214,4.5,-132.0,under,TRB,Four Winds,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
31,Sabrina Ionescu,410214,13.5,-115.0,under,PTS,Four Winds,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
32,Sabrina Ionescu,410214,5.5,-115.0,under,AST,Four Winds,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
33,Sabrina Ionescu,410214,2.5,105.0,under,3P,Four Winds,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
34,Sabrina Ionescu,410214,4.5,-132.0,under,TRB,Parx,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
35,Sabrina Ionescu,410214,13.5,-115.0,under,PTS,Parx,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
36,Sabrina Ionescu,410214,5.5,-115.0,under,AST,Parx,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
37,Sabrina Ionescu,410214,2.5,105.0,under,3P,Parx,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
38,Sabrina Ionescu,410214,4.5,-132.0,under,TRB,Sugarhouse,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
39,Sabrina Ionescu,410214,13.5,-115.0,under,PTS,Sugarhouse,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
40,Sabrina Ionescu,410214,5.5,-115.0,under,AST,Sugarhouse,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
41,Sabrina Ionescu,410214,2.5,105.0,under,3P,Sugarhouse,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
42,Sabrina Ionescu,410214,4.5,-132.0,under,TRB,BetRivers,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
43,Sabrina Ionescu,410214,13.5,-115.0,under,PTS,BetRivers,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
44,Sabrina Ionescu,410214,5.5,-115.0,under,AST,BetRivers,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
45,Sabrina Ionescu,410214,2.5,105.0,under,3P,BetRivers,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
0,Betnijah Laney,410218,3.5,110.0,over,TRB,Unibet,7,2023-10-19T00:00:00,0.47619047619047616,NYL,LVA
1,Betnijah Laney,410218,13.5,100.0,over,PTS,Unibet,7,2023-10-19T00:00:00,0.5,NYL,LVA
2,Betnijah Laney,410218,1.5,-190.0,over,3P,Unibet,7,2023-10-19T00:00:00,0.6551724137931034,NYL,LVA
3,Betnijah Laney,410218,3.5,110.0,over,TRB,Four Winds,7,2023-10-19T00:00:00,0.47619047619047616,NYL,LVA
4,Betnijah Laney,410218,13.5,100.0,over,PTS,Four Winds,7,2023-10-19T00:00:00,0.5,NYL,LVA
5,Betnijah Laney,410218,1.5,-190.0,over,3P,Four Winds,7,2023-10-19T00:00:00,0.6551724137931034,NYL,LVA
6,Betnijah Laney,410218,3.5,110.0,over,TRB,Parx,7,2023-10-19T00:00:00,0.47619047619047616,NYL,LVA
7,Betnijah Laney,410218,13.5,100.0,over,PTS,Parx,7,2023-10-19T00:00:00,0.5,NYL,LVA
8,Betnijah Laney,410218,1.5,-190.0,over,3P,Parx,7,2023-10-19T00:00:00,0.6551724137931034,NYL,LVA
9,Betnijah Laney,410218,3.5,110.0,over,TRB,Sugarhouse,7,2023-10-19T00:00:00,0.47619047619047616,NYL,LVA
10,Betnijah Laney,410218,13.5,100.0,over,PTS,Sugarhouse,7,2023-10-19T00:00:00,0.5,NYL,LVA
11,Betnijah Laney,410218,1.5,-190.0,over,3P,Sugarhouse,7,2023-10-19T00:00:00,0.6551724137931034,NYL,LVA
12,Betnijah Laney,410218,3.5,110.0,over,TRB,BetRivers,7,2023-10-19T00:00:00,0.47619047619047616,NYL,LVA
13,Betnijah Laney,410218,13.5,100.0,over,PTS,BetRivers,7,2023-10-19T00:00:00,0.5,NYL,LVA
14,Betnijah Laney,410218,1.5,-190.0,over,3P,BetRivers,7,2023-10-19T00:00:00,0.6551724137931034,NYL,LVA
15,Betnijah Laney,410218,13.5,-135.0,over,PTS,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
16,Betnijah Laney,410218,3.5,-148.0,under,TRB,Unibet,7,2023-10-19T00:00:00,0.5967741935483871,NYL,LVA
17,Betnijah Laney,410218,13.5,-132.0,under,PTS,Unibet,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
18,Betnijah Laney,410218,1.5,140.0,under,3P,Unibet,7,2023-10-19T00:00:00,0.4166666666666667,NYL,LVA
19,Betnijah Laney,410218,3.5,-148.0,under,TRB,Four Winds,7,2023-10-19T00:00:00,0.5967741935483871,NYL,LVA
20,Betnijah Laney,410218,13.5,-132.0,under,PTS,Four Winds,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
21,Betnijah Laney,410218,1.5,140.0,under,3P,Four Winds,7,2023-10-19T00:00:00,0.4166666666666667,NYL,LVA
22,Betnijah Laney,410218,3.5,-148.0,under,TRB,Parx,7,2023-10-19T00:00:00,0.5967741935483871,NYL,LVA
23,Betnijah Laney,410218,13.5,-132.0,under,PTS,Parx,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
24,Betnijah Laney,410218,1.5,140.0,under,3P,Parx,7,2023-10-19T00:00:00,0.4166666666666667,NYL,LVA
25,Betnijah Laney,410218,3.5,-148.0,under,TRB,Sugarhouse,7,2023-10-19T00:00:00,0.5967741935483871,NYL,LVA
26,Betnijah Laney,410218,13.5,-132.0,under,PTS,Sugarhouse,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
27,Betnijah Laney,410218,1.5,140.0,under,3P,Sugarhouse,7,2023-10-19T00:00:00,0.4166666666666667,NYL,LVA
28,Betnijah Laney,410218,3.5,-148.0,under,TRB,BetRivers,7,2023-10-19T00:00:00,0.5967741935483871,NYL,LVA
29,Betnijah Laney,410218,13.5,-132.0,under,PTS,BetRivers,7,2023-10-19T00:00:00,0.5689655172413793,NYL,LVA
30,Betnijah Laney,410218,1.5,140.0,under,3P,BetRivers,7,2023-10-19T00:00:00,0.4166666666666667,NYL,LVA
31,Betnijah Laney,410218,13.5,-135.0,under,PTS,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
0,Jonquel Jones,410231,10.5,-135.0,over,TRB,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
1,Jonquel Jones,410231,18.0,-135.0,over,PTS,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
2,Jonquel Jones,410231,10.5,-115.0,over,TRB,Sugarhouse,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
3,Jonquel Jones,410231,17.5,-139.0,over,PTS,Sugarhouse,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
4,Jonquel Jones,410231,10.5,-115.0,over,TRB,Unibet,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
5,Jonquel Jones,410231,17.5,-139.0,over,PTS,Unibet,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
6,Jonquel Jones,410231,10.5,-115.0,over,TRB,BetRivers,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
7,Jonquel Jones,410231,17.5,-139.0,over,PTS,BetRivers,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
8,Jonquel Jones,410231,10.5,-115.0,over,TRB,Parx,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
9,Jonquel Jones,410231,17.5,-139.0,over,PTS,Parx,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
10,Jonquel Jones,410231,10.5,-115.0,over,TRB,Four Winds,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
11,Jonquel Jones,410231,17.5,-139.0,over,PTS,Four Winds,7,2023-10-19T00:00:00,0.5815899581589958,NYL,LVA
12,Jonquel Jones,410231,10.5,-135.0,under,TRB,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
13,Jonquel Jones,410231,18.0,-135.0,under,PTS,Underdog Fantasy,7,2023-10-19T00:00:00,0.574468085106383,NYL,LVA
14,Jonquel Jones,410231,10.5,-115.0,under,TRB,Sugarhouse,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
15,Jonquel Jones,410231,17.5,105.0,under,PTS,Sugarhouse,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
16,Jonquel Jones,410231,10.5,-115.0,under,TRB,Unibet,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
17,Jonquel Jones,410231,17.5,105.0,under,PTS,Unibet,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
18,Jonquel Jones,410231,10.5,-115.0,under,TRB,BetRivers,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
19,Jonquel Jones,410231,17.5,105.0,under,PTS,BetRivers,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
20,Jonquel Jones,410231,10.5,-115.0,under,TRB,Parx,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
21,Jonquel Jones,410231,17.5,105.0,under,PTS,Parx,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
22,Jonquel Jones,410231,10.5,-115.0,under,TRB,Four Winds,7,2023-10-19T00:00:00,0.5348837209302325,NYL,LVA
23,Jonquel Jones,410231,17.5,105.0,under,PTS,Four Winds,7,2023-10-19T00:00:00,0.4878048780487805,NYL,LVA
0,DeVonta Smith,35599,59.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
1,DeVonta Smith,35599,59.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
0,Jalen Hurts,34413,42.5,-135.0,under,Rush Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
1,Jalen Hurts,34413,258.5,-135.0,under,Passing Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
2,Jalen Hurts,34413,252.5,-135.0,under,Passing Yards,Underdog Fantasy,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
3,Jalen Hurts,34413,42.5,-135.0,over,Rush Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
4,Jalen Hurts,34413,258.5,-135.0,over,Passing Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
5,Jalen Hurts,34413,252.5,-135.0,over,Passing Yards,Underdog Fantasy,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
0,Jaylen Waddle,36153,62.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
1,Jaylen Waddle,36153,62.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
0,A.J. Brown,38856,81.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
1,A.J. Brown,38856,81.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
0,D'Andre Swift,38710,65.5,-135.0,under,Rush Yards,Underdog Fantasy,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
1,D'Andre Swift,38710,65.5,-135.0,over,Rush Yards,Underdog Fantasy,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
0,Tyreek Hill,38949,95.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
1,Tyreek Hill,38949,94.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
2,Tyreek Hill,38949,95.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
3,Tyreek Hill,38949,94.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
0,Tua Tagovailoa,35383,282.5,-135.0,under,Passing Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
1,Tua Tagovailoa,35383,282.5,-135.0,under,Passing Yards,Underdog Fantasy,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
2,Tua Tagovailoa,35383,282.5,-135.0,over,Passing Yards,PrizePicks,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
3,Tua Tagovailoa,35383,282.5,-135.0,over,Passing Yards,Underdog Fantasy,1,2023-10-23T00:20:00,0.574468085106383,PHI,MIA
0,T.J. Hockenson,243134,57.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF
1,T.J. Hockenson,243134,57.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF
0,Lamar Jackson,36635,219.5,-135.0,under,Passing Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
1,Lamar Jackson,36635,45.5,-135.0,under,Rush Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
2,Lamar Jackson,36635,45.5,-135.0,over,Rush Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
3,Lamar Jackson,36635,219.5,-135.0,over,Passing Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
0,Amon-Ra St. Brown,34156,78.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
1,Amon-Ra St. Brown,34156,78.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
0,Zay Flowers,410752,55.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
1,Zay Flowers,410752,55.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
0,Sam LaPorta,410788,47.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
1,Sam LaPorta,410788,47.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
0,Jared Goff,38695,243.5,-135.0,under,Passing Yards,PrizePicks,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
1,Jared Goff,38695,241.5,-135.0,under,Passing Yards,Underdog Fantasy,1,2023-10-22T17:00:00,0.574468085106383,BAL,DET
