,player,player_id,points,price,side,stat,book,league_id,event_time,prob,opp,Team,time,prop_id
0,Justin Watson,35335,1.5,110.0,under,Receptions,Sugarhouse,1,2023-11-05 08:30:00-06:00,0.47619047619047616,KC,MIA,2023-11-03 09:53:00,075203ab-8
1,Justin Watson,35335,17.5,-112.0,under,Receiving Yards,Sugarhouse,1,2023-11-05 08:30:00-06:00,0.5283018867924528,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
2,Justin Watson,35335,1.5,110.0,under,Receptions,Unibet,1,2023-11-05 08:30:00-06:00,0.47619047619047616,KC,MIA,2023-11-03 09:53:00,075203ab-8
3,Justin Watson,35335,17.5,-112.0,under,Receiving Yards,Unibet,1,2023-11-05 08:30:00-06:00,0.5283018867924528,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
4,Justin Watson,35335,1.5,110.0,under,Receptions,Parx,1,2023-11-05 08:30:00-06:00,0.47619047619047616,KC,MIA,2023-11-03 09:53:00,075203ab-8
5,Justin Watson,35335,17.5,-112.0,under,Receiving Yards,Parx,1,2023-11-05 08:30:00-06:00,0.5283018867924528,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
6,Justin Watson,35335,16.5,-114.0,under,Receiving Yards,Caesars,1,2023-11-05 08:30:00-06:00,0.5327102803738317,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
7,Justin Watson,35335,16.5,-120.0,under,Receiving Yards,888sports,1,2023-11-05 08:30:00-06:00,0.5454545454545454,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
8,Justin Watson,35335,16.5,-115.0,under,Receiving Yards,BetMGM,1,2023-11-05 08:30:00-06:00,0.5348837209302325,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
9,Justin Watson,35335,16.5,-121.0,under,Receiving Yards,Pinnacle,1,2023-11-05 08:30:00-06:00,0.5475113122171946,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
10,Justin Watson,35335,16.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-11-05 08:30:00-06:00,0.574468085106383,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
11,Justin Watson,35335,16.5,-115.0,under,Receiving Yards,DraftKings,1,2023-11-05 08:30:00-06:00,0.5348837209302325,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
12,Justin Watson,35335,17.5,-112.0,under,Receiving Yards,Four Winds,1,2023-11-05 08:30:00-06:00,0.5283018867924528,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
13,Justin Watson,35335,17.5,-112.0,under,Receiving Yards,BetRivers,1,2023-11-05 08:30:00-06:00,0.5283018867924528,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
14,Justin Watson,35335,20.5,-125.0,under,Receiving Yards,PointsBet,1,2023-11-05 08:30:00-06:00,0.5555555555555556,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
15,Justin Watson,35335,17.5,-118.0,under,Receiving Yards,SportsBetting,1,2023-11-05 08:30:00-06:00,0.5412844036697247,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
16,Justin Watson,35335,17.5,-118.0,under,Receiving Yards,BetOnline,1,2023-11-05 08:30:00-06:00,0.5412844036697247,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
17,Justin Watson,35335,17.5,-118.0,under,Receiving Yards,Bovada,1,2023-11-05 08:30:00-06:00,0.5412844036697247,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
18,Justin Watson,35335,17.5,-110.0,under,Receiving Yards,Bet365,1,2023-11-05 08:30:00-06:00,0.5238095238095238,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
19,Justin Watson,35335,18.5,-114.0,under,Receiving Yards,FanDuel,1,2023-11-05 08:30:00-06:00,0.5327102803738317,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
20,Justin Watson,35335,17.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-11-05 08:30:00-06:00,0.574468085106383,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
21,Justin Watson,35335,1.5,-143.0,over,Receptions,Sugarhouse,1,2023-11-05 08:30:00-06:00,0.588477366255144,KC,MIA,2023-11-03 09:53:00,075203ab-8
22,Justin Watson,35335,17.5,-117.0,over,Receiving Yards,Sugarhouse,1,2023-11-05 08:30:00-06:00,0.5391705069124424,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
23,Justin Watson,35335,1.5,-143.0,over,Receptions,Unibet,1,2023-11-05 08:30:00-06:00,0.588477366255144,KC,MIA,2023-11-03 09:53:00,075203ab-8
24,Justin Watson,35335,17.5,-117.0,over,Receiving Yards,Unibet,1,2023-11-05 08:30:00-06:00,0.5391705069124424,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
25,Justin Watson,35335,1.5,-143.0,over,Receptions,Parx,1,2023-11-05 08:30:00-06:00,0.588477366255144,KC,MIA,2023-11-03 09:53:00,075203ab-8
26,Justin Watson,35335,17.5,-117.0,over,Receiving Yards,Parx,1,2023-11-05 08:30:00-06:00,0.5391705069124424,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
27,Justin Watson,35335,16.5,-120.0,over,Receiving Yards,Caesars,1,2023-11-05 08:30:00-06:00,0.5454545454545454,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
28,Justin Watson,35335,16.5,-125.0,over,Receiving Yards,888sports,1,2023-11-05 08:30:00-06:00,0.5555555555555556,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
29,Justin Watson,35335,16.5,-115.0,over,Receiving Yards,BetMGM,1,2023-11-05 08:30:00-06:00,0.5348837209302325,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
30,Justin Watson,35335,16.5,-109.0,over,Receiving Yards,Pinnacle,1,2023-11-05 08:30:00-06:00,0.5215311004784688,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
31,Justin Watson,35335,16.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-11-05 08:30:00-06:00,0.574468085106383,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
32,Justin Watson,35335,16.5,-115.0,over,Receiving Yards,DraftKings,1,2023-11-05 08:30:00-06:00,0.5348837209302325,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
33,Justin Watson,35335,17.5,-117.0,over,Receiving Yards,Four Winds,1,2023-11-05 08:30:00-06:00,0.5391705069124424,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
34,Justin Watson,35335,17.5,-117.0,over,Receiving Yards,BetRivers,1,2023-11-05 08:30:00-06:00,0.5391705069124424,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
35,Justin Watson,35335,20.5,-105.0,over,Receiving Yards,PointsBet,1,2023-11-05 08:30:00-06:00,0.5121951219512195,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
36,Justin Watson,35335,17.5,-110.0,over,Receiving Yards,SportsBetting,1,2023-11-05 08:30:00-06:00,0.5238095238095238,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
37,Justin Watson,35335,17.5,-110.0,over,Receiving Yards,BetOnline,1,2023-11-05 08:30:00-06:00,0.5238095238095238,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
38,Justin Watson,35335,17.5,-110.0,over,Receiving Yards,Bovada,1,2023-11-05 08:30:00-06:00,0.5238095238095238,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
39,Justin Watson,35335,17.5,-110.0,over,Receiving Yards,Bet365,1,2023-11-05 08:30:00-06:00,0.5238095238095238,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
40,Justin Watson,35335,18.5,-114.0,over,Receiving Yards,FanDuel,1,2023-11-05 08:30:00-06:00,0.5327102803738317,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
41,Justin Watson,35335,17.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-11-05 08:30:00-06:00,0.574468085106383,KC,MIA,2023-11-03 09:53:00,bd7eece0-8
0,Raheem Mostert,35454,11.5,-125.0,under,Rushing Attempts,888sports,1,2023-11-05 08:30:00-06:00,0.5555555555555556,KC,MIA,2023-11-03 09:53:00,5752b594-7
1,Raheem Mostert,35454,13.5,-111.0,under,Rush Attempts,888sports,1,2023-11-05 08:30:00-06:00,0.5260663507109005,KC,MIA,2023-11-03 09:53:00,401dc726-d
2,Raheem Mostert,35454,1.5,140.0,under,Receptions,888sports,1,2023-11-05 08:30:00-06:00,0.4166666666666667,KC,MIA,2023-11-03 09:53:00,5db5441f-d
3,Raheem Mostert,35454,65.5,-125.0,under,Rush+Rec Yards,888sports,1,2023-11-05 08:30:00-06:00,0.5555555555555556,KC,MIA,2023-11-03 09:53:00,827c9ada-1
4,Raheem Mostert,35454,50.5,-125.0,under,Rush Yards,888sports,1,2023-11-05 08:30:00-06:00,0.5555555555555556,KC,MIA,2023-11-03 09:53:00,820f8c32-4
5,Raheem Mostert,35454,11.5,-120.0,under,Rushing Attempts,BetMGM,1,2023-11-05 08:30:00-06:00,0.5454545454545454,KC,MIA,2023-11-03 09:53:00,5752b594-7
6,Raheem Mostert,35454,8.5,-130.0,under,Longest Reception,BetMGM,1,2023-11-05 08:30:00-06:00,0.5652173913043478,KC,MIA,2023-11-03 09:53:00,a3d82721-1
7,Raheem Mostert,35454,13.5,-105.0,under,Rush Attempts,BetMGM,1,2023-11-05 08:30:00-06:00,0.5121951219512195,KC,MIA,2023-11-03 09:53:00,401dc726-d
8,Raheem Mostert,35454,11.5,-120.0,under,Receiving Yards,BetMGM,1,2023-11-05 08:30:00-06:00,0.5454545454545454,KC,MIA,2023-11-03 09:53:00,c359db6b-1
9,Raheem Mostert,35454,1.5,150.0,under,Receptions,BetMGM,1,2023-11-05 08:30:00-06:00,0.4,KC,MIA,2023-11-03 09:53:00,5db5441f-d
10,Raheem Mostert,35454,65.5,-120.0,under,Rush+Rec Yards,BetMGM,1,2023-11-05 08:30:00-06:00,0.5454545454545454,KC,MIA,2023-11-03 09:53:00,827c9ada-1
11,Raheem Mostert,35454,50.5,-120.0,under,Rush Yards,BetMGM,1,2023-11-05 08:30:00-06:00,0.5454545454545454,KC,MIA,2023-11-03 09:53:00,820f8c32-4
12,Raheem Mostert,35454,11.5,-120.0,under,Rushing Attempts,DraftKings,1,2023-11-05 08:30:00-06:00,0.5454545454545454,KC,MIA,2023-11-03 09:53:00,5752b594-7
13,Raheem Mostert,35454,8.5,-130.0,under,Longest Reception,DraftKings,1,2023-11-05 08:30:00-06:00,0.5652173913043478,KC,MIA,2023-11-03 09:53:00,a3d82721-1
