Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS▼,Player-additional
316,P.J. Tucker,PF,37,PHI,66,66,1702,81,191,.424,46,116,.397,35,75,.467,.545,19,23,.826,86,181,267,54,36,14,40,158,227,tuckepj01
317,Ish Wainright,SF,28,PHO,53,1,813,75,201,.373,51,152,.336,24,49,.490,.500,23,27,.852,43,76,119,50,37,18,21,108,224,wainris01
318,Simone Fontecchio,SF,27,UTA,42,2,530,74,206,.359,45,134,.336,29,72,.403,.468,29,36,.806,23,34,57,31,11,8,28,43,222,fontesi01
319,Duncan Robinson,SF,28,MIA,35,0,577,73,199,.367,53,161,.329,20,38,.526,.500,23,25,.920,8,53,61,39,12,0,21,63,222,robindu01
320,Garrison Mathews,SG,26,TOT,49,0,628,62,177,.350,54,160,.338,8,17,.471,.503,43,48,.896,10,57,67,24,23,4,18,57,221,mathega01
321,MarJon Beauchamp,SF,22,MIL,42,9,578,80,206,.388,38,120,.317,42,86,.488,.481,21,29,.724,34,58,92,26,18,4,37,60,219,beaucma01
322,Haywood Highsmith,SF,26,MIA,48,9,877,85,196,.434,36,102,.353,49,94,.521,.526,12,26,.462,50,119,169,34,34,15,35,72,218,highsha01
323,Aaron Holiday,PG,26,ATL,55,5,751,81,192,.422,31,76,.408,50,116,.431,.503,24,28,.857,21,46,67,70,27,10,31,72,217,holidaa01
324,Payton Pritchard,PG,25,BOS,45,2,563,80,205,.390,42,127,.331,38,78,.487,.493,11,15,.733,22,46,68,47,14,1,31,35,213,pritcpa01
325,Usman Garuba,PF,20,HOU,65,1,853,80,154,.519,24,47,.511,56,107,.523,.597,26,44,.591,105,172,277,57,40,26,43,111,210,garubus01
326,Malachi Flynn,PG,24,TOR,46,1,598,75,206,.364,42,115,.365,33,91,.363,.466,17,24,.708,15,53,68,65,18,3,19,56,209,flynnma01
327,Daishen Nix,PG,20,HOU,48,7,801,74,206,.359,37,119,.311,37,87,.425,.449,23,34,.676,16,70,86,122,29,6,72,53,208,nixda01
328,Paul Reed,C,23,PHI,58,0,593,92,160,.575,0,4,.000,92,156,.590,.575,22,29,.759,83,117,200,19,36,41,35,110,206,reedpa01
329,Darius Bazley,PF,22,TOT,39,1,579,74,166,.446,19,49,.388,55,117,.470,.503,37,67,.552,30,98,128,34,20,31,23,39,204,bazleda01
330,George Hill,PG,36,TOT,41,1,767,70,153,.458,28,86,.326,42,67,.627,.549,36,48,.750,14,65,79,99,23,6,32,48,204,hillge01
331,Danuel House Jr.,SF,29,PHI,47,4,667,70,144,.486,31,87,.356,39,57,.684,.594,31,44,.705,8,71,79,34,10,9,22,56,202,houseda01
332,Eugene Omoruyi,SF,25,TOT,33,5,485,79,171,.462,14,57,.246,65,114,.570,.503,29,44,.659,36,52,88,20,21,1,22,77,201,omorueu01
333,Théo Maledon,PG,21,CHO,36,1,581,65,157,.414,21,63,.333,44,94,.468,.481,49,56,.875,9,77,86,86,27,6,35,37,200,maledth01
334,Charles Bassey,C,22,SAS,35,2,508,87,135,.644,3,8,.375,84,127,.661,.656,22,37,.595,75,118,193,48,16,33,41,74,199,bassech01
335,Miles McBride,PG,22,NYK,56,2,674,67,186,.360,37,119,.311,30,67,.448,.460,26,38,.684,13,34,47,63,33,7,21,52,197,mcbrimi01
336,Justise Winslow,SF,26,POR,29,11,776,81,198,.409,14,45,.311,67,153,.438,.444,20,28,.714,49,96,145,98,30,11,43,89,196,winslju01
337,Dyson Daniels,PG,19,NOP,50,11,930,75,179,.419,22,74,.297,53,105,.505,.480,23,37,.622,30,133,163,122,38,11,52,90,195,daniedy01
338,Bismack Biyombo,C,30,PHO,51,10,691,85,151,.563,0,0,,85,151,.563,.563,17,54,.315,56,144,200,45,15,64,44,91,187,biyombi01
339,Ziaire Williams,SF,21,MEM,36,3,528,75,177,.424,22,89,.247,53,88,.602,.486,14,18,.778,15,60,75,26,14,5,36,57,186,willizi02
340,Rodney McGruder,SG,31,DET,32,12,524,62,152,.408,41,97,.423,21,55,.382,.543,18,22,.818,20,54,74,28,16,1,11,39,183,mcgruro01
341,Maxi Kleber,C,31,DAL,30,3,774,64,137,.467,31,88,.352,33,49,.673,.580,21,32,.656,25,91,116,40,9,27,20,68,180,klebima01
342,Dewayne Dedmon,C,33,TOT,33,0,364,68,133,.511,11,37,.297,57,96,.594,.553,32,46,.696,28,86,114,18,8,14,20,64,179,dedmode01
343,Luka Garza,C,24,MIN,26,0,235,61,111,.550,14,38,.368,47,73,.644,.613,41,52,.788,31,29,60,18,3,2,13,41,177,garzalu01
344,Justin Holiday,SG,33,TOT,39,2,605,67,171,.392,43,122,.352,24,49,.490,.518,0,2,.000,4,38,42,36,16,18,20,56,177,holidju01
345,Dean Wade,PF,26,CLE,39,9,776,62,152,.408,38,109,.349,24,43,.558,.533,15,23,.652,16,114,130,32,24,18,14,80,177,wadede01
346,Lindy Waters III,SG,25,OKC,35,0,434,57,144,.396,48,131,.366,9,13,.692,.563,15,18,.833,10,51,61,24,12,9,10,34,177,waterli01
347,Stanley Johnson,SF,26,SAS,30,0,469,65,122,.533,18,40,.450,47,82,.573,.607,26,39,.667,22,73,95,67,16,6,33,48,174,johnsst04
348,Day'Ron Sharpe,C,21,BRK,38,2,429,72,136,.529,6,10,.600,66,126,.524,.551,23,36,.639,72,81,153,29,10,24,37,75,173,sharpda01
349,Isaiah Roby,PF,24,SAS,42,2,474,67,155,.432,18,60,.300,49,95,.516,.490,20,41,.488,21,86,107,38,18,7,31,53,172,robyis01
350,Jericho Sims,C,24,NYK,49,16,774,80,104,.769,0,1,.000,80,103,.777,.769,12,16,.750,93,139,232,24,15,28,26,92,172,simsje01
351,JT Thor,PF,20,CHO,60,4,714,65,167,.389,22,83,.265,43,84,.512,.455,20,31,.645,33,81,114,26,18,15,25,52,172,thorjt01
352,Dāvis Bertāns,PF,30,DAL,40,0,433,57,136,.419,46,120,.383,11,16,.688,.588,10,12,.833,8,33,41,20,10,6,10,49,170,bertada01
353,DeAndre Jordan,C,34,DEN,35,5,499,75,97,.773,1,1,1.000,74,96,.771,.778,18,41,.439,41,127,168,31,8,22,42,65,169,jordade01
354,Amir Coffey,SG,25,LAC,45,9,593,54,141,.383,10,38,.263,44,103,.427,.418,46,59,.780,17,35,52,51,7,3,18,50,164,coffeam01
355,Javonte Green,SG,29,CHI,29,1,458,61,104,.587,13,34,.382,48,70,.686,.649,29,43,.674,25,58,83,23,23,20,20,48,164,greenja02
356,Christian Koloko,C,22,TOR,49,19,685,61,128,.477,1,9,.111,60,119,.504,.480,35,53,.660,72,78,150,23,14,49,18,114,158,kolokch01
357,Evan Fournier,SG,30,NYK,23,7,414,53,151,.351,33,102,.324,20,49,.408,.460,18,21,.857,4,41,45,35,14,3,19,43,157,fournev01
358,Moses Brown,C,23,LAC,34,1,288,61,96,.635,0,0,,61,96,.635,.635,33,72,.458,57,82,139,4,3,14,14,38,155,brownmo01
359,Ousmane Dieng,SF,19,OKC,29,0,451,60,144,.417,23,79,.291,37,65,.569,.497,10,17,.588,14,69,83,32,11,6,17,34,153,diengou01
360,Anthony Gill,PF,30,WAS,49,5,479,55,95,.579,3,22,.136,52,73,.712,.595,40,49,.816,29,46,75,23,6,11,11,58,153,gillan01
361,Caleb Houstan,SF,20,ORL,43,2,646,53,137,.387,36,99,.364,17,38,.447,.518,11,13,.846,28,59,87,20,8,3,13,60,153,houstca01
362,Blake Griffin,C,33,BOS,34,14,488,58,118,.492,20,58,.345,38,60,.633,.576,16,26,.615,37,89,126,44,12,6,16,66,152,griffbl01
363,Derrick Rose,PG,34,NYK,27,0,338,61,159,.384,19,63,.302,42,96,.438,.443,11,12,.917,8,32,40,46,7,5,22,18,152,rosede01
364,JaVale McGee,C,35,DAL,37,7,296,65,107,.607,1,4,.250,64,103,.621,.612,20,34,.588,28,66,94,10,4,21,32,46,151,mcgeeja01
365,Taj Gibson,C,37,WAS,45,2,431,60,110,.545,4,19,.211,56,91,.615,.564,26,38,.684,30,58,88,32,14,11,22,78,150,gibsota01
366,Ricky Rubio,PG,32,CLE,25,0,430,51,138,.370,18,66,.273,33,72,.458,.435,24,31,.774,7,51,58,84,23,5,25,36,144,rubiori01
367,Brandon Boston Jr.,SG,21,LAC,21,1,247,51,121,.421,12,29,.414,39,92,.424,.471,29,38,.763,7,22,29,19,9,0,12,21,143,bostobr01
368,Keon Johnson,SG,20,POR,37,0,337,52,145,.359,22,66,.333,30,79,.380,.434,17,28,.607,9,29,38,42,15,6,34,37,143,johnske07
369,A.J. Green,SG,23,MIL,32,0,302,48,109,.440,39,91,.429,9,18,.500,.619,4,4,1.000,5,33,38,19,6,0,9,29,139,greenaj01
370,Jordan McLaughlin,PG,26,MIN,36,0,572,55,129,.426,18,68,.265,37,61,.607,.496,11,14,.786,15,39,54,117,31,3,28,21,139,mclaujo01
371,Bryce McGowens,SG,20,CHO,37,1,537,45,123,.366,14,46,.304,31,77,.403,.423,34,43,.791,14,47,61,29,9,5,25,33,138,mcgowbr01
372,TyTy Washington Jr.,PG,21,HOU,30,2,412,55,155,.355,17,78,.218,38,77,.494,.410,10,16,.625,2,40,42,47,13,2,14,27,137,washity02
373,Sandro Mamukelashvili,C,23,TOT,33,2,401,45,124,.363,20,64,.313,25,60,.417,.444,26,38,.684,41,71,112,33,9,7,18,39,136,mamuksa01
374,Wesley Matthews,SG,36,MIL,41,0,632,43,125,.344,33,100,.330,10,25,.400,.476,17,20,.850,30,59,89,21,17,10,16,59,136,matthwe02
375,Raul Neto,PG,30,CLE,45,1,450,50,94,.532,12,37,.324,38,57,.667,.596,24,27,.889,7,33,40,63,16,3,16,40,136,netora01
376,Blake Wesley,SG,19,SAS,27,1,451,50,147,.340,16,39,.410,34,108,.315,.395,19,32,.594,9,44,53,58,17,4,44,52,135,weslebl01
377,Nathan Knight,PF,25,MIN,36,0,284,44,78,.564,8,22,.364,36,56,.643,.615,38,55,.691,21,33,54,13,9,6,19,37,134,knighna01
378,Bruno Fernando,C,24,TOT,35,4,374,50,97,.515,0,1,.000,50,96,.521,.515,30,44,.682,49,75,124,31,6,31,22,69,130,fernabr01
379,Kris Dunn,PG,28,UTA,11,0,251,52,100,.520,10,22,.455,42,78,.538,.570,15,18,.833,6,41,47,59,15,6,15,33,129,dunnkr01
380,Admiral Schofield,PF,25,ORL,31,0,368,46,95,.484,20,57,.351,26,38,.684,.589,17,19,.895,19,33,52,25,6,3,6,54,129,schofad01
381,Max Christie,SG,19,LAL,38,3,507,44,105,.419,26,62,.419,18,43,.419,.543,14,16,.875,7,67,74,19,9,7,13,33,128,chrisma02
382,Juancho Hernangómez,PF,27,TOR,42,10,614,48,114,.421,17,67,.254,31,47,.660,.496,9,16,.563,27,96,123,25,16,6,15,43,122,hernaju01
383,Matt Ryan,SF,25,TOT,33,0,306,40,107,.374,32,83,.386,8,24,.333,.523,10,12,.833,4,22,26,15,5,1,7,27,122,ryanma01
384,Jabari Walker,SF,20,POR,46,0,401,46,107,.430,7,29,.241,39,78,.500,.463,23,31,.742,36,56,92,22,5,10,19,42,122,walkeja01
385,Dalano Banton,PG,23,TOR,27,2,251,46,112,.411,13,46,.283,33,66,.500,.469,15,19,.789,9,27,36,29,13,12,16,31,120,bantoda01
386,Saben Lee,PG,23,TOT,22,0,302,37,88,.420,7,20,.350,30,68,.441,.460,36,47,.766,11,26,37,55,15,1,23,27,117,leesa01
387,Richaun Holmes,C,29,SAC,36,1,310,49,71,.690,4,5,.800,45,66,.682,.718,14,17,.824,25,48,73,5,3,11,14,46,116,holmeri01
388,Patrick Baldwin Jr.,SF,20,GSW,26,0,210,40,100,.400,30,77,.390,10,23,.435,.550,4,6,.667,1,35,36,7,6,4,11,14,114,baldwpa01
389,Orlando Robinson,C,22,MIA,29,1,397,46,86,.535,0,5,.000,46,81,.568,.535,21,29,.724,44,74,118,21,12,12,15,52,113,robinor01
390,Kai Jones,C,22,CHO,38,0,383,47,85,.553,3,12,.250,44,73,.603,.571,15,20,.750,31,60,91,7,12,21,19,53,112,joneska01
391,James Bouknight,SG,22,CHO,26,0,354,40,122,.328,16,64,.250,24,58,.414,.393,15,22,.682,5,46,51,28,13,4,19,29,111,bouknja01
392,Kira Lewis Jr.,PG,21,NOP,22,0,223,38,84,.452,13,30,.433,25,54,.463,.530,17,20,.850,5,28,33,19,9,2,10,24,106,lewiski01
393,Markieff Morris,PF,33,TOT,32,1,309,37,89,.416,22,54,.407,15,35,.429,.539,10,10,1.000,13,49,62,26,9,5,17,38,106,morrima02
394,Chuma Okeke,SF,24,ORL,22,7,413,34,93,.366,20,65,.308,14,28,.500,.473,16,21,.762,21,57,78,26,12,9,11,35,104,okekech01
395,Furkan Korkmaz,SG,25,PHI,29,0,273,35,85,.412,13,37,.351,22,48,.458,.488,20,30,.667,6,24,30,19,6,3,19,10,103,korkmfu01
396,Frank Ntilikina,PG,24,DAL,43,3,496,37,104,.356,13,55,.236,24,49,.490,.418,16,24,.667,6,49,55,47,11,4,25,54,103,ntilila01
397,Juan Toscano-Anderson,SF,29,TOT,41,7,487,43,90,.478,6,26,.231,37,64,.578,.511,11,15,.733,19,71,90,37,14,8,23,61,103,toscaju01
398,Goga Bitadze,C,23,TOT,29,0,301,41,79,.519,5,19,.263,36,60,.600,.551,15,32,.469,40,44,84,27,12,16,14,45,102,bitadgo01
399,Kevon Harris,SG,25,ORL,31,0,383,34,83,.410,11,30,.367,23,53,.434,.476,22,27,.815,25,34,59,13,16,4,16,44,101,harrike01
400,Jake LaRavia,PF,21,MEM,33,0,391,35,91,.385,22,67,.328,13,24,.542,.505,7,9,.778,17,43,60,21,12,4,18,48,99,laravja01
401,Robin Lopez,C,34,CLE,34,1,254,39,60,.650,2,3,.667,37,57,.649,.667,12,16,.750,21,24,45,14,1,6,22,34,92,lopezro01
402,Ish Smith,PG,34,DEN,36,0,323,44,101,.436,2,6,.333,42,95,.442,.446,1,2,.500,4,41,45,76,6,6,38,28,91,smithis01
403,Damian Jones,C,27,TOT,31,1,304,34,55,.618,3,6,.500,31,49,.633,.645,19,25,.760,27,54,81,9,4,19,14,37,90,jonesda03
404,Bryn Forbes,SG,29,MIN,25,0,268,30,83,.361,14,46,.304,16,37,.432,.446,15,15,1.000,4,11,15,17,7,2,12,22,89,forbebr01
405,Davon Reed,SG,27,TOT,40,1,336,27,83,.325,17,46,.370,10,37,.270,.428,16,24,.667,10,48,58,21,14,4,20,39,87,reedda01
406,McKinley Wright IV,PG,24,DAL,24,1,278,34,72,.472,7,21,.333,27,51,.529,.521,11,16,.688,8,32,40,48,8,4,16,21,86,wrighmc01
407,Nikola Jović,PF,19,MIA,15,8,204,28,69,.406,8,35,.229,20,34,.588,.464,18,19,.947,9,22,31,10,7,2,10,19,82,jovicni01
408,Frank Kaminsky,C,29,TOT,33,0,212,27,55,.491,12,30,.400,15,25,.600,.600,14,16,.875,4,41,45,28,6,3,9,22,80,kaminfr01
409,Boban Marjanović,C,34,HOU,25,0,119,31,45,.689,0,1,.000,31,44,.705,.689,18,24,.750,13,29,42,5,4,1,8,5,80,marjabo01
410,Gorgui Dieng,C,33,SAS,25,1,251,29,81,.358,12,52,.231,17,29,.586,.432,5,6,.833,23,45,68,35,4,10,20,40,75,dienggo01
411,Terry Taylor,PF,23,TOT,28,2,234,32,67,.478,4,18,.222,28,49,.571,.507,5,7,.714,22,17,39,10,3,5,9,25,73,taylote01
412,Kemba Walker,PG,32,DAL,9,1,144,24,57,.421,7,28,.250,17,29,.586,.482,17,21,.810,3,13,16,19,2,2,4,11,72,walkeke02
413,Svi Mykhailiuk,SF,25,TOT,23,0,165,23,53,.434,16,31,.516,7,22,.318,.585,7,15,.467,3,14,17,10,3,1,6,6,69,mykhasv01
414,Kessler Edwards,SF,22,TOT,25,4,250,24,62,.387,12,37,.324,12,25,.480,.484,7,10,.700,16,23,39,11,5,3,9,24,67,edwarke02
415,Jamal Cain,SF,23,MIA,15,0,186,26,50,.520,2,12,.167,24,38,.632,.540,12,16,.750,12,27,39,9,8,0,4,15,66,cainja01
416,Kennedy Chandler,PG,20,MEM,31,0,245,29,71,.408,2,14,.143,27,57,.474,.423,6,13,.462,7,25,32,51,11,5,16,13,66,chandke01
417,Jae Crowder,SF,32,MIL,11,0,206,22,46,.478,13,33,.394,9,13,.692,.620,9,11,.818,11,35,46,15,5,4,4,16,66,crowdja01
418,Serge Ibaka,C,33,MIL,16,0,185,26,54,.481,6,18,.333,20,36,.556,.537,8,13,.615,15,29,44,4,2,7,11,23,66,ibakase01
419,Theo Pinson,SG,27,DAL,37,0,245,20,61,.328,15,44,.341,5,17,.294,.451,9,11,.818,8,33,41,30,4,1,9,24,64,pinsoth01
420,Udoka Azubuike,C,23,UTA,27,0,171,30,35,.857,0,0,,30,35,.857,.857,3,10,.300,18,46,64,7,5,8,11,16,63,azubuud01
421,David Duke Jr.,SG,23,BRK,18,0,173,28,61,.459,1,8,.125,27,53,.509,.467,5,9,.556,8,12,20,16,7,1,14,27,62,dukeda01
422,Gary Payton II,PG,30,POR,15,1,255,24,41,.585,9,17,.529,15,24,.625,.695,4,4,1.000,10,29,39,22,16,1,12,29,61,paytoga02
423,Jonathan Isaac,PF,25,ORL,11,0,124,22,53,.415,6,15,.400,16,38,.421,.472,5,9,.556,15,29,44,6,14,4,4,5,55,isaacjo01
424,Dominick Barlow,SF,19,SAS,18,0,218,22,47,.468,0,4,.000,22,43,.512,.468,10,15,.667,22,27,49,11,5,9,11,33,54,barlodo01
425,Moussa Diabaté,PF,21,LAC,18,1,172,21,40,.525,1,2,.500,20,38,.526,.538,10,16,.625,29,16,45,3,5,6,9,13,53,diabamo01
426,Trent Forrest,PG,24,ATL,19,3,242,24,50,.480,0,2,.000,24,48,.500,.480,2,3,.667,5,24,29,31,6,2,11,16,50,forretr01
427,Dalen Terry,SG,20,CHI,28,0,137,19,41,.463,6,16,.375,13,25,.520,.537,5,10,.500,7,12,19,16,4,4,6,12,49,terryda01
428,Daniel Theis,C,30,IND,7,1,109,21,44,.477,2,11,.182,19,33,.576,.500,5,12,.417,7,15,22,9,2,6,3,7,49,theisda01
429,Kenneth Lofton Jr.,PF,20,MEM,16,0,72,19,40,.475,4,11,.364,15,29,.517,.525,5,9,.556,8,11,19,11,1,1,5,13,47,loftoke01
430,Cody Zeller,C,30,MIA,10,0,130,15,29,.517,0,1,.000,15,28,.536,.517,17,23,.739,16,19,35,6,2,4,8,23,47,zelleco01
431,Josh Minott,SF,20,MIN,14,0,92,18,34,.529,2,6,.333,16,28,.571,.559,8,8,1.000,5,20,25,4,4,6,3,10,46,minotjo01
432,KZ Okpala,PF,23,SAC,35,3,248,16,38,.421,7,21,.333,9,17,.529,.513,7,8,.875,7,27,34,13,7,7,7,39,46,okpalkz01
433,Jarrett Culver,SG,23,ATL,10,1,137,17,43,.395,1,12,.083,16,31,.516,.407,9,13,.692,10,28,38,6,6,2,7,14,44,culveja01
434,Jeff Dowtin,PG,25,TOR,18,0,159,19,43,.442,3,11,.273,16,32,.500,.477,3,4,.750,6,11,17,17,4,1,5,10,44,dowtije01
435,Otto Porter Jr.,SF,29,TOR,8,2,146,15,30,.500,6,17,.353,9,13,.692,.600,8,8,1.000,6,13,19,8,11,0,4,7,44,porteot01
436,Khem Birch,C,30,TOR,20,0,162,19,32,.594,1,2,.500,18,30,.600,.609,4,5,.800,8,17,25,7,5,5,8,24,43,birchkh01
437,Matthew Dellavedova,PG,32,SAC,30,0,188,15,45,.333,8,24,.333,7,21,.333,.422,4,7,.571,1,10,11,38,6,0,10,17,42,dellama01
438,Dru Smith,SG,25,TOT,10,1,124,18,39,.462,5,18,.278,13,21,.619,.526,1,1,1.000,2,16,18,15,9,4,2,15,42,smithdr01
439,Garrett Temple,SG,36,NOP,21,0,147,15,41,.366,9,23,.391,6,18,.333,.476,3,4,.750,4,10,14,12,9,1,4,14,42,templga01
440,Jason Preston,PG,23,LAC,13,0,122,18,41,.439,5,18,.278,13,23,.565,.500,0,2,.000,2,20,22,27,2,0,10,7,41,prestja01
441,Wendell Moore Jr.,SG,21,MIN,27,2,149,17,42,.405,2,17,.118,15,25,.600,.429,4,5,.800,3,14,17,18,8,5,8,13,40,moorewe01
442,Johnny Davis,SG,20,WAS,18,0,123,16,39,.410,1,9,.111,15,30,.500,.423,4,7,.571,2,15,17,4,1,2,4,18,37,davisjo06
443,James Johnson,PF,35,IND,14,1,124,14,35,.400,3,12,.250,11,23,.478,.443,4,6,.667,2,19,21,10,4,6,5,27,35,johnsja01
444,Cody Martin,SF,27,CHO,7,0,134,14,36,.389,3,14,.214,11,22,.500,.431,4,7,.571,8,16,24,11,4,1,2,13,35,martico01
445,Nerlens Noel,C,28,TOT,17,4,195,13,36,.361,1,2,.500,12,34,.353,.375,8,12,.667,10,36,46,10,16,10,13,32,35,noelne01
446,Johnny Juzang,SF,21,UTA,9,0,92,13,38,.342,8,26,.308,5,12,.417,.447,0,2,.000,2,12,14,2,2,3,2,9,34,juzanjo01
447,A.J. Lawson,SG,22,TOT,13,0,63,13,26,.500,7,16,.438,6,10,.600,.635,1,3,.333,2,8,10,1,1,0,1,8,34,lawsoaj01
448,Julian Champagnie,SF,21,TOT,7,0,75,12,26,.462,9,21,.429,3,5,.600,.635,0,0,,2,14,16,2,1,1,3,7,33,champju02
449,Vit Krejci,PG,22,ATL,24,0,127,13,31,.419,5,18,.278,8,13,.615,.500,1,2,.500,2,13,15,12,3,1,4,12,32,krejcvi01
450,Mamadi Diakite,PF,26,CLE,18,2,120,13,33,.394,4,15,.267,9,18,.500,.455,0,0,,5,13,18,4,2,7,8,18,30,diakima01
451,Greg Brown III,PF,21,POR,16,0,93,11,28,.393,1,7,.143,10,21,.476,.411,5,12,.417,2,17,19,3,4,5,6,13,28,browngr01
452,Jordan Hall,SF,21,SAS,9,0,83,9,28,.321,3,15,.200,6,13,.462,.375,7,9,.778,3,9,12,11,1,0,7,6,28,halljo02
453,Joshua Primo,SG,20,SAS,4,0,93,9,26,.346,3,12,.250,6,14,.429,.404,7,9,.778,2,11,13,18,1,2,11,8,28,primojo01
454,Danny Green,SG,35,TOT,9,0,88,9,23,.391,8,18,.444,1,5,.200,.565,1,1,1.000,2,5,7,2,3,1,6,10,27,greenda02
455,Noah Vonleh,C,27,BOS,23,1,171,11,24,.458,1,4,.250,10,20,.500,.479,2,2,1.000,18,30,48,7,2,8,11,35,25,vonleno01
456,Meyers Leonard,C,30,MIL,6,0,51,8,14,.571,5,10,.500,3,4,.750,.750,3,4,.750,2,11,13,0,1,0,2,7,24,leoname01
457,Ryan Rollins,PG,20,GSW,12,0,62,7,20,.350,3,9,.333,4,11,.364,.425,6,6,1.000,3,9,12,6,1,1,16,10,23,rolliry01
458,Keon Ellis,SG,23,SAC,13,0,50,7,13,.538,6,10,.600,1,3,.333,.769,2,3,.667,4,4,8,4,3,1,1,9,22,elliske01
459,Peyton Watson,SG,20,DEN,14,0,44,10,19,.526,2,4,.500,8,15,.533,.579,0,2,.000,3,5,8,1,0,1,2,2,22,watsope01
460,Trevelin Queen,SG,25,IND,7,0,70,7,29,.241,2,15,.133,5,14,.357,.276,5,5,1.000,8,9,17,6,2,5,7,4,21,queentr01
461,Justin Jackson,SF,27,BOS,23,0,107,7,27,.259,5,20,.250,2,7,.286,.352,1,2,.500,2,15,17,9,4,4,2,7,20,jacksju01
462,Tony Bradley,C,25,CHI,12,0,33,6,12,.500,3,5,.600,3,7,.429,.625,4,4,1.000,1,10,11,1,1,1,1,2,19,bradlto01
463,Jaden Springer,SG,20,PHI,10,0,40,8,16,.500,0,2,.000,8,14,.571,.500,3,4,.750,5,4,9,4,5,2,1,9,19,sprinja01
464,Jack White,SF,25,DEN,16,0,51,7,16,.438,3,8,.375,4,8,.500,.531,2,3,.667,3,6,9,3,2,2,1,8,19,whiteja03
465,Ryan Arcidiacono,PG,28,TOT,16,1,87,6,17,.353,5,10,.500,1,7,.143,.500,0,0,,0,11,11,9,3,0,4,11,17,arcidry01
466,Andre Iguodala,SF,39,GSW,8,0,113,7,15,.467,1,9,.111,6,6,1.000,.500,2,3,.667,3,14,17,19,4,3,9,11,17,iguodan01
467,Thanasis Antetokounmpo,SF,30,MIL,28,0,112,6,22,.273,0,5,.000,6,17,.353,.273,4,8,.500,9,19,28,4,2,3,8,13,16,antetth01
468,Jamaree Bouyea,PG,23,TOT,5,0,71,6,14,.429,2,6,.333,4,8,.500,.500,1,2,.500,1,5,6,4,4,2,4,6,15,bouyeja01
469,Darius Days,PF,23,HOU,4,0,25,5,12,.417,3,10,.300,2,2,1.000,.542,2,2,1.000,1,5,6,1,0,1,0,2,15,daysda01
470,Tyrese Martin,SG,23,ATL,13,0,45,6,16,.375,1,5,.200,5,11,.455,.406,2,2,1.000,2,4,6,0,1,0,1,2,15,martity01
471,Jared Rhoden,SG,23,DET,7,0,66,6,16,.375,1,7,.143,5,9,.556,.406,2,2,1.000,7,7,14,2,2,0,0,7,15,rhodeja01
472,Buddy Boeheim,PG,23,DET,7,0,69,4,23,.174,4,22,.182,0,1,.000,.261,2,2,1.000,2,2,4,3,2,0,0,4,14,boehebu01
473,Scotty Pippen Jr.,PG,22,LAL,6,0,32,4,12,.333,1,3,.333,3,9,.333,.375,5,9,.556,2,2,4,2,2,1,2,3,14,pippesc02
474,Alex Len,C,29,SAC,18,1,58,5,12,.417,0,2,.000,5,10,.500,.417,3,4,.750,4,13,17,6,0,0,9,12,13,lenal01
475,Neemias Queta,C,23,SAC,4,0,25,6,8,.750,0,0,,6,8,.750,.750,0,2,.000,4,5,9,1,0,1,1,7,12,quetane01
476,Isaiah Mobley,PF,23,CLE,10,0,30,5,10,.500,1,3,.333,4,7,.571,.550,0,0,,1,11,12,0,1,1,0,2,11,mobleis01
477,Olivier Sarr,C,23,OKC,4,0,51,4,11,.364,0,4,.000,4,7,.571,.364,3,3,1.000,7,5,12,2,0,5,3,8,11,sarrol01
478,Facundo Campazzo,PG,31,DAL,8,0,52,3,13,.231,3,11,.273,0,2,.000,.346,1,2,.500,0,2,2,9,6,0,3,3,10,campafa01
479,Ron Harper Jr.,SF,22,TOR,4,0,14,4,7,.571,2,4,.500,2,3,.667,.714,0,0,,1,1,2,0,0,0,0,0,10,harpero02
480,Vince Williams Jr.,SG,22,MEM,11,0,52,4,14,.286,2,10,.200,2,4,.500,.357,0,0,,2,5,7,3,4,1,1,6,10,willivi01
481,Kendall Brown,SG,19,IND,6,0,40,4,7,.571,0,1,.000,4,6,.667,.571,1,2,.500,2,4,6,3,4,0,2,9,9,brownke03
482,Tyler Dorsey,SG,26,DAL,3,0,8,4,5,.800,1,2,.500,3,3,1.000,.900,0,0,,1,1,2,0,0,0,0,0,9,dorsety01
483,Trevor Hudgins,PG,23,HOU,5,0,28,2,9,.222,2,8,.250,0,1,.000,.333,3,3,1.000,0,0,0,3,0,0,1,1,9,hudgitr01
484,Cole Swider,SF,23,LAL,6,0,40,3,9,.333,3,8,.375,0,1,.000,.500,0,0,,1,6,7,4,0,0,0,3,9,swideco01
485,Joe Wieskamp,SF,23,TOR,5,0,30,3,8,.375,3,7,.429,0,1,.000,.563,0,0,,0,2,2,1,0,0,1,2,9,wieskjo01
486,Omer Yurtseven,C,24,MIA,5,0,34,4,8,.500,0,1,.000,4,7,.571,.500,1,2,.500,4,4,8,0,1,1,1,6,9,yurtsom01
487,PJ Dozier,SG,26,SAC,10,0,23,3,10,.300,1,5,.200,2,5,.400,.350,0,0,,0,6,6,0,3,1,2,2,7,doziepj01
488,Alize Johnson,PF,26,SAS,4,0,30,3,6,.500,0,2,.000,3,4,.750,.500,1,2,.500,2,8,10,1,1,0,4,3,7,johnsal02
