Player,G,Date,Series,Tm,H/A,Opp,G#,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Pos,KM
Desmond Bane,12,2022-05-13,WCS,MEM,0,GSW,6,-14,1,44.35,9,16,.563,4,7,.571,3,4,.750,1,6,7,2,0,1,0,3,25,20.4,-7,SG,15
Desmond Bane,1,2023-04-16,WC1,MEM,1,LAL,1,-16,1,36.583333333333336,6,18,.333,3,10,.300,7,7,1.000,1,4,5,6,0,0,1,5,22,14.9,-15,SG,15
Desmond Bane,2,2023-04-19,WC1,MEM,1,LAL,2,10,1,35.1,6,18,.333,1,6,.167,4,4,1.000,0,4,4,1,0,0,5,4,17,2.1,+8,SG,15
Desmond Bane,3,2023-04-22,WC1,MEM,0,LAL,3,-10,1,32.88333333333333,7,14,.500,3,7,.429,1,1,1.000,1,4,5,2,1,0,4,3,18,10.1,-9,SG,15
Desmond Bane,4,2023-04-24,WC1,MEM,0,LAL,4,-6,1,46.78333333333333,13,29,.448,3,12,.250,7,7,1.000,2,5,7,3,1,0,3,4,36,22.3,-4,SG,15
Karl-Anthony Towns,1,2018-04-15,WC1,MIN,0,HOU,1,-3,1,40.03333333333333,3,9,.333,0,2,.000,2,4,.500,4,8,12,2,0,1,2,2,8,6.6,-1,PF,15
Karl-Anthony Towns,2,2018-04-18,WC1,MIN,0,HOU,2,-20,1,23.766666666666666,2,9,.222,1,3,.333,0,2,.000,2,8,10,0,1,1,0,1,5,3.8,-21,PF,15
Karl-Anthony Towns,3,2018-04-21,WC1,MIN,1,HOU,3,16,1,38.55,5,13,.385,1,2,.500,7,7,1.000,3,13,16,3,1,2,3,4,18,16.8,+6,PF,15
Karl-Anthony Towns,4,2018-04-23,WC1,MIN,1,HOU,4,-19,1,31.883333333333333,9,15,.600,0,2,.000,4,6,.667,5,10,15,2,0,0,5,3,22,16.0,-13,PF,15
Karl-Anthony Towns,5,2018-04-25,WC1,MIN,0,HOU,5,-18,1,35.5,9,14,.643,1,2,.500,4,4,1.000,1,13,14,4,0,1,2,4,23,21.3,-14,PF,15
Karl-Anthony Towns,1,2022-04-16,WC1,MIN,0,MEM,1,13,1,42.9,11,18,.611,2,5,.400,5,5,1.000,4,9,13,3,0,1,3,3,29,24.9,+16,PF,15
Karl-Anthony Towns,2,2022-04-19,WC1,MIN,0,MEM,2,-28,1,27.966666666666665,4,7,.571,0,1,.000,7,8,.875,2,9,11,1,0,2,5,5,15,10.5,-21,PF,15
Karl-Anthony Towns,3,2022-04-21,WC1,MIN,1,MEM,3,-9,1,32.766666666666666,3,4,.750,0,1,.000,2,2,1.000,1,4,5,1,0,5,4,5,8,6.5,-4,PF,15
Karl-Anthony Towns,4,2022-04-23,WC1,MIN,1,MEM,4,1,1,42.43333333333333,8,17,.471,3,5,.600,14,17,.824,2,12,14,3,0,1,6,3,33,23.7,+5,PF,15
Karl-Anthony Towns,5,2022-04-26,WC1,MIN,0,MEM,5,-2,1,34.86666666666667,7,15,.467,5,7,.714,9,9,1.000,1,11,12,1,3,2,7,5,28,20.4,-3,PF,15
Karl-Anthony Towns,6,2022-04-29,WC1,MIN,1,MEM,6,-8,1,40.75,6,19,.316,0,3,.000,6,9,.667,1,9,10,4,1,1,2,4,18,10.2,-3,PF,15
Karl-Anthony Towns,1,2023-04-16,WC1,MIN,0,DEN,1,-29,1,29.566666666666666,5,15,.333,1,7,.143,0,2,.000,1,9,10,2,0,0,4,2,11,1.7,-11,PF,15
Karl-Anthony Towns,2,2023-04-19,WC1,MIN,0,DEN,2,-9,1,34.2,3,12,.250,2,5,.400,2,2,1.000,1,11,12,2,0,1,5,5,10,1.9,-9,PF,15
Karl-Anthony Towns,3,2023-04-21,WC1,MIN,1,DEN,3,-9,1,41.53333333333333,10,17,.588,2,4,.500,5,5,1.000,1,6,7,1,1,1,4,2,27,19.2,-10,PF,15
Karl-Anthony Towns,4,2023-04-23,WC1,MIN,1,DEN,4,6,1,36.3,5,9,.556,0,2,.000,7,10,.700,2,9,11,2,1,1,2,6,17,14.3,-7,PF,15
Karl-Anthony Towns,5,2023-04-25,WC1,MIN,0,DEN,5,-3,1,38.38333333333333,9,17,.529,1,6,.167,7,9,.778,1,10,11,3,1,1,3,6,26,19.0,-9,PF,15
Donovan Mitchell,1,2018-04-15,WC1,UTA,0,OKC,1,-8,1,34.95,11,22,.500,3,7,.429,2,2,1.000,1,9,10,3,2,1,1,1,27,22.8,-9,SG,15
Donovan Mitchell,2,2018-04-18,WC1,UTA,0,OKC,2,7,1,42.61666666666667,10,25,.400,0,7,.000,8,9,.889,0,6,6,2,1,0,4,1,28,13.9,+4,SG,15
Donovan Mitchell,3,2018-04-21,WC1,UTA,1,OKC,3,13,1,34.96666666666667,9,20,.450,4,7,.571,0,0,,2,9,11,2,2,1,5,4,22,13.2,+15,SG,15
Donovan Mitchell,4,2018-04-23,WC1,UTA,1,OKC,4,17,1,38.8,13,28,.464,3,8,.375,4,5,.800,0,7,7,4,0,1,0,3,33,22.6,+22,SG,15
Donovan Mitchell,5,2018-04-25,WC1,UTA,0,OKC,5,-8,1,39.96666666666667,9,22,.409,1,7,.143,4,4,1.000,0,5,5,3,3,1,1,2,23,16.7,-9,SG,15
Donovan Mitchell,6,2018-04-27,WC1,UTA,1,OKC,6,5,1,40.233333333333334,14,26,.538,5,8,.625,5,5,1.000,1,3,4,2,1,0,5,5,38,22.4,-6,SG,15
Donovan Mitchell,7,2018-04-29,WCS,UTA,0,HOU,1,-14,1,38.666666666666664,9,22,.409,1,7,.143,2,2,1.000,1,2,3,5,0,0,4,1,21,9.6,-15,SG,15
Donovan Mitchell,8,2018-05-02,WCS,UTA,0,HOU,2,8,1,37.85,6,21,.286,2,8,.250,3,4,.750,2,3,5,11,2,0,3,5,17,11.3,+13,SG,15
Donovan Mitchell,9,2018-05-04,WCS,UTA,1,HOU,3,-21,1,30.9,4,16,.250,2,7,.286,0,0,,0,1,1,3,0,0,3,4,10,-1.8,-31,SG,15
Donovan Mitchell,10,2018-05-06,WCS,UTA,1,HOU,4,-13,1,38.06666666666667,8,24,.333,2,7,.286,7,7,1.000,1,8,9,2,4,0,3,6,25,14.5,-6,SG,15
Donovan Mitchell,11,2018-05-08,WCS,UTA,0,HOU,5,-10,1,34.31666666666667,9,17,.529,2,7,.286,4,5,.800,1,3,4,9,1,0,3,3,24,20.0,-3,SG,15
Donovan Mitchell,1,2019-04-14,WC1,UTA,0,HOU,1,-32,1,35.28333333333333,7,18,.389,3,7,.429,2,3,.667,1,4,5,0,1,0,5,1,19,6.3,-20,SG,15
Donovan Mitchell,2,2019-04-17,WC1,UTA,0,HOU,2,-20,1,36.88333333333333,5,19,.263,1,8,.125,0,2,.000,0,1,1,6,2,0,4,5,11,-0.6,-13,SG,15
Donovan Mitchell,3,2019-04-20,WC1,UTA,1,HOU,3,-3,1,41.8,9,27,.333,4,12,.333,12,17,.706,2,4,6,5,3,1,3,3,34,22.3,0,SG,15
Donovan Mitchell,4,2019-04-22,WC1,UTA,1,HOU,4,16,1,40.11666666666667,11,26,.423,3,7,.429,6,6,1.000,3,4,7,4,1,0,4,2,31,19.5,+8,SG,15
Donovan Mitchell,5,2019-04-24,WC1,UTA,0,HOU,5,-7,1,39.03333333333333,4,22,.182,0,9,.000,4,5,.800,1,5,6,1,1,0,5,4,12,-4.9,-13,SG,15
Donovan Mitchell,1,2020-08-17,WC1,UTA,0,DEN,1,-10,1,43.233333333333334,19,33,.576,6,15,.400,13,13,1.000,2,7,9,7,1,0,5,2,57,45.1,-11,SG,15
Donovan Mitchell,2,2020-08-19,WC1,UTA,0,DEN,2,19,1,33.85,10,14,.714,6,7,.857,4,4,1.000,0,1,1,8,1,0,3,1,30,27.7,+23,SG,15
Donovan Mitchell,3,2020-08-21,WC1,UTA,1,DEN,3,37,1,27.5,5,13,.385,2,6,.333,8,9,.889,0,4,4,1,1,1,0,0,20,16.1,+19,SG,15
Donovan Mitchell,4,2020-08-23,WC1,UTA,1,DEN,4,2,1,38.15,15,27,.556,4,7,.571,17,18,.944,1,3,4,7,0,0,4,2,51,39.4,+5,SG,15
Donovan Mitchell,5,2020-08-25,WC1,UTA,0,DEN,5,-10,1,38.03333333333333,11,23,.478,4,8,.500,4,5,.800,0,2,2,5,1,0,4,2,30,18.2,-3,SG,15
Donovan Mitchell,6,2020-08-30,WC1,UTA,1,DEN,6,-12,1,39.983333333333334,14,25,.560,9,13,.692,7,7,1.000,2,4,6,5,3,0,4,1,44,36.8,+2,SG,15
Donovan Mitchell,7,2020-09-01,WC1,UTA,0,DEN,7,-2,1,42.88333333333333,9,22,.409,2,8,.250,2,2,1.000,1,8,9,1,0,1,9,3,22,4.5,+3,SG,15
Donovan Mitchell,1,2021-05-26,WC1,UTA,1,MEM,2,12,1,25.65,8,19,.421,5,10,.500,4,4,1.000,0,2,2,0,1,0,2,2,25,13.7,+9,SG,15
Donovan Mitchell,2,2021-05-29,WC1,UTA,0,MEM,3,10,1,29.816666666666666,9,23,.391,2,10,.200,9,11,.818,0,2,2,5,1,0,2,0,29,18.8,+8,SG,15
Donovan Mitchell,3,2021-05-31,WC1,UTA,0,MEM,4,7,1,34.7,8,22,.364,2,7,.286,12,13,.923,1,1,2,8,2,1,4,2,30,21.9,+3,SG,15
Donovan Mitchell,4,2021-06-02,WC1,UTA,1,MEM,5,16,1,29.416666666666668,11,16,.688,5,8,.625,3,3,1.000,0,6,6,10,1,0,3,3,30,28.8,+30,SG,15
Donovan Mitchell,5,2021-06-08,WCS,UTA,1,LAC,1,3,1,36.86666666666667,16,30,.533,6,15,.400,7,8,.875,0,3,3,5,1,1,3,0,45,33.1,+5,SG,15
Donovan Mitchell,6,2021-06-10,WCS,UTA,1,LAC,2,6,1,38.95,15,29,.517,6,12,.500,1,2,.500,0,3,3,4,0,0,3,1,37,22.6,-2,SG,15
Donovan Mitchell,7,2021-06-12,WCS,UTA,0,LAC,3,-26,1,32.333333333333336,11,24,.458,5,9,.556,3,5,.600,0,5,5,4,2,0,2,3,30,19.9,-10,SG,15
Donovan Mitchell,8,2021-06-14,WCS,UTA,0,LAC,4,-14,1,39.666666666666664,9,26,.346,6,15,.400,13,15,.867,1,4,5,5,1,0,5,5,37,21.0,-15,SG,15
Donovan Mitchell,9,2021-06-16,WCS,UTA,1,LAC,5,-8,1,38.13333333333333,6,19,.316,4,14,.286,5,6,.833,0,5,5,5,1,0,2,1,21,13.3,0,SG,15
Donovan Mitchell,10,2021-06-18,WCS,UTA,0,LAC,6,-12,1,40.18333333333333,12,27,.444,9,15,.600,6,9,.667,1,8,9,9,1,0,2,3,39,30.9,-9,SG,15
Donovan Mitchell,1,2022-04-16,WC1,UTA,0,DAL,1,6,1,41.5,10,29,.345,2,6,.333,10,11,.909,2,4,6,6,1,1,3,3,32,19.6,+10,SG,15
Donovan Mitchell,2,2022-04-18,WC1,UTA,0,DAL,2,-6,1,41.016666666666666,13,30,.433,3,10,.300,5,5,1.000,2,0,2,5,0,0,1,1,34,21.7,-14,SG,15
Donovan Mitchell,3,2022-04-21,WC1,UTA,1,DAL,3,-8,1,38.733333333333334,10,21,.476,1,8,.125,11,12,.917,0,2,2,6,0,1,2,4,32,22.8,+4,SG,15
Donovan Mitchell,4,2022-04-23,WC1,UTA,1,DAL,4,1,1,37.8,7,21,.333,2,10,.200,7,9,.778,1,5,6,7,2,0,1,3,23,17.2,-4,SG,15
Donovan Mitchell,5,2022-04-25,WC1,UTA,0,DAL,5,-25,1,31.583333333333332,4,15,.267,0,7,.000,1,1,1.000,0,2,2,1,1,0,4,1,9,-2.0,-38,SG,15
Donovan Mitchell,6,2022-04-28,WC1,UTA,1,DAL,6,-2,1,38.85,9,17,.529,2,7,.286,3,4,.750,1,7,8,9,0,1,5,2,23,18.3,+3,SG,15
Donovan Mitchell,1,2023-04-15,EC1,CLE,1,NYK,1,-4,1,43.63333333333333,14,30,.467,6,16,.375,4,6,.667,1,4,5,8,3,1,2,1,38,30.6,+2,SG,15
Donovan Mitchell,2,2023-04-18,EC1,CLE,1,NYK,2,17,1,38.916666666666664,6,11,.545,2,5,.400,3,4,.750,1,1,2,13,2,1,2,4,17,20.5,+24,SG,15
Donovan Mitchell,3,2023-04-21,EC1,CLE,0,NYK,3,-20,1,37.95,9,19,.474,2,8,.250,2,3,.667,1,6,7,5,2,0,6,3,22,12.7,-19,SG,15
Donovan Mitchell,4,2023-04-23,EC1,CLE,0,NYK,4,-9,1,41.983333333333334,5,18,.278,0,4,.000,1,2,.500,0,4,4,5,1,0,6,4,11,-1.9,-8,SG,15
Tyrese Maxey,1,2021-05-23,EC1,PHI,1,WAS,1,7,0,6.683333333333334,1,1,1.000,0,0,,1,1,1.000,0,0,0,0,0,0,0,0,3,2.7,-1,SG,15
Tyrese Maxey,2,2021-05-26,EC1,PHI,1,WAS,2,25,0,13.683333333333334,4,7,.571,0,0,,2,3,.667,0,2,2,2,0,3,1,0,10,9.4,+8,SG,15
Tyrese Maxey,3,2021-05-29,EC1,PHI,0,WAS,3,29,0,11.25,2,4,.500,0,0,,0,0,,0,1,1,2,0,1,0,2,4,3.6,+4,SG,15
Tyrese Maxey,4,2021-05-31,EC1,PHI,0,WAS,4,-8,0,21.566666666666666,6,12,.500,2,3,.667,1,2,.500,0,1,1,2,1,1,1,4,15,9.4,-8,SG,15
Tyrese Maxey,5,2021-06-02,EC1,PHI,1,WAS,5,17,0,26.466666666666665,6,14,.429,0,2,.000,1,2,.500,0,6,6,2,1,0,0,2,13,8.6,+14,SG,15
Tyrese Maxey,6,2021-06-06,ECS,PHI,1,ATL,1,-4,0,13.766666666666667,2,8,.250,0,2,.000,2,4,.500,0,2,2,0,0,0,1,3,6,-1.2,-9,SG,15
Tyrese Maxey,7,2021-06-08,ECS,PHI,1,ATL,2,16,0,5.1,0,2,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,0,0,0.3,-4,SG,15
Tyrese Maxey,8,2021-06-11,ECS,PHI,0,ATL,3,16,0,5.683333333333334,2,3,.667,0,0,,0,0,,0,0,0,2,0,0,0,1,4,3.7,0,SG,15
Tyrese Maxey,9,2021-06-14,ECS,PHI,0,ATL,4,-3,0,6.933333333333334,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,1,3,2.6,+7,SG,15
Tyrese Maxey,10,2021-06-16,ECS,PHI,1,ATL,5,-3,0,1.3333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5,SG,15
Tyrese Maxey,11,2021-06-18,ECS,PHI,0,ATL,6,5,0,29.466666666666665,5,12,.417,1,2,.500,5,8,.625,1,6,7,1,1,1,0,1,16,12.9,+12,SG,15
Tyrese Maxey,12,2021-06-20,ECS,PHI,1,ATL,7,-7,0,14.483333333333333,0,2,.000,0,1,.000,2,2,1.000,0,1,1,3,0,0,2,2,2,0.2,-7,SG,15
Tyrese Maxey,1,2022-04-16,EC1,PHI,1,TOR,1,20,1,38.43333333333333,14,21,.667,5,8,.625,5,5,1.000,1,3,4,2,0,0,0,0,38,31.9,+20,SG,15
Tyrese Maxey,2,2022-04-18,EC1,PHI,1,TOR,2,15,1,41.05,8,11,.727,3,6,.500,4,4,1.000,1,8,9,8,1,1,1,2,23,27.1,+22,SG,15
Tyrese Maxey,3,2022-04-20,EC1,PHI,0,TOR,3,3,1,47.333333333333336,8,18,.444,1,5,.200,2,2,1.000,1,3,4,1,1,0,5,3,19,6.7,+8,SG,15
Tyrese Maxey,4,2022-04-23,EC1,PHI,0,TOR,4,-8,1,39.483333333333334,4,12,.333,1,3,.333,2,3,.667,0,6,6,6,1,0,1,2,11,9.0,-12,SG,15
Tyrese Maxey,5,2022-04-25,EC1,PHI,1,TOR,5,-15,1,41.86666666666667,5,14,.357,0,3,.000,2,2,1.000,0,2,2,4,1,0,1,2,12,6.8,-16,SG,15
Tyrese Maxey,6,2022-04-28,EC1,PHI,0,TOR,6,35,1,44.13333333333333,8,16,.500,5,12,.417,4,4,1.000,0,3,3,8,0,0,2,3,25,20.3,+32,SG,15
Tyrese Maxey,7,2022-05-02,ECS,PHI,0,MIA,1,-14,1,35.31666666666667,6,15,.400,1,6,.167,6,6,1.000,0,0,0,2,0,0,2,0,19,10.3,-25,SG,15
Tyrese Maxey,8,2022-05-04,ECS,PHI,0,MIA,2,-16,1,43.45,12,22,.545,1,4,.250,9,11,.818,1,2,3,1,2,0,0,1,34,26.2,-10,SG,15
Tyrese Maxey,9,2022-05-06,ECS,PHI,1,MIA,3,20,1,38.6,7,11,.636,5,6,.833,2,2,1.000,0,2,2,6,2,0,2,2,21,20.1,+17,SG,15
Tyrese Maxey,10,2022-05-08,ECS,PHI,1,MIA,4,8,1,42.2,5,10,.500,2,5,.400,6,6,1.000,1,2,3,4,0,0,1,3,18,14.9,+13,SG,15
Tyrese Maxey,11,2022-05-10,ECS,PHI,0,MIA,5,-35,1,31.516666666666666,2,10,.200,1,4,.250,4,4,1.000,0,3,3,1,1,0,2,2,9,2.6,-25,SG,15
Tyrese Maxey,12,2022-05-12,ECS,PHI,1,MIA,6,-9,1,41.81666666666667,9,22,.409,1,7,.143,1,1,1.000,1,2,3,4,0,1,4,4,20,7.4,-24,SG,15
Tyrese Maxey,1,2023-04-15,EC1,PHI,1,BKN,1,20,1,32.63333333333333,3,8,.375,3,5,.600,4,4,1.000,1,5,6,3,3,0,0,2,13,15.1,+14,SG,15
Tyrese Maxey,2,2023-04-17,EC1,PHI,1,BKN,2,12,1,40.233333333333334,13,23,.565,6,13,.462,1,3,.333,0,3,3,0,0,1,0,2,33,22.1,+17,SG,15
Tyrese Maxey,3,2023-04-20,EC1,PHI,0,BKN,3,5,1,36.28333333333333,10,17,.588,5,8,.625,0,0,,0,3,3,3,1,0,1,4,25,18.5,+1,SG,15
Tyrese Maxey,4,2023-04-22,EC1,PHI,0,BKN,4,8,1,39.18333333333333,6,20,.300,1,4,.250,3,3,1.000,2,6,8,1,2,0,3,3,16,6.1,+9,SG,15
Khris Middleton,1,2015-04-18,EC1,MIL,0,CHI,1,-12,1,34.46666666666667,7,17,.412,2,6,.333,2,2,1.000,1,1,2,1,4,1,1,4,18,12.7,-2,SF,15
Khris Middleton,2,2015-04-20,EC1,MIL,0,CHI,2,-9,1,38.31666666666667,8,20,.400,3,7,.429,3,3,1.000,1,5,6,0,1,1,1,2,22,13.3,-13,SF,15
Khris Middleton,3,2015-04-23,EC1,MIL,1,CHI,3,-7,1,48.93333333333333,6,17,.353,3,8,.375,3,4,.750,1,2,3,7,2,0,0,1,18,15.9,-18,SF,15
Khris Middleton,4,2015-04-25,EC1,MIL,1,CHI,4,2,1,46.35,4,15,.267,1,6,.167,1,1,1.000,1,3,4,1,3,1,2,1,10,4.7,+2,SF,15
Khris Middleton,5,2015-04-27,EC1,MIL,0,CHI,5,6,1,37.75,8,16,.500,2,4,.500,3,3,1.000,3,1,4,2,4,0,3,2,21,17.0,+5,SF,15
Khris Middleton,6,2015-04-30,EC1,MIL,1,CHI,6,-54,1,26.15,2,7,.286,0,3,.000,2,2,1.000,0,3,3,1,0,0,3,4,6,-1.1,-41,SF,15
Khris Middleton,1,2017-04-15,EC1,MIL,0,TOR,1,14,1,40.78333333333333,4,15,.267,0,2,.000,2,2,1.000,0,2,2,9,1,0,0,4,10,7.4,+29,SF,15
Khris Middleton,2,2017-04-18,EC1,MIL,0,TOR,2,-6,1,41.21666666666667,6,14,.429,3,3,1.000,5,5,1.000,0,5,5,2,1,0,3,2,20,12.7,-9,SF,15
Khris Middleton,3,2017-04-20,EC1,MIL,1,TOR,3,27,1,34.45,8,15,.533,1,4,.250,3,3,1.000,0,3,3,7,2,0,0,1,20,20.1,+17,SF,15
Khris Middleton,4,2017-04-22,EC1,MIL,1,TOR,4,-11,1,36.45,4,13,.308,0,3,.000,2,3,.667,0,11,11,3,1,0,4,3,10,3.3,-12,SF,15
Khris Middleton,5,2017-04-24,EC1,MIL,0,TOR,5,-25,1,35.86666666666667,3,8,.375,0,2,.000,2,2,1.000,0,3,3,6,5,0,1,3,8,11.5,-10,SF,15
Khris Middleton,6,2017-04-27,EC1,MIL,1,TOR,6,-3,1,42.43333333333333,6,13,.462,3,5,.600,4,7,.571,0,4,4,5,2,0,3,4,19,13.2,0,SF,15
Khris Middleton,1,2018-04-15,EC1,MIL,0,BOS,1,-6,1,47.416666666666664,12,20,.600,5,7,.714,2,2,1.000,1,7,8,6,2,1,3,5,31,26.5,+11,SF,15
Khris Middleton,2,2018-04-17,EC1,MIL,0,BOS,2,-14,1,37.13333333333333,10,14,.714,4,6,.667,1,4,.250,0,4,4,1,0,0,3,5,25,14.9,-18,SF,15
Khris Middleton,3,2018-04-20,EC1,MIL,1,BOS,3,24,1,32.96666666666667,10,17,.588,3,6,.500,0,1,.000,0,8,8,7,1,1,1,3,23,21.5,+17,SF,15
Khris Middleton,4,2018-04-22,EC1,MIL,1,BOS,4,2,1,36.65,8,14,.571,3,5,.600,4,4,1.000,0,6,6,2,2,2,2,3,23,19.8,0,SF,15
Khris Middleton,5,2018-04-24,EC1,MIL,0,BOS,5,-5,1,41.05,9,21,.429,3,6,.500,2,3,.667,0,3,3,2,0,0,1,4,23,11.2,+3,SF,15
Khris Middleton,6,2018-04-26,EC1,MIL,1,BOS,6,11,1,38.983333333333334,7,8,.875,2,2,1.000,0,0,,0,5,5,1,1,0,4,5,16,10.4,-3,SF,15
Khris Middleton,7,2018-04-28,EC1,MIL,0,BOS,7,-16,1,41.233333333333334,11,18,.611,5,9,.556,5,5,1.000,0,2,2,3,0,1,2,5,32,23.2,0,SF,15
Khris Middleton,1,2019-04-14,EC1,MIL,1,DET,1,35,1,25.35,5,13,.385,4,7,.571,0,0,,0,5,5,4,0,0,0,1,14,10.8,+30,SF,15
Khris Middleton,2,2019-04-17,EC1,MIL,1,DET,2,21,1,32.96666666666667,7,15,.467,2,6,.333,8,8,1.000,1,4,5,8,1,0,2,2,24,22.0,+24,SF,15
Khris Middleton,3,2019-04-20,EC1,MIL,0,DET,3,16,1,29.983333333333334,7,13,.538,3,6,.500,3,4,.750,0,8,8,4,1,0,3,3,20,15.3,+21,SF,15
Khris Middleton,4,2019-04-22,EC1,MIL,0,DET,4,23,1,30.016666666666666,5,11,.455,2,5,.400,6,7,.857,1,3,4,1,0,0,1,1,18,12.8,+4,SF,15
Khris Middleton,5,2019-04-28,ECS,MIL,1,BOS,1,-22,1,33.833333333333336,5,12,.417,3,4,.750,3,3,1.000,0,10,10,6,0,0,2,1,16,14.4,-11,SF,15
Khris Middleton,6,2019-04-30,ECS,MIL,1,BOS,2,21,1,32.56666666666667,10,18,.556,7,10,.700,1,1,1.000,0,7,7,1,0,0,1,1,28,20.8,+25,SF,15
Khris Middleton,7,2019-05-03,ECS,MIL,0,BOS,3,7,1,38.56666666666667,6,12,.500,3,6,.500,5,6,.833,0,4,4,5,3,0,5,3,20,15.1,+3,SF,15
Khris Middleton,8,2019-05-06,ECS,MIL,0,BOS,4,12,1,37.016666666666666,4,19,.211,2,10,.200,3,3,1.000,0,3,3,7,1,0,2,4,13,4.5,0,SF,15
Khris Middleton,9,2019-05-08,ECS,MIL,1,BOS,5,25,1,34.28333333333333,5,15,.333,2,6,.333,7,7,1.000,0,8,8,5,1,0,2,4,19,13.8,+27,SF,15
Khris Middleton,10,2019-05-15,ECF,MIL,1,TOR,1,8,1,34.9,4,12,.333,1,6,.167,2,2,1.000,0,11,11,4,1,0,4,4,11,5.7,+10,SF,15
Khris Middleton,11,2019-05-17,ECF,MIL,1,TOR,2,22,1,28.666666666666668,5,8,.625,2,3,.667,0,0,,1,0,1,1,0,0,0,5,12,7.8,+12,SF,15
Khris Middleton,12,2019-05-19,ECF,MIL,0,TOR,3,-6,1,44.166666666666664,3,16,.188,1,6,.167,2,4,.500,2,7,9,3,1,0,3,5,9,-0.2,-13,SF,15
Khris Middleton,13,2019-05-21,ECF,MIL,0,TOR,4,-18,1,36.25,11,15,.733,4,7,.571,4,5,.800,1,5,6,7,0,0,0,3,30,29.4,-17,SF,15
Khris Middleton,14,2019-05-23,ECF,MIL,1,TOR,5,-6,1,36.083333333333336,2,9,.222,0,2,.000,2,2,1.000,2,8,10,10,0,0,2,4,6,7.7,-8,SF,15
Khris Middleton,15,2019-05-25,ECF,MIL,0,TOR,6,-6,1,40.6,5,13,.385,4,8,.500,0,0,,1,3,4,0,0,0,2,3,14,5.3,-2,SF,15
Khris Middleton,1,2020-08-18,EC1,MIL,1,ORL,1,-12,1,31.266666666666666,4,12,.333,2,6,.333,4,6,.667,0,6,6,4,1,1,4,4,14,7.1,-8,SF,15
Khris Middleton,2,2020-08-20,EC1,MIL,1,ORL,2,15,1,30.966666666666665,1,8,.125,0,4,.000,0,0,,0,5,5,6,1,0,4,4,2,-2.1,+1,SF,15
Khris Middleton,3,2020-08-22,EC1,MIL,0,ORL,3,14,1,31.2,7,17,.412,3,7,.429,0,1,.000,1,7,8,6,1,0,3,0,17,12.5,+30,SF,15
Khris Middleton,4,2020-08-24,EC1,MIL,0,ORL,4,15,1,32.25,7,19,.368,4,7,.571,3,5,.600,1,9,10,3,0,0,4,4,21,9.6,+15,SF,15
Khris Middleton,5,2020-08-29,EC1,MIL,1,ORL,5,14,1,33.53333333333333,7,16,.438,3,8,.375,4,5,.800,1,9,10,7,1,0,2,2,21,18.7,+21,SF,15
Khris Middleton,6,2020-08-31,ECS,MIL,1,MIA,1,-11,1,37.05,12,24,.500,4,8,.500,0,0,,0,6,6,5,2,0,4,6,28,16.9,-7,SF,15
Khris Middleton,7,2020-09-02,ECS,MIL,1,MIA,2,-2,1,33.166666666666664,6,15,.400,0,3,.000,11,12,.917,0,6,6,8,0,0,3,5,23,16.9,+18,SF,15
Khris Middleton,8,2020-09-04,ECS,MIL,0,MIA,3,-15,1,36.05,7,16,.438,2,6,.333,2,2,1.000,0,3,3,7,2,1,0,6,18,15.7,-7,SF,15
Khris Middleton,9,2020-09-06,ECS,MIL,0,MIA,4,3,1,47.983333333333334,12,28,.429,3,7,.429,9,9,1.000,2,6,8,8,2,0,4,4,36,26.4,+2,SF,15
Khris Middleton,10,2020-09-08,ECS,MIL,1,MIA,5,-9,1,41.81666666666667,8,25,.320,2,9,.222,5,6,.833,0,7,7,6,1,0,6,6,23,7.2,-7,SF,15
Khris Middleton,1,2021-05-22,EC1,MIL,1,MIA,1,2,1,44.63333333333333,10,22,.455,3,9,.333,4,6,.667,1,5,6,6,2,0,2,3,27,20.0,0,SF,15
Khris Middleton,2,2021-05-24,EC1,MIL,1,MIA,2,34,1,24.0,4,5,.800,3,3,1.000,6,6,1.000,1,1,2,3,0,0,4,4,17,12.6,+28,SF,15
Khris Middleton,3,2021-05-27,EC1,MIL,0,MIA,3,29,1,33.78333333333333,8,16,.500,3,9,.333,3,3,1.000,1,7,8,5,0,0,4,2,22,15.5,+26,SF,15
Khris Middleton,4,2021-05-29,EC1,MIL,0,MIA,4,17,1,36.95,7,16,.438,2,6,.333,4,4,1.000,2,9,11,3,0,0,3,3,20,13.6,+17,SF,15
Khris Middleton,5,2021-06-05,ECS,MIL,0,BKN,1,-8,1,36.166666666666664,6,23,.261,0,5,.000,1,2,.500,3,10,13,4,0,0,2,2,13,4.0,-6,SF,15
Khris Middleton,6,2021-06-07,ECS,MIL,0,BKN,2,-39,1,33.56666666666667,7,20,.350,3,8,.375,0,0,,1,4,5,1,1,0,5,1,17,4.0,-30,SF,15
Khris Middleton,7,2021-06-10,ECS,MIL,1,BKN,3,3,1,43.983333333333334,12,25,.480,3,6,.500,8,9,.889,0,15,15,1,0,0,3,3,35,22.9,+3,SF,15
