Player,G,Date,Series,Tm,H/A,Opp,G#,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Pos,KM
Kyle Anderson,4,2018-04-22,WC1,SAS,1,GSW,4,13,0,18.533333333333335,4,4,1.000,0,0,,2,2,1.000,0,3,3,0,0,1,0,2,10,9.6,+9,PF,15
Kyle Anderson,5,2018-04-24,WC1,SAS,0,GSW,5,-8,0,16.966666666666665,5,5,1.000,0,0,,0,0,,3,1,4,0,3,0,3,3,10,9.7,-7,PF,15
Kyle Anderson,1,2021-05-23,WC1,MEM,0,UTA,1,3,1,30.85,5,10,.500,1,2,.500,3,4,.750,1,3,4,3,6,0,1,5,14,15.3,+9,PF,15
Kyle Anderson,2,2021-05-26,WC1,MEM,0,UTA,2,-12,1,36.35,5,7,.714,1,2,.500,0,0,,1,5,6,3,4,0,2,2,11,13.6,+2,PF,15
Kyle Anderson,3,2021-05-29,WC1,MEM,1,UTA,3,-10,1,32.11666666666667,5,13,.385,1,5,.200,0,0,,2,11,13,5,2,0,0,1,11,13.7,-5,PF,15
Kyle Anderson,4,2021-05-31,WC1,MEM,1,UTA,4,-7,1,24.183333333333334,2,7,.286,0,2,.000,0,0,,0,2,2,5,2,0,1,0,4,5.0,-3,PF,15
Kyle Anderson,5,2021-06-02,WC1,MEM,0,UTA,5,-16,1,18.483333333333334,1,5,.200,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,-1.5,-22,PF,15
Kyle Anderson,1,2022-04-16,WC1,MEM,1,MIN,1,-13,0,20.65,2,3,.667,0,0,,2,3,.667,1,5,6,2,1,0,0,1,6,8.5,+1,PF,15
Kyle Anderson,2,2022-04-19,WC1,MEM,1,MIN,2,28,0,18.366666666666667,1,4,.250,0,1,.000,0,0,,1,4,5,1,0,0,0,0,2,2.2,+24,PF,15
Kyle Anderson,3,2022-04-21,WC1,MEM,0,MIN,3,9,1,26.483333333333334,2,3,.667,0,0,,0,0,,1,2,3,3,1,1,0,3,4,6.6,+2,PF,15
Kyle Anderson,4,2022-04-23,WC1,MEM,0,MIN,4,-1,0,22.433333333333334,2,4,.500,0,1,.000,2,2,1.000,1,4,5,2,1,0,1,4,6,5.7,-1,PF,15
Kyle Anderson,5,2022-04-26,WC1,MEM,1,MIN,5,2,0,17.533333333333335,3,3,1.000,0,0,,2,2,1.000,1,4,5,0,2,1,0,2,8,10.9,-6,PF,15
Kyle Anderson,6,2022-04-29,WC1,MEM,0,MIN,6,8,0,11.866666666666667,2,3,.667,0,0,,0,0,,1,2,3,0,1,1,2,1,4,3.3,+1,PF,15
Kyle Anderson,7,2022-05-01,WCS,MEM,1,GSW,1,-1,0,18.516666666666666,0,3,.000,0,0,,2,2,1.000,2,2,4,1,0,1,1,2,2,1.5,0,PF,15
Kyle Anderson,8,2022-05-03,WCS,MEM,1,GSW,2,5,0,16.15,2,7,.286,1,4,.250,0,0,,0,2,2,1,1,0,1,4,5,0.6,-4,PF,15
Kyle Anderson,9,2022-05-07,WCS,MEM,0,GSW,3,-30,0,16.233333333333334,4,6,.667,1,3,.333,0,0,,0,2,2,0,1,2,1,2,9,7.6,-3,PF,15
Kyle Anderson,10,2022-05-09,WCS,MEM,0,GSW,4,-3,0,22.816666666666666,7,8,.875,1,2,.500,2,7,.286,2,6,8,2,2,1,1,2,17,17.7,-7,PF,15
Kyle Anderson,11,2022-05-11,WCS,MEM,1,GSW,5,39,0,19.083333333333332,4,7,.571,0,1,.000,1,2,.500,0,6,6,7,1,0,2,0,9,11.0,+2,PF,15
Kyle Anderson,12,2022-05-13,WCS,MEM,0,GSW,6,-14,0,10.433333333333334,0,0,,0,0,,0,0,,0,3,3,2,0,0,1,1,0,0.9,-2,PF,15
Kyle Anderson,1,2023-04-16,WC1,MIN,0,DEN,1,-29,0,25.95,5,11,.455,1,3,.333,0,0,,0,1,1,3,2,1,0,1,11,10.0,-15,PF,15
Kyle Anderson,2,2023-04-19,WC1,MIN,0,DEN,2,-9,0,26.75,4,5,.800,0,0,,2,2,1.000,3,4,7,4,1,0,2,4,10,11.6,-9,PF,15
Kyle Anderson,3,2023-04-21,WC1,MIN,1,DEN,3,-9,0,28.7,1,7,.143,0,1,.000,0,0,,0,2,2,6,2,0,2,5,2,0.3,-10,PF,15
Kyle Anderson,4,2023-04-23,WC1,MIN,1,DEN,4,6,0,22.133333333333333,5,7,.714,1,2,.500,0,0,,0,6,6,5,2,1,2,3,11,12.9,+8,PF,15
Joe Ingles,1,2017-04-15,WC1,UTA,0,LAC,1,2,1,32.8,2,7,.286,1,5,.200,3,4,.750,0,2,2,2,2,1,1,1,8,6.8,-6,SF,15
Joe Ingles,2,2017-04-18,WC1,UTA,0,LAC,2,-8,1,32.95,3,5,.600,2,3,.667,1,2,.500,0,6,6,3,3,0,4,3,9,8.0,-2,SF,15
Joe Ingles,3,2017-04-21,WC1,UTA,1,LAC,3,-5,1,34.083333333333336,3,8,.375,3,8,.375,0,1,.000,0,3,3,5,1,0,1,4,9,7.0,-5,SF,15
Joe Ingles,4,2017-04-23,WC1,UTA,1,LAC,4,7,1,37.916666666666664,3,6,.500,2,4,.500,0,0,,1,5,6,11,2,1,2,3,8,14.4,+13,SF,15
Joe Ingles,5,2017-04-25,WC1,UTA,0,LAC,5,4,1,29.033333333333335,0,4,.000,0,4,.000,0,0,,0,3,3,4,0,1,0,2,0,0.8,-1,SF,15
Joe Ingles,6,2017-04-28,WC1,UTA,1,LAC,6,-5,1,32.36666666666667,0,4,.000,0,3,.000,0,0,,1,1,2,3,2,0,0,5,0,0.3,+12,SF,15
Joe Ingles,7,2017-04-30,WC1,UTA,0,LAC,7,13,1,36.05,4,6,.667,2,3,.667,2,2,1.000,0,5,5,0,4,1,0,2,12,14.8,+6,SF,15
Joe Ingles,8,2017-05-02,WCS,UTA,0,GSW,1,-12,1,23.3,2,5,.400,1,3,.333,0,0,,0,1,1,4,0,0,2,0,5,3.4,-12,SF,15
Joe Ingles,9,2017-05-04,WCS,UTA,0,GSW,2,-11,1,21.066666666666666,1,5,.200,1,2,.500,0,0,,0,4,4,1,2,0,3,2,3,0.0,-2,SF,15
Joe Ingles,10,2017-05-06,WCS,UTA,1,GSW,3,-11,1,28.616666666666667,4,6,.667,2,3,.667,0,0,,0,5,5,0,2,1,1,3,10,9.4,-4,SF,15
Joe Ingles,11,2017-05-08,WCS,UTA,1,GSW,4,-26,1,25.483333333333334,3,6,.500,1,3,.333,0,0,,0,4,4,3,4,0,2,3,7,8.1,-3,SF,15
Joe Ingles,1,2018-04-15,WC1,UTA,0,OKC,1,-8,1,31.933333333333334,5,9,.556,3,5,.600,0,0,,1,1,2,1,0,0,2,5,13,6.4,-6,SF,15
Joe Ingles,2,2018-04-18,WC1,UTA,0,OKC,2,7,1,33.85,1,6,.167,1,4,.250,0,0,,0,2,2,2,0,0,1,2,3,-0.6,+21,SF,15
Joe Ingles,3,2018-04-21,WC1,UTA,1,OKC,3,13,1,32.11666666666667,7,15,.467,5,10,.500,2,2,1.000,1,2,3,4,1,0,1,4,21,15.8,+25,SF,15
Joe Ingles,4,2018-04-23,WC1,UTA,1,OKC,4,17,1,30.083333333333332,6,12,.500,5,11,.455,3,5,.600,0,3,3,4,1,1,1,2,20,16.8,+15,SF,15
Joe Ingles,5,2018-04-25,WC1,UTA,0,OKC,5,-8,1,41.78333333333333,5,11,.455,4,9,.444,2,2,1.000,0,4,4,3,0,0,2,2,16,10.8,0,SF,15
Joe Ingles,6,2018-04-27,WC1,UTA,1,OKC,6,5,1,41.916666666666664,4,11,.364,3,6,.500,1,2,.500,1,6,7,5,2,0,3,2,12,9.7,+16,SF,15
Joe Ingles,7,2018-04-29,WCS,UTA,0,HOU,1,-14,1,32.21666666666667,6,11,.545,1,3,.333,2,4,.500,1,5,6,5,1,1,4,3,15,11.1,-13,SF,15
Joe Ingles,8,2018-05-02,WCS,UTA,0,HOU,2,8,1,35.63333333333333,10,13,.769,7,9,.778,0,0,,0,3,3,2,0,0,3,2,27,20.4,-2,SF,15
Joe Ingles,9,2018-05-04,WCS,UTA,1,HOU,3,-21,1,30.466666666666665,2,10,.200,2,7,.286,0,0,,0,5,5,1,0,0,5,0,6,-3.0,-23,SF,15
Joe Ingles,10,2018-05-06,WCS,UTA,1,HOU,4,-13,1,40.6,6,13,.462,2,7,.286,1,2,.500,0,8,8,4,1,0,2,3,15,10.9,-7,SF,15
Joe Ingles,11,2018-05-08,WCS,UTA,0,HOU,5,-10,1,31.883333333333333,5,10,.500,2,6,.333,0,0,,1,4,5,6,0,0,2,4,12,9.5,-3,SF,15
Joe Ingles,1,2019-04-14,WC1,UTA,0,HOU,1,-32,1,32.45,1,4,.250,1,3,.333,0,0,,0,4,4,5,2,0,1,1,3,5.9,-16,SF,15
Joe Ingles,2,2019-04-17,WC1,UTA,0,HOU,2,-20,1,31.883333333333333,3,8,.375,1,6,.167,0,0,,0,1,1,2,5,0,2,3,7,6.1,-16,SF,15
Joe Ingles,3,2019-04-20,WC1,UTA,1,HOU,3,-3,1,31.083333333333332,3,9,.333,2,8,.250,0,0,,0,8,8,5,0,0,2,5,8,4.8,+11,SF,15
Joe Ingles,4,2019-04-22,WC1,UTA,1,HOU,4,16,1,22.816666666666666,1,4,.250,1,3,.333,0,0,,2,3,5,4,1,0,2,2,3,3.9,-1,SF,15
Joe Ingles,5,2019-04-24,WC1,UTA,0,HOU,5,-7,1,32.36666666666667,4,12,.333,3,9,.333,0,0,,1,5,6,9,3,0,1,3,11,13.5,-11,SF,15
Joe Ingles,1,2020-08-17,WC1,UTA,0,DEN,1,-10,1,43.03333333333333,6,14,.429,5,12,.417,2,2,1.000,0,5,5,6,1,0,3,3,19,14.1,-14,SF,15
Joe Ingles,2,2020-08-19,WC1,UTA,0,DEN,2,19,1,33.85,7,12,.583,4,9,.444,0,0,,0,2,2,6,0,0,1,1,18,15.8,+31,SF,15
Joe Ingles,3,2020-08-21,WC1,UTA,1,DEN,3,37,1,21.566666666666666,0,2,.000,0,1,.000,2,2,1.000,0,2,2,8,1,0,0,2,2,7.0,+13,SF,15
Joe Ingles,4,2020-08-23,WC1,UTA,1,DEN,4,2,1,34.55,0,4,.000,0,3,.000,0,0,,0,4,4,1,0,0,0,2,0,-1.7,+8,SF,15
Joe Ingles,5,2020-08-25,WC1,UTA,0,DEN,5,-10,1,32.916666666666664,5,8,.625,3,6,.500,0,0,,0,3,3,3,2,0,0,1,13,14.0,-2,SF,15
Joe Ingles,6,2020-08-30,WC1,UTA,1,DEN,6,-12,1,29.683333333333334,1,4,.250,1,4,.250,2,2,1.000,0,0,0,4,0,1,0,4,5,4.5,+4,SF,15
Joe Ingles,7,2020-09-01,WC1,UTA,0,DEN,7,-2,1,38.7,3,10,.300,1,5,.200,0,0,,1,7,8,5,0,0,0,2,7,6.7,0,SF,15
Joe Ingles,1,2021-05-23,WC1,UTA,1,MEM,1,-3,1,32.8,4,8,.500,3,7,.429,0,0,,0,2,2,2,0,0,0,0,11,9.0,-14,SF,15
Joe Ingles,2,2021-05-26,WC1,UTA,1,MEM,2,12,0,27.933333333333334,4,4,1.000,3,3,1.000,3,3,1.000,0,3,3,3,0,0,1,2,14,14.0,+7,SF,15
Joe Ingles,3,2021-05-29,WC1,UTA,0,MEM,3,10,0,22.833333333333332,1,4,.250,1,4,.250,0,0,,0,0,0,1,0,0,2,1,3,-1.1,+4,SF,15
Joe Ingles,4,2021-05-31,WC1,UTA,0,MEM,4,7,0,23.8,1,4,.250,0,2,.000,0,0,,0,5,5,4,1,0,1,2,2,3.1,+3,SF,15
Joe Ingles,5,2021-06-02,WC1,UTA,1,MEM,5,16,0,27.966666666666665,0,5,.000,0,4,.000,0,0,,0,4,4,4,1,0,0,2,0,0.7,+8,SF,15
Joe Ingles,6,2021-06-08,WCS,UTA,1,LAC,1,3,1,32.38333333333333,3,12,.250,1,8,.125,1,2,.500,0,3,3,7,0,0,1,3,8,4.0,+4,SF,15
Joe Ingles,7,2021-06-10,WCS,UTA,1,LAC,2,6,1,32.71666666666667,7,10,.700,4,7,.571,1,2,.500,0,4,4,4,1,0,2,2,19,16.6,+21,SF,15
Joe Ingles,8,2021-06-12,WCS,UTA,0,LAC,3,-26,1,28.266666666666666,6,11,.545,5,8,.625,2,2,1.000,0,4,4,2,1,0,0,0,19,17.3,-12,SF,15
Joe Ingles,9,2021-06-14,WCS,UTA,0,LAC,4,-14,1,27.433333333333334,7,9,.778,5,7,.714,0,0,,0,3,3,3,1,0,0,4,19,17.9,+4,SF,15
Joe Ingles,10,2021-06-16,WCS,UTA,1,LAC,5,-8,1,32.166666666666664,4,8,.500,1,5,.200,3,4,.750,1,5,6,6,2,0,2,1,12,13.6,-9,SF,15
Joe Ingles,11,2021-06-18,WCS,UTA,0,LAC,6,-12,0,17.85,2,4,.500,1,3,.333,0,0,,0,0,0,2,0,0,0,2,5,3.6,-18,SF,15
Joe Ingles,1,2023-04-16,EC1,MIL,1,MIA,1,-13,0,15.366666666666667,3,7,.429,3,7,.429,0,0,,0,0,0,2,0,0,0,3,9,5.5,-12,SF,15
Joe Ingles,2,2023-04-19,EC1,MIL,1,MIA,2,16,0,25.116666666666667,6,7,.857,5,6,.833,0,0,,0,4,4,4,2,0,2,1,17,18.1,+28,SF,15
Joe Ingles,3,2023-04-22,EC1,MIL,0,MIA,3,-22,0,22.383333333333333,2,7,.286,1,6,.167,0,0,,0,0,0,1,0,1,3,1,5,-1.1,-12,SF,15
Joe Ingles,4,2023-04-24,EC1,MIL,0,MIA,4,-5,0,18.1,1,1,1.000,1,1,1.000,0,0,,1,1,2,2,1,0,0,2,3,5.3,-9,SF,15
Kevin Love,1,2015-04-19,EC1,CLE,1,BOS,1,13,1,33.25,5,14,.357,2,4,.500,7,8,.875,3,9,12,4,1,0,1,4,19,16.8,+15,PF,15
Kevin Love,2,2015-04-21,EC1,CLE,1,BOS,2,8,1,29.566666666666666,3,8,.375,1,5,.200,6,7,.857,1,5,6,2,0,2,4,5,13,7.2,+2,PF,15
Kevin Love,3,2015-04-23,EC1,CLE,0,BOS,3,8,1,37.38333333333333,8,16,.500,6,10,.600,1,4,.250,2,7,9,3,0,0,1,3,23,17.2,+8,PF,15
Kevin Love,4,2015-04-26,EC1,CLE,0,BOS,4,8,1,6.633333333333333,1,3,.333,0,2,.000,0,0,,0,1,1,1,0,0,0,0,2,1.3,+9,PF,15
Kevin Love,1,2016-04-17,EC1,CLE,1,DET,1,5,1,38.31666666666667,10,22,.455,4,8,.500,4,5,.800,3,10,13,1,1,0,2,2,28,20.2,+12,PF,15
Kevin Love,2,2016-04-20,EC1,CLE,1,DET,2,17,1,31.716666666666665,5,14,.357,3,7,.429,3,6,.500,1,9,10,2,0,0,1,2,16,10.0,-1,PF,15
Kevin Love,3,2016-04-22,EC1,CLE,0,DET,3,10,1,38.7,7,10,.700,1,3,.333,5,6,.833,2,10,12,2,0,0,1,0,20,20.2,+8,PF,15
Kevin Love,4,2016-04-24,EC1,CLE,0,DET,4,2,1,34.6,3,15,.200,1,5,.200,4,4,1.000,4,9,13,2,1,0,0,3,11,8.4,-2,PF,15
Kevin Love,5,2016-05-02,ECS,CLE,1,ATL,1,11,1,37.55,4,17,.235,3,9,.333,6,7,.857,2,9,11,1,1,1,1,2,17,11.0,+15,PF,15
Kevin Love,6,2016-05-04,ECS,CLE,1,ATL,2,25,1,26.483333333333334,3,12,.250,3,4,.750,2,2,1.000,6,7,13,2,0,0,1,1,11,10.1,+25,PF,15
Kevin Love,7,2016-05-06,ECS,CLE,0,ATL,3,13,1,29.233333333333334,7,17,.412,5,12,.417,2,2,1.000,4,11,15,3,0,1,3,4,21,16.2,+9,PF,15
Kevin Love,8,2016-05-08,ECS,CLE,0,ATL,4,1,1,37.266666666666666,9,25,.360,8,15,.533,1,1,1.000,3,10,13,4,0,0,2,1,27,18.6,+14,PF,15
Kevin Love,9,2016-05-17,ECF,CLE,1,TOR,1,31,1,27.55,4,8,.500,2,4,.500,4,4,1.000,0,4,4,3,1,0,2,3,14,11.1,+12,PF,15
Kevin Love,10,2016-05-19,ECF,CLE,1,TOR,2,19,1,30.616666666666667,5,8,.625,1,2,.500,8,9,.889,0,5,5,3,0,1,2,1,19,16.9,+14,PF,15
Kevin Love,11,2016-05-21,ECF,CLE,0,TOR,3,-15,1,29.283333333333335,1,9,.111,1,4,.250,0,0,,0,4,4,2,0,1,0,0,3,0.4,-6,PF,15
Kevin Love,12,2016-05-23,ECF,CLE,0,TOR,4,-6,1,30.65,4,14,.286,2,7,.286,0,0,,1,6,7,3,0,0,1,0,10,5.4,-4,PF,15
Kevin Love,13,2016-05-25,ECF,CLE,1,TOR,5,38,1,23.616666666666667,8,10,.800,3,4,.750,6,6,1.000,0,2,2,2,1,2,2,1,25,23.2,+31,PF,15
Kevin Love,14,2016-05-27,ECF,CLE,0,TOR,6,26,1,39.266666666666666,5,11,.455,4,8,.500,6,6,1.000,0,12,12,4,0,0,0,2,20,19.9,+22,PF,15
Kevin Love,15,2016-06-02,FIN,CLE,0,GSW,1,-15,1,37.35,7,17,.412,2,5,.400,1,1,1.000,2,11,13,2,1,0,4,2,17,10.2,-8,PF,15
Kevin Love,16,2016-06-05,FIN,CLE,0,GSW,2,-33,1,20.766666666666666,2,7,.286,1,4,.250,0,0,,0,3,3,0,1,0,1,0,5,1.8,-8,PF,15
Kevin Love,17,2016-06-10,FIN,CLE,1,GSW,4,-11,0,25.0,3,6,.500,1,2,.500,4,6,.667,1,4,5,0,0,1,0,1,11,9.4,-4,PF,15
Kevin Love,18,2016-06-13,FIN,CLE,0,GSW,5,15,1,32.88333333333333,1,5,.200,0,3,.000,0,0,,0,3,3,1,0,1,2,4,2,-2.4,+18,PF,15
Kevin Love,19,2016-06-16,FIN,CLE,1,GSW,6,14,1,11.916666666666666,1,3,.333,1,2,.500,4,6,.667,1,2,3,2,0,0,1,3,7,5.0,-6,PF,15
Kevin Love,20,2016-06-19,FIN,CLE,0,GSW,7,4,1,30.033333333333335,3,9,.333,0,3,.000,3,4,.750,4,10,14,3,2,0,1,2,9,11.6,+19,PF,15
Kevin Love,1,2017-04-15,EC1,CLE,1,IND,1,1,1,31.416666666666668,5,9,.556,2,6,.333,5,8,.625,1,3,4,1,0,1,3,4,17,9.9,-3,PF,15
Kevin Love,2,2017-04-17,EC1,CLE,1,IND,2,6,1,38.9,6,7,.857,3,4,.750,12,12,1.000,1,10,11,3,0,1,2,4,27,27.4,+15,PF,15
Kevin Love,3,2017-04-20,EC1,CLE,0,IND,3,5,1,26.55,4,12,.333,3,7,.429,2,2,1.000,0,6,6,1,0,0,1,1,13,7.3,+5,PF,15
Kevin Love,4,2017-04-23,EC1,CLE,0,IND,4,4,1,34.95,2,13,.154,1,5,.200,0,0,,5,11,16,3,0,1,4,1,5,1.9,+3,PF,15
Kevin Love,5,2017-05-01,ECS,CLE,1,TOR,1,11,1,32.18333333333333,5,13,.385,3,6,.500,5,6,.833,0,9,9,1,2,1,1,2,18,14.8,+29,PF,15
Kevin Love,6,2017-05-03,ECS,CLE,1,TOR,2,22,1,20.716666666666665,4,9,.444,1,4,.250,0,0,,1,6,7,1,1,0,4,4,9,2.9,+10,PF,15
Kevin Love,7,2017-05-05,ECS,CLE,0,TOR,3,21,1,31.733333333333334,6,9,.667,1,1,1.000,3,4,.750,1,13,14,0,0,1,4,2,16,12.2,+1,PF,15
Kevin Love,8,2017-05-07,ECS,CLE,0,TOR,4,7,1,33.7,2,7,.286,1,4,.250,0,0,,0,6,6,2,0,0,0,2,5,3.3,+13,PF,15
Kevin Love,9,2017-05-17,ECF,CLE,0,BOS,1,13,1,33.833333333333336,9,16,.563,6,9,.667,8,9,.889,1,11,12,0,1,1,2,3,32,26.5,+18,PF,15
Kevin Love,10,2017-05-19,ECF,CLE,0,BOS,2,44,1,26.766666666666666,7,14,.500,4,9,.444,3,4,.750,3,9,12,2,1,0,1,2,21,19.0,+35,PF,15
Kevin Love,11,2017-05-21,ECF,CLE,1,BOS,3,-3,1,35.833333333333336,8,16,.500,7,13,.538,5,6,.833,1,9,10,3,0,2,2,2,28,23.7,+4,PF,15
Kevin Love,12,2017-05-23,ECF,CLE,1,BOS,4,13,1,41.983333333333334,6,13,.462,3,5,.600,2,2,1.000,2,15,17,5,1,2,1,3,17,19.9,+7,PF,15
Kevin Love,13,2017-05-25,ECF,CLE,0,BOS,5,33,1,27.983333333333334,5,13,.385,3,7,.429,2,2,1.000,2,9,11,3,4,1,1,2,15,17.0,+43,PF,15
Kevin Love,14,2017-06-01,FIN,CLE,0,GSW,1,-22,1,34.21666666666667,4,13,.308,3,6,.500,4,4,1.000,5,16,21,1,0,3,1,4,15,16.0,-11,PF,15
Kevin Love,15,2017-06-04,FIN,CLE,0,GSW,2,-19,1,30.183333333333334,12,23,.522,2,7,.286,1,1,1.000,4,3,7,0,2,0,1,3,27,19.2,-8,PF,15
Kevin Love,16,2017-06-07,FIN,CLE,1,GSW,3,-5,1,37.266666666666666,1,9,.111,1,7,.143,6,7,.857,4,9,13,1,6,0,2,3,9,11.7,-11,PF,15
Kevin Love,17,2017-06-09,FIN,CLE,1,GSW,4,21,1,29.4,7,14,.500,6,8,.750,3,3,1.000,2,3,5,1,3,1,1,2,23,20.9,+18,PF,15
Kevin Love,18,2017-06-12,FIN,CLE,0,GSW,5,-9,1,29.916666666666668,2,8,.250,0,3,.000,2,5,.400,3,7,10,2,0,1,0,2,6,5.5,-23,PF,15
Kevin Love,1,2018-04-15,EC1,CLE,1,IND,1,-18,1,34.1,3,8,.375,3,6,.500,0,1,.000,3,14,17,2,1,1,2,3,9,10.4,-7,PF,15
Kevin Love,2,2018-04-18,EC1,CLE,1,IND,2,3,1,34.4,5,16,.313,2,6,.333,3,3,1.000,3,5,8,0,0,0,3,1,15,6.0,+4,PF,15
Kevin Love,3,2018-04-20,EC1,CLE,0,IND,3,-2,1,37.483333333333334,7,13,.538,3,5,.600,2,2,1.000,3,3,6,1,1,0,4,4,19,11.8,-2,PF,15
Kevin Love,4,2018-04-22,EC1,CLE,0,IND,4,4,1,29.25,2,10,.200,0,3,.000,1,2,.500,5,6,11,1,2,1,2,3,5,3.9,+3,PF,15
Kevin Love,5,2018-04-25,EC1,CLE,1,IND,5,3,1,37.35,2,11,.182,1,3,.333,6,6,1.000,4,6,10,1,0,0,2,2,11,6.6,+4,PF,15
Kevin Love,6,2018-04-27,EC1,CLE,0,IND,6,-34,1,24.3,3,10,.300,1,4,.250,0,0,,0,7,7,0,0,0,2,1,7,0.9,-15,PF,15
Kevin Love,7,2018-04-29,EC1,CLE,1,IND,7,4,1,32.233333333333334,5,13,.385,4,8,.500,0,0,,3,3,6,2,0,0,1,5,14,8.3,+7,PF,15
Kevin Love,8,2018-05-01,ECS,CLE,0,TOR,1,1,1,34.2,3,13,.231,1,4,.250,0,0,,2,11,13,2,0,0,2,5,7,1.2,-7,PF,15
Kevin Love,9,2018-05-03,ECS,CLE,0,TOR,2,18,1,35.233333333333334,11,21,.524,2,6,.333,7,7,1.000,1,10,11,2,1,1,1,4,31,24.9,+21,PF,15
Kevin Love,10,2018-05-05,ECS,CLE,1,TOR,3,2,1,38.36666666666667,7,14,.500,1,3,.333,6,7,.857,1,15,16,2,1,1,1,3,21,19.7,+20,PF,15
Kevin Love,11,2018-05-07,ECS,CLE,1,TOR,4,35,1,30.416666666666668,8,13,.615,2,4,.500,5,6,.833,0,6,6,0,2,2,2,3,23,18.7,+31,PF,15
Kevin Love,12,2018-05-13,ECF,CLE,0,BOS,1,-25,1,30.516666666666666,5,14,.357,1,4,.250,6,6,1.000,2,6,8,3,0,0,1,3,17,12.3,-13,PF,15
Kevin Love,13,2018-05-15,ECF,CLE,0,BOS,2,-13,1,35.25,9,18,.500,2,6,.333,2,2,1.000,2,13,15,2,0,0,1,4,22,17.1,-10,PF,15
Kevin Love,14,2018-05-19,ECF,CLE,1,BOS,3,30,1,29.75,4,12,.333,1,4,.250,4,4,1.000,2,12,14,4,1,0,4,3,13,9.8,+24,PF,15
Kevin Love,15,2018-05-21,ECF,CLE,1,BOS,4,9,1,28.95,3,12,.250,1,4,.250,2,2,1.000,2,9,11,3,0,0,6,5,9,0.0,+5,PF,15
Kevin Love,16,2018-05-23,ECF,CLE,0,BOS,5,-13,1,30.65,6,13,.462,2,7,.286,0,0,,0,7,7,2,2,1,2,2,14,10.7,-23,PF,15
Kevin Love,17,2018-05-25,ECF,CLE,1,BOS,6,10,1,5.033333333333333,0,3,.000,0,1,.000,0,0,,2,2,4,0,0,0,0,1,0,-0.5,-4,PF,15
Kevin Love,18,2018-05-31,FIN,CLE,0,GSW,1,-10,1,39.06666666666667,9,20,.450,1,8,.125,2,2,1.000,2,11,13,1,0,0,1,1,21,14.6,-13,PF,15
Kevin Love,19,2018-06-03,FIN,CLE,0,GSW,2,-19,1,34.9,7,18,.389,3,8,.375,5,5,1.000,4,6,10,1,2,1,1,1,22,18.8,-12,PF,15
Kevin Love,20,2018-06-06,FIN,CLE,1,GSW,3,-8,1,31.2,6,13,.462,3,7,.429,5,5,1.000,5,8,13,3,1,0,2,2,20,19.5,-1,PF,15
Kevin Love,21,2018-06-08,FIN,CLE,1,GSW,4,-23,1,27.733333333333334,4,13,.308,2,5,.400,3,4,.750,3,6,9,2,1,0,1,2,13,9.6,-26,PF,15
Kevin Love,1,2023-04-16,EC1,MIA,0,MIL,1,13,0,22.666666666666668,5,9,.556,4,7,.571,4,4,1.000,1,7,8,1,0,0,0,2,18,16.4,+5,PF,15
Kevin Love,2,2023-04-19,EC1,MIA,0,MIL,2,-16,0,11.1,0,2,.000,0,1,.000,4,4,1.000,0,3,3,1,1,1,1,0,4,4.9,-13,PF,15
Kevin Love,3,2023-04-22,EC1,MIA,1,MIL,3,22,1,20.566666666666666,2,6,.333,2,6,.333,0,0,,0,7,7,2,1,1,0,0,6,7.8,+3,PF,15
Kevin Love,4,2023-04-24,EC1,MIA,1,MIL,4,5,1,22.216666666666665,2,6,.333,2,5,.400,0,0,,1,6,7,2,1,2,0,4,6,7.3,-6,PF,15
Davion Mitchell,1,2023-04-15,WC1,SAC,1,GSW,1,3,0,21.783333333333335,1,3,.333,1,2,.500,0,0,,0,1,1,4,1,1,2,3,3,2.9,+4,PG,15
Davion Mitchell,2,2023-04-17,WC1,SAC,1,GSW,2,8,0,28.283333333333335,5,10,.500,2,6,.333,2,2,1.000,1,1,2,3,2,0,0,2,14,13.3,+2,PG,15
Davion Mitchell,3,2023-04-20,WC1,SAC,0,GSW,3,-17,0,17.55,2,6,.333,1,5,.200,0,0,,0,1,1,1,0,0,1,0,5,1.6,-10,PG,15
Davion Mitchell,4,2023-04-23,WC1,SAC,0,GSW,4,-1,0,28.483333333333334,5,8,.625,1,2,.500,1,1,1.000,1,0,1,1,1,0,1,1,12,9.4,-10,PG,15
Keegan Murray,1,2023-04-15,WC1,SAC,1,GSW,1,3,1,15.833333333333334,1,5,.200,0,3,.000,0,0,,2,2,4,0,0,0,0,2,2,0.1,+1,SF,15
Keegan Murray,2,2023-04-17,WC1,SAC,1,GSW,2,8,1,16.316666666666666,0,1,.000,0,0,,2,2,1.000,1,2,3,1,1,0,1,2,2,2.5,+3,SF,15
Keegan Murray,3,2023-04-20,WC1,SAC,0,GSW,3,-17,1,21.816666666666666,2,7,.286,1,5,.200,1,2,.500,2,3,5,0,1,1,1,5,6,2.5,0,SF,15
Keegan Murray,4,2023-04-23,WC1,SAC,0,GSW,4,-1,1,32.86666666666667,9,13,.692,5,7,.714,0,0,,2,5,7,1,0,0,0,3,23,19.9,-5,SF,15
