player,G,date,age,team,H/A,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pos,season,KM
Precious Achiuwa,16,2021-01-25,21-128,MIA,0,BKN,-13,0,12.683333333333334,2,4,.500,0,0,,0,0,,0,4,4,1,1,1,2,2,4,2.8,-10,C,2021,15
Precious Achiuwa,17,2021-01-27,21-130,MIA,1,DEN,-27,0,20.266666666666666,4,8,.500,0,0,,2,2,1.000,1,5,6,3,2,3,1,2,10,12.6,-3,C,2021,15
Precious Achiuwa,18,2021-01-28,21-131,MIA,1,LAC,-4,0,13.35,4,4,1.000,0,0,,2,5,.400,2,3,5,0,0,0,0,1,10,9.5,-1,C,2021,15
Precious Achiuwa,19,2021-01-30,21-133,MIA,1,SAC,1,0,12.3,3,4,.750,0,0,,0,0,,2,0,2,0,0,0,1,0,6,4.8,-1,C,2021,15
Precious Achiuwa,20,2021-02-01,21-135,MIA,1,CHA,-8,0,13.7,1,3,.333,0,0,,2,4,.500,1,2,3,0,0,2,0,1,4,3.8,-6,C,2021,15
Precious Achiuwa,21,2021-02-03,21-137,MIA,1,WAS,-3,0,13.083333333333334,2,4,.500,0,0,,3,6,.500,0,4,4,0,2,0,0,0,7,7.0,-5,C,2021,15
Precious Achiuwa,22,2021-02-05,21-139,MIA,1,WAS,27,0,20.316666666666666,2,8,.250,0,0,,0,0,,0,1,1,0,1,0,2,3,4,-2.7,-2,C,2021,15
Precious Achiuwa,23,2021-02-07,21-141,MIA,0,NYK,6,0,9.266666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,-4,C,2021,15
Precious Achiuwa,24,2021-02-09,21-143,MIA,1,NYK,2,0,9.433333333333334,0,2,.000,0,0,,0,0,,1,1,2,1,0,1,0,1,0,0.6,+5,C,2021,15
Precious Achiuwa,25,2021-02-11,21-145,MIA,0,HOU,7,0,5.166666666666667,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4,-5,C,2021,15
Precious Achiuwa,26,2021-02-13,21-147,MIA,0,UTA,-18,0,4.633333333333333,0,2,.000,0,0,,0,0,,0,2,2,0,0,1,3,2,0,-3.9,+2,C,2021,15
Precious Achiuwa,27,2021-02-15,21-149,MIA,0,LAC,-7,0,12.1,3,6,.500,0,0,,2,2,1.000,0,1,1,0,2,0,0,3,8,6.1,-2,C,2021,15
Precious Achiuwa,28,2021-02-17,21-151,MIA,0,GSW,-8,0,17.05,6,7,.857,0,0,,1,1,1.000,0,6,6,0,0,0,0,1,13,11.9,+17,C,2021,15
Precious Achiuwa,29,2021-02-18,21-152,MIA,0,SAC,8,0,12.466666666666667,0,4,.000,0,0,,0,0,,1,3,4,1,0,2,1,0,0,-0.1,-10,C,2021,15
Precious Achiuwa,30,2021-02-20,21-154,MIA,0,LAL,2,0,11.6,2,4,.500,0,0,,0,2,.000,1,3,4,0,0,0,1,1,4,1.4,+10,C,2021,15
Precious Achiuwa,31,2021-02-22,21-156,MIA,0,OKC,14,0,9.483333333333333,1,1,1.000,0,0,,0,2,.000,1,2,3,1,0,0,0,0,2,2.9,+3,C,2021,15
Precious Achiuwa,32,2021-02-24,21-158,MIA,1,TOR,8,0,6.0,0,0,,0,0,,1,2,.500,0,2,2,0,0,0,0,1,1,0.8,-4,C,2021,15
Precious Achiuwa,33,2021-02-28,21-162,MIA,1,ATL,10,0,12.033333333333333,4,5,.800,0,0,,6,7,.857,4,3,7,1,1,1,1,0,14,16.8,+4,C,2021,15
Precious Achiuwa,34,2021-03-02,21-164,MIA,1,ATL,-14,0,15.033333333333333,1,1,1.000,0,0,,0,2,.000,1,3,4,0,1,1,0,2,2,3.4,-9,C,2021,15
Precious Achiuwa,35,2021-03-04,21-166,MIA,0,NOP,10,0,16.466666666666665,4,8,.500,0,0,,0,0,,2,3,5,0,1,0,0,0,8,7.3,-3,C,2021,15
Precious Achiuwa,36,2021-03-11,21-173,MIA,1,ORL,8,0,4.55,1,1,1.000,0,0,,0,2,.000,1,1,2,0,0,0,1,0,2,0.9,-5,C,2021,15
Precious Achiuwa,37,2021-03-12,21-174,MIA,0,CHI,11,0,3.033333333333333,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,-1,C,2021,15
Precious Achiuwa,38,2021-03-14,21-176,MIA,0,ORL,5,0,11.883333333333333,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,1,4,2,-0.9,-1,C,2021,15
Precious Achiuwa,39,2021-03-17,21-179,MIA,0,MEM,-4,0,10.466666666666667,1,5,.200,0,0,,0,2,.000,2,3,5,0,0,0,0,0,2,0.4,-17,C,2021,15
Precious Achiuwa,40,2021-03-19,21-181,MIA,1,IND,-27,0,4.366666666666666,2,2,1.000,0,0,,0,0,,0,0,0,0,0,1,0,0,4,4.1,-1,C,2021,15
Precious Achiuwa,41,2021-03-21,21-183,MIA,1,IND,-3,0,3.2333333333333334,0,2,.000,0,0,,0,2,.000,1,0,1,0,0,0,0,1,0,-1.9,-10,C,2021,15
Precious Achiuwa,42,2021-03-23,21-185,MIA,1,PHX,-10,0,12.966666666666667,3,4,.750,0,0,,3,4,.750,2,1,3,1,0,0,0,0,9,9.4,+9,C,2021,15
Precious Achiuwa,43,2021-03-25,21-187,MIA,1,POR,-3,0,13.916666666666666,1,4,.250,0,0,,0,0,,0,1,1,0,0,1,2,1,2,-1.8,-9,C,2021,15
Precious Achiuwa,44,2021-03-26,21-188,MIA,0,CHA,-5,0,10.966666666666667,2,4,.500,0,0,,0,3,.000,2,3,5,2,0,1,0,1,4,4.8,-3,C,2021,15
Precious Achiuwa,45,2021-03-29,21-191,MIA,0,NYK,10,0,10.516666666666667,1,3,.333,0,0,,0,0,,1,2,3,1,0,1,1,5,2,0.0,0,C,2021,15
Precious Achiuwa,46,2021-03-31,21-193,MIA,0,IND,5,0,7.583333333333333,1,2,.500,0,0,,0,0,,2,2,4,0,0,0,0,2,2,2.2,-13,C,2021,15
Precious Achiuwa,47,2021-04-03,21-196,MIA,1,CLE,14,0,8.883333333333333,3,3,1.000,0,0,,0,0,,0,2,2,1,0,1,1,0,6,6.1,-3,C,2021,15
Precious Achiuwa,48,2021-04-06,21-199,MIA,1,MEM,-12,0,1.6166666666666667,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+5,C,2021,15
Precious Achiuwa,49,2021-04-08,21-201,MIA,1,LAL,6,0,9.3,2,7,.286,0,0,,3,5,.600,4,1,5,0,1,1,0,4,7,5.3,+3,C,2021,15
Precious Achiuwa,50,2021-04-11,21-204,MIA,0,POR,9,0,13.183333333333334,1,3,.333,0,0,,0,0,,3,1,4,0,0,1,0,3,2,2.2,+10,C,2021,15
Precious Achiuwa,51,2021-04-13,21-206,MIA,0,PHX,-20,0,8.916666666666666,1,2,.500,0,0,,0,0,,1,1,2,0,1,0,0,2,2,2.2,-14,C,2021,15
Precious Achiuwa,52,2021-04-14,21-207,MIA,0,DEN,-17,0,11.416666666666666,2,3,.667,0,0,,2,2,1.000,0,2,2,1,0,0,0,0,6,6.0,-5,C,2021,15
Precious Achiuwa,53,2021-04-16,21-209,MIA,0,MIN,-8,0,14.566666666666666,0,2,.000,0,0,,0,0,,1,2,3,1,0,0,0,2,0,-0.2,-2,C,2021,15
Precious Achiuwa,54,2021-04-19,21-212,MIA,1,HOU,22,1,28.966666666666665,4,11,.364,0,0,,0,0,,3,8,11,0,1,0,3,5,8,2.4,-1,C,2021,15
Precious Achiuwa,55,2021-04-21,21-214,MIA,0,SAS,20,0,1.9666666666666668,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,0,1,0.9,+2,C,2021,15
Precious Achiuwa,56,2021-05-01,21-224,MIA,0,CLE,17,0,1.6666666666666665,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,C,2021,15
Precious Achiuwa,57,2021-05-02,21-225,MIA,0,CHA,10,0,1.15,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-3,C,2021,15
Precious Achiuwa,58,2021-05-04,21-227,MIA,1,DAL,-14,0,5.683333333333334,1,2,.500,0,0,,0,0,,0,1,1,1,0,1,0,0,2,2.7,+12,C,2021,15
Precious Achiuwa,59,2021-05-13,21-236,MIA,1,PHI,12,0,1.7166666666666668,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5,C,2021,15
Precious Achiuwa,60,2021-05-15,21-238,MIA,0,MIL,-14,0,2.1666666666666665,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,0,2,1.7,+3,C,2021,15
Precious Achiuwa,61,2021-05-16,21-239,MIA,0,DET,13,1,41.56666666666667,10,16,.625,0,0,,3,7,.429,3,7,10,0,2,1,2,3,23,17.9,+6,C,2021,15
Bam Adebayo,1,2020-12-23,23-158,MIA,0,ORL,-6,1,34.68333333333333,11,16,.688,0,0,,3,4,.750,3,8,11,4,0,1,7,4,25,17.2,-12,C,2021,15
Bam Adebayo,2,2020-12-25,23-160,MIA,1,NOP,13,1,28.216666666666665,5,9,.556,0,0,,7,8,.875,0,4,4,2,2,1,3,2,17,13.8,+9,C,2021,15
Bam Adebayo,3,2020-12-29,23-164,MIA,1,MIL,-47,1,25.016666666666666,5,7,.714,0,0,,2,2,1.000,0,6,6,4,1,1,5,2,12,9.6,-32,C,2021,15
Bam Adebayo,4,2020-12-30,23-165,MIA,1,MIL,11,1,35.45,7,13,.538,0,0,,8,10,.800,1,7,8,10,1,2,2,1,22,24.7,+11,C,2021,15
Bam Adebayo,5,2021-01-01,23-167,MIA,0,DAL,-10,1,36.483333333333334,8,12,.667,0,0,,3,4,.750,2,9,11,2,4,0,3,3,19,18.7,-8,C,2021,15
Bam Adebayo,6,2021-01-04,23-170,MIA,1,OKC,28,1,28.4,9,10,.900,0,0,,2,3,.667,1,7,8,4,0,0,1,2,20,20.0,+25,C,2021,15
Bam Adebayo,7,2021-01-06,23-172,MIA,1,BOS,-2,1,33.75,5,10,.500,0,0,,5,6,.833,1,7,8,10,0,2,2,2,15,18.0,-9,C,2021,15
Bam Adebayo,8,2021-01-09,23-175,MIA,0,WAS,4,1,21.433333333333334,2,4,.500,0,0,,5,7,.714,1,15,16,4,0,1,4,5,9,8.9,+4,C,2021,15
Bam Adebayo,9,2021-01-16,23-182,MIA,1,DET,-20,1,33.68333333333333,8,11,.727,0,0,,12,12,1.000,1,6,7,6,0,3,2,2,28,29.5,-13,C,2021,15
Bam Adebayo,10,2021-01-18,23-184,MIA,1,DET,6,1,35.46666666666667,9,15,.600,0,1,.000,10,11,.909,2,9,11,5,2,1,7,5,28,22.0,+5,C,2021,15
Bam Adebayo,11,2021-01-20,23-186,MIA,0,TOR,9,1,33.583333333333336,6,14,.429,0,0,,2,2,1.000,5,8,13,7,0,0,2,1,14,15.0,+2,C,2021,15
Bam Adebayo,12,2021-01-22,23-188,MIA,0,TOR,-20,1,34.05,6,13,.462,0,0,,2,2,1.000,3,5,8,4,0,0,4,2,14,8.9,+1,C,2021,15
Bam Adebayo,13,2021-01-23,23-189,MIA,0,BKN,-4,1,37.86666666666667,14,20,.700,1,1,1.000,12,14,.857,0,5,5,9,1,0,1,5,41,37.6,+4,C,2021,15
Bam Adebayo,14,2021-01-25,23-191,MIA,0,BKN,-13,1,35.31666666666667,10,19,.526,1,1,1.000,5,6,.833,3,7,10,5,0,1,3,1,26,21.3,-3,C,2021,15
Bam Adebayo,15,2021-01-27,23-193,MIA,1,DEN,-27,1,33.516666666666666,6,13,.462,0,1,.000,3,4,.750,2,5,7,6,0,0,3,0,15,12.0,-23,C,2021,15
Bam Adebayo,16,2021-01-28,23-194,MIA,1,LAC,-4,1,34.65,6,16,.375,0,1,.000,4,4,1.000,3,10,13,7,1,0,1,1,16,16.8,-3,C,2021,15
Bam Adebayo,17,2021-01-30,23-196,MIA,1,SAC,1,1,35.78333333333333,7,11,.636,0,0,,4,4,1.000,2,11,13,4,2,1,5,2,18,17.5,-1,C,2021,15
Bam Adebayo,18,2021-02-01,23-198,MIA,1,CHA,-8,1,38.93333333333333,10,15,.667,0,0,,3,4,.750,3,6,9,2,0,3,1,6,23,20.1,-2,C,2021,15
Bam Adebayo,19,2021-02-03,23-200,MIA,1,WAS,-3,1,34.916666666666664,8,15,.533,0,0,,1,2,.500,2,9,11,6,2,1,3,5,17,15.3,+2,C,2021,15
Bam Adebayo,20,2021-02-05,23-202,MIA,1,WAS,27,1,27.683333333333334,5,10,.500,0,0,,11,11,1.000,1,3,4,3,1,2,0,2,21,21.3,+29,C,2021,15
Bam Adebayo,21,2021-02-07,23-204,MIA,0,NYK,6,1,38.733333333333334,10,17,.588,0,0,,4,6,.667,2,9,11,5,1,1,1,0,24,23.6,+10,C,2021,15
Bam Adebayo,22,2021-02-09,23-206,MIA,1,NYK,2,1,35.45,3,9,.333,0,0,,13,16,.813,4,2,6,2,2,2,3,0,19,17.9,-5,C,2021,15
Bam Adebayo,23,2021-02-11,23-208,MIA,0,HOU,7,1,33.53333333333333,3,8,.375,0,0,,4,5,.800,1,12,13,8,2,0,8,6,10,6.7,+3,C,2021,15
Bam Adebayo,24,2021-02-13,23-210,MIA,0,UTA,-18,1,36.81666666666667,7,17,.412,0,0,,0,0,,2,8,10,6,2,0,1,0,14,13.9,-11,C,2021,15
Bam Adebayo,25,2021-02-15,23-212,MIA,0,LAC,-7,1,35.9,12,15,.800,0,0,,3,5,.600,3,9,12,7,1,2,3,3,27,28.4,-5,C,2021,15
Bam Adebayo,26,2021-02-17,23-214,MIA,0,GSW,-8,1,33.61666666666667,10,16,.625,0,0,,4,5,.800,2,3,5,7,0,2,3,5,24,20.0,-20,C,2021,15
Bam Adebayo,27,2021-02-18,23-215,MIA,0,SAC,8,1,35.53333333333333,6,13,.462,0,0,,4,4,1.000,3,9,12,10,0,0,4,2,16,16.3,+18,C,2021,15
Bam Adebayo,28,2021-02-20,23-217,MIA,0,LAL,2,1,36.4,8,16,.500,0,1,.000,0,0,,3,7,10,6,2,1,2,1,16,16.7,-8,C,2021,15
Bam Adebayo,29,2021-02-22,23-219,MIA,0,OKC,14,1,37.083333333333336,7,10,.700,0,0,,5,6,.833,3,10,13,5,0,1,4,3,19,18.5,+13,C,2021,15
Bam Adebayo,30,2021-02-24,23-221,MIA,1,TOR,8,1,35.28333333333333,7,11,.636,0,0,,5,6,.833,6,6,12,4,1,1,1,2,19,22.4,+4,C,2021,15
Bam Adebayo,31,2021-02-26,23-223,MIA,1,UTA,8,1,34.21666666666667,7,14,.500,0,0,,5,5,1.000,2,9,11,7,1,1,3,3,19,18.5,+5,C,2021,15
Bam Adebayo,32,2021-02-28,23-225,MIA,1,ATL,10,1,34.93333333333333,6,12,.500,0,0,,4,5,.800,5,8,13,5,0,3,5,2,16,15.3,+7,C,2021,15
Bam Adebayo,33,2021-03-02,23-227,MIA,1,ATL,-14,1,32.96666666666667,3,8,.375,0,0,,5,6,.833,0,2,2,3,0,0,1,0,11,7.9,-5,C,2021,15
Bam Adebayo,34,2021-03-16,23-241,MIA,1,CLE,15,1,29.716666666666665,6,14,.429,0,0,,2,3,.667,7,2,9,6,0,2,2,2,14,14.5,-3,C,2021,15
Bam Adebayo,35,2021-03-17,23-242,MIA,0,MEM,-4,1,35.233333333333334,5,11,.455,0,0,,5,6,.833,2,10,12,6,1,0,3,4,15,13.9,+14,C,2021,15
Bam Adebayo,36,2021-03-19,23-244,MIA,1,IND,-27,1,26.316666666666666,8,11,.727,0,0,,4,5,.800,3,5,8,5,1,1,0,2,20,23.1,-7,C,2021,15
Bam Adebayo,37,2021-03-21,23-246,MIA,1,IND,-3,1,36.333333333333336,11,21,.524,0,1,.000,7,8,.875,2,8,10,2,2,3,4,1,29,23.2,+22,C,2021,15
Bam Adebayo,38,2021-03-23,23-248,MIA,1,PHX,-10,1,32.4,4,9,.444,0,0,,8,9,.889,3,5,8,6,0,1,1,1,16,18.0,-15,C,2021,15
Bam Adebayo,39,2021-03-25,23-250,MIA,1,POR,-3,1,31.933333333333334,13,16,.813,0,0,,3,3,1.000,2,7,9,7,0,5,2,1,29,32.5,+11,C,2021,15
Bam Adebayo,40,2021-03-26,23-251,MIA,0,CHA,-5,1,35.0,7,11,.636,0,0,,3,6,.500,1,7,8,2,2,0,1,1,17,15.7,-5,C,2021,15
Bam Adebayo,41,2021-03-29,23-254,MIA,0,NYK,10,1,37.483333333333334,9,17,.529,0,0,,2,3,.667,7,10,17,4,1,2,1,0,20,23.4,+10,C,2021,15
Bam Adebayo,42,2021-03-31,23-256,MIA,0,IND,5,1,34.88333333333333,4,10,.400,0,0,,8,12,.667,3,5,8,7,1,2,2,2,16,17.1,+16,C,2021,15
Bam Adebayo,43,2021-04-01,23-257,MIA,1,GSW,7,1,30.466666666666665,5,13,.385,0,0,,9,9,1.000,1,7,8,6,0,1,3,3,19,15.4,+9,C,2021,15
Bam Adebayo,44,2021-04-03,23-259,MIA,1,CLE,14,1,30.516666666666666,9,12,.750,0,1,.000,0,0,,2,9,11,5,1,1,1,0,18,21.5,+13,C,2021,15
Bam Adebayo,45,2021-04-06,23-262,MIA,1,MEM,-12,1,33.333333333333336,9,14,.643,0,0,,0,3,.000,2,8,10,10,3,0,0,2,18,23.6,-8,C,2021,15
Bam Adebayo,46,2021-04-08,23-264,MIA,1,LAL,6,1,28.266666666666666,6,12,.500,0,0,,1,3,.333,2,5,7,4,0,2,2,5,13,9.3,+3,C,2021,15
Bam Adebayo,47,2021-04-11,23-267,MIA,0,POR,9,1,34.81666666666667,9,14,.643,0,0,,4,8,.500,0,3,3,2,2,0,2,2,22,15.7,-1,C,2021,15
Bam Adebayo,48,2021-04-13,23-269,MIA,0,PHX,-20,1,33.13333333333333,4,6,.667,0,0,,3,4,.750,4,6,10,5,3,1,4,2,11,15.0,+2,C,2021,15
Bam Adebayo,49,2021-04-14,23-270,MIA,0,DEN,-17,1,30.333333333333332,7,16,.438,0,0,,7,8,.875,1,5,6,2,2,2,6,1,21,12.8,-13,C,2021,15
Bam Adebayo,50,2021-04-16,23-272,MIA,0,MIN,-8,1,33.266666666666666,7,8,.875,0,0,,3,5,.600,0,4,4,4,0,0,2,4,17,13.8,-6,C,2021,15
Bam Adebayo,51,2021-04-18,23-274,MIA,1,BKN,2,1,32.65,9,16,.563,0,0,,3,5,.600,5,10,15,5,2,0,7,3,21,16.4,+9,C,2021,15
Bam Adebayo,52,2021-04-21,23-277,MIA,0,SAS,20,1,31.366666666666667,8,12,.667,0,0,,7,8,.875,1,7,8,5,3,1,1,1,23,26.0,+1,C,2021,15
Bam Adebayo,53,2021-04-23,23-279,MIA,0,ATL,-15,1,36.416666666666664,6,12,.500,0,0,,4,6,.667,0,3,3,5,3,1,5,2,16,11.5,-6,C,2021,15
Bam Adebayo,54,2021-04-24,23-280,MIA,1,CHI,5,1,35.06666666666667,7,13,.538,0,0,,6,7,.857,2,4,6,10,2,0,1,2,20,23.1,0,C,2021,15
Bam Adebayo,55,2021-04-26,23-282,MIA,1,CHI,-8,1,36.88333333333333,9,14,.643,0,0,,5,6,.833,2,4,6,2,2,2,1,1,23,22.4,-16,C,2021,15
Bam Adebayo,56,2021-04-28,23-284,MIA,1,SAS,5,1,32.083333333333336,7,11,.636,0,0,,7,8,.875,4,7,11,2,1,0,2,4,21,19.4,-6,C,2021,15
Bam Adebayo,57,2021-05-01,23-287,MIA,0,CLE,17,1,33.0,6,13,.462,0,0,,1,2,.500,2,8,10,6,4,0,0,2,13,17.1,+23,C,2021,15
Bam Adebayo,58,2021-05-02,23-288,MIA,0,CHA,10,1,33.53333333333333,9,13,.692,0,0,,2,3,.667,2,5,7,10,1,0,3,2,20,21.2,+5,C,2021,15
Bam Adebayo,59,2021-05-04,23-290,MIA,1,DAL,-14,1,30.366666666666667,4,10,.400,0,0,,3,6,.500,3,6,9,11,2,0,3,1,11,14.6,-22,C,2021,15
Bam Adebayo,60,2021-05-07,23-293,MIA,1,MIN,9,1,32.766666666666666,6,10,.600,0,0,,3,4,.750,0,4,4,4,2,2,2,4,15,13.8,-4,C,2021,15
Bam Adebayo,61,2021-05-09,23-295,MIA,0,BOS,6,1,33.25,5,5,1.000,0,0,,10,11,.909,1,5,6,3,2,0,3,4,20,19.8,-3,C,2021,15
Bam Adebayo,62,2021-05-11,23-297,MIA,0,BOS,8,1,34.56666666666667,10,15,.667,0,0,,2,3,.667,2,5,7,5,1,2,4,4,22,18.3,+8,C,2021,15
Bam Adebayo,63,2021-05-13,23-299,MIA,1,PHI,12,1,34.6,9,13,.692,0,0,,0,0,,3,9,12,8,0,1,1,1,18,22.2,+8,C,2021,15
Bam Adebayo,64,2021-05-15,23-301,MIA,0,MIL,-14,1,33.21666666666667,2,9,.222,0,0,,1,1,1.000,1,7,8,8,2,0,2,1,5,7.5,-7,C,2021,15
Nickeil Alexander-Walker,1,2020-12-23,22-112,NOP,0,TOR,14,0,3.8833333333333333,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,0,3,1.3,-2,SG,2021,15
Nickeil Alexander-Walker,2,2020-12-29,22-118,NOP,0,PHX,-25,0,21.516666666666666,4,10,.400,0,1,.000,3,3,1.000,0,0,0,4,1,0,1,4,11,6.8,-9,SG,2021,15
Nickeil Alexander-Walker,3,2020-12-31,22-120,NOP,0,OKC,33,0,19.083333333333332,6,13,.462,2,5,.400,0,0,,0,3,3,1,2,0,3,1,14,7.5,+24,SG,2021,15
Nickeil Alexander-Walker,4,2021-01-02,22-122,NOP,1,TOR,4,0,6.6,1,5,.200,1,5,.200,0,0,,0,0,0,1,1,1,1,1,3,0.9,-8,SG,2021,15
Nickeil Alexander-Walker,5,2021-01-04,22-124,NOP,1,IND,-2,0,10.966666666666667,2,5,.400,2,4,.500,0,0,,1,1,2,1,0,0,0,1,6,4.6,-7,SG,2021,15
Nickeil Alexander-Walker,6,2021-01-06,22-126,NOP,1,OKC,-1,0,26.766666666666666,5,14,.357,0,5,.000,3,3,1.000,1,4,5,1,2,0,1,3,13,7.6,+9,SG,2021,15
Nickeil Alexander-Walker,7,2021-01-08,22-128,NOP,1,CHA,-8,0,14.6,2,5,.400,1,3,.333,0,0,,0,1,1,2,0,0,2,3,5,0.8,-6,SG,2021,15
Nickeil Alexander-Walker,8,2021-01-13,22-133,NOP,0,LAC,-5,1,33.233333333333334,15,23,.652,5,8,.625,2,2,1.000,0,8,8,1,1,0,1,2,37,29.2,-4,SG,2021,15
Nickeil Alexander-Walker,9,2021-01-15,22-135,NOP,0,LAL,-17,1,20.166666666666668,5,8,.625,2,3,.667,0,0,,0,3,3,2,0,0,5,5,12,3.7,-5,SG,2021,15
Nickeil Alexander-Walker,10,2021-01-17,22-137,NOP,0,SAC,5,1,33.38333333333333,3,8,.375,1,3,.333,2,5,.400,1,4,5,5,2,0,0,2,9,10.0,-2,SG,2021,15
Nickeil Alexander-Walker,11,2021-01-19,22-139,NOP,0,UTA,-16,0,30.65,4,13,.308,1,6,.167,0,0,,0,5,5,2,2,1,2,1,9,4.7,-13,SG,2021,15
Nickeil Alexander-Walker,12,2021-01-21,22-141,NOP,0,UTA,-11,0,17.95,3,7,.429,0,2,.000,5,7,.714,0,1,1,3,1,0,2,1,11,7.5,+8,SG,2021,15
Nickeil Alexander-Walker,13,2021-01-23,22-143,NOP,0,MIN,-10,0,21.066666666666666,3,6,.500,1,4,.250,3,3,1.000,0,3,3,1,0,0,2,3,10,5.4,-11,SG,2021,15
Nickeil Alexander-Walker,14,2021-01-27,22-147,NOP,1,WAS,18,0,29.966666666666665,3,11,.273,2,6,.333,0,0,,1,4,5,5,2,1,2,2,8,6.8,+11,SG,2021,15
Nickeil Alexander-Walker,15,2021-01-29,22-149,NOP,1,MIL,5,0,22.483333333333334,3,10,.300,0,5,.000,0,0,,0,4,4,0,2,0,0,1,6,3.0,-4,SG,2021,15
Nickeil Alexander-Walker,16,2021-01-30,22-150,NOP,1,HOU,-14,0,32.75,4,13,.308,1,8,.125,4,6,.667,0,5,5,4,3,3,0,1,13,13.7,-16,SG,2021,15
Nickeil Alexander-Walker,17,2021-02-01,22-152,NOP,1,SAC,-9,0,18.116666666666667,2,8,.250,2,3,.667,1,1,1.000,0,0,0,2,1,0,0,2,7,3.8,-5,SG,2021,15
Nickeil Alexander-Walker,18,2021-02-03,22-154,NOP,1,PHX,22,0,20.416666666666668,3,10,.300,0,5,.000,0,0,,0,2,2,5,3,0,3,3,6,3.1,+2,SG,2021,15
