,Player,Stat,Line,o_Prob,u_Prob,num_books,means,Team,League,Date
54,Aaron Gordon,PTS+AST,16.5,0.4426514451732624,0.5573485548267376,2.0,16.08682480440113,MIA,7,2023-06-04
57,Aaron Gordon,TRB,6.0,0.45365951879215893,0.5463404812078411,1.0,5.9198813635201155,MIA,7,2023-06-04
44,Jimmy Butler,PTS,26.5,0.46020032787115106,0.5397996721288489,4.0,26.155228885484632,DEN,7,2023-06-04
10,Jack Flaherty,Pitcher Strikeouts,5.5,0.4682353523461362,0.5317646476538638,9.0,5.483408252130168,PIT,2,2023-06-02
68,Kentavious Caldwell-Pope,PTS,10.0,0.4709711463328431,0.5290288536671568,1.0,9.960771324385213,MIA,7,2023-06-04
21,Shohei Ohtani,Pitcher Strikeouts,7.5,0.4718997701515274,0.5281002298484726,9.0,7.476386340223891,HOU,2,2023-06-02
12,Logan Webb,Pitcher Strikeouts,5.5,0.47282867105681925,0.5271713289431808,9.0,5.510199333839725,BAL,2,2023-06-02
13,Taylor Trammell,Total Bases,0.5,0.47333921361651177,0.5266607863834882,3.0,0.6411986067862072,TEX,2,2023-06-02
6,Jace Peterson,Total Bases,0.5,0.47513843953276114,0.5248615604672389,3.0,0.6446207455120977,MIA,2,2023-06-02
19,Brandon Williamson,Pitcher Strikeouts,4.5,0.4751967125267498,0.5248032874732502,9.0,4.538545813274031,MIL,2,2023-06-02
11,Jordan Lyles,Pitcher Strikeouts,4.5,0.475775741922999,0.524224258077001,9.0,4.541610523796468,COL,2,2023-06-02
24,Framber Valdez,Pitcher Strikeouts,6.5,0.4798722695381259,0.5201277304618741,9.0,6.540678399491621,LAA,2,2023-06-02
8,Austin Hedges,Total Bases,0.5,0.48347586028204415,0.5165241397179559,3.0,0.6606332544033481,STL,2,2023-06-02
51,Aaron Gordon,BLK,0.5,0.48612029882879293,0.5138797011712071,4.0,0.6657660853336341,MIA,7,2023-06-04
60,Gabe Vincent,PTS+AST,16.5,0.4865074051702556,0.5134925948297444,6.0,16.53036103432885,DEN,7,2023-06-04
22,Chad Wallach,Total Bases,0.5,0.4865191584454649,0.5134808415545351,3.0,0.666542559843067,HOU,2,2023-06-02
50,Jamal Murray,PTS,26.5,0.4870286224724468,0.5129713775275532,10.0,26.5,MIA,7,2023-06-04
65,Kentavious Caldwell-Pope,PTS+TRB,13.5,0.48858993589700095,0.511410064102999,2.0,13.56285020495781,MIA,7,2023-06-04
2,Justin Verlander,Pitcher Strikeouts,5.5,0.48932699818880554,0.5106730018111945,9.0,5.607002400253192,TOR,2,2023-06-02
27,Nikola Jokic,PTS+TRB,40.5,0.48952279010602995,0.51047720989397,7.0,40.5,MIA,7,2023-06-04
61,Gabe Vincent,PTS+TRB+AST,18.5,0.489723892125693,0.510276107874307,9.0,18.55680915534369,DEN,7,2023-06-04
33,Bam Adebayo,PTS+TRB,28.5,0.49181444593310053,0.5081855540668995,1.0,28.557737622855548,DEN,7,2023-06-04
58,Aaron Gordon,PTS,13.5,0.4927077048223266,0.5072922951776734,10.0,13.600781691594255,MIA,7,2023-06-04
30,Nikola Jokic,AST,11.0,0.49340119278298794,0.5065988072170121,1.0,11.11564105048066,MIA,7,2023-06-04
39,Jimmy Butler,PTS+TRB,33.5,0.49340965526239267,0.5065903447376073,7.0,33.57156754896821,DEN,7,2023-06-04
32,Nikola Jokic,PTS,27.5,0.49486315361893096,0.505136846381069,7.0,27.59977455359205,MIA,7,2023-06-04
53,Aaron Gordon,PTS+TRB,19.5,0.4954121771874822,0.5045878228125178,6.0,19.616787331210237,MIA,7,2023-06-04
52,Aaron Gordon,STL,0.5,0.49598133858370863,0.5040186614162914,5.0,0.685141984976611,MIA,7,2023-06-04
67,Kentavious Caldwell-Pope,PTS+TRB+AST,14.5,0.4977683967558897,0.5022316032441103,3.0,14.646643261286592,MIA,7,2023-06-04
28,Nikola Jokic,PTS+AST,38.5,0.4980935787798899,0.5019064212201101,7.0,38.63749150274517,MIA,7,2023-06-04
40,Jimmy Butler,PTS+AST,32.5,0.4993438912913759,0.5006561087086241,7.0,32.65788091846434,DEN,7,2023-06-04
29,Nikola Jokic,PTS+TRB+AST,51.5,0.5015511879193317,0.4984488120806682,7.0,51.69498793283423,MIA,7,2023-06-04
66,Kentavious Caldwell-Pope,PTS+AST,11.5,0.5018177724761653,0.4981822275238347,2.0,11.683897259406065,MIA,7,2023-06-04
5,Shea Langeliers,Total Bases,0.5,0.502241142237428,0.497758857762572,3.0,0.6976395405908034,MIA,2,2023-06-02
43,Jimmy Butler,TRB,7.0,0.5033425043099741,0.4966574956900259,1.0,7.182911248838434,DEN,7,2023-06-04
0,Cavan Biggio,Total Bases,0.5,0.5038594856842264,0.49614051431577355,3.0,0.7008960973861799,NYM,2,2023-06-02
26,James Outman,Total Bases,0.5,0.5038594856842264,0.49614051431577355,3.0,0.7008960973861799,NYY,2,2023-06-02
18,Corbin Burnes,Pitcher Strikeouts,6.5,0.5045284066003574,0.49547159339964264,9.0,6.698871650734689,CIN,2,2023-06-02
56,Aaron Gordon,3P,0.5,0.5048042224471795,0.4951957775528205,5.0,0.7028020843992739,MIA,7,2023-06-04
46,Jamal Murray,PTS+AST,32.5,0.5078376035428138,0.49216239645718624,5.0,32.77959901497282,MIA,7,2023-06-04
45,Jamal Murray,PTS+TRB,31.5,0.5084174920074228,0.4915825079925772,6.0,31.786078537337037,MIA,7,2023-06-04
62,Gabe Vincent,PTS,12.5,0.5110275317848341,0.48897246821516593,9.0,12.766663148751832,DEN,7,2023-06-04
64,Max Strus,PTS,8.5,0.511919491304179,0.488080508695821,9.0,8.756945851114143,DEN,7,2023-06-04
41,Jimmy Butler,PTS+TRB+AST,39.5,0.5132043779985341,0.48679562200146587,10.0,39.87588232866101,DEN,7,2023-06-04
9,Rodolfo Castro,Total Bases,0.5,0.5140517473057764,0.4859482526942236,3.0,0.7216531366884199,STL,2,2023-06-02
48,Jamal Murray,AST,6.0,0.515666947130867,0.484333052869133,1.0,6.246632355708034,MIA,7,2023-06-04
47,Jamal Murray,PTS+TRB+AST,37.5,0.5175774508224191,0.4824225491775808,8.0,37.93813947288227,MIA,7,2023-06-04
31,Nikola Jokic,TRB,12.5,0.5177675557508737,0.48223244424912626,7.0,12.827109259309925,MIA,7,2023-06-04
55,Aaron Gordon,PTS+TRB+AST,21.5,0.5183566191852103,0.4816433808147898,9.0,21.882269696599945,MIA,7,2023-06-04
4,Garrett Hampson,Total Bases,0.5,0.5196694919642025,0.48033050803579747,3.0,0.7332808536198674,OAK,2,2023-06-02
63,Max Strus,PTS+TRB,11.5,0.5197240764642586,0.48027592353574144,5.0,11.837726643554467,DEN,7,2023-06-04
1,Daniel Vogelbach,Total Bases,0.5,0.5204549178443326,0.4795450821556674,3.0,0.7349173699839654,TOR,2,2023-06-02
59,Gabe Vincent,PTS+TRB,14.5,0.5227512131110047,0.4772487868889953,5.0,14.887216516234426,DEN,7,2023-06-04
25,Clayton Kershaw,Pitcher Strikeouts,6.5,0.5234400121220786,0.4765599878779214,9.0,6.821973503171142,NYY,2,2023-06-02
7,Patrick Wisdom,Total Bases,0.5,0.524571375764421,0.47542862423557897,1.0,0.7435385150239257,SD,2,2023-06-02
20,Andruw Monasterio,Total Bases,0.5,0.524571375764421,0.47542862423557897,1.0,0.7435385150239257,CIN,2,2023-06-02
23,Corey Julks,Total Bases,0.5,0.5261208653391065,0.4738791346608935,1.0,0.7468029799694716,LAA,2,2023-06-02
15,Reese McGuire,Total Bases,0.5,0.5266392751856094,0.4733607248143906,3.0,0.747897549403128,TB,2,2023-06-02
14,Kolten Wong,Total Bases,0.5,0.52746133911335,0.47253866088665,3.0,0.7496357134132475,TEX,2,2023-06-02
16,Triston Casas,Total Bases,0.5,0.5286263479258497,0.4713736520741503,3.0,0.7521041829693056,TB,2,2023-06-02
49,Jamal Murray,TRB,5.0,0.530054080205995,0.46994591979400496,1.0,5.307838414883707,MIA,7,2023-06-04
