,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
42,Marina Mabrey,3.5,4.0,AST,-0.14285714285714285,2023-05-26,WNBA,CHI
126,cauanzin,29.0,31.5,MAPS 1-2 Kills,-0.08620689655172414,2023-05-26,ESPORTS,LOUD 
98,Al Horford,7.0,7.5,PTS,-0.07142857142857142,2023-05-27,NBA,BOS
99,Al Horford,15.5,16.5,PTS+TRB+AST,-0.06451612903225806,2023-05-27,NBA,BOS
46,Bam Adebayo,12.0,12.5,TRB+AST,-0.041666666666666664,2023-05-27,NBA,MIA
199,TA2000,16.5,17.0,MAPS 1-2 Kills,-0.030303030303030304,2023-05-26,ESPORTS, Quest
213,Queenix,33.5,34.5,MAPS 1-2 Kills,-0.029850746268656716,2023-05-26,ESPORTS, ECSTATIC
44,Bam Adebayo,20.5,21.0,PTS+AST,-0.024390243902439025,2023-05-27,NBA,MIA
130,tuyz,24.5,25.0,MAPS 1-2 Kills,-0.02040816326530612,2023-05-26,ESPORTS,LOUD 
142,Zellsis,27.0,27.5,MAPS 1-2 Kills,-0.018518518518518517,2023-05-26,ESPORTS,Cloud9 
208,NickelBack,32.5,33.0,MAPS 1-2 Kills,-0.015384615384615385,2023-05-26,ESPORTS,1WIN 
123,aspas,38.0,38.5,MAPS 1-2 Kills,-0.013157894736842105,2023-05-26,ESPORTS,LOUD 
7,Jayson Tatum,47.0,46.5,PTS+TRB+AST,0.010638297872340425,2023-05-27,NBA,BOS
205,Woro2k,39.0,38.5,MAPS 1-2 Kills,0.01282051282051282,2023-05-26,ESPORTS, Monte
118,cNed,36.5,36.0,MAPS 1-2 Kills,0.0136986301369863,2023-05-26,ESPORTS,Natus Vincere 
214,salazar,34.0,33.5,MAPS 1-2 Kills,0.014705882352941176,2023-05-26,ESPORTS, ECSTATIC
120,SUYGETSU,32.5,32.0,MAPS 1-2 Kills,0.015384615384615385,2023-05-26,ESPORTS,Natus Vincere 
132,Boostio,31.5,31.0,MAPS 1-2 Kills,0.015873015873015872,2023-05-26,ESPORTS, Evil Geniuses
70,Courtney Williams,21.0,20.5,PTS+TRB+AST,0.023809523809523808,2023-05-26,WNBA,CHI
209,deko,41.0,40.0,MAPS 1-2 Kills,0.024390243902439025,2023-05-26,ESPORTS,1WIN 
212,kraghen,36.0,35.0,MAPS 1-2 Kills,0.027777777777777776,2023-05-26,ESPORTS, ECSTATIC
121,Zyppan,30.5,29.5,MAPS 1-2 Kills,0.03278688524590164,2023-05-26,ESPORTS,Natus Vincere 
211,tabseN,37.5,36.0,MAPS 1-2 Kills,0.04,2023-05-26,ESPORTS,BIG 
207,Forester,37.0,35.5,MAPS 1-2 Kills,0.04054054054054054,2023-05-26,ESPORTS,1WIN 
106,qw1,34.5,33.0,MAPS 1-2 Kills,0.043478260869565216,2023-05-26,ESPORTS, FUT Esports
77,Max Strus,11.0,10.5,PTS,0.045454545454545456,2023-05-27,NBA,MIA
107,qRaxs,29.5,28.0,MAPS 1-2 Kills,0.05084745762711865,2023-05-26,ESPORTS, FUT Esports
141,jakee,28.5,27.0,MAPS 1-2 Kills,0.05263157894736842,2023-05-26,ESPORTS,Cloud9 
135,jawgemo,28.5,27.0,MAPS 1-2 Kills,0.05263157894736842,2023-05-26,ESPORTS, Evil Geniuses
134,C0M,25.0,23.5,MAPS 1-2 Kills,0.06,2023-05-26,ESPORTS, Evil Geniuses
117,MrFaliN,26.5,24.0,MAPS 1-2 Kills,0.09433962264150944,2023-05-26,ESPORTS, FUT Esports
116,AtaKaptan,27.0,24.0,MAPS 1-2 Kills,0.1111111111111111,2023-05-26,ESPORTS, FUT Esports
204,Gunnar,12.5,11.0,MAPS 1-2 Kills,0.12,2023-05-26,ESPORTS, nouns
200,No!ob,16.0,14.0,MAPS 1-2 Kills,0.125,2023-05-26,ESPORTS, Quest
203,Yamsun,11.0,9.5,MAPS 1-2 Kills,0.13636363636363635,2023-05-26,ESPORTS, nouns
114,Domenico Berardi,3.5,3.0,Shots,0.14285714285714285,2023-05-26,SOCCER,Sassuolo
113,Andrea Consigli,2.5,2.0,Goalie Saves,0.2,2023-05-26,SOCCER,Sassuolo
