,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
98,Kevin O'Toole,1.5,2.5,Clearances,-0.6666666666666666,2023-05-31,SOCCER,NYCFC
83,Kosi Thompson,1.5,2.0,Tackles,-0.3333333333333333,2023-05-31,SOCCER,Toronto
41,Ivan Rakitic,1.5,2.0,Shots,-0.3333333333333333,2023-05-31,SOCCER,Sevilla
54,Bobby Wood,1.5,2.0,Shots,-0.3333333333333333,2023-05-31,SOCCER,New England
199,Dendi,11.5,14.0,MAPS 1-2 Kills,-0.21739130434782608,2023-05-31,ESPORTS,B8 
57,Georgios Giakoumakis,2.5,3.0,Shots,-0.2,2023-05-31,SOCCER,Atlanta
34,Rui Patricio,3.0,3.5,Goalie Saves,-0.16666666666666666,2023-05-31,SOCCER,Roma 
197,No!ob,9.0,10.5,MAPS 1-2 Kills,-0.16666666666666666,2023-05-31,ESPORTS, Quest
198,StoneBank,13.0,15.0,MAPS 1-2 Kills,-0.15384615384615385,2023-05-31,ESPORTS,B8 
92,Rafael Czichos,3.5,4.0,Clearances,-0.14285714285714285,2023-05-31,SOCCER,Chicago
33,Chris Smalling,3.5,4.0,Clearances,-0.14285714285714285,2023-05-31,SOCCER,Roma 
93,Maxime Chanot,4.0,4.5,Clearances,-0.125,2023-05-31,SOCCER,NYCFC
196,TA2000,9.5,10.5,MAPS 1-2 Kills,-0.10526315789473684,2023-05-31,ESPORTS, Quest
174,Aaron Nola,5.0,5.5,Pitcher Strikeouts,-0.1,2023-05-31,MLB,PHI
207,flameZ,37.0,40.5,MAPS 1-2 Kills,-0.0945945945945946,2023-05-31,ESPORTS, OG
194,miCKe,16.5,17.5,MAPS 1-2 Kills,-0.06060606060606061,2023-05-31,ESPORTS,Liquid 
116,Caleb Martin,8.5,9.0,TRB+AST,-0.058823529411764705,2023-06-01,NBA,MIA
220,Altekz,34.5,36.5,MAPS 1-2 Kills,-0.057971014492753624,2023-05-31,ESPORTS, Astralis
132,wippie,27.0,28.5,MAPS 1-2 Kills,-0.05555555555555555,2023-05-31,ESPORTS,G2 
47,moose,30.0,31.5,MAPS 1-2 Kills,-0.05,2023-05-31,ESPORTS, Shopify Rebellion
143,neT,31.0,32.5,MAPS 1-2 Kills,-0.04838709677419355,2023-06-01,ESPORTS, The Guard
131,Bruce Brown,11.0,11.5,PTS,-0.045454545454545456,2023-06-01,NBA,DEN
203,torzsi,34.5,36.0,MAPS 1-2 Kills,-0.043478260869565216,2023-05-31,ESPORTS,MOUZ 
201,frozen,40.0,41.5,MAPS 1-2 Kills,-0.0375,2023-05-31,ESPORTS,MOUZ 
145,TiGG,27.5,28.5,MAPS 1-2 Kills,-0.03636363636363636,2023-06-01,ESPORTS,FaZe 
127,dapr,27.5,28.5,MAPS 1-2 Kills,-0.03636363636363636,2023-05-31,ESPORTS,G2 
154,gMd,28.0,29.0,MAPS 1-2 Kills,-0.03571428571428571,2023-06-01,ESPORTS, TSM
209,F1KU,32.0,33.0,MAPS 1-2 Kills,-0.03125,2023-05-31,ESPORTS, OG
222,gla1ve,33.0,34.0,MAPS 1-2 Kills,-0.030303030303030304,2023-05-31,ESPORTS, Astralis
195,Nisha,16.5,17.0,MAPS 1-2 Kills,-0.030303030303030304,2023-05-31,ESPORTS,Liquid 
138,Verno,35.0,36.0,MAPS 1-2 Kills,-0.02857142857142857,2023-05-31,ESPORTS,Oxygen 
202,xertioN,38.5,39.5,MAPS 1-2 Kills,-0.025974025974025976,2023-05-31,ESPORTS,MOUZ 
218,device,42.5,43.5,MAPS 1-2 Kills,-0.023529411764705882,2023-05-31,ESPORTS, Astralis
114,Caleb Martin,23.5,24.0,PTS+TRB,-0.02127659574468085,2023-06-01,NBA,MIA
23,eeiu,30.5,31.0,MAPS 1-2 Kills,-0.01639344262295082,2023-05-31,ESPORTS,M80 
