,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
24,Shakira Austin,20.5,21.5,PTS+TRB+AST,-0.04878048780487805,2023-05-23,WNBA,CONN
26,Alyssa Thomas,10.5,11.0,TRB,-0.047619047619047616,2023-05-23,WNBA,WSH
259,Derrick White,10.5,11.0,PTS,-0.047619047619047616,2023-05-23,NBA,BOS
151,Jessica Shepard,12.0,12.5,TRB+AST,-0.041666666666666664,2023-05-23,WNBA,MIN
274,Caleb Martin,12.0,12.5,PTS,-0.041666666666666664,2023-05-23,NBA,MIA
144,Cheyenne Parker,12.5,13.0,PTS,-0.04,2023-05-23,WNBA,ATL
303,Shad,12.5,13.0,MAPS 1-2 Kills,-0.04,2023-05-24,ESPORTS, D1 Hustlers
286,DCMC,12.5,13.0,MAPS 1-2 Kills,-0.04,2023-05-23,ESPORTS, Balrogs
10,zevy,38.5,40.0,MAPS 1-2 Kills,-0.03896103896103896,2023-05-23,ESPORTS,paiN 
98,Ariel Atkins,13.0,13.5,PTS,-0.038461538461538464,2023-05-23,WNBA,CONN
296,Natsumi,15.0,15.5,MAPS 1-2 Kills,-0.03333333333333333,2023-05-24,ESPORTS, Boom Esports
236,Malcolm Brogdon,16.0,16.5,PTS+AST,-0.03125,2023-05-23,NBA,BOS
262,Derrick White,16.0,16.5,PTS+TRB+AST,-0.03125,2023-05-23,NBA,BOS
29,Alyssa Thomas,16.5,17.0,TRB+AST,-0.030303030303030304,2023-05-23,WNBA,WSH
0,Caleb Martin,18.5,19.0,PTS+TRB+AST,-0.02702702702702703,2023-05-23,NBA,MIA
1,Caleb Martin,18.5,19.0,PTS+TRB+AST,-0.02702702702702703,2023-05-23,NBA,MIA
7,Elena Delle Donne,18.5,19.0,PTS,-0.02702702702702703,2023-05-23,other,CONN
207,Jimmy Butler,27.5,28.0,PTS,-0.01818181818181818,2023-05-23,NBA,MIA
227,Jaylen Brown,29.5,30.0,PTS+TRB,-0.01694915254237288,2023-05-23,NBA,BOS
107,cJ,35.0,35.5,MAPS 1-2 Kills,-0.014285714285714285,2023-05-23,ESPORTS,Nouns 
106,cynic,40.5,41.0,MAPS 1-2 Kills,-0.012345679012345678,2023-05-23,ESPORTS,Nouns 
111,brnz4n,40.0,39.5,MAPS 1-2 Kills,0.0125,2023-05-23,ESPORTS,MIBR 
110,HEN1,39.5,39.0,MAPS 1-2 Kills,0.012658227848101266,2023-05-23,ESPORTS,MIBR 
216,Jayson Tatum,30.0,29.5,PTS,0.016666666666666666,2023-05-23,NBA,BOS
14,Elena Delle Donne,28.0,27.5,PTS+TRB+AST,0.017857142857142856,2023-05-23,other,CONN
104,Swisher,39.5,38.5,MAPS 1-2 Kills,0.02531645569620253,2023-05-23,ESPORTS, ATK
246,Marcus Smart,19.0,18.5,PTS+AST,0.02631578947368421,2023-05-23,NBA,BOS
112,Tuurtle,37.5,36.5,MAPS 1-2 Kills,0.02666666666666667,2023-05-23,ESPORTS,MIBR 
307,Timado,17.5,17.0,MAPS 1-2 Kills,0.02857142857142857,2023-05-24,ESPORTS,TSM 
146,Cheyenne Parker,15.0,14.5,PTS+AST,0.03333333333333333,2023-05-23,WNBA,ATL
305,Crystallis,15.0,14.5,MAPS 1-2 Kills,0.03333333333333333,2023-05-24,ESPORTS,Team secret 
5,biguzera,40.5,39.0,MAPS 1-2 Kills,0.037037037037037035,2023-05-23,ESPORTS,paiN 
122,Rhyne Howard,25.5,24.5,PTS+TRB,0.0392156862745098,2023-05-23,WNBA,ATL
128,Napheesa Collier,23.5,22.5,PTS+TRB,0.0425531914893617,2023-05-23,WNBA,MIN
119,Rhyne Howard,22.5,21.5,PTS+AST,0.044444444444444446,2023-05-23,WNBA,ATL
125,Napheesa Collier,19.5,18.5,PTS+AST,0.05128205128205128,2023-05-23,WNBA,MIN
313,Dendi,9.0,8.5,MAPS 1-2 Kills,0.05555555555555555,2023-05-24,ESPORTS, B8 
16,hardzao,34.5,32.5,MAPS 1-2 Kills,0.057971014492753624,2023-05-23,ESPORTS,paiN 
54,brett,32.0,30.0,MAPS 1-2 Kills,0.0625,2023-05-23,ESPORTS, Wildcard
306,Armel,16.0,15.0,MAPS 1-2 Kills,0.0625,2023-05-24,ESPORTS,Team secret 
155,Aari McDonald,14.5,13.5,PTS+AST,0.06896551724137931,2023-05-23,WNBA,ATL
108,junior,42.0,39.0,MAPS 1-2 Kills,0.07142857142857142,2023-05-23,ESPORTS, EG Black
287,Yowe,14.0,13.0,MAPS 1-2 Kills,0.07142857142857142,2023-05-24,ESPORTS,Army Geniuses 
278,Duncan Robinson,7.0,6.5,PTS,0.07142857142857142,2023-05-23,NBA,MIA
101,Natisha Hiedeman,7.0,6.5,PTS,0.07142857142857142,2023-05-23,WNBA,WSH
294,JaCkky,12.5,11.5,MAPS 1-2 Kills,0.08,2023-05-24,ESPORTS,Bleed 
290,23savage,17.0,15.5,MAPS 1-2 Kills,0.08823529411764706,2023-05-24,ESPORTS, Xerxia
309,Kitzz,11.0,10.0,MAPS 1-2 Kills,0.09090909090909091,2023-05-24,ESPORTS, Felt
202,Luis Medina,5.0,4.5,Pitcher Strikeouts,0.1,2023-05-23,MLB,OAK
62,Alejandro Catena,5.0,4.5,Clearances,0.1,2023-05-24,SOCCER,Rayo Vallecano
265,Kevin Love,5.0,4.5,TRB,0.1,2023-05-23,NBA,MIA
33,SLIGHT,34.0,30.5,MAPS 1-2 Kills,0.10294117647058823,2023-05-23,ESPORTS, Wildcard
41,Dani Parejo,4.5,4.0,Crosses,0.1111111111111111,2023-05-24,SOCCER,Villarreal
89,Stefan Mitrovic,4.5,4.0,Clearances,0.1111111111111111,2023-05-24,SOCCER,Getafe
109,HexT,36.5,32.0,MAPS 1-2 Kills,0.1232876712328767,2023-05-23,ESPORTS, EG Black
39,Gerard Moreno,3.5,3.0,Shots,0.14285714285714285,2023-05-24,SOCCER,Villarreal
298,Nine,13.5,11.5,MAPS 1-2 Kills,0.14814814814814814,2023-05-24,ESPORTS,Tundra Esports 
312,StoneBank,10.0,8.5,MAPS 1-2 Kills,0.15,2023-05-24,ESPORTS, B8 
49,Youssef En-Nesyri,3.0,2.5,Shots,0.16666666666666666,2023-05-24,SOCCER,Sevilla
65,Lewis Dunk,3.0,2.5,Clearances,0.16666666666666666,2023-05-24,SOCCER,Brighton
91,Sergio Canales,6.0,5.0,Crosses,0.16666666666666666,2023-05-24,SOCCER,Real Betis
51,Carlos Clerc,3.5,2.5,Clearances,0.2857142857142857,2023-05-24,SOCCER,Elche
