,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
316,Adin Hill,9.5,28.5,Goalie Saves,-2.0,2023-05-23,NHL,VGK
314,Jake Oettinger,9.0,26.5,Goalie Saves,-1.9444444444444444,2023-05-23,NHL,DAL
293,JG,8.0,11.0,MAPS 1-2 Kills,-0.375,2023-05-24,ESPORTS,Talon 
292,YoungGod,9.5,13.0,MAPS 1-2 Kills,-0.3684210526315789,2023-05-24,ESPORTS,Talon 
85,Javi Puado,1.5,2.0,Shots,-0.3333333333333333,2023-05-24,SOCCER,Espnayol
58,Marco Asensio,2.5,3.0,Shots,-0.2,2023-05-24,SOCCER,Real Madrid
73,Pietro Terracciano,3.0,3.5,Goalie Saves,-0.16666666666666666,2023-05-24,SOCCER,Fiorentina
288,Palos,16.5,18.5,MAPS 1-2 Kills,-0.12121212121212122,2023-05-24,ESPORTS, Execration
284,Adrian,16.0,17.5,MAPS 1-2 Kills,-0.09375,2023-05-23,ESPORTS,Infinity 
285,Leostyle,16.5,18.0,MAPS 1-2 Kills,-0.09090909090909091,2023-05-23,ESPORTS,Infinity 
25,Shakira Austin,11.5,12.5,PTS,-0.08695652173913043,2023-05-23,WNBA,CONN
230,Jaylen Brown,6.0,6.5,TRB,-0.08333333333333333,2023-05-23,NBA,BOS
299,TA2000,12.5,13.5,MAPS 1-2 Kills,-0.08,2023-05-24,ESPORTS, Quest Esports
304,Adzantick,12.5,13.5,MAPS 1-2 Kills,-0.08,2023-05-24,ESPORTS, D1 Hustlers
152,Jessica Shepard,8.0,8.5,PTS,-0.0625,2023-05-23,WNBA,MIN
302,Stormstormer,8.0,8.5,MAPS 1-2 Kills,-0.0625,2023-05-24,ESPORTS, Entity
289,Bob,17.0,18.0,MAPS 1-2 Kills,-0.058823529411764705,2023-05-24,ESPORTS, Execration
256,Kyle Lowry,9.0,9.5,PTS,-0.05555555555555555,2023-05-23,NBA,MIA
225,Bam Adebayo,9.0,9.5,TRB,-0.05555555555555555,2023-05-23,NBA,MIA
