,Player,Stat,Line,o_Prob,u_Prob,num_books,means,Team,League,Date
12,Kentavious Caldwell-Pope,PTS+AST,11.5,0.5,0.5,1.0,11.667,PHX,7,2023-05-01
13,Kentavious Caldwell-Pope,PTS,9.5,0.5,0.5,1.0,9.667,PHX,7,2023-05-01
14,Kevin Durant,PTS+TRB+AST,41.5,0.55,0.45,7.0,42.477,DEN,7,2023-05-01
15,Kevin Durant,AST,4.5,0.516,0.484,10.0,4.755,DEN,7,2023-05-01
16,Kevin Durant,TRB,8.0,0.538,0.462,1.0,8.404,DEN,7,2023-05-01
17,Kevin Durant,PTS,28.5,0.568,0.432,5.0,29.59,DEN,7,2023-05-01
18,Kevin Durant,PTS+AST,33.5,0.535,0.465,6.0,34.18,DEN,7,2023-05-01
19,Kevin Durant,PTS+TRB,37.0,0.538,0.462,1.0,37.712,DEN,7,2023-05-01
20,Chris Paul,3P,1.5,0.526,0.474,9.0,1.763,DEN,7,2023-05-01
21,Chris Paul,PTS+TRB+AST,26.5,0.532,0.468,9.0,27.078,DEN,7,2023-05-01
22,Chris Paul,PTS+AST,21.5,0.558,0.442,5.0,22.348,DEN,7,2023-05-01
23,Chris Paul,PTS+TRB,18.5,0.517,0.483,6.0,18.849,DEN,7,2023-05-01
24,Chris Paul,STL,1.5,0.535,0.465,5.0,1.792,DEN,7,2023-05-01
25,Chris Paul,AST,8.0,0.548,0.452,1.0,8.466,DEN,7,2023-05-01
26,Chris Paul,TRB,4.0,0.578,0.422,1.0,4.503,DEN,7,2023-05-01
27,Chris Paul,PTS,13.5,0.564,0.436,6.0,14.267,DEN,7,2023-05-01
28,Jamal Murray,PTS,24.5,0.585,0.415,5.0,25.746,PHX,7,2023-05-01
29,Jamal Murray,TRB,4.5,0.536,0.464,10.0,4.87,PHX,7,2023-05-01
30,Jamal Murray,PTS+TRB,29.5,0.556,0.444,5.0,30.435,PHX,7,2023-05-01
31,Jamal Murray,AST,6.5,0.525,0.475,10.0,6.83,PHX,7,2023-05-01
32,Jamal Murray,PTS+AST,31.5,0.548,0.452,5.0,32.348,PHX,7,2023-05-01
33,Jamal Murray,PTS+TRB+AST,36.5,0.549,0.451,6.0,37.421,PHX,7,2023-05-01
34,Nikola Jokic,PTS,25.5,0.526,0.474,8.0,25.995,PHX,7,2023-05-01
35,Nikola Jokic,TRB,13.5,0.557,0.443,7.0,14.204,PHX,7,2023-05-01
36,Nikola Jokic,AST,8.5,0.532,0.468,7.0,8.904,PHX,7,2023-05-01
37,Nikola Jokic,PTS+AST,33.5,0.554,0.446,5.0,34.455,PHX,7,2023-05-01
38,Nikola Jokic,PTS+TRB,39.0,0.541,0.459,1.0,39.77,PHX,7,2023-05-01
39,Nikola Jokic,PTS+TRB+AST,47.5,0.551,0.449,5.0,48.559,PHX,7,2023-05-01
40,Aaron Gordon,TRB,6.5,0.495,0.505,10.0,6.638,PHX,7,2023-05-01
41,Aaron Gordon,PTS,15.0,0.548,0.452,1.0,15.593,PHX,7,2023-05-01
42,Aaron Gordon,PTS+TRB+AST,23.5,0.559,0.441,6.0,24.402,PHX,7,2023-05-01
43,Aaron Gordon,BLK,0.5,0.513,0.487,5.0,0.72,PHX,7,2023-05-01
44,Aaron Gordon,PTS+AST,17.5,0.518,0.482,6.0,17.858,PHX,7,2023-05-01
45,Aaron Gordon,PTS+TRB,21.5,0.528,0.472,6.0,21.999,PHX,7,2023-05-01
46,Deandre Ayton,STL,0.5,0.526,0.474,5.0,0.747,DEN,7,2023-05-01
47,Deandre Ayton,BLK,0.5,0.537,0.463,5.0,0.769,DEN,7,2023-05-01
48,Deandre Ayton,PTS+TRB+AST,26.5,0.543,0.457,5.0,27.23,DEN,7,2023-05-01
49,Deandre Ayton,PTS+AST,16.5,0.543,0.457,5.0,17.108,DEN,7,2023-05-01
50,Deandre Ayton,PTS,15.5,0.574,0.426,8.0,16.42,DEN,7,2023-05-01
51,Deandre Ayton,PTS+TRB,25.5,0.531,0.469,6.0,26.069,DEN,7,2023-05-01
52,Deandre Ayton,TRB,9.5,0.517,0.483,10.0,9.804,DEN,7,2023-05-01
53,Devin Booker,STL,1.5,0.53,0.47,5.0,1.777,DEN,7,2023-05-01
54,Devin Booker,PTS,29.5,0.583,0.417,1.0,30.825,DEN,7,2023-05-01
55,Devin Booker,AST,6.5,0.488,0.512,9.0,6.592,DEN,7,2023-05-01
56,Devin Booker,TRB,5.0,0.5,0.5,1.0,5.164,DEN,7,2023-05-01
57,Devin Booker,PTS+TRB,35.5,0.522,0.478,6.0,35.99,DEN,7,2023-05-01
58,Devin Booker,PTS+AST,36.5,0.526,0.474,6.0,37.062,DEN,7,2023-05-01
59,Devin Booker,PTS+TRB+AST,41.5,0.532,0.468,10.0,42.183,DEN,7,2023-05-01
60,Marcus Smart,PTS+TRB+AST,19.5,0.563,0.437,7.0,20.375,PHI,7,2023-05-01
61,Marcus Smart,AST,5.0,0.533,0.467,1.0,5.321,PHI,7,2023-05-01
62,Marcus Smart,PTS,11.5,0.536,0.464,8.0,11.982,PHI,7,2023-05-01
63,Marcus Smart,PTS+AST,16.5,0.551,0.449,4.0,17.193,PHI,7,2023-05-01
64,Marcus Smart,PTS+TRB,14.5,0.562,0.438,4.0,15.272,PHI,7,2023-05-01
65,Al Horford,PTS,8.5,0.521,0.479,8.0,8.824,PHI,7,2023-05-01
66,Al Horford,PTS+AST,11.5,0.536,0.464,5.0,11.98,PHI,7,2023-05-01
67,Al Horford,STL,0.5,0.571,0.429,3.0,0.845,PHI,7,2023-05-01
68,Jaylen Brown,PTS+TRB+AST,33.5,0.584,0.416,4.0,34.913,PHI,7,2023-05-01
69,Jaylen Brown,TRB,6.0,0.515,0.485,1.0,6.244,PHI,7,2023-05-01
70,Jaylen Brown,PTS,24.5,0.576,0.424,4.0,25.628,PHI,7,2023-05-01
71,Jaylen Brown,PTS+AST,28.5,0.507,0.493,3.0,28.763,PHI,7,2023-05-01
72,Jaylen Brown,PTS+TRB,30.5,0.559,0.441,4.0,31.5,PHI,7,2023-05-01
73,Malcolm Brogdon,STL,0.5,0.522,0.478,3.0,0.739,PHI,7,2023-05-01
74,Malcolm Brogdon,PTS+TRB+AST,19.5,0.555,0.445,7.0,20.29,PHI,7,2023-05-01
75,Malcolm Brogdon,TRB,3.5,0.515,0.485,9.0,3.744,PHI,7,2023-05-01
76,Malcolm Brogdon,PTS,13.0,0.537,0.463,1.0,13.469,PHI,7,2023-05-01
77,Malcolm Brogdon,PTS+AST,16.5,0.514,0.486,6.0,16.814,PHI,7,2023-05-01
78,Malcolm Brogdon,PTS+TRB,16.5,0.54,0.46,5.0,17.078,PHI,7,2023-05-01
79,James Harden,AST,8.5,0.567,0.433,9.0,9.172,BOS,7,2023-05-01
80,James Harden,TRB,6.5,0.54,0.46,9.0,6.934,BOS,7,2023-05-01
81,James Harden,PTS,22.5,0.534,0.466,10.0,23.074,BOS,7,2023-05-01
82,James Harden,PTS+TRB+AST,38.5,0.529,0.471,8.0,39.123,BOS,7,2023-05-01
83,James Harden,PTS+AST,31.5,0.529,0.471,6.0,32.077,BOS,7,2023-05-01
84,James Harden,PTS+TRB,29.5,0.524,0.476,6.0,29.993,BOS,7,2023-05-01
85,Jayson Tatum,BLK,0.5,0.538,0.462,4.0,0.772,PHI,7,2023-05-01
86,Jayson Tatum,AST,4.5,0.543,0.457,8.0,4.905,PHI,7,2023-05-01
87,Jayson Tatum,PTS,28.5,0.586,0.414,2.0,29.839,PHI,7,2023-05-01
88,Jayson Tatum,PTS+TRB+AST,42.5,0.562,0.438,6.0,43.686,PHI,7,2023-05-01
89,Jayson Tatum,PTS+AST,33.5,0.552,0.448,4.0,34.431,PHI,7,2023-05-01
90,Jayson Tatum,PTS+TRB,38.5,0.517,0.483,1.0,38.932,PHI,7,2023-05-01
91,Tobias Harris,TRB,7.0,0.524,0.476,1.0,7.302,BOS,7,2023-05-01
92,Tobias Harris,PTS,16.5,0.549,0.451,9.0,17.174,BOS,7,2023-05-01
