,Player,Stat,Line,o_Prob,u_Prob,num_books,means,Team,League,Date
53,Keegan Murray,PTS,11.0,0.455,0.545,2.0,10.831,GSW,7,2023-04-28
176,RJ Barrett,TRB,5.0,0.46,0.54,1.0,4.975,MIA,7,2023-04-30
77,Kevin Huerter,PTS+AST,13.5,0.462,0.538,3.0,13.316,GSW,7,2023-04-28
171,Jalen Brunson,TRB,4.0,0.467,0.533,1.0,4.024,MIA,7,2023-04-30
39,Malik Monk,PTS+TRB+AST,24.5,0.474,0.526,6.0,24.349,GSW,7,2023-04-28
222,Dillon Brooks,PTS,12.0,0.48,0.52,1.0,12.01,LAL,7,2023-04-28
44,Stephen Curry,AST,6.0,0.48,0.52,1.0,6.056,SAC,7,2023-04-28
126,Devin Booker,AST,6.0,0.48,0.52,1.0,6.057,DEN,7,2023-04-29
166,Mitchell Robinson,TRB,10.0,0.49,0.51,1.0,10.096,MIA,7,2023-04-30
127,Devin Booker,PTS+TRB+AST,41.5,0.493,0.507,7.0,41.546,DEN,7,2023-04-29
42,Stephen Curry,3P,5.0,0.494,0.506,1.0,5.134,SAC,7,2023-04-28
125,Devin Booker,TRB,5.0,0.497,0.503,2.0,5.147,DEN,7,2023-04-29
209,Desmond Bane,PTS+TRB,31.5,0.498,0.502,6.0,31.641,LAL,7,2023-04-28
196,Dennis Schroder,PTS,7.0,0.498,0.502,1.0,7.151,MEM,7,2023-04-28
223,Dillon Brooks,PTS+AST,14.5,0.499,0.501,5.0,14.655,LAL,7,2023-04-28
22,Jimmy Butler,3P,1.5,0.499,0.501,9.0,1.676,NYK,7,2023-04-30
251,Jayson Tatum,AST,4.5,0.5,0.5,2.0,4.669,PHI,7,2023-05-01
150,Kentavious Caldwell-Pope,PTS+AST,11.5,0.5,0.5,1.0,11.667,PHX,7,2023-04-29
97,Kevon Looney,PTS,7.0,0.5,0.5,2.0,7.162,SAC,7,2023-04-28
151,Kentavious Caldwell-Pope,PTS,9.5,0.5,0.5,2.0,9.667,PHX,7,2023-04-29
152,Kentavious Caldwell-Pope,PTS+TRB,12.5,0.5,0.5,2.0,12.667,PHX,7,2023-04-29
100,Kevon Looney,TRB,13.0,0.5,0.5,2.0,13.164,SAC,7,2023-04-28
101,Kevon Looney,AST,4.0,0.5,0.5,2.0,4.16,SAC,7,2023-04-28
99,Kevon Looney,PTS+TRB,19.5,0.5,0.5,2.0,19.667,SAC,7,2023-04-28
98,Kevon Looney,PTS+TRB+AST,24.0,0.501,0.499,2.0,24.174,SAC,7,2023-04-28
204,Desmond Bane,PTS,25.0,0.501,0.499,1.0,25.173,LAL,7,2023-04-28
57,Draymond Green,TRB,7.0,0.501,0.499,2.0,7.167,SAC,7,2023-04-28
216,LeBron James,PTS+TRB+AST,43.0,0.501,0.499,1.0,43.184,MEM,7,2023-04-28
246,Jaylen Brown,TRB,6.0,0.502,0.498,1.0,6.174,PHI,7,2023-05-01
76,Kevin Huerter,PTS+TRB,14.0,0.503,0.497,1.0,14.194,GSW,7,2023-04-28
123,Devin Booker,PTS,30.5,0.503,0.497,8.0,30.707,DEN,7,2023-04-29
54,Keegan Murray,PTS+AST,12.0,0.505,0.495,1.0,12.207,GSW,7,2023-04-28
56,Keegan Murray,PTS+TRB+AST,17.5,0.506,0.494,2.0,17.734,GSW,7,2023-04-28
47,Andrew Wiggins,TRB,6.0,0.506,0.494,2.0,6.198,SAC,7,2023-04-28
