,Player,Stat,Line,o_Prob,u_Prob,num_books,means,Team,League,Date
50,Bam Adebayo,TRB,9.0,0.46486862917348787,0.5351313708265122,1.0,8.932016908500568,DEN,7,2023-06-01
10,Noah Syndergaard,Pitcher Strikeouts,3.5,0.4652531208804457,0.5347468791195543,9.0,3.508744670414511,WSH,2,2023-05-31
48,Bam Adebayo,PTS+TRB+AST,29.5,0.4679774242165333,0.5320225757834667,5.0,29.232216036827026,DEN,7,2023-06-01
49,Bam Adebayo,AST,3.5,0.4687217492998954,0.5312782507001046,10.0,3.524858322555027,DEN,7,2023-06-01
43,Jimmy Butler,AST,6.0,0.4693719871430503,0.5306280128569497,1.0,6.001760556747827,DEN,7,2023-06-01
36,Jamal Murray,TRB,5.0,0.47018596944768376,0.5298140305523162,1.0,5.020789833073604,MIA,7,2023-06-01
3,Blake Snell,Pitcher Strikeouts,5.5,0.4720973727529507,0.5279026272470493,9.0,5.50592958042903,MIA,2,2023-05-31
20,Caleb Martin,PTS,16.5,0.4723339893404017,0.5276660106595983,7.0,16.386578126515925,DEN,7,2023-06-01
47,Bam Adebayo,PTS+AST,20.5,0.4750827704985654,0.5249172295014346,6.0,20.38517574943808,DEN,7,2023-06-01
4,Braxton Garrett,Pitcher Strikeouts,4.5,0.47868480301326477,0.5213151969867352,9.0,4.5570248078011195,SD,2,2023-05-31
21,Nikola Jokic,TRB,13.5,0.4804168322170247,0.5195831677829753,6.0,13.487735032417575,MIA,7,2023-06-01
65,Kentavious Caldwell-Pope,PTS,10.5,0.4848740553421138,0.5151259446578862,3.0,10.545454558464163,MIA,7,2023-06-01
58,Gabe Vincent,PTS,12.5,0.48504289235728437,0.5149571076427156,10.0,12.535516915876212,DEN,7,2023-06-01
45,Jimmy Butler,PTS,27.5,0.487268605242939,0.512731394757061,10.0,27.5,DEN,7,2023-06-01
16,Caleb Martin,PTS+TRB,23.5,0.4880249732142984,0.5119750267857016,6.0,23.52192214838387,DEN,7,2023-06-01
27,Nikola Jokic,PTS,27.5,0.48971638629366376,0.5102836137063362,6.0,27.532136636371753,MIA,7,2023-06-01
26,Nikola Jokic,PTS,27.5,0.48971638629366376,0.5102836137063362,6.0,27.532136636371753,MIA,7,2023-06-01
28,Aaron Gordon,PTS+TRB,18.5,0.49036449062188914,0.5096355093781109,6.0,18.56371206970271,MIA,7,2023-06-01
22,Nikola Jokic,AST,10.0,0.4943328305924443,0.5056671694075556,1.0,10.12451529431986,MIA,7,2023-06-01
61,Kyle Lowry,PTS+TRB,10.5,0.4943521608551631,0.5056478391448369,6.0,10.622468151355683,DEN,7,2023-06-01
19,Caleb Martin,TRB,7.0,0.4950014219896615,0.5049985780103385,1.0,7.13463827163429,DEN,7,2023-06-01
59,Duncan Robinson,PTS,8.5,0.49500492112434613,0.5049950788756539,6.0,8.632256474021192,DEN,7,2023-06-01
51,Bam Adebayo,PTS,16.5,0.4956007680578527,0.5043992319421473,10.0,16.622948537213198,DEN,7,2023-06-01
24,Nikola Jokic,PTS+AST,37.5,0.4957666924164895,0.5042333075835105,6.0,37.60215036611686,MIA,7,2023-06-01
56,Gabe Vincent,PTS+AST,15.5,0.4964865657382632,0.5035134342617368,6.0,15.633157032571523,DEN,7,2023-06-01
63,Kentavious Caldwell-Pope,PTS+TRB,13.5,0.4968609704159218,0.5031390295840782,2.0,13.639104660764032,MIA,7,2023-06-01
29,Aaron Gordon,PTS+AST,15.5,0.4971513242238872,0.5028486757761128,6.0,15.639732323877178,MIA,7,2023-06-01
25,Nikola Jokic,PTS+TRB,40.5,0.4972366979045114,0.5027633020954886,6.0,40.62302731317648,MIA,7,2023-06-01
41,Jimmy Butler,PTS+AST,33.5,0.4974407189614215,0.5025592810385785,6.0,33.63007510411137,DEN,7,2023-06-01
8,Louie Varland,Pitcher Strikeouts,4.5,0.49797593574697685,0.5020240642530232,9.0,4.660018534505088,HOU,2,2023-05-31
60,Kyle Lowry,PTS,7.5,0.4982408072169864,0.5017591927830136,8.0,7.657088773686639,DEN,7,2023-06-01
54,Max Strus,PTS,9.5,0.4990365957428792,0.5009634042571208,10.0,9.661229296096103,DEN,7,2023-06-01
38,Jamal Murray,PTS+TRB,31.0,0.4994939054555039,0.5005060945444961,1.0,31.15936330384423,MIA,7,2023-06-01
0,Daniel Vogelbach,Total Bases,0.5,0.49963235701719055,0.5003676429828094,3.0,0.6924121647846158,PHI,2,2023-05-31
5,Garrett Hampson,Total Bases,0.5,0.49971007398485523,0.5002899260151448,3.0,0.692567496578885,SD,2,2023-05-31
35,Jamal Murray,AST,5.5,0.5003325143550073,0.49966748564499275,9.0,5.67213627042937,MIA,7,2023-06-01
53,Max Strus,PTS+AST,10.5,0.5004806891196455,0.4995193108803545,5.0,10.672448116543858,DEN,7,2023-06-01
34,Jamal Murray,PTS+TRB+AST,36.5,0.5015787391295652,0.4984212608704348,9.0,36.69115578681134,MIA,7,2023-06-01
33,Aaron Gordon,PTS,12.5,0.501584109679021,0.498415890320979,9.0,12.682336100411389,MIA,7,2023-06-01
32,Aaron Gordon,TRB,5.5,0.5020770512666043,0.4979229487333957,9.0,5.68250614790171,MIA,7,2023-06-01
14,Geraldo Perdomo,Total Bases,0.5,0.5021638151962016,0.49783618480379843,3.0,0.697484202249257,COL,2,2023-05-31
13,Jared Shuster,Pitcher Strikeouts,4.5,0.5024133905280362,0.49758660947196376,9.0,4.683916300819612,OAK,2,2023-05-31
52,Max Strus,PTS+TRB,12.5,0.5029354378858903,0.49706456211410965,6.0,12.694378603274272,DEN,7,2023-06-01
42,Jimmy Butler,PTS+TRB+AST,40.5,0.5039687361366516,0.49603126386334834,10.0,40.73058346621034,DEN,7,2023-06-01
39,Jamal Murray,PTS+AST,31.5,0.5039840256434668,0.4960159743565332,6.0,31.723473301334895,MIA,7,2023-06-01
55,Gabe Vincent,PTS+TRB,14.5,0.5047441500467653,0.4952558499532347,5.0,14.71352143759335,DEN,7,2023-06-01
46,Bam Adebayo,PTS+TRB,25.5,0.5051982900905904,0.49480170990940964,7.0,25.733438693065466,DEN,7,2023-06-01
40,Jimmy Butler,PTS+TRB,34.5,0.5065844749712711,0.4934155250287289,6.0,34.76443266375223,DEN,7,2023-06-01
7,Kolten Wong,Total Bases,0.5,0.5071946047462786,0.49280539525372136,3.0,0.7076409186617975,NYY,2,2023-05-31
15,Austin Hedges,Total Bases,0.5,0.5071946047462786,0.49280539525372136,3.0,0.7076409186617975,SF,2,2023-05-31
23,Nikola Jokic,PTS+TRB+AST,50.5,0.5076731632708615,0.4923268367291384,7.0,50.804020790286344,MIA,7,2023-06-01
17,Caleb Martin,PTS+AST,17.5,0.508055718125275,0.49194428187472505,4.0,17.752669930080682,DEN,7,2023-06-01
31,Aaron Gordon,3P,0.5,0.5088926767341893,0.49110732326581075,5.0,0.7110925940835293,MIA,7,2023-06-01
37,Jamal Murray,PTS,25.5,0.5119045740651011,0.48809542593489885,9.0,25.81877234367997,MIA,7,2023-06-01
57,Gabe Vincent,PTS+TRB+AST,17.5,0.5124254412842151,0.4875745587157849,9.0,17.79883992193697,DEN,7,2023-06-01
