,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
296,Paul Goldschmidt,7.5,8.0,Hitter Fantasy Score,-0.06666666666666667,2023-05-19,MLB,STL
390,Jayson Tatum,7.5,8.0,FT,-0.06666666666666667,2023-05-19,NBA,BOS
305,Juan Soto,7.5,8.0,Hitter Fantasy Score,-0.06666666666666667,2023-05-19,MLB,SD
465,gpk,15.5,16.5,MAPS 1-2 Kills,-0.06451612903225806,2023-05-20,ESPORTS,BetBoom 
203,Ariel Atkins,15.5,16.5,PTS+AST,-0.06451612903225806,2023-05-19,WNBA,WSH
11,Aliyah Boston,15.5,16.5,PTS+TRB+AST,-0.06451612903225806,2023-05-19,WNBA,IND
270,Brittney Griner,8.0,8.5,TRB,-0.0625,2023-05-19,WNBA, PHX
202,Ariel Atkins,16.5,17.5,PTS+TRB,-0.06060606060606061,2023-05-19,WNBA,WSH
259,Pete Alonso,8.5,9.0,Hitter Fantasy Score,-0.058823529411764705,2023-05-19,MLB,NYM
282,Chiney Ogwumike,17.0,18.0,PTS+TRB+AST,-0.058823529411764705,2023-05-19,WNBA,LA
44,Kelsey Mitchell,17.5,18.5,PTS,-0.05714285714285714,2023-05-19,WNBA,IND
372,Caleb Martin,9.0,9.5,PTS,-0.05555555555555555,2023-05-19,NBA,MIA
281,Chiney Ogwumike,9.0,9.5,PTS,-0.05555555555555555,2023-05-19,WNBA,LA
467,Krimbo,36.5,38.5,MAPS 1-2 Kills,-0.0547945205479452,2023-05-20,ESPORTS,BIG 
279,Diana Taurasi,18.5,19.5,PTS+TRB,-0.05405405405405406,2023-05-19,WNBA, PHX
204,Ariel Atkins,18.5,19.5,PTS+TRB+AST,-0.05405405405405406,2023-05-19,WNBA,WSH
388,StoneBank,9.5,10.0,MAPS 1-2 Kills,-0.05263157894736842,2023-05-19,ESPORTS, B8
277,Diana Taurasi,19.5,20.5,PTS+AST,-0.05128205128205128,2023-05-19,WNBA, PHX
239,Kayla McBride,19.5,20.5,PTS+TRB+AST,-0.05128205128205128,2023-05-19,WNBA, MIN
267,Brittney Griner,20.5,21.5,PTS+AST,-0.04878048780487805,2023-05-19,WNBA, PHX
191,Natasha Cloud,20.5,21.5,PTS+TRB+AST,-0.04878048780487805,2023-05-19,WNBA,WSH
193,Natasha Cloud,10.5,11.0,TRB+AST,-0.047619047619047616,2023-05-19,WNBA,WSH
266,Brittney Griner,11.0,11.5,TRB+AST,-0.045454545454545456,2023-05-19,WNBA, PHX
6,Brionna Jones,22.5,23.5,PTS+TRB+AST,-0.044444444444444446,2023-05-19,WNBA,CONN
42,Kelsey Mitchell,23.5,24.5,PTS+TRB+AST,-0.0425531914893617,2023-05-19,WNBA,IND
479,Kamion,36.0,37.5,MAPS 1-2 Kills,-0.041666666666666664,2023-05-20,ESPORTS,DomiNation 
251,Aerial Powers,13.0,13.5,PTS,-0.038461538461538464,2023-05-19,WNBA, MIN
383,Derrick White,13.0,13.5,PTS+TRB+AST,-0.038461538461538464,2023-05-19,NBA,BOS
268,Brittney Griner,26.5,27.5,PTS+TRB,-0.03773584905660377,2023-05-19,WNBA, PHX
196,Sabrina Ionescu,27.5,28.5,PTS+TRB+AST,-0.03636363636363636,2023-05-19,WNBA,NY
248,Courtney Williams,14.0,14.5,PTS,-0.03571428571428571,2023-05-19,WNBA,CHI
2,Brionna Jones,14.0,14.5,PTS,-0.03571428571428571,2023-05-19,WNBA,CONN
207,Betnijah Laney,14.5,15.0,PTS+AST,-0.034482758620689655,2023-05-19,WNBA,NY
464,Nightfall,14.5,15.0,MAPS 1-2 Kills,-0.034482758620689655,2023-05-20,ESPORTS,BetBoom 
347,Malcolm Brogdon,15.0,15.5,PTS,-0.03333333333333333,2023-05-19,NBA,BOS
278,Diana Taurasi,15.5,16.0,PTS,-0.03225806451612903,2023-05-19,WNBA, PHX
472,mizu,31.0,32.0,MAPS 1-2 Kills,-0.03225806451612903,2023-05-20,ESPORTS, HOTU
368,Al Horford,17.0,17.5,PTS+TRB+AST,-0.029411764705882353,2023-05-19,NBA,BOS
188,Natasha Cloud,17.0,17.5,PTS+AST,-0.029411764705882353,2023-05-19,WNBA,WSH
470,gokushima,34.5,35.5,MAPS 1-2 Kills,-0.028985507246376812,2023-05-20,ESPORTS, HOTU
240,Kayla McBride,18.0,18.5,PTS+TRB,-0.027777777777777776,2023-05-19,WNBA, MIN
222,Napheesa Collier,19.0,19.5,PTS+AST,-0.02631578947368421,2023-05-19,WNBA, MIN
433,Austin Reaves,19.5,20.0,PTS+TRB,-0.02564102564102564,2023-05-20,NBA,LAL
387,Bryle,20.0,20.5,MAPS 1-2 Kills,-0.025,2023-05-19,ESPORTS,TSM 
25,NaLyssa Smith,22.0,22.5,PTS+TRB+AST,-0.022727272727272728,2023-05-19,WNBA,IND
345,Malcolm Brogdon,22.0,22.5,PTS+TRB+AST,-0.022727272727272728,2023-05-19,NBA,BOS
246,Courtney Williams,23.0,23.5,PTS+TRB+AST,-0.021739130434782608,2023-05-19,WNBA,CHI
177,Elena Delle Donne,26.5,27.0,PTS+TRB+AST,-0.018867924528301886,2023-05-19,other,WSH
471,swiftsteel,30.0,30.5,MAPS 1-2 Kills,-0.016666666666666666,2023-05-20,ESPORTS, HOTU
319,Jayson Tatum,34.5,35.0,PTS+AST,-0.014492753623188406,2023-05-19,NBA,BOS
477,mopoz,36.0,36.5,MAPS 1-2 Kills,-0.013888888888888888,2023-05-20,ESPORTS, Movistar Riders
475,kraghen,35.0,34.5,MAPS 1-2 Kills,0.014285714285714285,2023-05-20,ESPORTS,ECSTATIC 
474,salazar,35.0,34.5,MAPS 1-2 Kills,0.014285714285714285,2023-05-20,ESPORTS,ECSTATIC 
328,Bam Adebayo,30.5,30.0,PTS+TRB+AST,0.01639344262295082,2023-05-19,NBA,MIA
214,Kahleah Copper,20.5,20.0,PTS+AST,0.024390243902439025,2023-05-19,WNBA,CHI
480,k0nfig,37.5,36.5,MAPS 1-2 Kills,0.02666666666666667,2023-05-20,ESPORTS, Ninjas in Pyjamas
392,Emo,18.0,17.5,MAPS 1-2 Kills,0.027777777777777776,2023-05-20,ESPORTS,Invictus 
386,Timado,18.0,17.5,MAPS 1-2 Kills,0.027777777777777776,2023-05-19,ESPORTS,TSM 
468,k1to,36.0,35.0,MAPS 1-2 Kills,0.027777777777777776,2023-05-20,ESPORTS,BIG 
377,Robert Williams,15.5,15.0,PTS+TRB,0.03225806451612903,2023-05-19,NBA,BOS
450,Rui Hachimura,13.5,13.0,PTS,0.037037037037037035,2023-05-20,NBA,LAL
393,Dust,13.5,13.0,MAPS 1-2 Kills,0.037037037037037035,2023-05-20,ESPORTS,Invictus 
215,Kahleah Copper,26.5,25.5,PTS+TRB+AST,0.03773584905660377,2023-05-19,WNBA,CHI
476,Martinez,38.0,36.5,MAPS 1-2 Kills,0.039473684210526314,2023-05-20,ESPORTS, Movistar Riders
396,Lou,12.5,12.0,MAPS 1-2 Kills,0.04,2023-05-20,ESPORTS, Azure Ray
455,Bruce Brown,12.0,11.5,PTS,0.041666666666666664,2023-05-20,NBA,DEN
469,tabseN,34.5,33.0,MAPS 1-2 Kills,0.043478260869565216,2023-05-20,ESPORTS,BIG 
362,Kyle Lowry,11.0,10.5,PTS,0.045454545454545456,2023-05-19,NBA,MIA
482,Aleksib,31.5,30.0,MAPS 1-2 Kills,0.047619047619047616,2023-05-20,ESPORTS, Ninjas in Pyjamas
350,Gabe Vincent,10.5,10.0,PTS,0.047619047619047616,2023-05-19,NBA,MIA
478,Aaron,40.0,38.0,MAPS 1-2 Kills,0.05,2023-05-20,ESPORTS,DomiNation 
481,headtr1ck,38.5,36.5,MAPS 1-2 Kills,0.05194805194805195,2023-05-20,ESPORTS, Ninjas in Pyjamas
53,Erica Wheeler,9.0,8.5,PTS,0.05555555555555555,2023-05-19,WNBA,IND
419,Palantimos,8.5,8.0,MAPS 1-2 Kills,0.058823529411764705,2023-05-20,ESPORTS, UALEIKUMNIHAO
403,LeBron James,8.0,7.5,AST,0.0625,2023-05-20,NBA,LAL
180,Breanna Stewart,8.0,7.5,TRB,0.0625,2023-05-19,WNBA,NY
3,Brionna Jones,7.5,7.0,TRB,0.06666666666666667,2023-05-19,WNBA,CONN
129,Dwight McNeil,7.5,7.0,Crosses,0.06666666666666667,2023-05-20,SOCCER,Everton
27,NaLyssa Smith,7.5,7.0,TRB,0.06666666666666667,2023-05-19,WNBA,IND
254,Elizabeth Williams,7.0,6.5,TRB,0.07142857142857142,2023-05-19,WNBA,CHI
275,Nneka Ogwumike,7.0,6.5,TRB,0.07142857142857142,2023-05-19,WNBA,LA
7,Bryan Reynolds,6.5,6.0,Hitter Fantasy Score,0.07692307692307693,2023-05-19,MLB,PIT
395,Ghost,15.0,13.5,MAPS 1-2 Kills,0.1,2023-05-20,ESPORTS,Xtreme 
462,v1olent`,14.0,12.5,MAPS 1-2 Kills,0.10714285714285714,2023-05-20,ESPORTS, Nemiga
232,Kyle Gibson,4.5,4.0,Pitcher Strikeouts,0.1111111111111111,2023-05-19,MLB,BAL
466,squad1x,13.5,12.0,MAPS 1-2 Kills,0.1111111111111111,2023-05-20,ESPORTS, Virtus.Pro
43,Kelsey Mitchell,4.0,3.5,AST,0.125,2023-05-19,WNBA,IND
167,Igor Zubeldia,3.5,3.0,Clearances,0.14285714285714285,2023-05-20,SOCCER,Real Sociedad
127,Marc Guehi,3.5,3.0,Clearances,0.14285714285714285,2023-05-20,SOCCER,Crystal Palace
137,Isak Hien,3.5,3.0,Clearances,0.14285714285714285,2023-05-20,SOCCER,Hellas Verona
147,Gabriel Jesus,3.0,2.5,Shots,0.16666666666666666,2023-05-20,SOCCER,Arsenal
72,Mitchell Weiser,2.5,2.0,Tackles,0.2,2023-05-20,SOCCER,Werder Bremen
74,Leonardo Bittencourt,1.5,1.0,Shots,0.3333333333333333,2023-05-20,SOCCER,Werder Bremen
161,Dimitri Payet,2.0,1.0,Shots,0.5,2023-05-20,SOCCER,Marseille
