,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
485,Adin Hill,9.5,27.5,Goalie Saves,-1.894736842105263,2023-05-19,NHL,VGK
483,Jake Oettinger,9.5,27.5,Goalie Saves,-1.894736842105263,2023-05-19,NHL,DAL
172,Aaron Judge,9.5,13.0,Hitter Fantasy Score,-0.3684210526315789,2023-05-19,MLB,NYY
394,phoenix,9.0,11.5,MAPS 1-2 Kills,-0.2777777777777778,2023-05-20,ESPORTS, Bright
297,Shohei Ohtani,7.5,9.5,Hitter Fantasy Score,-0.26666666666666666,2023-05-19,MLB,LAA
159,Mikel Merino,2.0,2.5,Tackles,-0.25,2023-05-20,SOCCER,Real Sociedad
308,Luis Arraez,6.5,8.0,Hitter Fantasy Score,-0.23076923076923078,2023-05-19,MLB,MIA
261,Steven Kwan,7.0,8.5,Hitter Fantasy Score,-0.21428571428571427,2023-05-19,MLB,CLE
134,Merih Demiral,2.5,3.0,Clearances,-0.2,2023-05-20,SOCCER,Atalanta
299,Byron Buxton,8.0,9.5,Hitter Fantasy Score,-0.1875,2023-05-19,MLB,MIN
294,Freddie Freeman,8.0,9.5,Hitter Fantasy Score,-0.1875,2023-05-19,MLB,LAD
398,RAMZES666,13.5,16.0,MAPS 1-2 Kills,-0.18518518518518517,2023-05-20,ESPORTS,9 Pandas 
441,Munkushi~,13.5,16.0,MAPS 1-2 Kills,-0.18518518518518517,2023-05-20,ESPORTS,One Move 
397,Somnus,15.5,18.0,MAPS 1-2 Kills,-0.16129032258064516,2023-05-20,ESPORTS, Azure Ray
307,Thairo Estrada,6.5,7.5,Hitter Fantasy Score,-0.15384615384615385,2023-05-19,MLB,SF
303,Rafael Devers,6.5,7.5,Hitter Fantasy Score,-0.15384615384615385,2023-05-19,MLB,BOS
288,Charlie Blackmon,6.5,7.5,Hitter Fantasy Score,-0.15384615384615385,2023-05-19,MLB,COL
210,Dansby Swanson,7.0,8.0,Hitter Fantasy Score,-0.14285714285714285,2023-05-19,MLB,CHC
249,George Springer,7.5,8.5,Hitter Fantasy Score,-0.13333333333333333,2023-05-19,MLB,TOR
171,Wander Franco,7.5,8.5,Hitter Fantasy Score,-0.13333333333333333,2023-05-19,MLB,TB
14,Aliyah Boston,8.5,9.5,PTS,-0.11764705882352941,2023-05-19,WNBA,IND
389,Dendi,9.0,10.0,MAPS 1-2 Kills,-0.1111111111111111,2023-05-19,ESPORTS, B8
241,Kayla McBride,16.0,17.5,PTS+AST,-0.09375,2023-05-19,WNBA, MIN
194,Sabrina Ionescu,5.5,6.0,AST,-0.09090909090909091,2023-05-19,WNBA,NY
174,Elena Delle Donne,5.5,6.0,TRB,-0.09090909090909091,2023-05-19,other,WSH
315,Jimmy Butler,5.5,6.0,AST,-0.09090909090909091,2023-05-19,NBA,MIA
37,Alyssa Thomas,6.0,6.5,AST,-0.08333333333333333,2023-05-19,WNBA,CONN
15,Aliyah Boston,6.0,6.5,TRB,-0.08333333333333333,2023-05-19,WNBA,IND
41,Kelsey Mitchell,6.0,6.5,TRB+AST,-0.08333333333333333,2023-05-19,WNBA,IND
176,Elena Delle Donne,24.5,26.5,PTS+TRB,-0.08163265306122448,2023-05-19,other,WSH
187,Natasha Cloud,13.5,14.5,PTS+TRB,-0.07407407407407407,2023-05-19,WNBA,WSH
40,Kelsey Mitchell,21.0,22.5,PTS+AST,-0.07142857142857142,2023-05-19,WNBA,IND
173,Jonathan India,7.0,7.5,Hitter Fantasy Score,-0.07142857142857142,2023-05-19,MLB,CIN
264,Jarred Kelenic,7.0,7.5,Hitter Fantasy Score,-0.07142857142857142,2023-05-19,MLB,SEA
208,Betnijah Laney,14.5,15.5,PTS+TRB,-0.06896551724137931,2023-05-19,WNBA,NY
