,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
133,dennyslaw,37.0,37.5,MAPS 1-2 Kills,-0.013513513513513514,2023-06-02,ESPORTS,500 
143,doc,37.5,38.0,MAPS 1-2 Kills,-0.013333333333333334,2023-06-02,ESPORTS,Tropicaos 
126,myltsi,39.0,39.5,MAPS 1-2 Kills,-0.01282051282051282,2023-06-02,ESPORTS, ENCE Academy
154,frozen,39.5,40.0,MAPS 1-2 Kills,-0.012658227848101266,2023-06-02,ESPORTS,MOUZ 
137,reiko,43.5,44.0,MAPS 1-2 Kills,-0.011494252873563218,2023-06-02,ESPORTS,Anonymo 
149,blameF,43.0,42.5,MAPS 1-2 Kills,0.011627906976744186,2023-06-02,ESPORTS,Astralis 
159,broky,40.0,39.5,MAPS 1-2 Kills,0.0125,2023-06-02,ESPORTS, Faze
155,xertioN,39.0,38.5,MAPS 1-2 Kills,0.01282051282051282,2023-06-02,ESPORTS,MOUZ 
165,huNter-,38.5,38.0,MAPS 1-2 Kills,0.012987012987012988,2023-06-02,ESPORTS,G2 
146,jz,38.0,37.5,MAPS 1-2 Kills,0.013157894736842105,2023-06-02,ESPORTS, W7M Academy
135,d1Ledez,37.5,37.0,MAPS 1-2 Kills,0.013333333333333334,2023-06-02,ESPORTS,9 Pandas 
144,CSO,36.5,36.0,MAPS 1-2 Kills,0.0136986301369863,2023-06-02,ESPORTS,Tropicaos 
161,Twistzz,36.0,35.5,MAPS 1-2 Kills,0.013888888888888888,2023-06-02,ESPORTS, Faze
158,dexter,32.0,31.5,MAPS 1-2 Kills,0.015625,2023-06-02,ESPORTS,MOUZ 
163,karrigan,29.0,28.5,MAPS 1-2 Kills,0.017241379310344827,2023-06-02,ESPORTS, Faze
166,HooXi,28.0,27.5,MAPS 1-2 Kills,0.017857142857142856,2023-06-02,ESPORTS,G2 
148,saadzin,37.5,36.5,MAPS 1-2 Kills,0.02666666666666667,2023-06-02,ESPORTS, W7M Academy
156,torzsi,36.0,35.0,MAPS 1-2 Kills,0.027777777777777776,2023-06-02,ESPORTS,MOUZ 
145,land1n,35.5,34.5,MAPS 1-2 Kills,0.028169014084507043,2023-06-02,ESPORTS,Tropicaos 
152,Buzz,35.5,34.5,MAPS 1-2 Kills,0.028169014084507043,2023-06-02,ESPORTS,Astralis 
116,bzm,15.5,15.0,MAPS 1-2 Kills,0.03225806451612903,2023-06-02,ESPORTS,OG 
136,iDISBALANCE,37.0,35.5,MAPS 1-2 Kills,0.04054054054054054,2023-06-02,ESPORTS,9 Pandas 
157,JDC,32.5,31.0,MAPS 1-2 Kills,0.046153846153846156,2023-06-02,ESPORTS,MOUZ 
48,Kentavious Caldwell-Pope,10.0,9.5,PTS,0.05,2023-06-04,NBA,DEN
142,Icarus,30.0,28.5,MAPS 1-2 Kills,0.05,2023-06-02,ESPORTS, GTZ
129,morelz,38.0,35.5,MAPS 1-2 Kills,0.06578947368421052,2023-06-02,ESPORTS,Illuminar 
124,Gunnar,11.5,10.5,MAPS 1-2 Kills,0.08695652173913043,2023-06-02,ESPORTS, Nouns
112,Logan Webb,5.5,5.0,Pitcher Strikeouts,0.09090909090909091,2023-06-02,MLB,SF
123,Yamsun,10.5,8.5,MAPS 1-2 Kills,0.19047619047619047,2023-06-02,ESPORTS, Nouns
65,Kevin De Bruyne,2.5,2.0,Shots,0.2,2023-06-03,other,Manchester City
118,Shad,8.5,6.5,MAPS 1-2 Kills,0.23529411764705882,2023-06-02,ESPORTS,D1 Hustlers 
