,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
72,Caleb Martin,8.5,9.0,TRB+AST,-0.058823529411764705,2023-06-01,NBA,MIA
126,MiGHTYMAX,28.5,30.0,MAPS 1-2 Kills,-0.05263157894736842,2023-06-01,ESPORTS,Endpoint 
144,NOPEEJ,30.5,32.0,MAPS 1-2 Kills,-0.04918032786885246,2023-06-01,ESPORTS, FTW
151,MSL,31.0,32.5,MAPS 1-2 Kills,-0.04838709677419355,2023-06-01,ESPORTS, Sashi
87,neT,31.0,32.5,MAPS 1-2 Kills,-0.04838709677419355,2023-06-01,ESPORTS, The Guard
44,Alyssa Thomas,11.0,11.5,TRB,-0.045454545454545456,2023-06-01,WNBA,CONN
74,Bruce Brown,11.0,11.5,PTS,-0.045454545454545456,2023-06-01,NBA,DEN
145,stadodo,33.5,35.0,MAPS 1-2 Kills,-0.04477611940298507,2023-06-01,ESPORTS, FTW
35,Kayla McBride,13.0,13.5,PTS,-0.038461538461538464,2023-06-01,WNBA,MIN
93,TiGG,27.5,28.5,MAPS 1-2 Kills,-0.03636363636363636,2023-06-01,ESPORTS,FaZe 
104,gMd,28.0,29.0,MAPS 1-2 Kills,-0.03571428571428571,2023-06-01,ESPORTS, TSM
136,Leostyle,16.0,16.5,MAPS 1-2 Kills,-0.03125,2023-06-01,ESPORTS,Infamous 
101,corey,32.5,33.5,MAPS 1-2 Kills,-0.03076923076923077,2023-06-01,ESPORTS, TSM
142,arrozdoce,35.0,36.0,MAPS 1-2 Kills,-0.02857142857142857,2023-06-01,ESPORTS,SAW 
141,MUTiRiS,35.5,36.5,MAPS 1-2 Kills,-0.028169014084507043,2023-06-01,ESPORTS,SAW 
149,n1xen,36.5,37.5,MAPS 1-2 Kills,-0.0273972602739726,2023-06-01,ESPORTS, Sashi
148,raalz,36.5,37.5,MAPS 1-2 Kills,-0.0273972602739726,2023-06-01,ESPORTS,ex-Copenhagen Flames 
129,SaMey,37.5,38.5,MAPS 1-2 Kills,-0.02666666666666667,2023-06-01,ESPORTS, Anonymo
146,Farlig,40.5,41.5,MAPS 1-2 Kills,-0.024691358024691357,2023-06-01,ESPORTS,ex-Copenhagen Flames 
124,mhL,43.0,44.0,MAPS 1-2 Kills,-0.023255813953488372,2023-06-01,ESPORTS,Endpoint 
127,reiko,43.0,44.0,MAPS 1-2 Kills,-0.023255813953488372,2023-06-01,ESPORTS, Anonymo
143,DDias,29.0,29.5,MAPS 1-2 Kills,-0.017241379310344827,2023-06-01,ESPORTS, FTW
97,sym,36.0,36.5,MAPS 1-2 Kills,-0.013888888888888888,2023-06-01,ESPORTS,Moist Moguls 
125,HeavyGod,38.5,39.0,MAPS 1-2 Kills,-0.012987012987012988,2023-06-01,ESPORTS,Endpoint 
150,aizy,36.0,35.5,MAPS 1-2 Kills,0.013888888888888888,2023-06-01,ESPORTS, Sashi
82,tex,35.5,35.0,MAPS 1-2 Kills,0.014084507042253521,2023-06-01,ESPORTS, The Guard
102,seven,31.5,31.0,MAPS 1-2 Kills,0.015873015873015872,2023-06-01,ESPORTS, TSM
103,NaturE,30.0,29.5,MAPS 1-2 Kills,0.016666666666666666,2023-06-01,ESPORTS, TSM
131,Lumiere,15.5,15.0,MAPS 1-2 Kills,0.03225806451612903,2023-06-01,ESPORTS, Hokori
90,valyn,29.0,28.0,MAPS 1-2 Kills,0.034482758620689655,2023-06-01,ESPORTS, The Guard
139,PiPi,11.0,10.5,MAPS 1-2 Kills,0.045454545454545456,2023-06-01,ESPORTS, Mad Kings
48,Jessica Shepard,9.0,8.5,PTS,0.05555555555555555,2023-06-01,WNBA,MIN
135,Adrian,16.0,15.0,MAPS 1-2 Kills,0.0625,2023-06-01,ESPORTS,Infamous 
133,mini,15.0,14.0,MAPS 1-2 Kills,0.06666666666666667,2023-06-01,ESPORTS, Infinity
137,Pakazs,17.0,15.5,MAPS 1-2 Kills,0.08823529411764706,2023-06-01,ESPORTS,Evil Geniuses 
134,4dr,15.5,14.0,MAPS 1-2 Kills,0.0967741935483871,2023-06-01,ESPORTS, Infinity
130,SLATEM$,15.0,13.5,MAPS 1-2 Kills,0.1,2023-06-01,ESPORTS,Thunder Awaken 
138,DaaD-,9.0,8.0,MAPS 1-2 Kills,0.1111111111111111,2023-06-01,ESPORTS, Mad Kings
132,Alone,13.5,12.0,MAPS 1-2 Kills,0.1111111111111111,2023-06-01,ESPORTS, Hokori
