,Player,Stat,Line,o_Prob,u_Prob,num_books,means,Team,League,Date
11,Trevor Williams,Pitcher Strikeouts,4.0,0.43822559340946676,0.5617744065905332,1.0,3.905500264285885,SD,2,2023-05-24
2,Tyler Wells,Pitcher Strikeouts,5.0,0.4455555332861757,0.5544444667138243,1.0,4.905404378461492,NYY,2,2023-05-24
53,Derrick White,PTS,12.5,0.45960575753158484,0.5403942424684152,6.0,12.311436284061813,MIA,7,2023-05-25
18,Shane McClanahan,Pitcher Strikeouts,6.0,0.4656843060755544,0.5343156939244457,1.0,5.982501281890724,TOR,2,2023-05-24
17,Shane McClanahan,Pitcher Strikeouts,6.0,0.4656843060755544,0.5343156939244457,1.0,5.982501281890724,TOR,2,2023-05-24
46,Malcolm Brogdon,PTS+AST,12.5,0.46777388654051943,0.5322261134594806,4.0,12.383210317768805,MIA,7,2023-05-25
67,Max Strus,TRB,3.5,0.4715992964758684,0.5284007035241316,9.0,3.5382554429333863,BOS,7,2023-05-25
56,Gabe Vincent,PTS+TRB,15.5,0.47473331674638153,0.5252666832536185,3.0,15.418849739505733,BOS,7,2023-05-25
71,Max Strus,PTS+AST,12.5,0.480090144588992,0.519909855411008,3.0,12.491745908730534,BOS,7,2023-05-25
60,Grant Williams,PTS+TRB+AST,11.5,0.48020190637605764,0.5197980936239424,1.0,11.5,MIA,7,2023-05-25
39,Al Horford,PTS,7.5,0.4822469705731587,0.5177530294268413,9.0,7.547081130582914,MIA,7,2023-05-25
64,Jayson Tatum,PTS+AST,36.5,0.48255903270892675,0.5174409672910733,5.0,36.40323146967052,MIA,7,2023-05-25
47,Malcolm Brogdon,PTS+TRB+AST,15.5,0.48298875273029185,0.5170112472697082,4.0,15.5,MIA,7,2023-05-25
31,Kevin Love,TRB,4.5,0.48502942357963064,0.5149705764203694,8.0,4.590745195465582,BOS,7,2023-05-25
52,Derrick White,PTS+TRB,15.5,0.48522136398585247,0.5147786360141475,5.0,15.521981527363025,MIA,7,2023-05-25
32,Kevin Love,PTS,5.5,0.4852722042863016,0.5147277957136984,8.0,5.583122548867465,BOS,7,2023-05-25
35,Jimmy Butler,PTS,28.5,0.48749574453868616,0.5125042554613138,9.0,28.5,BOS,7,2023-05-25
43,Marcus Smart,PTS+TRB,16.5,0.4877229345660816,0.5122770654339184,5.0,16.54272047934056,MIA,7,2023-05-25
36,Jimmy Butler,PTS+AST,34.5,0.4886427451493893,0.5113572548506107,6.0,34.5,BOS,7,2023-05-25
58,Caleb Martin,TRB,4.5,0.48927378883945116,0.5107262111605488,8.0,4.613384653331586,BOS,7,2023-05-25
4,Kodai Senga,Pitcher Strikeouts,6.5,0.4903971409339404,0.5096028590660596,10.0,6.607921096337199,CHC,2,2023-05-24
29,Bam Adebayo,BLK,0.5,0.49099397689127566,0.5090060231087243,5.0,0.6752954292821285,BOS,7,2023-05-25
70,Max Strus,PTS+TRB,14.5,0.4920595733998572,0.5079404266001428,5.0,14.59205885949913,BOS,7,2023-05-25
33,Kevin Love,PTS+TRB+AST,10.5,0.49324123195492175,0.5067587680450782,3.0,10.613424169925397,BOS,7,2023-05-25
50,Derrick White,PTS+AST,14.5,0.49593304499662905,0.504066955003371,5.0,14.629080870582289,MIA,7,2023-05-25
30,Bam Adebayo,PTS,17.5,0.49648258211970275,0.5035174178802972,9.0,17.63081040112777,BOS,7,2023-05-25
12,Ryan Weathers,Pitcher Strikeouts,3.0,0.49846605676398414,0.5015339432360159,1.0,3.1539476799599404,WSH,2,2023-05-24
44,Marcus Smart,PTS+TRB+AST,22.5,0.49926398745459655,0.5007360125454035,9.0,22.65876741494554,MIA,7,2023-05-25
