,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
88,Fernando Tatis Jr.,1.5,2.0,Total Bases,-0.3333333333333333,2023-06-23,other,SD
107,EGO,4.5,5.0,MAPS 1-2 Kills,-0.1111111111111111,2023-06-23,ESPORTS,Saigon Buffalo 
134,hoax,31.0,34.0,MAPS 1-2 Kills,-0.0967741935483871,2023-06-23,ESPORTS,The Union 
133,happ,32.5,35.5,MAPS 1-2 Kills,-0.09230769230769231,2023-06-23,ESPORTS,The Union 
16,Elijah Stewart,5.5,6.0,TRB,-0.09090909090909091,2023-06-25,BASKETBALL,Trilogy 
111,BeanJ,5.5,6.0,MAPS 1-2 Kills,-0.09090909090909091,2023-06-23,ESPORTS, Team whales
132,koala,36.5,39.0,MAPS 1-2 Kills,-0.0684931506849315,2023-06-23,ESPORTS,The Union 
109,Shogun,8.0,8.5,MAPS 1-2 Kills,-0.0625,2023-06-23,ESPORTS,Saigon Buffalo 
118,casE,37.0,38.5,MAPS 1-2 Kills,-0.04054054054054054,2023-06-23,ESPORTS, HOTU
126,remix,37.0,38.5,MAPS 1-2 Kills,-0.04054054054054054,2023-06-23,ESPORTS, ODDIK
121,darchevile,32.0,33.0,MAPS 1-2 Kills,-0.03125,2023-06-23,ESPORTS, AGO
114,krii,32.5,33.5,MAPS 1-2 Kills,-0.03076923076923077,2023-06-23,ESPORTS,The Prodigies 
120,tomiko,38.5,39.5,MAPS 1-2 Kills,-0.025974025974025976,2023-06-23,ESPORTS, AGO
116,gokushima,39.5,40.5,MAPS 1-2 Kills,-0.02531645569620253,2023-06-23,ESPORTS, HOTU
113,shield,34.0,34.5,MAPS 1-2 Kills,-0.014705882352941176,2023-06-23,ESPORTS,The Prodigies 
117,mizu,36.5,37.0,MAPS 1-2 Kills,-0.0136986301369863,2023-06-23,ESPORTS, HOTU
115,keen,36.5,37.0,MAPS 1-2 Kills,-0.0136986301369863,2023-06-23,ESPORTS,The Prodigies 
125,meyern,37.0,37.5,MAPS 1-2 Kills,-0.013513513513513514,2023-06-23,ESPORTS,BESTIA 
130,kye,41.0,41.5,MAPS 1-2 Kills,-0.012195121951219513,2023-06-23,ESPORTS, FURIA Academy
119,Kamion,42.0,42.5,MAPS 1-2 Kills,-0.011904761904761904,2023-06-23,ESPORTS,ex-Domination 
131,Bruninho,35.0,34.5,MAPS 1-2 Kills,0.014285714285714285,2023-06-23,ESPORTS, FURIA Academy
124,luchov,41.0,40.0,MAPS 1-2 Kills,0.024390243902439025,2023-06-23,ESPORTS,BESTIA 
127,naitte,36.5,35.5,MAPS 1-2 Kills,0.0273972602739726,2023-06-23,ESPORTS, ODDIK
62,Leandro Barbosa,16.5,15.5,PTS,0.06060606060606061,2023-06-25,BASKETBALL,Aliens 
17,Quinn,14.0,13.0,MAPS 1-2 Kills,0.07142857142857142,2023-06-23,ESPORTS, Gaimin Gladiators
8,Isaiah Austin,6.0,5.5,TRB,0.08333333333333333,2023-06-25,BASKETBALL,Trilogy 
