,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
86,RAMZES666,9.0,12.5,MAPS 1-2 Kills,-0.3888888888888889,2023-06-11,ESPORTS, 9 Pandas
126,Mikoto,11.5,14.5,MAPS 1-2 Kills,-0.2608695652173913,2023-06-11,ESPORTS,Talon 
102,Yuragi,12.5,15.0,MAPS 1-2 Kills,-0.2,2023-06-11,ESPORTS,OG 
108,Parker,15.0,17.5,MAPS 1-2 Kills,-0.16666666666666666,2023-06-11,ESPORTS,beastcoast 
106,Parker,15.0,17.5,MAPS 1-2 Kills,-0.16666666666666666,2023-06-11,ESPORTS,beastcoast 
125,23savage,9.5,11.0,MAPS 1-2 Kills,-0.15789473684210525,2023-06-11,ESPORTS,Talon 
99,Arteezy,10.0,11.5,MAPS 1-2 Kills,-0.15,2023-06-11,ESPORTS, Shopify Rebellion
104,bzm,14.0,16.0,MAPS 1-2 Kills,-0.14285714285714285,2023-06-11,ESPORTS,OG 
107,Parker,15.0,17.0,MAPS 1-2 Kills,-0.13333333333333333,2023-06-11,ESPORTS,beastcoast 
105,Parker,15.0,17.0,MAPS 1-2 Kills,-0.13333333333333333,2023-06-11,ESPORTS,beastcoast 
116,NothingToSay,11.5,13.0,MAPS 1-2 Kills,-0.13043478260869565,2023-06-11,ESPORTS,PSG.LGD 
164,Lucas Giolito,5.0,5.5,Pitcher Strikeouts,-0.1,2023-06-11,MLB,CWS
210,dennyslaw,34.5,37.5,MAPS 1-2 Kills,-0.08695652173913043,2023-06-11,ESPORTS,500 
168,Hunter Greene,6.0,6.5,Pitcher Strikeouts,-0.08333333333333333,2023-06-11,MLB,CIN
127,skiter,14.5,15.5,MAPS 1-2 Kills,-0.06896551724137931,2023-06-11,ESPORTS, Tundra
206,rapala,30.5,32.5,MAPS 1-2 Kills,-0.06557377049180328,2023-06-11,ESPORTS, EPIC DUDES
204,FreeZe,32.5,34.5,MAPS 1-2 Kills,-0.06153846153846154,2023-06-11,ESPORTS,ALTERNATE aTTax 
224,cadiaN,36.0,38.0,MAPS 1-2 Kills,-0.05555555555555555,2023-06-11,ESPORTS, Vitality
