,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
114,Xiaoxu,3.5,5.5,MAPS 1-2 Kills,-0.5714285714285714,2023-05-31,ESPORTS, Rare Atom
298,Natsumi,11.0,15.5,MAPS 1-2 Kills,-0.4090909090909091,2023-05-31,ESPORTS, BOOM
86,Lucas Ocampos,1.5,2.0,Shots,-0.3333333333333333,2023-05-31,SOCCER,Sevilla
77,Lorenzo Pellegrini,1.5,2.0,Shots,-0.3333333333333333,2023-05-31,SOCCER,Roma 
301,Yowe,10.5,14.0,MAPS 1-2 Kills,-0.3333333333333333,2023-05-31,ESPORTS, Army Geniuses
141,Tian,3.5,4.5,MAPS 1-2 Kills,-0.2857142857142857,2023-05-31,ESPORTS,Top Esports 
83,Youssef En-Nesyri,2.0,2.5,Shots,-0.25,2023-05-31,SOCCER,Sevilla
310,TA2000,9.5,11.5,MAPS 1-2 Kills,-0.21052631578947367,2023-05-31,ESPORTS, Quest
305,skiter,10.0,12.0,MAPS 1-2 Kills,-0.2,2023-05-31,ESPORTS,Tundra 
311,No!ob,9.0,10.5,MAPS 1-2 Kills,-0.16666666666666666,2023-05-31,ESPORTS, Quest
137,Assum,6.0,7.0,MAPS 1-2 Kills,-0.16666666666666666,2023-05-31,ESPORTS, Rare Atom
20,Ryan Weathers,3.0,3.5,Pitcher Strikeouts,-0.16666666666666666,2023-05-30,MLB,SD
144,JackeyLove,6.5,7.5,MAPS 1-2 Kills,-0.15384615384615385,2023-05-31,ESPORTS,Top Esports 
179,Kelsey Mitchell,3.5,4.0,AST,-0.14285714285714285,2023-05-30,WNBA,IND
303,Adzantick,11.0,12.5,MAPS 1-2 Kills,-0.13636363636363635,2023-05-31,ESPORTS,D1 Hustlers 
19,Rhyne Howard,5.0,5.5,TRB,-0.1,2023-05-30,WNBA,ATL
16,Breathe,5.0,5.5,MAPS 1-2 Kills,-0.1,2023-05-31,ESPORTS,Royal Never Give Up 
177,Alyssa Thomas,5.5,6.0,AST,-0.09090909090909091,2023-05-30,WNBA,CONN
51,Wei,5.5,6.0,MAPS 1-2 Kills,-0.09090909090909091,2023-05-31,ESPORTS,Royal Never Give Up 
71,Cheyenne Parker,6.0,6.5,TRB,-0.08333333333333333,2023-05-30,WNBA,ATL
50,Allisha Gray,6.0,6.5,TRB,-0.08333333333333333,2023-05-30,WNBA,ATL
127,dapr,26.5,28.5,MAPS 1-2 Kills,-0.07547169811320754,2023-05-31,ESPORTS, G2
330,buster,30.5,32.5,MAPS 1-2 Kills,-0.06557377049180328,2023-05-30,ESPORTS,Cloud9 
34,Kahleah Copper,16.5,17.5,PTS,-0.06060606060606061,2023-05-30,WNBA,CHI
4,Rhyne Howard,8.5,9.0,TRB+AST,-0.058823529411764705,2023-05-30,WNBA,ATL
239,Breanna Stewart,8.5,9.0,TRB,-0.058823529411764705,2023-05-30,WNBA, NY
