,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
129,wippie,27.0,28.5,MAPS 1-2 Kills,-0.05555555555555555,2023-05-31,ESPORTS, G2
268,Jonquel Jones,9.5,10.0,PTS,-0.05263157894736842,2023-05-30,WNBA, NY
228,Napheesa Collier,19.5,20.5,PTS+AST,-0.05128205128205128,2023-05-30,WNBA,MIN
321,buda,29.5,31.0,MAPS 1-2 Kills,-0.05084745762711865,2023-05-30,ESPORTS, 9z
98,moose,30.0,31.5,MAPS 1-2 Kills,-0.05,2023-05-31,ESPORTS, Shopify Rebellion
55,Marina Mabrey,20.5,21.5,PTS+AST,-0.04878048780487805,2023-05-30,WNBA,CHI
329,nafany,31.0,32.5,MAPS 1-2 Kills,-0.04838709677419355,2023-05-30,ESPORTS,Cloud9 
8,Rhyne Howard,21.0,22.0,PTS+AST,-0.047619047619047616,2023-05-30,WNBA,ATL
261,Ezi Magbegor,11.0,11.5,PTS,-0.045454545454545456,2023-05-30,WNBA,SEA
230,Diamond Miller,11.0,11.5,PTS,-0.045454545454545456,2023-05-30,WNBA,MIN
18,Rhyne Howard,23.0,24.0,PTS+TRB,-0.043478260869565216,2023-05-30,WNBA,ATL
295,DCMC,11.5,12.0,MAPS 1-2 Kills,-0.043478260869565216,2023-05-30,ESPORTS, Balrogs
88,Courtney Williams,12.0,12.5,TRB+AST,-0.041666666666666664,2023-05-30,WNBA,CHI
312,dnm,13.5,14.0,MAPS 1-2 Kills,-0.037037037037037035,2023-05-31,ESPORTS, DogChamp
296,23savage,16.0,16.5,MAPS 1-2 Kills,-0.03125,2023-05-31,ESPORTS,Talon 
229,Diamond Miller,16.0,16.5,PTS+TRB+AST,-0.03125,2023-05-30,WNBA,MIN
64,Marina Mabrey,16.5,17.0,PTS,-0.030303030303030304,2023-05-30,WNBA,CHI
309,Nisha,16.5,17.0,MAPS 1-2 Kills,-0.030303030303030304,2023-05-31,ESPORTS,Liquid 
131,Reduxx,33.5,34.5,MAPS 1-2 Kills,-0.029850746268656716,2023-05-31,ESPORTS,Oxygen 
225,Napheesa Collier,17.0,17.5,PTS,-0.029411764705882353,2023-05-30,WNBA,MIN
136,Verno,35.0,36.0,MAPS 1-2 Kills,-0.02857142857142857,2023-05-31,ESPORTS,Oxygen 
113,OXY,36.0,37.0,MAPS 1-2 Kills,-0.027777777777777776,2023-05-31,ESPORTS, G2
334,DeStiNy,37.0,38.0,MAPS 1-2 Kills,-0.02702702702702703,2023-05-30,ESPORTS, Paqueta
314,flameZ,38.5,39.5,MAPS 1-2 Kills,-0.025974025974025976,2023-05-30,ESPORTS,OG 
327,sh1ro,42.5,43.5,MAPS 1-2 Kills,-0.023529411764705882,2023-05-30,ESPORTS,Cloud9 
72,Cheyenne Parker,22.0,22.5,PTS+TRB,-0.022727272727272728,2023-05-30,WNBA,ATL
245,Breanna Stewart,23.0,23.5,PTS,-0.021739130434782608,2023-05-30,WNBA, NY
21,Kahleah Copper,23.0,23.5,PTS+TRB,-0.021739130434782608,2023-05-30,WNBA,CHI
223,Napheesa Collier,23.5,24.0,PTS+TRB,-0.02127659574468085,2023-05-30,WNBA,MIN
89,Courtney Williams,24.0,24.5,PTS+TRB+AST,-0.020833333333333332,2023-05-30,WNBA,CHI
226,Napheesa Collier,26.5,27.0,PTS+TRB+AST,-0.018867924528301886,2023-05-30,WNBA,MIN
332,zmb,30.0,30.5,MAPS 1-2 Kills,-0.016666666666666666,2023-05-30,ESPORTS,Furia Academy 
44,eeiu,30.5,31.0,MAPS 1-2 Kills,-0.01639344262295082,2023-05-31,ESPORTS,M80 
35,NiSMO,32.5,33.0,MAPS 1-2 Kills,-0.015384615384615385,2023-05-31,ESPORTS,M80 
315,NEOFRAG,33.5,34.0,MAPS 1-2 Kills,-0.014925373134328358,2023-05-30,ESPORTS,OG 
68,bdog,34.0,34.5,MAPS 1-2 Kills,-0.014705882352941176,2023-05-31,ESPORTS, Shopify Rebellion
333,Bruninho,34.0,34.5,MAPS 1-2 Kills,-0.014705882352941176,2023-05-30,ESPORTS,Furia Academy 
9,koalanoob,35.5,36.0,MAPS 1-2 Kills,-0.014084507042253521,2023-05-31,ESPORTS,M80 
318,dav1deuS,38.0,38.5,MAPS 1-2 Kills,-0.013157894736842105,2023-05-30,ESPORTS, 9z
5,Nikola Jokic,40.5,41.0,PTS+TRB,-0.012345679012345678,2023-06-01,NBA,DEN
325,Buzz,33.5,33.0,MAPS 1-2 Kills,0.014925373134328358,2023-05-30,ESPORTS, Astralis
326,gla1ve,33.0,32.5,MAPS 1-2 Kills,0.015151515151515152,2023-05-30,ESPORTS, Astralis
206,Arike Ogunbowale,31.0,30.5,PTS+TRB,0.016129032258064516,2023-05-30,WNBA,DAL
40,Jamal Murray,31.0,30.5,PTS+TRB,0.016129032258064516,2023-06-01,NBA,DEN
123,ShahZaM,30.5,30.0,MAPS 1-2 Kills,0.01639344262295082,2023-05-31,ESPORTS, G2
205,Arike Ogunbowale,26.5,26.0,PTS,0.018867924528301886,2023-05-30,WNBA,DAL
65,Bam Adebayo,26.0,25.5,PTS+TRB,0.019230769230769232,2023-06-01,NBA,MIA
56,Marina Mabrey,26.0,25.5,PTS+TRB+AST,0.019230769230769232,2023-05-30,WNBA,CHI
335,venomzera,40.5,39.5,MAPS 1-2 Kills,0.024691358024691357,2023-05-30,ESPORTS, Paqueta
319,dgt,38.0,37.0,MAPS 1-2 Kills,0.02631578947368421,2023-05-30,ESPORTS, 9z
331,kauez,37.5,36.5,MAPS 1-2 Kills,0.02666666666666667,2023-05-30,ESPORTS,Furia Academy 
297,Mikoto,17.5,17.0,MAPS 1-2 Kills,0.02857142857142857,2023-05-31,ESPORTS,Talon 
218,Natasha Howard,17.0,16.5,PTS,0.029411764705882353,2023-05-30,WNBA,DAL
102,Elizabeth Williams,16.5,16.0,PTS+TRB+AST,0.030303030303030304,2023-05-30,WNBA,CHI
322,blameF,42.5,41.0,MAPS 1-2 Kills,0.03529411764705882,2023-05-30,ESPORTS, Astralis
317,try,40.0,38.5,MAPS 1-2 Kills,0.0375,2023-05-30,ESPORTS, 9z
115,Aaron Gordon,21.5,20.5,PTS+TRB+AST,0.046511627906976744,2023-06-01,NBA,DEN
294,DarkMago,19.0,18.0,MAPS 1-2 Kills,0.05263157894736842,2023-05-30,ESPORTS,beastcoast 
307,Quinn,17.0,16.0,MAPS 1-2 Kills,0.058823529411764705,2023-05-31,ESPORTS, Gaimin Gladiators
149,Scout,8.5,8.0,MAPS 1-2 Kills,0.058823529411764705,2023-05-31,ESPORTS, LNG Esports
320,max,33.5,31.5,MAPS 1-2 Kills,0.05970149253731343,2023-05-30,ESPORTS, 9z
96,Aari McDonald,8.0,7.5,PTS,0.0625,2023-05-30,WNBA,ATL
76,v1c,31.5,29.5,MAPS 1-2 Kills,0.06349206349206349,2023-05-31,ESPORTS, Shopify Rebellion
299,JaCkky,14.5,13.5,MAPS 1-2 Kills,0.06896551724137931,2023-05-31,ESPORTS,Bleed 
304,Stormstormer,13.5,12.5,MAPS 1-2 Kills,0.07407407407407407,2023-05-31,ESPORTS, Entity
280,Zac Gallen,6.5,6.0,Pitcher Strikeouts,0.07692307692307693,2023-05-30,MLB,ARI
285,Nestor Cortes,6.0,5.5,Pitcher Strikeouts,0.08333333333333333,2023-05-30,MLB,NYY
1,Bryce Elder,5.5,5.0,Pitcher Strikeouts,0.09090909090909091,2023-05-30,MLB,ATL
0,Bryce Elder,5.5,5.0,Pitcher Strikeouts,0.09090909090909091,2023-05-30,MLB,ATL
146,Tarzan,5.5,5.0,MAPS 1-2 Kills,0.09090909090909091,2023-05-31,ESPORTS, LNG Esports
100,LP,10.5,9.5,MAPS 1-2 Kills,0.09523809523809523,2023-05-31,ESPORTS,Royal Never Give Up 
140,Wayward,4.0,3.5,MAPS 1-2 Kills,0.125,2023-05-31,ESPORTS,Top Esports 
300,Kordan,16.0,13.5,MAPS 1-2 Kills,0.15625,2023-05-31,ESPORTS,Bleed 
134,Mole,6.0,5.0,MAPS 1-2 Kills,0.16666666666666666,2023-05-31,ESPORTS, Rare Atom
69,Tangyuan,6.5,5.0,MAPS 1-2 Kills,0.23076923076923078,2023-05-31,ESPORTS,Royal Never Give Up 
