,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
38,Adzantick,13.0,15.5,MAPS 1-2 Kills,-0.19230769230769232,2023-06-05,ESPORTS,D1 Hustlers 
25,miCKe,14.0,16.0,MAPS 1-2 Kills,-0.14285714285714285,2023-06-05,ESPORTS, Liquid
22,Jamal Murray,6.5,7.0,AST,-0.07692307692307693,2023-06-07,NBA,DEN
32,Nisha,14.5,15.5,MAPS 1-2 Kills,-0.06896551724137931,2023-06-05,ESPORTS, Liquid
81,sNx,33.5,35.5,MAPS 1-2 Kills,-0.05970149253731343,2023-06-05,ESPORTS, Ignis Serpens
90,ScrunK,30.5,32.0,MAPS 1-2 Kills,-0.04918032786885246,2023-06-05,ESPORTS,Sangal 
2,Nikola Jokic,12.0,12.5,TRB,-0.041666666666666664,2023-06-07,NBA,DEN
79,casey,40.5,42.0,MAPS 1-2 Kills,-0.037037037037037035,2023-06-05,ESPORTS, Ignis Serpens
37,Gabe Vincent,15.5,16.0,PTS+TRB,-0.03225806451612903,2023-06-07,NBA,MIA
18,Jamal Murray,31.5,32.5,PTS+AST,-0.031746031746031744,2023-06-07,NBA,DEN
77,Kristou,33.5,34.5,MAPS 1-2 Kills,-0.029850746268656716,2023-06-05,ESPORTS,Astralis Talent 
92,eraa,35.5,36.5,MAPS 1-2 Kills,-0.028169014084507043,2023-06-05,ESPORTS, Young Ninjas
88,Soulfly,36.0,37.0,MAPS 1-2 Kills,-0.027777777777777776,2023-06-05,ESPORTS,Sangal 
78,MistR,37.0,38.0,MAPS 1-2 Kills,-0.02702702702702703,2023-06-05,ESPORTS,Astralis Talent 
31,Bam Adebayo,18.5,19.0,PTS,-0.02702702702702703,2023-06-07,NBA,MIA
87,SaMey,37.5,38.5,MAPS 1-2 Kills,-0.02666666666666667,2023-06-05,ESPORTS, Anonymo
1,Nikola Jokic,40.5,41.5,PTS+TRB,-0.024691358024691357,2023-06-07,NBA,DEN
85,reiko,42.5,43.5,MAPS 1-2 Kills,-0.023529411764705882,2023-06-05,ESPORTS, Anonymo
30,Bam Adebayo,22.5,23.0,PTS+AST,-0.022222222222222223,2023-06-07,NBA,MIA
4,Nikola Jokic,50.5,51.5,PTS+TRB+AST,-0.019801980198019802,2023-06-07,NBA,DEN
24,Jamal Murray,30.5,31.0,PTS+TRB,-0.01639344262295082,2023-06-07,NBA,DEN
17,Jimmy Butler,31.5,32.0,PTS+AST,-0.015873015873015872,2023-06-07,NBA,MIA
89,kory,36.5,37.0,MAPS 1-2 Kills,-0.0136986301369863,2023-06-05,ESPORTS,Sangal 
7,Nikola Jokic,38.5,39.0,PTS+AST,-0.012987012987012988,2023-06-07,NBA,DEN
80,olimp,38.5,39.0,MAPS 1-2 Kills,-0.012987012987012988,2023-06-05,ESPORTS, Ignis Serpens
86,Sobol,39.0,39.5,MAPS 1-2 Kills,-0.01282051282051282,2023-06-05,ESPORTS, Anonymo
91,nilo,41.0,41.5,MAPS 1-2 Kills,-0.012195121951219513,2023-06-05,ESPORTS, Young Ninjas
84,Blogg1s,39.5,39.0,MAPS 1-2 Kills,0.012658227848101266,2023-06-05,ESPORTS,Sampi 
83,sAvana1,35.0,34.5,MAPS 1-2 Kills,0.014285714285714285,2023-06-05,ESPORTS,Sampi 
33,Shad,9.0,8.0,MAPS 1-2 Kills,0.1111111111111111,2023-06-05,ESPORTS,D1 Hustlers 
15,No!ob,11.0,9.0,MAPS 1-2 Kills,0.18181818181818182,2023-06-05,ESPORTS,Quest 
43,Stormstormer,11.0,9.0,MAPS 1-2 Kills,0.18181818181818182,2023-06-05,ESPORTS, Entity
