,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
66,Romelu Lukaku,1.5,2.0,Shots,-0.3333333333333333,2023-05-21,SOCCER,Inter
64,Donyell Malen,2.5,3.0,Shots,-0.2,2023-05-21,SOCCER,Borussia Dortmund
58,Wesley Fofana,3.0,3.5,Clearances,-0.16666666666666666,2023-05-21,SOCCER,Chelsea
272,Munkushi~,10.5,12.0,MAPS 1-2 Kills,-0.14285714285714285,2023-05-21,ESPORTS, One Move
86,Joey Wentz,4.0,4.5,Pitcher Strikeouts,-0.125,2023-05-21,MLB,DET
271,RAMZES666,14.0,15.5,MAPS 1-2 Kills,-0.10714285714285714,2023-05-21,ESPORTS,9Pandas 
116,Sabrina Ionescu,5.0,5.5,AST,-0.1,2023-05-21,WNBA,NY
280,Pakazs,16.5,18.0,MAPS 1-2 Kills,-0.09090909090909091,2023-05-21,ESPORTS,Evil Geniuses 
115,Sabrina Ionescu,6.0,6.5,TRB,-0.08333333333333333,2023-05-21,WNBA,NY
277,DarkMago,18.0,19.0,MAPS 1-2 Kills,-0.05555555555555555,2023-05-21,ESPORTS,Beastcoast 
281,mini,9.0,9.5,MAPS 1-2 Kills,-0.05555555555555555,2023-05-21,ESPORTS, Infamous Gaming
213,Bam Adebayo,9.5,10.0,TRB,-0.05263157894736842,2023-05-21,NBA,MIA
275,DaaD-,10.0,10.5,MAPS 1-2 Kills,-0.05,2023-05-21,ESPORTS, Mad Kings Esports
273,Ainkrad,13.5,14.0,MAPS 1-2 Kills,-0.037037037037037035,2023-05-21,ESPORTS, One Move
47,Ariel Atkins,14.0,14.5,PTS,-0.03571428571428571,2023-05-21,WNBA,WSH
274,SLATEM$,15.5,16.0,MAPS 1-2 Kills,-0.03225806451612903,2023-05-21,ESPORTS,Thunder Awaken 
289,Spinx,40.0,41.0,MAPS 1-2 Kills,-0.025,2023-05-21,ESPORTS, Vitality
285,siuhy,34.5,35.0,MAPS 1-2 Kills,-0.014492753623188406,2023-05-21,ESPORTS,GamerLegion 
283,iM,39.5,40.0,MAPS 1-2 Kills,-0.012658227848101266,2023-05-21,ESPORTS,GamerLegion 
288,ZywOo,45.0,45.5,MAPS 1-2 Kills,-0.011111111111111112,2023-05-21,ESPORTS, Vitality
291,dupreeh,34.5,34.0,MAPS 1-2 Kills,0.014492753623188406,2023-05-21,ESPORTS, Vitality
287,isak,30.0,29.5,MAPS 1-2 Kills,0.016666666666666666,2023-05-21,ESPORTS,GamerLegion 
90,Aliyah Boston,18.5,18.0,PTS+TRB+AST,0.02702702702702703,2023-05-21,WNBA,IND
156,Diana Taurasi,16.5,16.0,PTS,0.030303030303030304,2023-05-21,WNBA,PHX
292,apEX,30.5,29.5,MAPS 1-2 Kills,0.03278688524590164,2023-05-21,ESPORTS, Vitality
276,PiPi,13.5,13.0,MAPS 1-2 Kills,0.037037037037037035,2023-05-21,ESPORTS, Mad Kings Esports
286,Keoz,32.0,30.5,MAPS 1-2 Kills,0.046875,2023-05-21,ESPORTS,GamerLegion 
282,4dr,10.0,9.5,MAPS 1-2 Kills,0.05,2023-05-21,ESPORTS, Infamous Gaming
209,Jayson Tatum,15.5,14.5,TRB+AST,0.06451612903225806,2023-05-21,NBA,BOS
1,Brionna Jones,7.0,6.5,TRB,0.07142857142857142,2023-05-21,WNBA,CONN
279,Leostyle,11.5,10.5,MAPS 1-2 Kills,0.08695652173913043,2023-05-21,ESPORTS, Infinity
84,Kylian Mbappe,4.5,4.0,Shots,0.1111111111111111,2023-05-21,SOCCER,PSG
192,Corey Kluber,4.5,4.0,Pitcher Strikeouts,0.1111111111111111,2023-05-21,MLB,BOS
56,Antoine Griezmann,3.5,3.0,Shots,0.14285714285714285,2023-05-21,SOCCER,Atletico Madrid
73,Karim Benzema,3.5,3.0,Shots,0.14285714285714285,2023-05-21,SOCCER,Real Madrid
72,Amir Rrahmani,3.0,2.5,Clearances,0.16666666666666666,2023-05-21,SOCCER,Napoli
63,Karim Adeyemi,2.5,2.0,Shots,0.2,2023-05-21,SOCCER,Borussia Dortmund
278,Adrian,11.0,8.5,MAPS 1-2 Kills,0.22727272727272727,2023-05-21,ESPORTS, Infinity
