,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
259,Ax1Le,40.5,37.0,MAPS 1-2 Kills,0.08641975308641975,2023-06-07,ESPORTS, C9
185,Yagao,5.5,5.0,MAPS 1-2 Kills,0.09090909090909091,2023-06-07,ESPORTS, Bilibili Gaming
136,Able,5.5,5.0,MAPS 1-2 Kills,0.09090909090909091,2023-06-07,ESPORTS,Oh My God 
273,device,43.0,39.0,MAPS 1-2 Kills,0.09302325581395349,2023-06-07,ESPORTS, Astralis
126,Creme,5.0,4.5,MAPS 1-2 Kills,0.1,2023-06-07,ESPORTS,Oh My God 
184,Bin,5.0,4.5,MAPS 1-2 Kills,0.1,2023-06-07,ESPORTS, Bilibili Gaming
144,369,5.0,4.5,MAPS 1-2 Kills,0.1,2023-06-07,ESPORTS, JD Gaming
158,Kiin,4.5,4.0,MAPS 1-2 Kills,0.1111111111111111,2023-06-07,ESPORTS,KT Rolster 
42,Nayef Aguerd,4.5,4.0,Clearances,0.1111111111111111,2023-06-07,SOCCER,West Ham United
33,valyn,30.5,27.0,MAPS 1-2 Kills,0.11475409836065574,2023-06-07,ESPORTS,The Guard 
120,shanji,4.0,3.5,MAPS 1-2 Kills,0.125,2023-06-07,ESPORTS,Oh My God 
