,Player,Stat,Line,o_Prob,u_Prob,num_books,means,Team,League,Date
138,Jaylen Brown,AST,4.0,0.4593803593069483,0.5406196406930517,1.0,3.9921701219046546,PHI,7,2023-05-09
8,Drew Rucinski,Pitcher Strikeouts,3.5,0.4649003731438439,0.5350996268561561,5.0,3.507108090730414,NYY,2,2023-05-09
12,Louie Varland,Pitcher Strikeouts,5.0,0.47995603074254517,0.5200439692574549,1.0,5.066902218017834,SD,2,2023-05-09
211,Jarred Vanderbilt,TRB,5.0,0.4803772179923014,0.5196227820076986,1.0,5.068895323480507,GSW,7,2023-05-10
153,Tobias Harris,TRB,6.0,0.48117286512681995,0.51882713487318,1.0,6.063597030178119,BOS,7,2023-05-09
127,Derrick White,PTS,12.5,0.48526237644861814,0.5147376235513819,6.0,12.537458503075992,PHI,7,2023-05-09
101,Gabe Vincent,AST,4.0,0.4877551091790342,0.5122448908209658,1.0,4.10980600632812,NYK,7,2023-05-10
116,Julius Randle,AST,4.0,0.4895023454147316,0.5104976545852684,1.0,4.117114779508963,MIA,7,2023-05-10
5,Noah Syndergaard,Pitcher Strikeouts,4.0,0.4922195611213017,0.5077804388786983,1.0,4.128498017755579,MIL,2,2023-05-09
209,Austin Reaves,TRB,4.0,0.4925766418830926,0.5074233581169074,1.0,4.129995501863725,GSW,7,2023-05-10
79,Kevin Love,PTS,8.5,0.4942727738660113,0.5057272261339887,5.0,8.626886397832846,NYK,7,2023-05-10
190,Andrew Wiggins,PTS,17.5,0.4943104259922386,0.5056895740077614,6.0,17.60800071134807,LAL,7,2023-05-10
169,Tyrese Maxey,PTS+TRB+AST,25.5,0.4950384635486378,0.5049615364513622,5.0,25.604547156621937,BOS,7,2023-05-09
227,Anthony Davis,PTS+AST,27.5,0.49676684809958427,0.5032331519004157,3.0,27.624817197245275,GSW,7,2023-05-10
1,Chad Wallach,Total Bases,0.5,0.49926452769393426,0.5007354723060657,4.0,0.6916773167271258,HOU,2,2023-05-09
10,Clarke Schmidt,Pitcher Strikeouts,6.5,0.4996550322279908,0.5003449677720092,1.0,6.66741358059197,OAK,2,2023-05-09
184,De'Anthony Melton,PTS+TRB+AST,11.5,0.4997947125621822,0.5002052874378178,1.0,11.666609705727254,BOS,7,2023-05-09
61,Kentavious Caldwell-Pope,PTS+TRB,11.5,0.4997947125621822,0.5002052874378178,1.0,11.666609705727254,PHX,7,2023-05-09
60,Kentavious Caldwell-Pope,PTS,9.5,0.49982720086937416,0.5001727991306258,1.0,9.667371741039444,PHX,7,2023-05-09
181,Malcolm Brogdon,STL,0.5,0.5027744406894378,0.4972255593105622,3.0,0.698711514169339,PHI,7,2023-05-09
238,Stephen Curry,AST,7.0,0.5028200508210816,0.49717994917891833,1.0,7.179880747740768,LAL,7,2023-05-10
67,Kevin Durant,PTS+AST,37.5,0.5045851455262097,0.4954148544737903,3.0,37.73772316043307,DEN,7,2023-05-09
4,Jack Flaherty,Pitcher Strikeouts,6.0,0.5070494358831837,0.4929505641168163,1.0,6.200533122567256,CHC,2,2023-05-09
94,Jimmy Butler,AST,6.0,0.5078164117332203,0.49218358826677966,1.0,6.2046249615624,NYK,7,2023-05-10
183,P.J. Tucker,PTS+TRB+AST,9.5,0.5079305376794596,0.4920694623205404,6.0,9.730483564265505,BOS,7,2023-05-09
