,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
45,Arthur Cabral,1.0,2.5,Shots,-1.5,2023-06-07,SOCCER,Fiorentina
32,Declan Rice,0.5,1.0,Shots,-1.0,2023-06-07,SOCCER,West Ham United
37,Michail Antonio,1.0,2.0,Shots,-1.0,2023-06-07,SOCCER,West Ham United
35,Jarrod Bowen,1.0,2.0,Shots,-1.0,2023-06-07,SOCCER,West Ham United
44,Arthur Cabral,2.0,2.5,Shots,-0.25,2023-06-07,SOCCER,Fiorentina
86,Kyle Lowry,3.5,4.0,AST,-0.14285714285714285,2023-06-07,NBA,MIA
39,Kurt Zouma,3.5,4.0,Clearances,-0.14285714285714285,2023-06-07,SOCCER,West Ham United
214,karrigan,26.5,28.5,MAPS 1-2 Kills,-0.07547169811320754,2023-06-07,ESPORTS,FaZe 
215,karrigan,26.5,28.5,MAPS 1-2 Kills,-0.07547169811320754,2023-06-07,ESPORTS,FaZe 
199,FaNg,28.5,30.5,MAPS 1-2 Kills,-0.07017543859649122,2023-06-07,ESPORTS, Complexity
157,mASKED,30.5,32.5,MAPS 1-2 Kills,-0.06557377049180328,2023-06-07,ESPORTS,Anonymo 
85,Kyle Lowry,8.0,8.5,PTS,-0.0625,2023-06-07,NBA,MIA
198,JT,25.5,27.0,MAPS 1-2 Kills,-0.058823529411764705,2023-06-07,ESPORTS, Complexity
172,Magisk,36.0,38.0,MAPS 1-2 Kills,-0.05555555555555555,2023-06-07,ESPORTS,Vitality 
200,floppy,27.5,29.0,MAPS 1-2 Kills,-0.05454545454545454,2023-06-07,ESPORTS, Complexity
75,Max Strus,10.0,10.5,PTS,-0.05,2023-06-07,NBA,MIA
197,Grim,32.0,33.5,MAPS 1-2 Kills,-0.046875,2023-06-07,ESPORTS, Complexity
87,Kyle Lowry,11.0,11.5,PTS+TRB,-0.045454545454545456,2023-06-07,NBA,MIA
194,sjuush,36.0,37.5,MAPS 1-2 Kills,-0.041666666666666664,2023-06-07,ESPORTS,Heroic 
21,Jamal Murray,24.5,25.5,PTS,-0.04081632653061224,2023-06-07,NBA,DEN
117,supamen,25.5,26.5,MAPS 1-2 Kills,-0.0392156862745098,2023-06-07,ESPORTS,FaZe 
118,supamen,25.5,26.5,MAPS 1-2 Kills,-0.0392156862745098,2023-06-07,ESPORTS,FaZe 
78,Max Strus,13.0,13.5,PTS+TRB,-0.038461538461538464,2023-06-07,NBA,MIA
98,TiGG,26.0,27.0,MAPS 1-2 Kills,-0.038461538461538464,2023-06-07,ESPORTS,FaZe 
97,TiGG,26.0,27.0,MAPS 1-2 Kills,-0.038461538461538464,2023-06-07,ESPORTS,FaZe 
62,Gabe Vincent,13.5,14.0,PTS,-0.037037037037037035,2023-06-07,NBA,MIA
178,VINI,29.5,30.5,MAPS 1-2 Kills,-0.03389830508474576,2023-06-07,ESPORTS, Imperial
177,chelo,30.0,31.0,MAPS 1-2 Kills,-0.03333333333333333,2023-06-07,ESPORTS, Imperial
174,apEX,31.5,32.5,MAPS 1-2 Kills,-0.031746031746031744,2023-06-07,ESPORTS,Vitality 
25,Jamal Murray,31.5,32.5,PTS+AST,-0.031746031746031744,2023-06-07,NBA,DEN
175,boltz,31.5,32.5,MAPS 1-2 Kills,-0.031746031746031744,2023-06-07,ESPORTS, Imperial
204,Buzz,32.0,33.0,MAPS 1-2 Kills,-0.03125,2023-06-07,ESPORTS, Astralis
84,Verno,33.5,34.5,MAPS 1-2 Kills,-0.029850746268656716,2023-06-07,ESPORTS, FaZe Clan
212,Twistzz,35.5,36.5,MAPS 1-2 Kills,-0.028169014084507043,2023-06-07,ESPORTS,FaZe 
213,Twistzz,35.5,36.5,MAPS 1-2 Kills,-0.028169014084507043,2023-06-07,ESPORTS,FaZe 
193,jabbi,36.5,37.5,MAPS 1-2 Kills,-0.0273972602739726,2023-06-07,ESPORTS,Heroic 
195,cadiaN,36.5,37.5,MAPS 1-2 Kills,-0.0273972602739726,2023-06-07,ESPORTS,Heroic 
53,Bam Adebayo,18.5,19.0,PTS,-0.02702702702702703,2023-06-07,NBA,MIA
180,br0,38.5,39.5,MAPS 1-2 Kills,-0.025974025974025976,2023-06-07,ESPORTS,Astralis Talent 
164,Rainwaker,40.0,41.0,MAPS 1-2 Kills,-0.025,2023-06-07,ESPORTS,500 
208,ropz,40.5,41.5,MAPS 1-2 Kills,-0.024691358024691357,2023-06-07,ESPORTS,FaZe 
209,ropz,40.5,41.5,MAPS 1-2 Kills,-0.024691358024691357,2023-06-07,ESPORTS,FaZe 
158,BOROS,42.0,43.0,MAPS 1-2 Kills,-0.023809523809523808,2023-06-07,ESPORTS,Monte 
52,Bam Adebayo,22.5,23.0,PTS+AST,-0.022222222222222223,2023-06-07,NBA,MIA
7,Nikola Jokic,50.5,51.5,PTS+TRB+AST,-0.019801980198019802,2023-06-07,NBA,DEN
179,FalleN,28.0,28.5,MAPS 1-2 Kills,-0.017857142857142856,2023-06-07,ESPORTS, Imperial
203,Altekz,32.0,32.5,MAPS 1-2 Kills,-0.015625,2023-06-07,ESPORTS, Astralis
181,Patti,33.5,34.0,MAPS 1-2 Kills,-0.014925373134328358,2023-06-07,ESPORTS,Astralis Talent 
173,dupreeh,34.0,34.5,MAPS 1-2 Kills,-0.014705882352941176,2023-06-07,ESPORTS,Vitality 
196,TeSeS,34.0,34.5,MAPS 1-2 Kills,-0.014705882352941176,2023-06-07,ESPORTS,Heroic 
155,reiko,37.5,38.0,MAPS 1-2 Kills,-0.013333333333333334,2023-06-07,ESPORTS,Anonymo 
9,Nikola Jokic,38.5,39.0,PTS+AST,-0.012987012987012988,2023-06-07,NBA,DEN
184,Kamion,38.5,39.0,MAPS 1-2 Kills,-0.012987012987012988,2023-06-07,ESPORTS, Domination
15,Jimmy Butler,39.0,39.5,PTS+TRB+AST,-0.01282051282051282,2023-06-07,NBA,MIA
189,sh1ro,40.0,40.5,MAPS 1-2 Kills,-0.0125,2023-06-07,ESPORTS, C9
159,Woro2k,40.0,40.5,MAPS 1-2 Kills,-0.0125,2023-06-07,ESPORTS,Monte 
192,stavn,40.5,41.0,MAPS 1-2 Kills,-0.012345679012345678,2023-06-07,ESPORTS,Heroic 
171,Spinx,40.5,41.0,MAPS 1-2 Kills,-0.012345679012345678,2023-06-07,ESPORTS,Vitality 
202,device,43.0,43.5,MAPS 1-2 Kills,-0.011627906976744186,2023-06-07,ESPORTS, Astralis
170,ZywOo,44.0,44.5,MAPS 1-2 Kills,-0.011363636363636364,2023-06-07,ESPORTS,Vitality 
201,blameF,41.0,40.5,MAPS 1-2 Kills,0.012195121951219513,2023-06-07,ESPORTS, Astralis
207,broky,40.0,39.5,MAPS 1-2 Kills,0.0125,2023-06-07,ESPORTS,FaZe 
166,REDSTAR,40.0,39.5,MAPS 1-2 Kills,0.0125,2023-06-07,ESPORTS,500 
206,broky,40.0,39.5,MAPS 1-2 Kills,0.0125,2023-06-07,ESPORTS,FaZe 
186,huNter-,37.0,36.5,MAPS 1-2 Kills,0.013513513513513514,2023-06-07,ESPORTS,G2 
169,Airax,32.5,32.0,MAPS 1-2 Kills,0.015384615384615385,2023-06-07,ESPORTS, HAVU
190,nafany,30.5,30.0,MAPS 1-2 Kills,0.01639344262295082,2023-06-07,ESPORTS, C9
90,skuba,30.0,29.5,MAPS 1-2 Kills,0.016666666666666666,2023-06-07,ESPORTS, FaZe Clan
127,Brittney Griner,22.0,21.5,PTS,0.022727272727272728,2023-06-07,WNBA,PHX
64,Aaron Gordon,21.5,21.0,PTS+TRB+AST,0.023255813953488372,2023-06-07,NBA,DEN
161,mhL,42.5,41.5,MAPS 1-2 Kills,0.023529411764705882,2023-06-07,ESPORTS, Endpoint
65,Aaron Gordon,19.0,18.5,PTS+TRB,0.02631578947368421,2023-06-07,NBA,DEN
11,Napheesa Collier,19.0,18.5,PTS,0.02631578947368421,2023-06-07,WNBA,MIN
167,ottoNd,37.0,36.0,MAPS 1-2 Kills,0.02702702702702703,2023-06-07,ESPORTS, HAVU
191,buster,30.5,29.5,MAPS 1-2 Kills,0.03278688524590164,2023-06-07,ESPORTS, C9
50,Kayla McBride,15.0,14.5,PTS,0.03333333333333333,2023-06-07,WNBA,MIN
68,Aaron Gordon,15.0,14.5,PTS+AST,0.03333333333333333,2023-06-07,NBA,DEN
163,MiGHTYMAX,29.0,28.0,MAPS 1-2 Kills,0.034482758620689655,2023-06-07,ESPORTS, Endpoint
188,Ax1Le,40.5,39.0,MAPS 1-2 Kills,0.037037037037037035,2023-06-07,ESPORTS, C9
162,HeavyGod,39.0,37.5,MAPS 1-2 Kills,0.038461538461538464,2023-06-07,ESPORTS, Endpoint
69,Aaron Gordon,13.0,12.5,PTS,0.038461538461538464,2023-06-07,NBA,DEN
67,dapr,24.5,23.5,MAPS 1-2 Kills,0.04081632653061224,2023-06-07,ESPORTS,G2 
168,Banjo,35.5,34.0,MAPS 1-2 Kills,0.04225352112676056,2023-06-07,ESPORTS, HAVU
0,tex,35.5,34.0,MAPS 1-2 Kills,0.04225352112676056,2023-06-07,ESPORTS,The Guard 
58,OXY,33.0,31.5,MAPS 1-2 Kills,0.045454545454545456,2023-06-07,ESPORTS,G2 
10,trent,32.0,30.5,MAPS 1-2 Kills,0.046875,2023-06-07,ESPORTS,The Guard 
41,valyn,30.5,29.0,MAPS 1-2 Kills,0.04918032786885246,2023-06-07,ESPORTS,The Guard 
160,kRaSnaL,36.5,34.5,MAPS 1-2 Kills,0.0547945205479452,2023-06-07,ESPORTS,Monte 
107,Kevin De Bruyne,8.5,8.0,Crosses,0.058823529411764705,2023-06-10,other,Manchester City
74,wippie,25.0,23.5,MAPS 1-2 Kills,0.06,2023-06-07,ESPORTS,G2 
95,Duncan Robinson,8.0,7.5,PTS,0.0625,2023-06-07,NBA,MIA
123,Jimmy Butler,7.0,6.5,FT,0.07142857142857142,2023-06-07,NBA,MIA
63,ShahZaM,27.5,25.5,MAPS 1-2 Kills,0.07272727272727272,2023-06-07,ESPORTS,G2 
40,Nayef Aguerd,4.5,4.0,Clearances,0.1111111111111111,2023-06-07,SOCCER,West Ham United
