,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
90,Adzantick,10.0,12.0,MAPS 1-2 Kills,-0.2,2023-05-22,ESPORTS, D1 Hustlers
91,miCKe,12.5,14.0,MAPS 1-2 Kills,-0.12,2023-05-22,ESPORTS,Liquid 
89,Shad,9.5,10.5,MAPS 1-2 Kills,-0.10526315789473684,2023-05-22,ESPORTS, D1 Hustlers
18,Bailey Ober,5.5,6.0,Pitcher Strikeouts,-0.09090909090909091,2023-05-22,MLB,MIN
95,Bryle,19.0,20.5,MAPS 1-2 Kills,-0.07894736842105263,2023-05-22,ESPORTS,TSM 
97,Arteezy,15.5,16.5,MAPS 1-2 Kills,-0.06451612903225806,2023-05-22,ESPORTS,Shopify Rebellion 
96,dnm,9.0,9.5,MAPS 1-2 Kills,-0.05555555555555555,2023-05-22,ESPORTS, DogChamp
98,Abed,19.0,20.0,MAPS 1-2 Kills,-0.05263157894736842,2023-05-22,ESPORTS,Shopify Rebellion 
80,Kentavious Caldwell-Pope,10.0,10.5,PTS,-0.05,2023-05-22,NBA,DEN
73,Bruce Brown,12.0,12.5,PTS,-0.041666666666666664,2023-05-22,NBA,DEN
122,Norwi,38.0,39.5,MAPS 1-2 Kills,-0.039473684210526314,2023-05-22,ESPORTS,Aurora 
105,MSL,32.0,33.0,MAPS 1-2 Kills,-0.03125,2023-05-22,ESPORTS,Sashi 
87,skiter,17.0,17.5,MAPS 1-2 Kills,-0.029411764705882353,2023-05-22,ESPORTS,Tundra 
94,Timado,17.0,17.5,MAPS 1-2 Kills,-0.029411764705882353,2023-05-22,ESPORTS,TSM 
116,alpha,35.0,36.0,MAPS 1-2 Kills,-0.02857142857142857,2023-05-22,ESPORTS,Sprout 
101,joel,36.0,36.5,MAPS 1-2 Kills,-0.013888888888888888,2023-05-22,ESPORTS, GODSENT
113,Wicadia,36.0,36.5,MAPS 1-2 Kills,-0.013888888888888888,2023-05-22,ESPORTS,Eternal Fire 
120,shalfey,36.0,36.5,MAPS 1-2 Kills,-0.013888888888888888,2023-05-22,ESPORTS, FORZE
119,r3salt,36.5,37.0,MAPS 1-2 Kills,-0.0136986301369863,2023-05-22,ESPORTS, FORZE
115,lauNX,38.0,38.5,MAPS 1-2 Kills,-0.013157894736842105,2023-05-22,ESPORTS,Sprout 
100,Krimbo,38.0,38.5,MAPS 1-2 Kills,-0.013157894736842105,2023-05-22,ESPORTS,BIG 
121,KENSI,40.0,39.5,MAPS 1-2 Kills,0.0125,2023-05-22,ESPORTS,Aurora 
103,RuStY,35.5,35.0,MAPS 1-2 Kills,0.014084507042253521,2023-05-22,ESPORTS, GODSENT
128,story,35.0,34.5,MAPS 1-2 Kills,0.014285714285714285,2023-05-22,ESPORTS,SAW 
112,XANTARES,41.5,40.5,MAPS 1-2 Kills,0.024096385542168676,2023-05-22,ESPORTS,Eternal Fire 
127,ewjerkz,38.0,37.0,MAPS 1-2 Kills,0.02631578947368421,2023-05-22,ESPORTS,SAW 
114,Calyx,36.0,35.0,MAPS 1-2 Kills,0.027777777777777776,2023-05-22,ESPORTS,Eternal Fire 
104,aizy,34.0,33.0,MAPS 1-2 Kills,0.029411764705882353,2023-05-22,ESPORTS,Sashi 
129,arrozdoce,33.0,32.0,MAPS 1-2 Kills,0.030303030303030304,2023-05-22,ESPORTS,SAW 
118,zorte,40.5,39.0,MAPS 1-2 Kills,0.037037037037037035,2023-05-22,ESPORTS, FORZE
125,kyuubii,37.5,36.0,MAPS 1-2 Kills,0.04,2023-05-22,ESPORTS, Sangal
99,tabseN,37.5,36.0,MAPS 1-2 Kills,0.04,2023-05-22,ESPORTS,BIG 
61,Aaron Gordon,12.0,11.5,PTS,0.041666666666666664,2023-05-22,NBA,DEN
126,Soulfly,35.5,34.0,MAPS 1-2 Kills,0.04225352112676056,2023-05-22,ESPORTS, Sangal
111,cptkurtka023,35.5,34.0,MAPS 1-2 Kills,0.04225352112676056,2023-05-22,ESPORTS, B8
110,OWNER,36.0,34.0,MAPS 1-2 Kills,0.05555555555555555,2023-05-22,ESPORTS, B8
86,bzm,16.5,15.5,MAPS 1-2 Kills,0.06060606060606061,2023-05-22,ESPORTS, OG
84,Armel,14.5,13.5,MAPS 1-2 Kills,0.06896551724137931,2023-05-22,ESPORTS,Secret 
83,Crystallis,14.0,13.0,MAPS 1-2 Kills,0.07142857142857142,2023-05-22,ESPORTS,Secret 
88,Nine,14.0,12.5,MAPS 1-2 Kills,0.10714285714285714,2023-05-22,ESPORTS,Tundra 
117,XELLOW,34.5,30.5,MAPS 1-2 Kills,0.11594202898550725,2023-05-22,ESPORTS,Sprout 
92,Nisha,12.5,11.0,MAPS 1-2 Kills,0.12,2023-05-22,ESPORTS,Liquid 
