,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
196,Victor,33.0,32.5,MAPS 1-2 Kills,0.015151515151515152,2023-05-25,ESPORTS, NRG
189,Fit1nho,33.0,32.5,MAPS 1-2 Kills,0.015151515151515152,2023-05-25,ESPORTS, Giants
227,Surreal,32.5,32.0,MAPS 1-2 Kills,0.015384615384615385,2023-05-25,ESPORTS, Endpoint
199,ardiis,32.0,31.5,MAPS 1-2 Kills,0.015625,2023-05-25,ESPORTS, NRG
185,Zyppan,31.5,31.0,MAPS 1-2 Kills,0.015873015873015872,2023-05-25,ESPORTS,Navi 
200,Xeppaa,31.0,30.5,MAPS 1-2 Kills,0.016129032258064516,2023-05-25,ESPORTS,Cloud9 
149,Brittney Griner,31.0,30.5,PTS+TRB+AST,0.016129032258064516,2023-05-25,WNBA,PHX
179,AtaKaptan,30.5,30.0,MAPS 1-2 Kills,0.01639344262295082,2023-05-25,ESPORTS,FUT 
178,qRaxs,30.5,30.0,MAPS 1-2 Kills,0.01639344262295082,2023-05-25,ESPORTS,FUT 
193,mwzera,30.0,29.5,MAPS 1-2 Kills,0.016666666666666666,2023-05-25,ESPORTS,FURIA 
194,Khalil,27.5,27.0,MAPS 1-2 Kills,0.01818181818181818,2023-05-25,ESPORTS,FURIA 
187,ANGE1,27.5,27.0,MAPS 1-2 Kills,0.01818181818181818,2023-05-25,ESPORTS,Navi 
239,Woro2k,39.0,38.0,MAPS 1-2 Kills,0.02564102564102564,2023-05-25,ESPORTS,Monte 
154,Kayla McBride,19.0,18.5,PTS+TRB+AST,0.02631578947368421,2023-05-25,WNBA,MIN
235,story,35.0,34.0,MAPS 1-2 Kills,0.02857142857142857,2023-05-25,ESPORTS, SAW
219,DarkMago,17.0,16.5,MAPS 1-2 Kills,0.029411764705882353,2023-05-25,ESPORTS,beastcoast 
247,Airax,33.5,32.5,MAPS 1-2 Kills,0.029850746268656716,2023-05-25,ESPORTS,HAVU 
152,Kayla McBride,16.0,15.5,PTS+TRB,0.03125,2023-05-25,WNBA,MIN
191,hoody,30.0,29.0,MAPS 1-2 Kills,0.03333333333333333,2023-05-25,ESPORTS, Giants
151,Kayla McBride,15.0,14.5,PTS+AST,0.03333333333333333,2023-05-25,WNBA,MIN
190,nukkye,29.5,28.5,MAPS 1-2 Kills,0.03389830508474576,2023-05-25,ESPORTS, Giants
150,Brittney Griner,29.5,28.5,PTS+TRB,0.03389830508474576,2023-05-25,WNBA,PHX
180,MrFaliN,28.0,27.0,MAPS 1-2 Kills,0.03571428571428571,2023-05-25,ESPORTS,FUT 
122,Derrick White,12.5,12.0,PTS,0.04,2023-05-25,NBA,BOS
224,Staehr,36.0,34.5,MAPS 1-2 Kills,0.041666666666666664,2023-05-25,ESPORTS, Sprout
192,dgzin,34.5,33.0,MAPS 1-2 Kills,0.043478260869565216,2023-05-25,ESPORTS,FURIA 
157,Diana Taurasi,20.5,19.5,PTS+TRB,0.04878048780487805,2023-05-25,WNBA,PHX
229,Calyx,36.0,34.0,MAPS 1-2 Kills,0.05555555555555555,2023-05-25,ESPORTS,Eternal Fire 
36,Bam Adebayo,9.0,8.5,TRB,0.05555555555555555,2023-05-25,NBA,MIA
159,Diana Taurasi,17.5,16.5,PTS,0.05714285714285714,2023-05-25,WNBA,PHX
156,Diana Taurasi,8.0,7.5,TRB+AST,0.0625,2023-05-25,WNBA,PHX
155,Diana Taurasi,23.0,21.5,PTS+AST,0.06521739130434782,2023-05-25,WNBA,PHX
182,MOLSI,29.0,27.0,MAPS 1-2 Kills,0.06896551724137931,2023-05-25,ESPORTS, Vitality
215,DCMC,13.5,12.5,MAPS 1-2 Kills,0.07407407407407407,2023-05-25,ESPORTS, Balrogs
158,Diana Taurasi,26.5,24.5,PTS+TRB+AST,0.07547169811320754,2023-05-25,WNBA,PHX
234,ewjerkz,38.5,35.5,MAPS 1-2 Kills,0.07792207792207792,2023-05-25,ESPORTS, SAW
213,squad1x,13.5,12.0,MAPS 1-2 Kills,0.1111111111111111,2023-05-25,ESPORTS, Virtus.Pro
116,Bruno Fernandes,4.0,3.5,Crosses,0.125,2023-05-25,SOCCER,Manchester United
217,Adrian,12.0,10.0,MAPS 1-2 Kills,0.16666666666666666,2023-05-25,ESPORTS, Infinity
