,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
113,Raphael Varane,3.5,4.0,Clearances,-0.14285714285714285,2023-05-25,SOCCER,Manchester United
206,Tacolilla,25.0,27.5,MAPS 1-2 Kills,-0.1,2023-05-25,ESPORTS, Leviatan
214,Alone,17.0,18.5,MAPS 1-2 Kills,-0.08823529411764706,2023-05-25,ESPORTS,Hokori 
205,Shyy,24.5,26.5,MAPS 1-2 Kills,-0.08163265306122448,2023-05-25,ESPORTS, Leviatan
176,qw1,35.5,38.0,MAPS 1-2 Kills,-0.07042253521126761,2023-05-25,ESPORTS,FUT 
212,Larl,15.0,16.0,MAPS 1-2 Kills,-0.06666666666666667,2023-05-25,ESPORTS,Spirit 
96,Al Horford,8.0,8.5,TRB+AST,-0.0625,2023-05-25,NBA,BOS
244,TMB,33.5,35.5,MAPS 1-2 Kills,-0.05970149253731343,2023-05-25,ESPORTS, ex-Copenhagen Flames
211,Yatoro,17.0,18.0,MAPS 1-2 Kills,-0.058823529411764705,2023-05-25,ESPORTS,Spirit 
204,Mazino,25.5,27.0,MAPS 1-2 Kills,-0.058823529411764705,2023-05-25,ESPORTS, Leviatan
202,Zellsis,27.5,29.0,MAPS 1-2 Kills,-0.05454545454545454,2023-05-25,ESPORTS,Cloud9 
1,A'ja Wilson,9.5,10.0,TRB,-0.05263157894736842,2023-05-25,WNBA,LV
218,Leostyle,11.5,12.0,MAPS 1-2 Kills,-0.043478260869565216,2023-05-25,ESPORTS, Infinity
222,lauNX,37.5,39.0,MAPS 1-2 Kills,-0.04,2023-05-25,ESPORTS, Sprout
242,Farlig,38.5,40.0,MAPS 1-2 Kills,-0.03896103896103896,2023-05-25,ESPORTS, ex-Copenhagen Flames
188,Cloud,31.5,32.5,MAPS 1-2 Kills,-0.031746031746031744,2023-05-25,ESPORTS, Giants
216,Pakazs,16.5,17.0,MAPS 1-2 Kills,-0.030303030303030304,2023-05-25,ESPORTS,Evil Geniuses 
241,DemQQ,34.0,35.0,MAPS 1-2 Kills,-0.029411764705882353,2023-05-25,ESPORTS,Monte 
237,alpha,34.5,35.5,MAPS 1-2 Kills,-0.028985507246376812,2023-05-25,ESPORTS, Sprout
3,A'ja Wilson,18.0,18.5,PTS,-0.027777777777777776,2023-05-25,WNBA,LV
84,Caleb Martin,18.0,18.5,PTS+TRB+AST,-0.027777777777777776,2023-05-25,NBA,MIA
232,TRAVIS,38.0,39.0,MAPS 1-2 Kills,-0.02631578947368421,2023-05-25,ESPORTS,1WIN 
245,ottoNd,38.0,39.0,MAPS 1-2 Kills,-0.02631578947368421,2023-05-25,ESPORTS,HAVU 
19,Jayson Tatum,46.5,47.5,PTS+TRB+AST,-0.021505376344086023,2023-05-25,NBA,BOS
201,jakee,28.0,28.5,MAPS 1-2 Kills,-0.017857142857142856,2023-05-25,ESPORTS,Cloud9 
203,kiNgg,30.5,31.0,MAPS 1-2 Kills,-0.01639344262295082,2023-05-25,ESPORTS, Leviatan
198,crashies,31.0,31.5,MAPS 1-2 Kills,-0.016129032258064516,2023-05-25,ESPORTS, NRG
184,cNed,36.0,36.5,MAPS 1-2 Kills,-0.013888888888888888,2023-05-25,ESPORTS,Navi 
230,Wicadia,37.5,38.0,MAPS 1-2 Kills,-0.013333333333333334,2023-05-25,ESPORTS,Eternal Fire 
240,BOROS,42.0,42.5,MAPS 1-2 Kills,-0.011904761904761904,2023-05-25,ESPORTS,Monte 
225,mhL,42.5,42.0,MAPS 1-2 Kills,0.011764705882352941,2023-05-25,ESPORTS, Endpoint
228,XANTARES,39.5,39.0,MAPS 1-2 Kills,0.012658227848101266,2023-05-25,ESPORTS,Eternal Fire 
233,Forester,36.0,35.5,MAPS 1-2 Kills,0.013888888888888888,2023-05-25,ESPORTS,1WIN 
236,MUTiRiS,34.0,33.5,MAPS 1-2 Kills,0.014705882352941176,2023-05-25,ESPORTS, SAW
238,XELLOW,33.5,33.0,MAPS 1-2 Kills,0.014925373134328358,2023-05-25,ESPORTS, Sprout
