,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
320,Magisk,36.0,36.5,MAPS 1-2 Kills,-0.013888888888888888,2023-05-20,ESPORTS,Vitality 
323,jkaem,37.5,38.0,MAPS 1-2 Kills,-0.013333333333333334,2023-05-20,ESPORTS, Apeks
233,Jamal Murray,36.0,35.5,PTS+TRB+AST,0.013888888888888888,2023-05-20,NBA,DEN
325,nawwk,35.0,34.5,MAPS 1-2 Kills,0.014285714285714285,2023-05-20,ESPORTS, Apeks
326,kyxsan,31.5,31.0,MAPS 1-2 Kills,0.015873015873015872,2023-05-20,ESPORTS, Apeks
236,Jamal Murray,31.0,30.5,PTS+AST,0.016129032258064516,2023-05-20,NBA,DEN
257,Aaron Gordon,21.5,21.0,PTS+TRB+AST,0.023255813953488372,2023-05-20,NBA,DEN
242,Austin Reaves,21.0,20.5,PTS+AST,0.023809523809523808,2023-05-20,NBA,LAL
179,Ezi Magbegor,19.0,18.5,PTS+TRB+AST,0.02631578947368421,2023-05-20,WNBA,SEA
264,Bruce Brown,18.5,18.0,PTS+TRB+AST,0.02702702702702703,2023-05-20,NBA,DEN
259,Rui Hachimura,18.0,17.5,PTS+TRB+AST,0.027777777777777776,2023-05-20,NBA,LAL
322,apEX,30.5,29.5,MAPS 1-2 Kills,0.03278688524590164,2023-05-20,ESPORTS,Vitality 
98,Asuna,30.5,29.5,MAPS 1-2 Kills,0.03278688524590164,2023-05-20,ESPORTS, 100 Thieves
188,Chelsea Gray,14.5,14.0,PTS,0.034482758620689655,2023-05-20,WNBA,LV
232,Jamal Murray,25.5,24.5,PTS,0.0392156862745098,2023-05-20,NBA,DEN
263,Bruce Brown,12.0,11.5,PTS,0.041666666666666664,2023-05-20,NBA,DEN
191,Chelsea Gray,23.5,22.5,PTS+TRB+AST,0.0425531914893617,2023-05-20,WNBA,LV
190,Chelsea Gray,20.5,19.5,PTS+AST,0.04878048780487805,2023-05-20,WNBA,LV
126,Allisha Gray,20.5,19.5,PTS+TRB+AST,0.04878048780487805,2023-05-20,WNBA,ATL
0,A'ja Wilson,19.5,18.5,PTS,0.05128205128205128,2023-05-20,WNBA,LV
281,Gunnar,18.0,17.0,MAPS 1-2 Kills,0.05555555555555555,2023-05-20,ESPORTS, Nouns
192,Chelsea Gray,17.5,16.5,PTS+TRB,0.05714285714285714,2023-05-20,WNBA,LV
124,Allisha Gray,16.5,15.5,PTS+AST,0.06060606060606061,2023-05-20,WNBA,ATL
289,Jimmy Butler,6.0,5.5,AST,0.08333333333333333,2023-05-21,NBA,MIA
278,Yamsun,16.0,14.5,MAPS 1-2 Kills,0.09375,2023-05-20,ESPORTS, Nouns
273,squad1x,13.5,12.0,MAPS 1-2 Kills,0.1111111111111111,2023-05-20,ESPORTS, Virtus.Pro
32,Dominik Szoboszlai,4.0,3.5,Crosses,0.125,2023-05-20,SOCCER,RB Leipzig
28,Joshua Kimmich,7.5,6.5,Crosses,0.13333333333333333,2023-05-20,SOCCER,Bayern München
46,Olivier Giroud,3.5,3.0,Shots,0.14285714285714285,2023-05-20,SOCCER,Milan
47,Rafael Leao,3.5,3.0,Shots,0.14285714285714285,2023-05-20,SOCCER,Milan
68,Igor Zubeldia,3.5,3.0,Clearances,0.14285714285714285,2023-05-20,SOCCER,Real Sociedad
25,Christopher Nkunku,2.5,2.0,Shots,0.2,2023-05-20,SOCCER,RB Leipzig
48,Alexis Saelemaekers,2.0,1.5,Shots,0.25,2023-05-20,SOCCER,Milan
53,Brahim Diaz,2.0,1.5,Shots,0.25,2023-05-20,SOCCER,Milan
60,Dimitri Payet,2.0,1.5,Shots,0.25,2023-05-20,SOCCER,Marseille
