,Player,Stat,Line,o_Prob,u_Prob,num_books,means,Team,League,Date
15,Kyle Gibson,Pitcher Strikeouts,4.0,0.43013093254825346,0.5698690674517466,1.0,3.8725049851521844,CLE,2,2023-05-30
9,Brandon Bielak,Pitcher Strikeouts,5.0,0.44007388038149275,0.5599261196185072,1.0,4.879857215143203,MIN,2,2023-05-30
14,Shane McClanahan,Pitcher Strikeouts,7.0,0.4618101400715851,0.538189859928415,1.0,6.944481573770224,CHC,2,2023-05-30
55,Aaron Gordon,PTS+TRB+AST,21.5,0.4637002519742196,0.5362997480257804,4.0,21.246754578672,MIA,7,2023-06-01
12,Miles Mikolas,Pitcher Strikeouts,5.0,0.4646541233592768,0.5353458766407232,1.0,4.994776026636862,KC,2,2023-05-30
2,Bryce Elder,Pitcher Strikeouts,5.5,0.4720437832193114,0.5279562167806886,10.0,5.5056167589574425,OAK,2,2023-05-30
3,Bryce Elder,Pitcher Strikeouts,5.5,0.4720437832193114,0.5279562167806886,10.0,5.5056167589574425,OAK,2,2023-05-30
13,Christopher Morel,Total Bases,0.5,0.4728401001081315,0.5271598998918685,4.0,0.6402513611073155,TB,2,2023-05-30
22,Bam Adebayo,AST,3.5,0.47603205485496836,0.5239679451450316,10.0,3.5589470063513544,DEN,7,2023-06-01
20,Bam Adebayo,PTS+AST,20.5,0.4767662001090315,0.5232337998909685,6.0,20.40419875027173,DEN,7,2023-06-01
23,Bam Adebayo,TRB,9.0,0.477707919818376,0.5222920801816241,1.0,9.016518574643078,DEN,7,2023-06-01
5,Kyle Freeland,Pitcher Strikeouts,3.5,0.47869442596029566,0.5213055740397043,10.0,3.5714068857920394,ARI,2,2023-05-30
36,Jimmy Butler,TRB,7.5,0.4788366098108917,0.5211633901891083,10.0,7.523742742557294,DEN,7,2023-06-01
6,Brayan Bello,Pitcher Strikeouts,5.5,0.4798007217333291,0.5201992782666709,10.0,5.550993126531972,CIN,2,2023-05-30
30,Kentavious Caldwell-Pope,PTS,10.5,0.4817403496857835,0.5182596503142165,3.0,10.520061215828802,MIA,7,2023-06-01
35,Jimmy Butler,AST,6.0,0.483203618340588,0.5167963816594121,1.0,6.074272696617198,DEN,7,2023-06-01
58,Gabe Vincent,PTS,12.5,0.4834363430052635,0.5165636569947365,10.0,12.521310019537628,DEN,7,2023-06-01
21,Bam Adebayo,PTS+TRB+AST,29.5,0.48396960624245866,0.5160303937575413,8.0,29.449153966622543,DEN,7,2023-06-01
8,Chas McCormick,Total Bases,0.5,0.4849175343047829,0.5150824656952171,4.0,0.6634282635739225,MIN,2,2023-05-30
44,Kyle Lowry,PTS,7.5,0.4857805456388854,0.5142194543611146,4.0,7.571304461663088,DEN,7,2023-06-01
62,Caleb Martin,PTS,16.5,0.4869178676287096,0.5130821323712904,8.0,16.534534043509396,DEN,7,2023-06-01
