,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
173,Palantimos,9.0,8.5,MAPS 1-2 Kills,0.05555555555555555,2023-06-03,ESPORTS, UALEIKUMNIHAO
184,Extinct,33.0,31.0,MAPS 1-2 Kills,0.06060606060606061,2023-06-03,ESPORTS,Viperio 
209,Snappi,33.0,31.0,MAPS 1-2 Kills,0.06060606060606061,2023-06-03,ESPORTS,ENCE 
177,Arteezy,16.0,15.0,MAPS 1-2 Kills,0.0625,2023-06-03,ESPORTS,Shopify Rebellion 
208,Maden,34.5,32.0,MAPS 1-2 Kills,0.07246376811594203,2023-06-03,ESPORTS,ENCE 
175,Yatoro,13.5,12.5,MAPS 1-2 Kills,0.07407407407407407,2023-06-03,ESPORTS, Spirit
187,Bryle,20.0,18.5,MAPS 1-2 Kills,0.075,2023-06-03,ESPORTS, TSM
174,RAMZES666,12.0,10.5,MAPS 1-2 Kills,0.125,2023-06-03,ESPORTS,9 Pandas 
72,David De Gea,4.0,3.5,Goalie Saves,0.125,2023-06-03,other,Manchester United
178,Abed,20.0,17.5,MAPS 1-2 Kills,0.125,2023-06-03,ESPORTS,Shopify Rebellion 
82,Lautaro Martinez,3.5,3.0,Shots,0.14285714285714285,2023-06-03,SOCCER,Inter
91,Christopher Nkunku,3.5,3.0,Shots,0.14285714285714285,2023-06-03,SOCCER,RB Leipzig
112,Andrei Radu,3.5,3.0,Goalie Saves,0.14285714285714285,2023-06-03,SOCCER,Auxerre
121,Sergio Ramos,3.0,2.5,Clearances,0.16666666666666666,2023-06-03,SOCCER,PSG
110,Lois Openda,3.0,2.5,Shots,0.16666666666666666,2023-06-03,SOCCER,Lens
115,Alexis Sanchez,2.5,2.0,Shots,0.2,2023-06-03,SOCCER,Marseille
87,Antonio Sanabria,2.5,2.0,Shots,0.2,2023-06-03,SOCCER,Torino
99,Grejohn Kyei,2.0,1.5,Shots,0.25,2023-06-03,SOCCER,Clermont
180,Leonidas,7.5,5.5,MAPS 1-2 Kills,0.26666666666666666,2023-06-03,ESPORTS,Sand King Gomez 
179,dnm,9.0,6.5,MAPS 1-2 Kills,0.2777777777777778,2023-06-03,ESPORTS, DogChamp
