,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
22,Kevin De Bruyne,1.0,2.5,Shots,-1.5,2023-06-10,other,Manchester City
41,Bernardo Silva,0.5,1.0,Shots,-1.0,2023-06-10,SOCCER,Manchester City
58,Georgios Giakoumakis,2.5,3.0,Shots,-0.2,2023-06-10,SOCCER,Atlanta United
57,Thiago Almada,3.0,3.5,Shots,-0.16666666666666666,2023-06-10,SOCCER,Atlanta United
174,xseveN,34.0,37.0,MAPS 1-2 Kills,-0.08823529411764706,2023-06-10,ESPORTS, HAVU
154,maaryy,34.0,36.5,MAPS 1-2 Kills,-0.07352941176470588,2023-06-10,ESPORTS,AGO 
97,ZmjjKK,37.5,40.0,MAPS 1-2 Kills,-0.06666666666666667,2023-06-11,ESPORTS,EDward Gaming 
84,Ethan,27.5,29.0,MAPS 1-2 Kills,-0.05454545454545454,2023-06-10,ESPORTS, Evil Geniuses
173,sLowi,37.0,39.0,MAPS 1-2 Kills,-0.05405405405405406,2023-06-10,ESPORTS, HAVU
83,jawgemo,29.0,30.5,MAPS 1-2 Kills,-0.05172413793103448,2023-06-10,ESPORTS, Evil Geniuses
73,qw1,35.5,37.0,MAPS 1-2 Kills,-0.04225352112676056,2023-06-10,ESPORTS,FUT 
172,ottoNd,36.5,38.0,MAPS 1-2 Kills,-0.0410958904109589,2023-06-10,ESPORTS, HAVU
151,tomiko,37.5,39.0,MAPS 1-2 Kills,-0.04,2023-06-10,ESPORTS,AGO 
145,Jimpphat,40.0,41.5,MAPS 1-2 Kills,-0.0375,2023-06-10,ESPORTS, MOUZ NXT
111,ANGE1,27.0,28.0,MAPS 1-2 Kills,-0.037037037037037035,2023-06-11,ESPORTS, Navi
143,HeavyGod,40.5,42.0,MAPS 1-2 Kills,-0.037037037037037035,2023-06-10,ESPORTS,Endpoint 
177,MUTiRiS,34.0,35.0,MAPS 1-2 Kills,-0.029411764705882353,2023-06-10,ESPORTS,SAW 
164,sjuush,36.5,37.5,MAPS 1-2 Kills,-0.0273972602739726,2023-06-10,ESPORTS,Heroic 
131,br0,38.5,39.5,MAPS 1-2 Kills,-0.025974025974025976,2023-06-10,ESPORTS, Astralis Talent
136,dav1deuS,40.0,41.0,MAPS 1-2 Kills,-0.025,2023-06-10,ESPORTS,9z 
142,mhL,43.0,44.0,MAPS 1-2 Kills,-0.023255813953488372,2023-06-10,ESPORTS,Endpoint 
180,HooXi,25.5,26.0,MAPS 1-2 Kills,-0.0196078431372549,2023-06-10,ESPORTS,G2 
82,Boostio,30.0,30.5,MAPS 1-2 Kills,-0.016666666666666666,2023-06-10,ESPORTS, Evil Geniuses
168,boltz,32.5,33.0,MAPS 1-2 Kills,-0.015384615384615385,2023-06-10,ESPORTS, Imperial
165,TeSeS,33.0,33.5,MAPS 1-2 Kills,-0.015151515151515152,2023-06-10,ESPORTS,Heroic 
133,Xyp9x,33.5,34.0,MAPS 1-2 Kills,-0.014925373134328358,2023-06-10,ESPORTS, Astralis Talent
144,Surreal,34.5,35.0,MAPS 1-2 Kills,-0.014492753623188406,2023-06-10,ESPORTS,Endpoint 
163,cadiaN,37.0,37.5,MAPS 1-2 Kills,-0.013513513513513514,2023-06-10,ESPORTS,Heroic 
132,MistR,37.0,37.5,MAPS 1-2 Kills,-0.013513513513513514,2023-06-10,ESPORTS, Astralis Talent
126,xertioN,38.0,38.5,MAPS 1-2 Kills,-0.013157894736842105,2023-06-10,ESPORTS, MOUZ
178,m0NESY,40.5,40.0,MAPS 1-2 Kills,0.012345679012345678,2023-06-10,ESPORTS,G2 
122,jkaem,40.0,39.5,MAPS 1-2 Kills,0.0125,2023-06-10,ESPORTS,Apeks 
175,ewjerkz,37.0,36.5,MAPS 1-2 Kills,0.013513513513513514,2023-06-10,ESPORTS,SAW 
93,Sayaplayer,36.0,35.5,MAPS 1-2 Kills,0.013888888888888888,2023-06-11,ESPORTS, T1
108,cNed,35.5,35.0,MAPS 1-2 Kills,0.014084507042253521,2023-06-11,ESPORTS, Navi
130,k1to,35.5,35.0,MAPS 1-2 Kills,0.014084507042253521,2023-06-10,ESPORTS,BIG 
80,Demon1,35.0,34.5,MAPS 1-2 Kills,0.014285714285714285,2023-06-10,ESPORTS, Evil Geniuses
127,torzsi,34.0,33.5,MAPS 1-2 Kills,0.014705882352941176,2023-06-10,ESPORTS, MOUZ
85,BuZz,33.0,32.5,MAPS 1-2 Kills,0.015151515151515152,2023-06-11,ESPORTS,DRX 
109,SUYGETSU,33.0,32.5,MAPS 1-2 Kills,0.015151515151515152,2023-06-11,ESPORTS, Navi
169,VINI,33.0,32.5,MAPS 1-2 Kills,0.015151515151515152,2023-06-10,ESPORTS, Imperial
106,Victor,32.0,31.5,MAPS 1-2 Kills,0.015625,2023-06-11,ESPORTS,NRG 
107,crashies,31.5,31.0,MAPS 1-2 Kills,0.015873015873015872,2023-06-11,ESPORTS,NRG 
170,FalleN,29.5,29.0,MAPS 1-2 Kills,0.01694915254237288,2023-06-10,ESPORTS, Imperial
95,xeta,29.0,28.5,MAPS 1-2 Kills,0.017241379310344827,2023-06-11,ESPORTS, T1
88,stax,24.5,24.0,MAPS 1-2 Kills,0.02040816326530612,2023-06-11,ESPORTS,DRX 
182,Spinx,40.5,39.5,MAPS 1-2 Kills,0.024691358024691357,2023-06-10,ESPORTS, Vitality
123,nawwk,40.0,39.0,MAPS 1-2 Kills,0.025,2023-06-10,ESPORTS,Apeks 
124,jL,39.5,38.5,MAPS 1-2 Kills,0.02531645569620253,2023-06-10,ESPORTS,Apeks 
176,story,38.5,37.5,MAPS 1-2 Kills,0.025974025974025976,2023-06-10,ESPORTS,SAW 
138,kraghen,38.5,37.5,MAPS 1-2 Kills,0.025974025974025976,2023-06-10,ESPORTS, ECSTATIC
129,tabseN,37.5,36.5,MAPS 1-2 Kills,0.02666666666666667,2023-06-10,ESPORTS,BIG 
166,JOTA,34.0,33.0,MAPS 1-2 Kills,0.029411764705882353,2023-06-10,ESPORTS, Imperial
105,s0m,33.0,32.0,MAPS 1-2 Kills,0.030303030303030304,2023-06-11,ESPORTS,NRG 
100,CHICHOO,32.5,31.5,MAPS 1-2 Kills,0.03076923076923077,2023-06-11,ESPORTS,EDward Gaming 
167,chelo,32.0,31.0,MAPS 1-2 Kills,0.03125,2023-06-10,ESPORTS, Imperial
94,Munchkin,32.0,31.0,MAPS 1-2 Kills,0.03125,2023-06-11,ESPORTS, T1
86,MaKo,30.5,29.5,MAPS 1-2 Kills,0.03278688524590164,2023-06-11,ESPORTS,DRX 
