,line,stat,player,league,team,date
55,7.5,tackles_and_assists,Damone Clark,NFL,DAL,2023-10-16
56,275.5,Pass Yards,Justin Herbert,NFL,LAC,2023-10-22
57,13.5,Rush Yards,Justin Herbert,NFL,LAC,2023-10-22
58,3.0,rushing_att,Justin Herbert,NFL,LAC,2023-10-22
59,36.5,passing_att,Justin Herbert,NFL,LAC,2023-10-22
60,25.5,passing_comps,Justin Herbert,NFL,LAC,2023-10-22
61,0.5,passing_ints,Justin Herbert,NFL,LAC,2023-10-22
62,13.0,passing_first_downs,Justin Herbert,NFL,LAC,2023-10-22
63,2.5,passing_times_sacked,Justin Herbert,NFL,LAC,2023-10-22
64,69.9,passing_comp_pct,Justin Herbert,NFL,LAC,2023-10-22
65,292.5,passing_and_rushing_yds,Justin Herbert,NFL,LAC,2023-10-22
66,19.15,Hitter Fantasy Score,Justin Herbert,NFL,LAC,2023-10-22
67,49.5,Rush Yards,Austin Ekeler,NFL,LAC,2023-10-22
68,12.5,rushing_att,Austin Ekeler,NFL,LAC,2023-10-22
69,4.5,receiving_rec,Austin Ekeler,NFL,LAC,2023-10-22
70,33.5,Receiving Yards,Austin Ekeler,NFL,LAC,2023-10-22
71,87.5,rush_rec_yds,Austin Ekeler,NFL,LAC,2023-10-22
72,15.95,Hitter Fantasy Score,Austin Ekeler,NFL,LAC,2023-10-22
73,7.0,receiving_rec,Keenan Allen,NFL,LAC,2023-10-22
74,81.5,Receiving Yards,Keenan Allen,NFL,LAC,2023-10-22
75,82.5,rush_rec_yds,Keenan Allen,NFL,LAC,2023-10-22
76,5.0,first_downs,Keenan Allen,NFL,LAC,2023-10-22
77,9.5,receiving_tgts,Keenan Allen,NFL,LAC,2023-10-22
78,31.0,receiving_yac,Keenan Allen,NFL,LAC,2023-10-22
79,14.25,Hitter Fantasy Score,Keenan Allen,NFL,LAC,2023-10-22
80,3.0,receiving_rec,Quentin Johnston,NFL,LAC,2023-10-22
81,32.5,Receiving Yards,Quentin Johnston,NFL,LAC,2023-10-22
82,33.5,rush_rec_yds,Quentin Johnston,NFL,LAC,2023-10-22
83,5.5,receiving_tgts,Quentin Johnston,NFL,LAC,2023-10-22
84,13.5,receiving_yac,Quentin Johnston,NFL,LAC,2023-10-22
85,3.0,receiving_rec,Gerald Everett,NFL,LAC,2023-10-22
86,25.5,Receiving Yards,Gerald Everett,NFL,LAC,2023-10-22
87,3.5,receiving_rec,Joshua Palmer,NFL,LAC,2023-10-22
88,42.5,Receiving Yards,Joshua Palmer,NFL,LAC,2023-10-22
89,42.5,rush_rec_yds,Joshua Palmer,NFL,LAC,2023-10-22
90,6.5,kicking_points,Cameron Dicker,NFL,LAC,2023-10-22
91,28.5,Rush Yards,Joshua Kelley,NFL,LAC,2023-10-22
92,1.5,receiving_rec,Donald Parham Jr.,other,LAC,2023-10-22
93,12.5,Receiving Yards,Donald Parham Jr.,other,LAC,2023-10-22
94,34.5,rush_rec_yds,Joshua Kelley,NFL,LAC,2023-10-22
95,5.0,tackles_and_assists,Michael Davis,NFL,LAC,2023-10-22
96,2.5,AST,Derwin James Jr.,other,LAC,2023-10-22
97,3.5,AST,Eric Kendricks,NFL,LAC,2023-10-22
98,7.0,tackles_and_assists,Derwin James Jr.,other,LAC,2023-10-22
99,8.0,tackles_and_assists,Eric Kendricks,NFL,LAC,2023-10-22
100,220.5,Pass Yards,Derek Carr,NFL,NO,2023-10-19
101,62.5,Rush Yards,Alvin Kamara,NFL,NO,2023-10-19
102,61.5,Receiving Yards,Chris Olave,NFL,NO,2023-10-19
103,241.5,Pass Yards,Jared Goff,NFL,DET,2023-10-22
104,211.5,Pass Yards,Lamar Jackson,NFL,BAL,2023-10-22
105,52.5,Receiving Yards,Mark Andrews,NFL,BAL,2023-10-22
106,216.5,Pass Yards,Gardner Minshew II,other,IND,2023-10-22
107,60.5,Receiving Yards,Michael Pittman Jr.,other,IND,2023-10-22
108,256.5,Pass Yards,Josh Allen,NFL,BUF,2023-10-22
109,51.5,Rush Yards,James Cook,NFL,BUF,2023-10-22
110,86.5,Receiving Yards,Stefon Diggs,NFL,BUF,2023-10-22
111,200.5,Pass Yards,Mac Jones,NFL,NE,2023-10-22
112,44.5,Rush Yards,Rhamondre Stevenson,NFL,NE,2023-10-22
113,203.5,Pass Yards,Desmond Ridder,NFL,ATL,2023-10-22
114,62.5,Rush Yards,Bijan Robinson,NFL,ATL,2023-10-22
115,49.5,Receiving Yards,Drake London,NFL,ATL,2023-10-22
116,225.5,Pass Yards,Baker Mayfield,NFL,TB,2023-10-22
117,45.5,Rush Yards,Rachaad White,NFL,TB,2023-10-22
118,60.5,Receiving Yards,Mike Evans,NFL,TB,2023-10-22
119,229.5,Pass Yards,Sam Howell,NFL,WAS,2023-10-22
120,56.5,Rush Yards,Brian Robinson Jr.,other,WAS,2023-10-22
121,53.5,Receiving Yards,Terry McLaurin,NFL,WAS,2023-10-22
122,222.5,Pass Yards,Kenny Pickett,NFL,PIT,2023-10-22
123,269.5,Pass Yards,Matthew Stafford,NFL,LAR,2023-10-22
124,94.5,Receiving Yards,Cooper Kupp,NFL,LAR,2023-10-22
125,221.5,Pass Yards,Joshua Dobbs,NFL,ARI,2023-10-22
126,63.5,Receiving Yards,Marquise Brown,NFL,ARI,2023-10-22
127,251.5,Pass Yards,Geno Smith,NFL,SEA,2023-10-22
128,70.5,Rush Yards,Kenneth Walker III,other,SEA,2023-10-22
129,65.5,Receiving Yards,DK Metcalf,NFL,SEA,2023-10-22
130,292.5,Pass Yards,Patrick Mahomes,NFL,KC,2023-10-22
131,79.5,Receiving Yards,Travis Kelce,NFL,KC,2023-10-22
132,240.5,Pass Yards,Jordan Love,NFL,GB,2023-10-22
133,50.5,Receiving Yards,Christian Watson,NFL,GB,2023-10-22
134,219.5,Pass Yards,Russell Wilson,NFL,DEN,2023-10-22
135,53.5,Rush Yards,Javonte Williams,NFL,DEN,2023-10-22
136,46.5,Receiving Yards,Courtland Sutton,NFL,DEN,2023-10-22
137,282.5,Pass Yards,Tua Tagovailoa,NFL,MIA,2023-10-22
138,94.5,Receiving Yards,Tyreek Hill,NFL,MIA,2023-10-22
139,252.5,Pass Yards,Jalen Hurts,NFL,PHI,2023-10-22
140,65.5,Rush Yards,D'Andre Swift,NFL,PHI,2023-10-22
141,26.5,Hitter Fantasy Score,Zac Gallen,MLB,ARI,2023-10-16
142,5.0,Pitcher Strikeouts,Zac Gallen,MLB,ARI,2023-10-16
143,5.0,hits_allowed,Zac Gallen,MLB,ARI,2023-10-16
144,8.0,Hitter Fantasy Score,Corbin Carroll,MLB,ARI,2023-10-16
145,0.5,Singles,Corbin Carroll,MLB,ARI,2023-10-16
146,7.5,Hitter Fantasy Score,Ketel Marte,MLB,ARI,2023-10-16
147,6.5,Hitter Fantasy Score,Christian Walker,MLB,ARI,2023-10-16
148,0.5,Singles,Gabriel Moreno,MLB,ARI,2023-10-16
149,0.5,PTS,Evan Longoria,MLB,ARI,2023-10-16
150,0.5,Total Bases,Alek Thomas,MLB,ARI,2023-10-16
151,0.5,PTS,Geraldo Perdomo,MLB,ARI,2023-10-16
152,35.5,Hitter Fantasy Score,Zack Wheeler,MLB,PHI,2023-10-16
153,6.5,Pitcher Strikeouts,Zack Wheeler,MLB,PHI,2023-10-16
154,17.5,pitch_outs,Zack Wheeler,MLB,PHI,2023-10-16
155,1.5,runs_allowed,Zack Wheeler,MLB,PHI,2023-10-16
156,4.0,hits_allowed,Zack Wheeler,MLB,PHI,2023-10-16
157,1.5,walks_allowed,Zack Wheeler,MLB,PHI,2023-10-16
158,8.5,Hitter Fantasy Score,Bryce Harper,MLB,PHI,2023-10-16
159,1.5,PTS,Bryce Harper,MLB,PHI,2023-10-16
160,0.5,Walks Allowed,Bryce Harper,MLB,PHI,2023-10-16
161,8.5,Hitter Fantasy Score,Trea Turner,MLB,PHI,2023-10-16
162,1.5,Total Bases,Trea Turner,MLB,PHI,2023-10-16
163,2.0,PTS,Trea Turner,MLB,PHI,2023-10-16
164,0.5,runs,Trea Turner,MLB,PHI,2023-10-16
165,0.5,Singles,Trea Turner,MLB,PHI,2023-10-16
166,1.5,PTS,Kyle Schwarber,MLB,PHI,2023-10-16
167,0.5,runs,Kyle Schwarber,MLB,PHI,2023-10-16
168,7.0,Hitter Fantasy Score,J.T. Realmuto,MLB,PHI,2023-10-16
169,1.5,PTS,J.T. Realmuto,MLB,PHI,2023-10-16
170,0.5,Total Bases,Brandon Marsh,MLB,PHI,2023-10-16
171,1.5,PTS,Bryson Stott,MLB,PHI,2023-10-16
172,0.5,Singles,Bryson Stott,MLB,PHI,2023-10-16
173,0.5,Singles,Johan Rojas,MLB,PHI,2023-10-16
174,3.5,Goal Against,Sergei Bobrovsky,NHL,FLA,2023-10-16
175,28.5,Goalie Saves,Sergei Bobrovsky,NHL,FLA,2023-10-16
176,8.55,Hitter Fantasy Score,Sergei Bobrovsky,NHL,FLA,2023-10-16
177,0.5,AST,Matthew Tkachuk,NHL,FLA,2023-10-16
178,3.5,Shots,Matthew Tkachuk,NHL,FLA,2023-10-16
179,9.05,Hitter Fantasy Score,Matthew Tkachuk,NHL,FLA,2023-10-16
180,3.0,Shots,Carter Verhaeghe,NHL,FLA,2023-10-16
181,6.55,Hitter Fantasy Score,Carter Verhaeghe,NHL,FLA,2023-10-16
182,0.5,AST,Aleksander Barkov,NHL,FLA,2023-10-16
183,2.5,Shots,Aleksander Barkov,NHL,FLA,2023-10-16
184,8.05,Hitter Fantasy Score,Aleksander Barkov,NHL,FLA,2023-10-16
185,2.5,Shots,Sam Reinhart,NHL,FLA,2023-10-16
186,7.55,Hitter Fantasy Score,Sam Reinhart,NHL,FLA,2023-10-16
187,0.5,PTS,Evan Rodrigues,NHL,FLA,2023-10-16
188,2.5,Shots,Evan Rodrigues,NHL,FLA,2023-10-16
189,2.0,Shots,Gustav Forsling,NHL,FLA,2023-10-16
190,2.5,Goal Against,Vitek Vanecek,NHL,NJ,2023-10-16
191,27.5,Goalie Saves,Vitek Vanecek,NHL,NJ,2023-10-16
192,13.05,Hitter Fantasy Score,Vitek Vanecek,NHL,NJ,2023-10-16
193,0.5,AST,Jack Hughes,NHL,NJ,2023-10-16
194,4.0,Shots,Jack Hughes,NHL,NJ,2023-10-16
195,9.55,Hitter Fantasy Score,Jack Hughes,NHL,NJ,2023-10-16
196,8.05,Hitter Fantasy Score,Timo Meier,NHL,NJ,2023-10-16
197,0.5,PTS,Dougie Hamilton,NHL,NJ,2023-10-16
198,3.0,Shots,Dougie Hamilton,NHL,NJ,2023-10-16
199,6.55,Hitter Fantasy Score,Dougie Hamilton,NHL,NJ,2023-10-16
200,3.0,Shots,Tyler Toffoli,NHL,NJ,2023-10-16
201,7.05,Hitter Fantasy Score,Tyler Toffoli,NHL,NJ,2023-10-16
202,2.5,Shots,Nico Hischier,NHL,NJ,2023-10-16
203,6.55,Hitter Fantasy Score,Nico Hischier,NHL,NJ,2023-10-16
204,7.05,Hitter Fantasy Score,Jesper Bratt,NHL,NJ,2023-10-16
205,0.5,PTS,Ondrej Palat,NHL,NJ,2023-10-16
206,0.5,PTS,Dawson Mercer,NHL,NJ,2023-10-16
207,2.0,blocked_shots,Jonas Siegenthaler,NHL,NJ,2023-10-16
208,1.5,blocked_shots,John Marino,NHL,NJ,2023-10-16
209,0.5,PTS,Nazem Kadri,NHL,CGY,2023-10-16
210,3.0,Shots,Nazem Kadri,NHL,CGY,2023-10-16
211,7.05,Hitter Fantasy Score,Nazem Kadri,NHL,CGY,2023-10-16
212,0.5,PTS,Mikael Backlund,NHL,CGY,2023-10-16
213,3.0,Shots,Mikael Backlund,NHL,CGY,2023-10-16
214,6.55,Hitter Fantasy Score,Mikael Backlund,NHL,CGY,2023-10-16
215,0.5,PTS,Jonathan Huberdeau,NHL,CGY,2023-10-16
216,4.55,Hitter Fantasy Score,Jonathan Huberdeau,NHL,CGY,2023-10-16
217,2.0,Shots,Blake Coleman,NHL,CGY,2023-10-16
218,0.5,PTS,Rasmus Andersson,NHL,CGY,2023-10-16
219,1.5,blocked_shots,Rasmus Andersson,NHL,CGY,2023-10-16
220,6.05,Hitter Fantasy Score,Rasmus Andersson,NHL,CGY,2023-10-16
221,2.5,Shots,Elias Lindholm,NHL,CGY,2023-10-16
222,7.05,Hitter Fantasy Score,Elias Lindholm,NHL,CGY,2023-10-16
223,0.5,PTS,Andrew Mangiapane,NHL,CGY,2023-10-16
224,2.0,Shots,Andrew Mangiapane,NHL,CGY,2023-10-16
225,2.0,Shots,MacKenzie Weegar,NHL,CGY,2023-10-16
226,2.0,blocked_shots,Chris Tanev,NHL,CGY,2023-10-16
227,3.0,Goal Against,Darcy Kuemper,NHL,WSH,2023-10-16
228,29.5,Goalie Saves,Darcy Kuemper,NHL,WSH,2023-10-16
229,12.05,Hitter Fantasy Score,Darcy Kuemper,NHL,WSH,2023-10-16
230,4.0,Shots,Alex Ovechkin,NHL,WSH,2023-10-16
231,8.55,Hitter Fantasy Score,Alex Ovechkin,NHL,WSH,2023-10-16
232,0.5,PTS,John Carlson,NHL,WSH,2023-10-16
233,2.5,Shots,John Carlson,NHL,WSH,2023-10-16
234,2.0,Shots,T.J. Oshie,NHL,WSH,2023-10-16
235,5.55,Hitter Fantasy Score,T.J. Oshie,NHL,WSH,2023-10-16
236,4.55,Hitter Fantasy Score,Evgeny Kuznetsov,NHL,WSH,2023-10-16
237,0.5,PTS,Tom Wilson,NHL,WSH,2023-10-16
238,2.5,Shots,Tom Wilson,NHL,WSH,2023-10-16
239,0.5,PTS,Nicklas Backstrom,NHL,WSH,2023-10-16
240,0.5,PTS,Dylan Strome,NHL,WSH,2023-10-16
241,2.0,blocked_shots,Trevor van Riemsdyk,other,WSH,2023-10-16
242,2.0,blocked_shots,Martin Fehervary,NHL,WSH,2023-10-16
243,6.05,Hitter Fantasy Score,Dylan Strome,NHL,WSH,2023-10-16
244,29.5,Goalie Saves,Connor Ingram,NHL,ARI,2023-10-16
245,10.05,Hitter Fantasy Score,Connor Ingram,NHL,ARI,2023-10-16
246,0.5,AST,Clayton Keller,NHL,ARI,2023-10-16
247,2.5,Shots,Clayton Keller,NHL,ARI,2023-10-16
248,7.05,Hitter Fantasy Score,Clayton Keller,NHL,ARI,2023-10-16
249,0.5,PTS,Barrett Hayton,NHL,ARI,2023-10-16
250,5.55,Hitter Fantasy Score,Barrett Hayton,NHL,ARI,2023-10-16
251,2.0,Shots,Jason Zucker,NHL,ARI,2023-10-16
252,1.5,Shots,Lawson Crouse,NHL,ARI,2023-10-16
253,4.55,Hitter Fantasy Score,Lawson Crouse,NHL,ARI,2023-10-16
254,0.5,PTS,Matias Maccelli,NHL,ARI,2023-10-16
255,2.0,Shots,Nick Schmaltz,NHL,ARI,2023-10-16
256,1.5,blocked_shots,Sean Durzi,NHL,ARI,2023-10-16
257,1.5,blocked_shots,J.J. Moser,NHL,ARI,2023-10-16
258,4.05,Hitter Fantasy Score,Matias Maccelli,NHL,ARI,2023-10-16
259,6.05,Hitter Fantasy Score,Nick Schmaltz,NHL,ARI,2023-10-16
260,24.5,Goalie Saves,Igor Shesterkin,NHL,NYR,2023-10-16
261,12.55,Hitter Fantasy Score,Igor Shesterkin,NHL,NYR,2023-10-16
262,0.5,AST,Mika Zibanejad,NHL,NYR,2023-10-16
263,3.0,Shots,Mika Zibanejad,NHL,NYR,2023-10-16
264,0.5,power_play_points,Mika Zibanejad,NHL,NYR,2023-10-16
265,7.55,Hitter Fantasy Score,Mika Zibanejad,NHL,NYR,2023-10-16
266,3.0,Shots,Chris Kreider,NHL,NYR,2023-10-16
267,6.55,Hitter Fantasy Score,Chris Kreider,NHL,NYR,2023-10-16
268,0.5,AST,Artemi Panarin,NHL,NYR,2023-10-16
269,0.5,power_play_points,Artemi Panarin,NHL,NYR,2023-10-16
270,7.05,Hitter Fantasy Score,Artemi Panarin,NHL,NYR,2023-10-16
271,0.5,PTS,Vincent Trocheck,NHL,NYR,2023-10-16
272,6.55,Hitter Fantasy Score,Vincent Trocheck,NHL,NYR,2023-10-16
273,1.5,blocked_shots,Adam Fox,NHL,NYR,2023-10-16
274,6.55,Hitter Fantasy Score,Adam Fox,NHL,NYR,2023-10-16
275,2.0,Shots,Jacob Trouba,NHL,NYR,2023-10-16
276,2.0,blocked_shots,Jacob Trouba,NHL,NYR,2023-10-16
277,0.5,PTS,Blake Wheeler,NHL,NYR,2023-10-16
278,2.0,Shots,Blake Wheeler,NHL,NYR,2023-10-16
279,0.5,PTS,Filip Chytil,NHL,NYR,2023-10-16
280,2.5,Shots,Filip Chytil,NHL,NYR,2023-10-16
281,31.5,Goalie Saves,Arvid Soderblom,NHL,CHI,2023-10-16
282,4.0,Shots,Connor Bedard,NHL,CHI,2023-10-16
283,8.05,Hitter Fantasy Score,Connor Bedard,NHL,CHI,2023-10-16
284,2.0,Shots,Seth Jones,NHL,CHI,2023-10-16
285,1.5,blocked_shots,Seth Jones,NHL,CHI,2023-10-16
286,0.5,PTS,Taylor Hall,NHL,CHI,2023-10-16
287,2.0,Shots,Taylor Hall,NHL,CHI,2023-10-16
288,2.0,Shots,Tyler Johnson,NHL,CHI,2023-10-16
289,2.0,Shots,Ryan Donato,NHL,CHI,2023-10-16
290,2.0,Shots,Lukas Reichel,NHL,CHI,2023-10-16
291,5.05,Hitter Fantasy Score,Tyler Johnson,NHL,CHI,2023-10-16
292,25.5,Goalie Saves,Joseph Woll,NHL,TOR,2023-10-16
293,13.05,Hitter Fantasy Score,Joseph Woll,NHL,TOR,2023-10-16
294,1.5,PTS,Auston Matthews,NHL,TOR,2023-10-16
295,4.5,Shots,Auston Matthews,NHL,TOR,2023-10-16
296,12.55,Hitter Fantasy Score,Auston Matthews,NHL,TOR,2023-10-16
297,1.5,PTS,Mitchell Marner,NHL,TOR,2023-10-16
298,2.5,Shots,Mitchell Marner,NHL,TOR,2023-10-16
299,8.55,Hitter Fantasy Score,Mitchell Marner,NHL,TOR,2023-10-16
300,0.5,AST,William Nylander,NHL,TOR,2023-10-16
301,4.0,Shots,William Nylander,NHL,TOR,2023-10-16
302,8.55,Hitter Fantasy Score,William Nylander,NHL,TOR,2023-10-16
303,8.55,Hitter Fantasy Score,John Tavares,NHL,TOR,2023-10-16
304,2.5,Shots,Tyler Bertuzzi,NHL,TOR,2023-10-16
305,0.5,PTS,Max Domi,NHL,TOR,2023-10-16
306,0.5,AST,Morgan Rielly,NHL,TOR,2023-10-16
307,2.0,Shots,Morgan Rielly,NHL,TOR,2023-10-16
308,0.5,PTS,John Klingberg,NHL,TOR,2023-10-16
309,2.0,Shots,Noah Gregor,NHL,TOR,2023-10-16
310,27.5,Goalie Saves,James Reimer,NHL,DET,2023-10-16
311,12.55,Hitter Fantasy Score,James Reimer,NHL,DET,2023-10-16
312,0.5,AST,Dylan Larkin,NHL,DET,2023-10-16
313,3.5,Shots,Dylan Larkin,NHL,DET,2023-10-16
314,8.05,Hitter Fantasy Score,Dylan Larkin,NHL,DET,2023-10-16
315,6.55,Hitter Fantasy Score,David Perron,NHL,DET,2023-10-16
316,3.0,Shots,Alex DeBrincat,NHL,DET,2023-10-16
317,2.0,Shots,J.T. Compher,NHL,DET,2023-10-16
318,0.5,PTS,Andrew Copp,NHL,DET,2023-10-16
319,0.5,PTS,Moritz Seider,NHL,DET,2023-10-16
320,0.5,PTS,Lucas Raymond,NHL,DET,2023-10-16
321,2.0,Shots,Jake Walman,NHL,DET,2023-10-16
322,28.5,Goalie Saves,Spencer Martin,NHL,CBJ,2023-10-16
323,9.55,Hitter Fantasy Score,Spencer Martin,NHL,CBJ,2023-10-16
324,0.5,AST,Johnny Gaudreau,NHL,CBJ,2023-10-16
325,2.5,Shots,Johnny Gaudreau,NHL,CBJ,2023-10-16
326,6.55,Hitter Fantasy Score,Johnny Gaudreau,NHL,CBJ,2023-10-16
327,3.0,Shots,Boone Jenner,NHL,CBJ,2023-10-16
328,7.55,Hitter Fantasy Score,Boone Jenner,NHL,CBJ,2023-10-16
329,3.0,Shots,Patrik Laine,NHL,CBJ,2023-10-16
330,7.55,Hitter Fantasy Score,Patrik Laine,NHL,CBJ,2023-10-16
331,0.5,PTS,Adam Fantilli,NHL,CBJ,2023-10-16
332,0.5,PTS,Kirill Marchenko,NHL,CBJ,2023-10-16
333,2.5,Shots,Kirill Marchenko,NHL,CBJ,2023-10-16
334,1.5,blocked_shots,Erik Gudbranson,NHL,CBJ,2023-10-16
335,1.5,blocked_shots,Ivan Provorov,NHL,CBJ,2023-10-16
336,17.5,PTS,Trae Young,NBASZN,7871efd1-78a9-472f-8694-d2094757c580,
337,23.5,PTS+TRB+AST,Trae Young,NBASZN,7871efd1-78a9-472f-8694-d2094757c580,
338,5.5,AST,Trae Young,NBASZN,7871efd1-78a9-472f-8694-d2094757c580,
339,12.5,PTS,Dejounte Murray,NBA,ATL,2023-10-16
340,19.5,PTS+TRB+AST,Dejounte Murray,NBA,ATL,2023-10-16
341,4.0,TRB,Dejounte Murray,NBA,ATL,2023-10-16
342,9.5,PTS,Bogdan Bogdanovic,NBA,ATL,2023-10-16
343,14.5,PTS+TRB+AST,Bogdan Bogdanovic,NBA,ATL,2023-10-16
344,12.5,PTS,Tyrese Haliburton,NBASZN,be9576d3-a00f-4b18-ae6c-9aa74ee18181,
345,19.5,PTS+TRB+AST,Tyrese Haliburton,NBASZN,be9576d3-a00f-4b18-ae6c-9aa74ee18181,
346,6.0,AST,Tyrese Haliburton,NBASZN,be9576d3-a00f-4b18-ae6c-9aa74ee18181,
347,7.5,PTS,Bruce Brown,NBA,IND,2023-10-16
348,12.5,PTS+TRB+AST,Bruce Brown,NBA,IND,2023-10-16
349,15.5,PTS,Bennedict Mathurin,NBA,IND,2023-10-16
350,22.5,PTS+TRB+AST,Bennedict Mathurin,NBA,IND,2023-10-16
351,19.5,PTS,Tyrese Maxey,NBA,PHI,2023-10-16
352,26.5,PTS+TRB+AST,Tyrese Maxey,NBA,PHI,2023-10-16
353,13.5,PTS,Tobias Harris,NBA,PHI,2023-10-16
354,19.5,PTS+TRB+AST,Tobias Harris,NBA,PHI,2023-10-16
355,13.5,PTS,Fred VanVleet,NBASZN,0f84bf54-0a02-4b68-aa00-0371d596fdd4,
356,18.5,PTS+TRB+AST,Fred VanVleet,NBASZN,0f84bf54-0a02-4b68-aa00-0371d596fdd4,
357,4.5,AST,Fred VanVleet,NBASZN,0f84bf54-0a02-4b68-aa00-0371d596fdd4,
358,14.5,PTS,Jabari Smith Jr.,other,HOU,2023-10-16
359,23.5,PTS+TRB+AST,Jabari Smith Jr.,other,HOU,2023-10-16
360,7.0,TRB,Jabari Smith Jr.,other,HOU,2023-10-16
361,12.5,PTS,Alperen Sengun,NBASZN,0f84bf54-0a02-4b68-aa00-0371d596fdd4,
362,23.5,PTS+TRB+AST,Alperen Sengun,NBASZN,0f84bf54-0a02-4b68-aa00-0371d596fdd4,
363,6.5,TRB,Alperen Sengun,NBASZN,0f84bf54-0a02-4b68-aa00-0371d596fdd4,
364,13.0,PTS,Keldon Johnson,NBASZN,27446680-20af-4669-ae5b-4c283b65868e,
365,17.5,PTS+TRB+AST,Keldon Johnson,NBASZN,27446680-20af-4669-ae5b-4c283b65868e,
366,10.0,PTS,Jeremy Sochan,NBA,SAS,2023-10-16
367,19.5,PTS+TRB+AST,Jeremy Sochan,NBA,SAS,2023-10-16
368,5.0,TRB,Jeremy Sochan,NBA,SAS,2023-10-16
369,18.5,PTS,Scoot Henderson,NBA,POR,2023-10-16
370,26.5,PTS+TRB+AST,Scoot Henderson,NBA,POR,2023-10-16
371,5.0,AST,Scoot Henderson,NBA,POR,2023-10-16
372,14.5,PTS,Jerami Grant,NBA,POR,2023-10-16
