,line,stat,player,league,team,date
382,1.5,receiving_rec,Nico Ragaini,CFB,IOW,2023-10-14
383,41.5,Receiving Yards,Erick All,CFB,IOW,2023-10-14
384,1.5,extra_points_made,Drew Stevens,CFB,IOW,2023-10-14
385,4.5,kicking_points,Drew Stevens,CFB,IOW,2023-10-14
386,180.5,Pass Yards,Tanner Mordecai,CFB,WIS,2023-10-14
387,28.5,Rush Yards,Tanner Mordecai,CFB,WIS,2023-10-14
388,212.5,passing_and_rushing_yds,Tanner Mordecai,CFB,WIS,2023-10-14
389,0.5,passing_ints,Tanner Mordecai,CFB,WIS,2023-10-14
390,29.5,Rush Yards,Jackson Acker,CFB,WIS,2023-10-14
391,94.5,Rush Yards,Braelon Allen,CFB,WIS,2023-10-14
392,9.5,Receiving Yards,Braelon Allen,CFB,WIS,2023-10-14
393,34.5,rush_rec_yds,Jackson Acker,CFB,WIS,2023-10-14
394,109.5,rush_rec_yds,Braelon Allen,CFB,WIS,2023-10-14
395,29.5,Receiving Yards,Will Pauling,CFB,WIS,2023-10-14
396,28.5,Receiving Yards,Chimere Dike,CFB,WIS,2023-10-14
397,20.5,Receiving Yards,Bryson Green,CFB,WIS,2023-10-14
398,11.5,Receiving Yards,C.J. Williams,CFB,WIS,2023-10-14
399,2.0,receiving_rec,Bryson Green,CFB,WIS,2023-10-14
400,2.5,receiving_rec,Will Pauling,CFB,WIS,2023-10-14
401,2.5,receiving_rec,Chimere Dike,CFB,WIS,2023-10-14
402,13.5,Receiving Yards,Hayden Rucci,CFB,WIS,2023-10-14
403,1.5,receiving_rec,Hayden Rucci,CFB,WIS,2023-10-14
404,2.5,extra_points_made,Nathanial Vakos,CFB,WIS,2023-10-14
405,6.5,kicking_points,Nathanial Vakos,CFB,WIS,2023-10-14
406,67.5,Rush Yards,Jarquez Hunter,CFB,AUB,2023-10-14
407,280.5,Pass Yards,Jayden Daniels,CFB,LSU,2023-10-14
408,65.5,Rush Yards,Jayden Daniels,CFB,LSU,2023-10-14
409,94.5,Rush Yards,Logan Diggs,CFB,LSU,2023-10-14
410,318.5,Pass Yards,Caleb Williams,CFB,USC,2023-10-14
411,25.5,Rush Yards,Caleb Williams,CFB,USC,2023-10-14
412,70.5,Rush Yards,MarShawn Lloyd,CFB,USC,2023-10-14
413,0.5,rush_rec_tds,Brenden Rice,CFB,USC,2023-10-14
414,28.5,Receiving Yards,Mario Williams,CFB,USC,2023-10-14
415,57.5,Receiving Yards,Tahj Washington,CFB,USC,2023-10-14
416,71.5,Receiving Yards,Brenden Rice,CFB,USC,2023-10-14
417,269.5,Pass Yards,Sam Hartman,CFB,ND,2023-10-14
418,87.5,Rush Yards,Audric Estime,CFB,ND,2023-10-14
419,8.5,Receiving Yards,Audric Estime,CFB,ND,2023-10-14
420,36.5,Receiving Yards,Jayden Thomas,CFB,ND,2023-10-14
421,65.5,Receiving Yards,Mitchell Evans,CFB,ND,2023-10-14
422,262.5,Pass Yards,Brady Cook,CFB,MIZ,2023-10-14
423,230.5,Pass Yards,Devin Leary,CFB,KEN,2023-10-14
424,104.5,Rush Yards,Ray Davis,CFB,KEN,2023-10-14
425,266.5,Pass Yards,Tyler Van Dyke,other,MFL,2023-10-14
426,72.5,Receiving Yards,Xavier Restrepo,CFB,MFL,2023-10-14
427,6.0,receiving_rec,Xavier Restrepo,CFB,MFL,2023-10-14
428,2.0,passing_tds,Drake Maye,CFB,NC,2023-10-14
429,0.5,rush_rec_tds,Drake Maye,CFB,NC,2023-10-14
430,299.5,Pass Yards,Drake Maye,CFB,NC,2023-10-14
431,29.5,Rush Yards,Drake Maye,CFB,NC,2023-10-14
432,0.5,rush_rec_tds,Omarion Hampton,CFB,NC,2023-10-14
433,52.5,Rush Yards,Omarion Hampton,CFB,NC,2023-10-14
434,66.5,Receiving Yards,Nate McCollum,CFB,NC,2023-10-14
435,47.5,Receiving Yards,J.J. Jones,CFB,NC,2023-10-14
436,5.5,receiving_rec,Nate McCollum,CFB,NC,2023-10-14
437,3.5,receiving_rec,J.J. Jones,CFB,NC,2023-10-14
438,21.0,PTS,Breanna Stewart,WNBA,NYL,2023-10-11
439,33.0,PTS+TRB+AST,Breanna Stewart,WNBA,NYL,2023-10-11
440,9.0,TRB,Breanna Stewart,WNBA,NYL,2023-10-11
441,12.0,TRB+AST,Breanna Stewart,WNBA,NYL,2023-10-11
442,24.0,PTS+AST,Breanna Stewart,WNBA,NYL,2023-10-11
443,30.0,PTS+TRB,Breanna Stewart,WNBA,NYL,2023-10-11
444,42.55,Hitter Fantasy Score,Breanna Stewart,WNBA,NYL,2023-10-11
445,1.5,TO,Breanna Stewart,WNBA,NYL,2023-10-11
446,2.5,BLK+STL,Breanna Stewart,WNBA,NYL,2023-10-11
447,4.5,FT,Breanna Stewart,WNBA,NYL,2023-10-11
448,16.0,PTS,Sabrina Ionescu,WNBA,NYL,2023-10-11
449,25.0,PTS+TRB+AST,Sabrina Ionescu,WNBA,NYL,2023-10-11
450,4.5,AST,Sabrina Ionescu,WNBA,NYL,2023-10-11
451,4.5,TRB,Sabrina Ionescu,WNBA,NYL,2023-10-11
452,9.5,TRB+AST,Sabrina Ionescu,WNBA,NYL,2023-10-11
453,20.5,PTS+AST,Sabrina Ionescu,WNBA,NYL,2023-10-11
454,20.5,PTS+TRB,Sabrina Ionescu,WNBA,NYL,2023-10-11
455,29.55,Hitter Fantasy Score,Sabrina Ionescu,WNBA,NYL,2023-10-11
456,9.5,PTS,Courtney Vandersloot,WNBA,NYL,2023-10-11
457,19.5,PTS+TRB+AST,Courtney Vandersloot,WNBA,NYL,2023-10-11
458,6.5,AST,Courtney Vandersloot,WNBA,NYL,2023-10-11
459,10.0,TRB+AST,Courtney Vandersloot,WNBA,NYL,2023-10-11
460,16.0,PTS+AST,Courtney Vandersloot,WNBA,NYL,2023-10-11
461,25.55,Hitter Fantasy Score,Courtney Vandersloot,WNBA,NYL,2023-10-11
462,15.5,PTS,Jonquel Jones,WNBA,NYL,2023-10-11
463,29.5,PTS+TRB+AST,Jonquel Jones,WNBA,NYL,2023-10-11
464,11.5,TRB,Jonquel Jones,WNBA,NYL,2023-10-11
465,27.5,PTS+TRB,Jonquel Jones,WNBA,NYL,2023-10-11
466,36.55,Hitter Fantasy Score,Jonquel Jones,WNBA,NYL,2023-10-11
467,15.5,PTS,Betnijah Laney,WNBA,NYL,2023-10-11
468,22.5,PTS+TRB+AST,Betnijah Laney,WNBA,NYL,2023-10-11
469,4.5,TRB,Betnijah Laney,WNBA,NYL,2023-10-11
470,1.5,3PM,Betnijah Laney,WNBA,NYL,2023-10-11
471,25.55,Hitter Fantasy Score,Betnijah Laney,WNBA,NYL,2023-10-11
472,21.5,PTS,A'ja Wilson,WNBA,LVA,2023-10-11
473,32.5,PTS+TRB+AST,A'ja Wilson,WNBA,LVA,2023-10-11
474,9.0,TRB,A'ja Wilson,WNBA,LVA,2023-10-11
475,31.0,PTS+TRB,A'ja Wilson,WNBA,LVA,2023-10-11
476,44.05,Hitter Fantasy Score,A'ja Wilson,WNBA,LVA,2023-10-11
477,1.5,TO,A'ja Wilson,WNBA,LVA,2023-10-11
478,5.5,FT,A'ja Wilson,WNBA,LVA,2023-10-11
479,19.0,PTS,Kelsey Plum,WNBA,LVA,2023-10-11
480,25.5,PTS+TRB+AST,Kelsey Plum,WNBA,LVA,2023-10-11
481,4.0,AST,Kelsey Plum,WNBA,LVA,2023-10-11
482,2.5,3PM,Kelsey Plum,WNBA,LVA,2023-10-11
483,23.0,PTS+AST,Kelsey Plum,WNBA,LVA,2023-10-11
484,28.55,Hitter Fantasy Score,Kelsey Plum,WNBA,LVA,2023-10-11
485,3.5,FT,Kelsey Plum,WNBA,LVA,2023-10-11
486,19.0,PTS,Jackie Young,WNBA,LVA,2023-10-11
487,28.5,PTS+TRB+AST,Jackie Young,WNBA,LVA,2023-10-11
488,4.5,AST,Jackie Young,WNBA,LVA,2023-10-11
489,5.0,TRB,Jackie Young,WNBA,LVA,2023-10-11
490,9.0,TRB+AST,Jackie Young,WNBA,LVA,2023-10-11
491,2.5,3PM,Jackie Young,WNBA,LVA,2023-10-11
492,23.5,PTS+AST,Jackie Young,WNBA,LVA,2023-10-11
493,24.0,PTS+TRB,Jackie Young,WNBA,LVA,2023-10-11
494,35.05,Hitter Fantasy Score,Jackie Young,WNBA,LVA,2023-10-11
495,17.0,PTS,Chelsea Gray,WNBA,LVA,2023-10-11
496,29.5,PTS+TRB+AST,Chelsea Gray,WNBA,LVA,2023-10-11
497,7.5,AST,Chelsea Gray,WNBA,LVA,2023-10-11
498,5.0,TRB,Chelsea Gray,WNBA,LVA,2023-10-11
499,12.5,TRB+AST,Chelsea Gray,WNBA,LVA,2023-10-11
500,24.5,PTS+AST,Chelsea Gray,WNBA,LVA,2023-10-11
501,22.0,PTS+TRB,Chelsea Gray,WNBA,LVA,2023-10-11
502,37.55,Hitter Fantasy Score,Chelsea Gray,WNBA,LVA,2023-10-11
503,2.5,TO,Chelsea Gray,WNBA,LVA,2023-10-11
504,17.5,PTS,Jayson Tatum,NBASZN,a62c8ca4-6cb6-4c72-9ec1-1bb78a5714be,
505,27.5,PTS+TRB+AST,Jayson Tatum,NBASZN,a62c8ca4-6cb6-4c72-9ec1-1bb78a5714be,
506,7.0,TRB,Jayson Tatum,NBASZN,a62c8ca4-6cb6-4c72-9ec1-1bb78a5714be,
507,16.5,PTS,Jaylen Brown,NBA,BOS,2023-10-11
508,22.5,PTS+TRB+AST,Jaylen Brown,NBA,BOS,2023-10-11
509,15.5,PTS,Kristaps Porzingis,NBASZN,a62c8ca4-6cb6-4c72-9ec1-1bb78a5714be,
510,22.5,PTS+TRB+AST,Kristaps Porzingis,NBASZN,a62c8ca4-6cb6-4c72-9ec1-1bb78a5714be,
511,5.0,TRB,Kristaps Porzingis,NBASZN,a62c8ca4-6cb6-4c72-9ec1-1bb78a5714be,
512,6.5,PTS,Al Horford,NBA,BOS,2023-10-11
513,10.5,PTS+TRB+AST,Al Horford,NBA,BOS,2023-10-11
514,4.0,TRB,Al Horford,NBA,BOS,2023-10-11
515,10.0,PTS,Derrick White,NBA,BOS,2023-10-11
516,15.5,PTS+TRB+AST,Derrick White,NBA,BOS,2023-10-11
517,20.5,PTS,Tyrese Maxey,NBA,PHI,2023-10-11
518,26.5,PTS+TRB+AST,Tyrese Maxey,NBA,PHI,2023-10-11
519,12.5,PTS,Tobias Harris,NBA,PHI,2023-10-11
520,18.5,PTS+TRB+AST,Tobias Harris,NBA,PHI,2023-10-11
521,5.0,TRB,Tobias Harris,NBA,PHI,2023-10-11
522,7.5,PTS,Patrick Beverley,NBA,PHI,2023-10-11
523,10.5,PTS+TRB+AST,Patrick Beverley,NBA,PHI,2023-10-11
524,7.5,PTS,Paul Reed,NBA,PHI,2023-10-11
525,15.5,PTS+TRB+AST,Paul Reed,NBA,PHI,2023-10-11
526,7.0,TRB,Paul Reed,NBA,PHI,2023-10-11
527,10.5,PTS,Domantas Sabonis,NBASZN,df874a70-5f96-4604-ae98-0b0b7d91d3c7,
528,21.5,PTS+TRB+AST,Domantas Sabonis,NBASZN,df874a70-5f96-4604-ae98-0b0b7d91d3c7,
529,4.5,AST,Domantas Sabonis,NBASZN,df874a70-5f96-4604-ae98-0b0b7d91d3c7,
530,7.0,TRB,Domantas Sabonis,NBASZN,df874a70-5f96-4604-ae98-0b0b7d91d3c7,
531,14.5,PTS,De'Aaron Fox,NBA,SAC,2023-10-11
532,18.5,PTS+TRB+AST,De'Aaron Fox,NBA,SAC,2023-10-11
533,9.5,PTS,Keegan Murray,NBA,SAC,2023-10-11
534,13.5,PTS+TRB+AST,Keegan Murray,NBA,SAC,2023-10-11
535,7.5,PTS,Harrison Barnes,NBA,SAC,2023-10-11
536,11.5,PTS+TRB+AST,Harrison Barnes,NBA,SAC,2023-10-11
537,8.0,PTS,Kevin Huerter,NBA,SAC,2023-10-11
538,12.5,PTS+TRB+AST,Kevin Huerter,NBA,SAC,2023-10-11
539,14.0,PTS,Anthony Davis,NBA,LAL,2023-10-11
540,22.0,PTS+TRB+AST,Anthony Davis,NBA,LAL,2023-10-11
541,7.0,TRB,Anthony Davis,NBA,LAL,2023-10-11
542,13.5,PTS,Austin Reaves,NBA,LAL,2023-10-11
543,17.5,PTS+TRB+AST,Austin Reaves,NBA,LAL,2023-10-11
544,11.0,PTS,D'Angelo Russell,NBA,LAL,2023-10-11
545,16.5,PTS+TRB+AST,D'Angelo Russell,NBA,LAL,2023-10-11
546,4.5,AST,D'Angelo Russell,NBA,LAL,2023-10-11
547,12.5,PTS,Rui Hachimura,NBA,LAL,2023-10-11
548,19.5,PTS+TRB+AST,Rui Hachimura,NBA,LAL,2023-10-11
549,5.0,TRB,Rui Hachimura,NBA,LAL,2023-10-11
550,217.5,Pass Yards,Russell Wilson,NFL,DEN,2023-10-12
551,20.5,Rush Yards,Russell Wilson,NFL,DEN,2023-10-12
552,31.5,passing_att,Russell Wilson,NFL,DEN,2023-10-12
553,20.5,passing_comps,Russell Wilson,NFL,DEN,2023-10-12
554,0.5,passing_ints,Russell Wilson,NFL,DEN,2023-10-12
555,242.5,passing_and_rushing_yds,Russell Wilson,NFL,DEN,2023-10-12
556,16.65,Hitter Fantasy Score,Russell Wilson,NFL,DEN,2023-10-12
557,36.5,Rush Yards,Javonte Williams,NFL,DEN,2023-10-12
558,10.5,Receiving Yards,Javonte Williams,NFL,DEN,2023-10-12
559,7.55,Hitter Fantasy Score,Javonte Williams,NFL,DEN,2023-10-12
560,4.5,receiving_rec,Jerry Jeudy,NFL,DEN,2023-10-12
561,3.5,receiving_rec,Courtland Sutton,NFL,DEN,2023-10-12
562,52.5,Receiving Yards,Jerry Jeudy,NFL,DEN,2023-10-12
563,41.5,Receiving Yards,Courtland Sutton,NFL,DEN,2023-10-12
564,7.95,Hitter Fantasy Score,Courtland Sutton,NFL,DEN,2023-10-12
565,9.45,Hitter Fantasy Score,Jerry Jeudy,NFL,DEN,2023-10-12
566,17.5,Receiving Yards,Marvin Mims Jr.,other,DEN,2023-10-12
567,5.5,kicking_points,Wil Lutz,NFL,DEN,2023-10-12
568,13.5,Receiving Yards,Brandon Johnson,NFL,DEN,2023-10-12
569,5.5,Tackles,Alex Singleton,NFL,DEN,2023-10-12
570,4.5,AST,Alex Singleton,NFL,DEN,2023-10-12
571,5.5,tackles_and_assists,Justin Simmons,NFL,DEN,2023-10-12
572,7.5,tackles_and_assists,Josey Jewell,NFL,DEN,2023-10-12
573,3.5,Tackles,Damarri Mathis,NFL,DEN,2023-10-12
574,3.5,tackles_and_assists,Pat Surtain II,other,DEN,2023-10-12
575,2.0,AST,Kareem Jackson,NFL,DEN,2023-10-12
576,10.0,tackles_and_assists,Alex Singleton,NFL,DEN,2023-10-12
577,4.0,Tackles,Kareem Jackson,NFL,DEN,2023-10-12
578,3.5,Tackles,Justin Simmons,NFL,DEN,2023-10-12
579,6.0,tackles_and_assists,Kareem Jackson,NFL,DEN,2023-10-12
580,268.5,Pass Yards,Patrick Mahomes,NFL,KC,2023-10-12
581,21.5,Rush Yards,Patrick Mahomes,NFL,KC,2023-10-12
582,35.5,passing_att,Patrick Mahomes,NFL,KC,2023-10-12
583,25.5,passing_comps,Patrick Mahomes,NFL,KC,2023-10-12
584,0.5,passing_ints,Patrick Mahomes,NFL,KC,2023-10-12
585,294.5,passing_and_rushing_yds,Patrick Mahomes,NFL,KC,2023-10-12
586,23.65,Hitter Fantasy Score,Patrick Mahomes,NFL,KC,2023-10-12
587,74.5,Rush Yards,Isiah Pacheco,NFL,KC,2023-10-12
588,16.5,rushing_att,Isiah Pacheco,NFL,KC,2023-10-12
589,2.0,receiving_rec,Isiah Pacheco,NFL,KC,2023-10-12
590,11.5,Receiving Yards,Isiah Pacheco,NFL,KC,2023-10-12
591,89.5,rush_rec_yds,Isiah Pacheco,NFL,KC,2023-10-12
592,13.75,Hitter Fantasy Score,Isiah Pacheco,NFL,KC,2023-10-12
593,9.5,Rush Yards,Jerick McKinnon,NFL,KC,2023-10-12
594,2.0,receiving_rec,Jerick McKinnon,NFL,KC,2023-10-12
595,12.5,Receiving Yards,Jerick McKinnon,NFL,KC,2023-10-12
596,25.5,rush_rec_yds,Jerick McKinnon,NFL,KC,2023-10-12
597,0.5,rush_rec_tds,Travis Kelce,NFL,KC,2023-10-12
598,6.5,receiving_rec,Travis Kelce,NFL,KC,2023-10-12
599,67.5,Receiving Yards,Travis Kelce,NFL,KC,2023-10-12
600,15.15,Hitter Fantasy Score,Travis Kelce,NFL,KC,2023-10-12
601,1.5,receiving_rec,Marquez Valdes-Scantling,NFL,KC,2023-10-12
602,2.5,receiving_rec,Skyy Moore,NFL,KC,2023-10-12
603,18.5,Receiving Yards,Marquez Valdes-Scantling,NFL,KC,2023-10-12
604,31.5,Receiving Yards,Kadarius Toney,NFL,KC,2023-10-12
605,24.5,Receiving Yards,Skyy Moore,NFL,KC,2023-10-12
606,18.5,rush_rec_yds,Marquez Valdes-Scantling,NFL,KC,2023-10-12
607,26.5,rush_rec_yds,Skyy Moore,NFL,KC,2023-10-12
608,3.0,receiving_rec,Rashee Rice,NFL,KC,2023-10-12
609,29.5,Receiving Yards,Rashee Rice,NFL,KC,2023-10-12
610,21.5,Receiving Yards,Justin Watson,NFL,KC,2023-10-12
611,30.5,rush_rec_yds,Rashee Rice,NFL,KC,2023-10-12
612,21.5,rush_rec_yds,Justin Watson,NFL,KC,2023-10-12
613,1.5,field_goals_made,Harrison Butker,NFL,KC,2023-10-12
614,3.0,extra_points_made,Harrison Butker,NFL,KC,2023-10-12
615,8.0,kicking_points,Harrison Butker,NFL,KC,2023-10-12
616,3.0,Tackles,Justin Reid,NFL,KC,2023-10-12
617,1.5,AST,Justin Reid,NFL,KC,2023-10-12
618,3.5,Tackles,Trent McDuffie,NFL,KC,2023-10-12
619,5.0,tackles_and_assists,Trent McDuffie,NFL,KC,2023-10-12
620,4.5,tackles_and_assists,Justin Reid,NFL,KC,2023-10-12
621,4.0,Tackles,Nick Bolton,NFL,KC,2023-10-12
622,3.5,AST,Nick Bolton,NFL,KC,2023-10-12
623,7.5,tackles_and_assists,Nick Bolton,NFL,KC,2023-10-12
624,222.5,Pass Yards,Lamar Jackson,NFL,BAL,2023-10-15
625,42.5,Rush Yards,Lamar Jackson,NFL,BAL,2023-10-15
626,0.5,passing_ints,Lamar Jackson,NFL,BAL,2023-10-15
627,4.5,receiving_rec,Mark Andrews,NFL,BAL,2023-10-15
628,53.5,Receiving Yards,Mark Andrews,NFL,BAL,2023-10-15
629,54.5,Receiving Yards,Zay Flowers,NFL,BAL,2023-10-15
630,56.5,rush_rec_yds,Zay Flowers,NFL,BAL,2023-10-15
631,1.5,field_goals_made,Justin Tucker,NFL,BAL,2023-10-15
632,2.0,extra_points_made,Justin Tucker,NFL,BAL,2023-10-15
633,6.5,kicking_points,Justin Tucker,NFL,BAL,2023-10-15
634,2.5,Tackles,Marcus Williams,NFL,BAL,2023-10-15
635,1.5,AST,Marcus Williams,NFL,BAL,2023-10-15
636,6.0,Tackles,Roquan Smith,NFL,BAL,2023-10-15
637,10.0,tackles_and_assists,Roquan Smith,NFL,BAL,2023-10-15
638,4.0,tackles_and_assists,Brandon Stephens,NFL,BAL,2023-10-15
639,2.5,AST,Patrick Queen,NFL,BAL,2023-10-15
640,7.0,tackles_and_assists,Patrick Queen,NFL,BAL,2023-10-15
641,1.5,AST,Kyle Hamilton,NFL,BAL,2023-10-15
642,5.0,tackles_and_assists,Kyle Hamilton,NFL,BAL,2023-10-15
643,3.0,Tackles,Kyle Hamilton,NFL,BAL,2023-10-15
644,2.5,Tackles,Brandon Stephens,NFL,BAL,2023-10-15
645,210.5,Pass Yards,Ryan Tannehill,NFL,TEN,2023-10-15
646,8.5,Rush Yards,Ryan Tannehill,NFL,TEN,2023-10-15
647,0.5,passing_ints,Ryan Tannehill,NFL,TEN,2023-10-15
648,65.5,Rush Yards,Derrick Henry,NFL,TEN,2023-10-15
649,10.5,Receiving Yards,Derrick Henry,NFL,TEN,2023-10-15
650,80.5,rush_rec_yds,Derrick Henry,NFL,TEN,2023-10-15
651,27.5,Rush Yards,Tyjae Spears,NFL,TEN,2023-10-15
652,14.5,Receiving Yards,Tyjae Spears,NFL,TEN,2023-10-15
653,45.5,rush_rec_yds,Tyjae Spears,NFL,TEN,2023-10-15
654,4.5,receiving_rec,DeAndre Hopkins,NFL,TEN,2023-10-15
655,57.5,Receiving Yards,DeAndre Hopkins,NFL,TEN,2023-10-15
656,57.5,rush_rec_yds,DeAndre Hopkins,NFL,TEN,2023-10-15
657,3.0,receiving_rec,Chig Okonkwo,NFL,TEN,2023-10-15
658,30.5,Receiving Yards,Chig Okonkwo,NFL,TEN,2023-10-15
659,6.0,kicking_points,Nick Folk,NFL,TEN,2023-10-15
660,2.0,AST,Kevin Byard,NFL,TEN,2023-10-15
661,6.0,tackles_and_assists,Kevin Byard,NFL,TEN,2023-10-15
662,3.0,Tackles,Sean Murphy-Bunting,NFL,TEN,2023-10-15
663,4.5,tackles_and_assists,Sean Murphy-Bunting,NFL,TEN,2023-10-15
664,3.0,Tackles,Amani Hooker,NFL,TEN,2023-10-15
665,5.0,tackles_and_assists,Amani Hooker,NFL,TEN,2023-10-15
666,3.0,AST,Jack Gibbens,NFL,TEN,2023-10-15
667,7.0,tackles_and_assists,Jack Gibbens,NFL,TEN,2023-10-15
668,4.5,tackles_and_assists,Roger McCreary,NFL,TEN,2023-10-15
669,4.0,AST,Azeez Al-Shaair,NFL,TEN,2023-10-15
670,0.5,sacks,Denico Autry,NFL,TEN,2023-10-15
671,2.0,Tackles,Jeffery Simmons,NFL,TEN,2023-10-15
672,1.5,AST,Jeffery Simmons,NFL,TEN,2023-10-15
673,3.5,tackles_and_assists,Jeffery Simmons,NFL,TEN,2023-10-15
674,8.5,tackles_and_assists,Azeez Al-Shaair,NFL,TEN,2023-10-15
675,3.0,Tackles,Roger McCreary,NFL,TEN,2023-10-15
676,4.5,Tackles,Azeez Al-Shaair,NFL,TEN,2023-10-15
677,215.5,Pass Yards,Justin Fields,NFL,CHI,2023-10-15
678,70.5,Receiving Yards,DJ Moore,NFL,CHI,2023-10-15
679,216.5,Pass Yards,Gardner Minshew II,other,IND,2023-10-15
680,64.5,Receiving Yards,Michael Pittman Jr.,other,IND,2023-10-15
681,249.5,Pass Yards,Trevor Lawrence,NFL,JAX,2023-10-15
682,71.5,Rush Yards,Travis Etienne Jr.,other,JAX,2023-10-15
683,239.5,Pass Yards,Geno Smith,NFL,SEA,2023-10-15
684,255.5,passing_and_rushing_yds,Geno Smith,NFL,SEA,2023-10-15
685,64.5,Rush Yards,Kenneth Walker III,other,SEA,2023-10-15
686,10.5,Receiving Yards,Kenneth Walker III,other,SEA,2023-10-15
687,78.5,rush_rec_yds,Kenneth Walker III,other,SEA,2023-10-15
688,51.5,Receiving Yards,Tyler Lockett,NFL,SEA,2023-10-15
689,63.5,Receiving Yards,DK Metcalf,NFL,SEA,2023-10-15
690,22.5,Receiving Yards,Noah Fant,NFL,SEA,2023-10-15
691,2.0,extra_points_made,Jason Myers,NFL,SEA,2023-10-15
692,6.0,kicking_points,Jason Myers,NFL,SEA,2023-10-15
693,1.5,passing_tds,Joe Burrow,NFL,CIN,2023-10-15
694,271.5,Pass Yards,Joe Burrow,NFL,CIN,2023-10-15
695,281.5,passing_and_rushing_yds,Joe Burrow,NFL,CIN,2023-10-15
696,0.5,rush_rec_tds,Joe Mixon,NFL,CIN,2023-10-15
697,65.5,Rush Yards,Joe Mixon,NFL,CIN,2023-10-15
698,22.5,Receiving Yards,Joe Mixon,NFL,CIN,2023-10-15
699,92.5,rush_rec_yds,Joe Mixon,NFL,CIN,2023-10-15
700,84.5,Receiving Yards,Ja'Marr Chase,NFL,CIN,2023-10-15
701,6.5,kicking_points,Evan McPherson,NFL,CIN,2023-10-15
702,3.5,Tackles,Dax Hill,NFL,CIN,2023-10-15
703,6.0,tackles_and_assists,Dax Hill,NFL,CIN,2023-10-15
704,8.0,tackles_and_assists,Logan Wilson,NFL,CIN,2023-10-15
705,7.5,tackles_and_assists,Germaine Pratt,NFL,CIN,2023-10-15
706,4.0,tackles_and_assists,Mike Hilton,NFL,CIN,2023-10-15
707,3.0,AST,Germaine Pratt,NFL,CIN,2023-10-15
708,4.0,Tackles,Germaine Pratt,NFL,CIN,2023-10-15
709,3.0,Tackles,Cam Taylor-Britt,NFL,CIN,2023-10-15
710,4.0,tackles_and_assists,Cam Taylor-Britt,NFL,CIN,2023-10-15
711,3.0,Tackles,Mike Hilton,NFL,CIN,2023-10-15
712,4.5,Tackles,Logan Wilson,NFL,CIN,2023-10-15
713,215.5,Pass Yards,Bryce Young,NFL,CAR,2023-10-15
714,67.5,Receiving Yards,Adam Thielen,NFL,CAR,2023-10-15
715,282.5,Pass Yards,Tua Tagovailoa,NFL,MIA,2023-10-15
716,0.5,rush_rec_tds,Tyreek Hill,NFL,MIA,2023-10-15
717,95.5,Receiving Yards,Tyreek Hill,NFL,MIA,2023-10-15
718,220.5,Pass Yards,Derek Carr,NFL,NO,2023-10-15
719,67.5,Rush Yards,Alvin Kamara,NFL,NO,2023-10-15
720,59.5,Receiving Yards,Chris Olave,NFL,NO,2023-10-15
721,240.5,Pass Yards,C.J. Stroud,NFL,HOU,2023-10-15
722,51.5,Rush Yards,Dameon Pierce,NFL,HOU,2023-10-15
723,55.5,Receiving Yards,Nico Collins,NFL,HOU,2023-10-15
724,78.5,Rush Yards,Christian McCaffrey,NFL,SF,2023-10-15
725,240.5,Pass Yards,Sam Howell,NFL,WAS,2023-10-15
726,58.5,Rush Yards,Brian Robinson Jr.,other,WAS,2023-10-15
727,4.5,receiving_rec,Terry McLaurin,NFL,WAS,2023-10-15
728,53.5,Receiving Yards,Terry McLaurin,NFL,WAS,2023-10-15
729,3.0,receiving_rec,Jahan Dotson,NFL,WAS,2023-10-15
730,34.5,Receiving Yards,Curtis Samuel,NFL,WAS,2023-10-15
731,31.5,Receiving Yards,Jahan Dotson,NFL,WAS,2023-10-15
732,3.5,receiving_rec,Logan Thomas,NFL,WAS,2023-10-15
733,34.5,Receiving Yards,Logan Thomas,NFL,WAS,2023-10-15
734,6.0,kicking_points,Joey Slye,NFL,WAS,2023-10-15
735,204.5,Pass Yards,Desmond Ridder,NFL,ATL,2023-10-15
736,11.5,Rush Yards,Desmond Ridder,NFL,ATL,2023-10-15
737,0.5,rush_rec_tds,Bijan Robinson,NFL,ATL,2023-10-15
738,71.5,Rush Yards,Bijan Robinson,NFL,ATL,2023-10-15
739,24.5,Receiving Yards,Bijan Robinson,NFL,ATL,2023-10-15
740,100.5,rush_rec_yds,Bijan Robinson,NFL,ATL,2023-10-15
741,44.5,Receiving Yards,Drake London,NFL,ATL,2023-10-15
742,32.5,Receiving Yards,Kyle Pitts,NFL,ATL,2023-10-15
743,1.5,field_goals_made,Younghoe Koo,NFL,ATL,2023-10-15
744,7.0,kicking_points,Younghoe Koo,NFL,ATL,2023-10-15
745,32.5,Receiving Yards,Jonnu Smith,NFL,ATL,2023-10-15
746,0.5,rush_rec_tds,Josh Jacobs,NFL,LV,2023-10-15
747,221.5,Pass Yards,Jalen Hurts,NFL,PHI,2023-10-15
748,63.5,Rush Yards,D'Andre Swift,NFL,PHI,2023-10-15
749,16.5,Receiving Yards,D'Andre Swift,NFL,PHI,2023-10-15
750,65.5,Receiving Yards,A.J. Brown,NFL,PHI,2023-10-15
751,49.5,Receiving Yards,DeVonta Smith,NFL,PHI,2023-10-15
752,36.5,Receiving Yards,Dallas Goedert,NFL,PHI,2023-10-15
753,196.5,Pass Yards,Zach Wilson,NFL,NYJ,2023-10-15
