,line,stat,player,league,team,date
57,7.5,kicking_points,Riley Patterson,NFL,DET,2023-10-30
58,3.5,Tackles,Tracy Walker,NFL,DET,2023-10-30
59,5.5,tackles_and_assists,Tracy Walker,NFL,DET,2023-10-30
60,3.0,AST,Alex Anzalone,NFL,DET,2023-10-30
61,0.5,sacks,Aidan Hutchinson,NFL,DET,2023-10-30
62,7.5,tackles_and_assists,Alex Anzalone,NFL,DET,2023-10-30
63,0.5,double_doubles,Jayson Tatum,NBA,BOS,2023-10-30
64,24.5,PTS,Jayson Tatum,NBA,BOS,2023-10-30
65,39.5,PTS+TRB+AST,Jayson Tatum,NBA,BOS,2023-10-30
66,5.0,AST,Jayson Tatum,NBA,BOS,2023-10-30
67,9.5,TRB,Jayson Tatum,NBA,BOS,2023-10-30
68,14.5,TRB+AST,Jayson Tatum,NBA,BOS,2023-10-30
69,34.5,PTS+TRB,Jayson Tatum,NBA,BOS,2023-10-30
70,29.5,PTS+AST,Jayson Tatum,NBA,BOS,2023-10-30
71,2.5,TO,Jayson Tatum,NBA,BOS,2023-10-30
72,18.5,field_goals_att,Jayson Tatum,NBA,BOS,2023-10-30
73,2.5,personal_fouls,Jayson Tatum,NBA,BOS,2023-10-30
74,0.5,BLK,Jayson Tatum,NBA,BOS,2023-10-30
75,8.0,three_points_att,Jayson Tatum,NBA,BOS,2023-10-30
76,1.5,BLK+STL,Jayson Tatum,NBA,BOS,2023-10-30
77,20.0,PTS,Jaylen Brown,NBA,BOS,2023-10-30
78,29.5,PTS+TRB+AST,Jaylen Brown,NBA,BOS,2023-10-30
79,3.5,AST,Jaylen Brown,NBA,BOS,2023-10-30
80,6.0,TRB,Jaylen Brown,NBA,BOS,2023-10-30
81,9.5,TRB+AST,Jaylen Brown,NBA,BOS,2023-10-30
82,23.5,PTS+AST,Jaylen Brown,NBA,BOS,2023-10-30
83,25.5,PTS+TRB,Jaylen Brown,NBA,BOS,2023-10-30
84,2.5,TO,Jaylen Brown,NBA,BOS,2023-10-30
85,15.5,field_goals_att,Jaylen Brown,NBA,BOS,2023-10-30
86,3.0,personal_fouls,Jaylen Brown,NBA,BOS,2023-10-30
87,5.5,three_points_att,Jaylen Brown,NBA,BOS,2023-10-30
88,20.5,PTS,Kristaps Porzingis,NBA,BOS,2023-10-30
89,30.5,PTS+TRB+AST,Kristaps Porzingis,NBA,BOS,2023-10-30
90,2.0,AST,Kristaps Porzingis,NBA,BOS,2023-10-30
91,8.5,TRB,Kristaps Porzingis,NBA,BOS,2023-10-30
92,10.5,TRB+AST,Kristaps Porzingis,NBA,BOS,2023-10-30
93,2.0,3PM,Kristaps Porzingis,NBA,BOS,2023-10-30
94,28.5,PTS+TRB,Kristaps Porzingis,NBA,BOS,2023-10-30
95,22.5,PTS+AST,Kristaps Porzingis,NBA,BOS,2023-10-30
96,1.5,TO,Kristaps Porzingis,NBA,BOS,2023-10-30
97,6.0,three_points_att,Kristaps Porzingis,NBA,BOS,2023-10-30
98,14.5,field_goals_att,Kristaps Porzingis,NBA,BOS,2023-10-30
99,13.5,PTS,Jrue Holiday,NBA,BOS,2023-10-30
100,25.5,PTS+TRB+AST,Jrue Holiday,NBA,BOS,2023-10-30
101,6.5,AST,Jrue Holiday,NBA,BOS,2023-10-30
102,4.5,TRB,Jrue Holiday,NBA,BOS,2023-10-30
103,11.5,TRB+AST,Jrue Holiday,NBA,BOS,2023-10-30
104,1.5,3PM,Jrue Holiday,NBA,BOS,2023-10-30
105,20.5,PTS+AST,Jrue Holiday,NBA,BOS,2023-10-30
106,18.5,PTS+TRB,Jrue Holiday,NBA,BOS,2023-10-30
107,4.5,three_points_att,Jrue Holiday,NBA,BOS,2023-10-30
108,11.5,field_goals_att,Jrue Holiday,NBA,BOS,2023-10-30
109,2.0,personal_fouls,Jrue Holiday,NBA,BOS,2023-10-30
110,2.0,TO,Jrue Holiday,NBA,BOS,2023-10-30
111,12.5,PTS,Derrick White,NBA,BOS,2023-10-30
112,19.5,PTS+TRB+AST,Derrick White,NBA,BOS,2023-10-30
113,6.5,TRB+AST,Derrick White,NBA,BOS,2023-10-30
114,15.5,PTS+AST,Derrick White,NBA,BOS,2023-10-30
115,16.5,PTS+TRB,Derrick White,NBA,BOS,2023-10-30
116,5.5,three_points_att,Derrick White,NBA,BOS,2023-10-30
117,1.5,BLK+STL,Derrick White,NBA,BOS,2023-10-30
118,2.5,personal_fouls,Derrick White,NBA,BOS,2023-10-30
119,10.0,field_goals_att,Derrick White,NBA,BOS,2023-10-30
120,21.5,PTS,Kyle Kuzma,NBA,WAS,2023-10-30
121,32.5,PTS+TRB+AST,Kyle Kuzma,NBA,WAS,2023-10-30
122,8.0,TRB,Kyle Kuzma,NBA,WAS,2023-10-30
123,10.5,TRB+AST,Kyle Kuzma,NBA,WAS,2023-10-30
124,29.5,PTS+TRB,Kyle Kuzma,NBA,WAS,2023-10-30
125,23.5,PTS+AST,Kyle Kuzma,NBA,WAS,2023-10-30
126,18.5,field_goals_att,Kyle Kuzma,NBA,WAS,2023-10-30
127,7.0,three_points_att,Kyle Kuzma,NBA,WAS,2023-10-30
128,22.5,PTS,Jordan Poole,NBA,WAS,2023-10-30
129,30.5,PTS+TRB+AST,Jordan Poole,NBA,WAS,2023-10-30
130,4.5,AST,Jordan Poole,NBA,WAS,2023-10-30
131,3.5,TRB,Jordan Poole,NBA,WAS,2023-10-30
132,8.0,TRB+AST,Jordan Poole,NBA,WAS,2023-10-30
133,3.0,3PM,Jordan Poole,NBA,WAS,2023-10-30
134,25.5,PTS+TRB,Jordan Poole,NBA,WAS,2023-10-30
135,26.5,PTS+AST,Jordan Poole,NBA,WAS,2023-10-30
136,3.0,personal_fouls,Jordan Poole,NBA,WAS,2023-10-30
137,8.0,three_points_att,Jordan Poole,NBA,WAS,2023-10-30
138,17.5,field_goals_att,Jordan Poole,NBA,WAS,2023-10-30
139,12.5,PTS,Tyus Jones,NBA,WAS,2023-10-30
140,22.5,PTS+TRB+AST,Tyus Jones,NBA,WAS,2023-10-30
141,7.0,AST,Tyus Jones,NBA,WAS,2023-10-30
142,10.5,TRB+AST,Tyus Jones,NBA,WAS,2023-10-30
143,19.5,PTS+AST,Tyus Jones,NBA,WAS,2023-10-30
144,15.5,PTS+TRB,Tyus Jones,NBA,WAS,2023-10-30
145,11.5,field_goals_att,Tyus Jones,NBA,WAS,2023-10-30
146,5.5,three_points_att,Tyus Jones,NBA,WAS,2023-10-30
147,1.5,BLK+STL,Tyus Jones,NBA,WAS,2023-10-30
148,10.5,PTS,Deni Avdija,NBA,WAS,2023-10-30
149,21.5,PTS+TRB+AST,Deni Avdija,NBA,WAS,2023-10-30
150,10.5,TRB+AST,Deni Avdija,NBA,WAS,2023-10-30
151,17.5,PTS+TRB,Deni Avdija,NBA,WAS,2023-10-30
152,13.5,PTS+AST,Deni Avdija,NBA,WAS,2023-10-30
153,3.0,personal_fouls,Deni Avdija,NBA,WAS,2023-10-30
154,8.5,field_goals_att,Deni Avdija,NBA,WAS,2023-10-30
155,3.0,three_points_att,Deni Avdija,NBA,WAS,2023-10-30
156,10.0,PTS,Daniel Gafford,NBA,WAS,2023-10-30
157,18.5,PTS+TRB+AST,Daniel Gafford,NBA,WAS,2023-10-30
158,6.5,TRB,Daniel Gafford,NBA,WAS,2023-10-30
159,7.5,TRB+AST,Daniel Gafford,NBA,WAS,2023-10-30
160,16.5,PTS+TRB,Daniel Gafford,NBA,WAS,2023-10-30
161,11.5,PTS+AST,Daniel Gafford,NBA,WAS,2023-10-30
162,0.5,STL,Daniel Gafford,NBA,WAS,2023-10-30
163,6.5,field_goals_att,Daniel Gafford,NBA,WAS,2023-10-30
164,1.5,BLK+STL,Daniel Gafford,NBA,WAS,2023-10-30
165,2.5,personal_fouls,Daniel Gafford,NBA,WAS,2023-10-30
166,25.5,PTS,Mikal Bridges,NBA,BKN,2023-10-30
167,33.5,PTS+TRB+AST,Mikal Bridges,NBA,BKN,2023-10-30
168,2.5,AST,Mikal Bridges,NBA,BKN,2023-10-30
169,4.5,TRB,Mikal Bridges,NBA,BKN,2023-10-30
170,7.5,TRB+AST,Mikal Bridges,NBA,BKN,2023-10-30
171,28.5,PTS+AST,Mikal Bridges,NBA,BKN,2023-10-30
172,30.5,PTS+TRB,Mikal Bridges,NBA,BKN,2023-10-30
173,19.5,field_goals_att,Mikal Bridges,NBA,BKN,2023-10-30
174,1.5,BLK+STL,Mikal Bridges,NBA,BKN,2023-10-30
175,6.5,three_points_att,Mikal Bridges,NBA,BKN,2023-10-30
176,16.5,PTS,Spencer Dinwiddie,NBA,BKN,2023-10-30
177,26.5,PTS+TRB+AST,Spencer Dinwiddie,NBA,BKN,2023-10-30
178,6.5,AST,Spencer Dinwiddie,NBA,BKN,2023-10-30
179,3.5,TRB,Spencer Dinwiddie,NBA,BKN,2023-10-30
180,9.5,TRB+AST,Spencer Dinwiddie,NBA,BKN,2023-10-30
181,2.0,3PM,Spencer Dinwiddie,NBA,BKN,2023-10-30
182,23.5,PTS+AST,Spencer Dinwiddie,NBA,BKN,2023-10-30
183,20.5,PTS+TRB,Spencer Dinwiddie,NBA,BKN,2023-10-30
184,12.5,field_goals_att,Spencer Dinwiddie,NBA,BKN,2023-10-30
185,5.0,three_points_att,Spencer Dinwiddie,NBA,BKN,2023-10-30
186,8.0,PTS,Ben Simmons,NBA,BKN,2023-10-30
187,24.5,PTS+TRB+AST,Ben Simmons,NBA,BKN,2023-10-30
188,7.0,AST,Ben Simmons,NBA,BKN,2023-10-30
189,8.5,TRB,Ben Simmons,NBA,BKN,2023-10-30
190,16.5,TRB+AST,Ben Simmons,NBA,BKN,2023-10-30
191,15.5,PTS+AST,Ben Simmons,NBA,BKN,2023-10-30
192,17.5,PTS+TRB,Ben Simmons,NBA,BKN,2023-10-30
193,6.5,field_goals_att,Ben Simmons,NBA,BKN,2023-10-30
194,0.5,BLK,Ben Simmons,NBA,BKN,2023-10-30
195,2.0,BLK+STL,Ben Simmons,NBA,BKN,2023-10-30
196,9.5,PTS,Dorian Finney-Smith,NBA,BKN,2023-10-30
197,16.5,PTS+TRB+AST,Dorian Finney-Smith,NBA,BKN,2023-10-30
198,5.5,TRB,Dorian Finney-Smith,NBA,BKN,2023-10-30
199,7.0,TRB+AST,Dorian Finney-Smith,NBA,BKN,2023-10-30
200,15.5,PTS+TRB,Dorian Finney-Smith,NBA,BKN,2023-10-30
201,10.5,PTS+AST,Dorian Finney-Smith,NBA,BKN,2023-10-30
202,7.5,field_goals_att,Dorian Finney-Smith,NBA,BKN,2023-10-30
203,4.5,three_points_att,Dorian Finney-Smith,NBA,BKN,2023-10-30
204,0.5,BLK,Dorian Finney-Smith,NBA,BKN,2023-10-30
205,20.5,PTS,LaMelo Ball,NBA,CHA,2023-10-30
206,36.5,PTS+TRB+AST,LaMelo Ball,NBA,CHA,2023-10-30
207,8.5,AST,LaMelo Ball,NBA,CHA,2023-10-30
208,6.5,TRB,LaMelo Ball,NBA,CHA,2023-10-30
209,15.0,TRB+AST,LaMelo Ball,NBA,CHA,2023-10-30
210,3.0,3PM,LaMelo Ball,NBA,CHA,2023-10-30
211,29.5,PTS+AST,LaMelo Ball,NBA,CHA,2023-10-30
212,27.5,PTS+TRB,LaMelo Ball,NBA,CHA,2023-10-30
213,17.5,field_goals_att,LaMelo Ball,NBA,CHA,2023-10-30
214,8.5,three_points_att,LaMelo Ball,NBA,CHA,2023-10-30
215,2.5,personal_fouls,LaMelo Ball,NBA,CHA,2023-10-30
216,19.5,PTS,Terry Rozier,NBA,CHA,2023-10-30
217,28.5,PTS+TRB+AST,Terry Rozier,NBA,CHA,2023-10-30
218,4.5,AST,Terry Rozier,NBA,CHA,2023-10-30
219,3.5,TRB,Terry Rozier,NBA,CHA,2023-10-30
220,8.0,TRB+AST,Terry Rozier,NBA,CHA,2023-10-30
221,2.5,3PM,Terry Rozier,NBA,CHA,2023-10-30
222,24.5,PTS+AST,Terry Rozier,NBA,CHA,2023-10-30
223,23.5,PTS+TRB,Terry Rozier,NBA,CHA,2023-10-30
224,16.5,field_goals_att,Terry Rozier,NBA,CHA,2023-10-30
225,2.0,personal_fouls,Terry Rozier,NBA,CHA,2023-10-30
226,7.0,three_points_att,Terry Rozier,NBA,CHA,2023-10-30
227,14.5,PTS,Gordon Hayward,NBA,CHA,2023-10-30
228,24.5,PTS+TRB+AST,Gordon Hayward,NBA,CHA,2023-10-30
229,4.5,AST,Gordon Hayward,NBA,CHA,2023-10-30
230,4.5,TRB,Gordon Hayward,NBA,CHA,2023-10-30
231,9.5,TRB+AST,Gordon Hayward,NBA,CHA,2023-10-30
232,19.5,PTS+AST,Gordon Hayward,NBA,CHA,2023-10-30
233,19.5,PTS+TRB,Gordon Hayward,NBA,CHA,2023-10-30
234,11.5,field_goals_att,Gordon Hayward,NBA,CHA,2023-10-30
235,3.0,three_points_att,Gordon Hayward,NBA,CHA,2023-10-30
236,15.5,PTS,PJ Washington,NBA,CHA,2023-10-30
237,22.5,PTS+TRB+AST,PJ Washington,NBA,CHA,2023-10-30
238,4.5,TRB,PJ Washington,NBA,CHA,2023-10-30
239,6.5,TRB+AST,PJ Washington,NBA,CHA,2023-10-30
240,2.0,3PM,PJ Washington,NBA,CHA,2023-10-30
241,20.5,PTS+TRB,PJ Washington,NBA,CHA,2023-10-30
242,17.5,PTS+AST,PJ Washington,NBA,CHA,2023-10-30
243,1.5,TO,PJ Washington,NBA,CHA,2023-10-30
244,12.5,field_goals_att,PJ Washington,NBA,CHA,2023-10-30
245,5.5,three_points_att,PJ Washington,NBA,CHA,2023-10-30
246,1.5,BLK+STL,PJ Washington,NBA,CHA,2023-10-30
247,11.5,PTS,Mark Williams,NBA,CHA,2023-10-30
248,22.5,PTS+TRB+AST,Mark Williams,NBA,CHA,2023-10-30
249,0.5,AST,Mark Williams,NBA,CHA,2023-10-30
250,10.0,TRB,Mark Williams,NBA,CHA,2023-10-30
251,10.5,TRB+AST,Mark Williams,NBA,CHA,2023-10-30
252,11.5,PTS+AST,Mark Williams,NBA,CHA,2023-10-30
253,21.5,PTS+TRB,Mark Williams,NBA,CHA,2023-10-30
254,0.5,STL,Mark Williams,NBA,CHA,2023-10-30
255,1.5,BLK+STL,Mark Williams,NBA,CHA,2023-10-30
256,7.5,field_goals_att,Mark Williams,NBA,CHA,2023-10-30
257,2.5,personal_fouls,Mark Williams,NBA,CHA,2023-10-30
258,21.5,PTS,DeMar DeRozan,NBA,CHI,2023-10-30
259,30.5,PTS+TRB+AST,DeMar DeRozan,NBA,CHI,2023-10-30
260,4.0,TRB,DeMar DeRozan,NBA,CHI,2023-10-30
261,9.0,TRB+AST,DeMar DeRozan,NBA,CHI,2023-10-30
262,0.5,3PM,DeMar DeRozan,NBA,CHI,2023-10-30
263,25.5,PTS+TRB,DeMar DeRozan,NBA,CHI,2023-10-30
264,26.5,PTS+AST,DeMar DeRozan,NBA,CHI,2023-10-30
265,1.5,BLK+STL,DeMar DeRozan,NBA,CHI,2023-10-30
266,16.5,field_goals_att,DeMar DeRozan,NBA,CHI,2023-10-30
267,1.5,TO,DeMar DeRozan,NBA,CHI,2023-10-30
268,2.0,three_points_att,DeMar DeRozan,NBA,CHI,2023-10-30
269,2.5,personal_fouls,DeMar DeRozan,NBA,CHI,2023-10-30
270,25.5,PTS,Zach LaVine,NBA,CHI,2023-10-30
271,34.5,PTS+TRB+AST,Zach LaVine,NBA,CHI,2023-10-30
272,4.0,AST,Zach LaVine,NBA,CHI,2023-10-30
273,4.0,TRB,Zach LaVine,NBA,CHI,2023-10-30
274,8.0,TRB+AST,Zach LaVine,NBA,CHI,2023-10-30
275,29.5,PTS+TRB,Zach LaVine,NBA,CHI,2023-10-30
276,30.5,PTS+AST,Zach LaVine,NBA,CHI,2023-10-30
277,0.5,STL,Zach LaVine,NBA,CHI,2023-10-30
278,6.5,three_points_att,Zach LaVine,NBA,CHI,2023-10-30
279,2.0,personal_fouls,Zach LaVine,NBA,CHI,2023-10-30
280,18.5,field_goals_att,Zach LaVine,NBA,CHI,2023-10-30
281,0.5,double_doubles,Nikola Vucevic,NBA,CHI,2023-10-30
282,14.5,PTS,Nikola Vucevic,NBA,CHI,2023-10-30
283,28.5,PTS+TRB+AST,Nikola Vucevic,NBA,CHI,2023-10-30
284,2.5,AST,Nikola Vucevic,NBA,CHI,2023-10-30
285,10.5,TRB,Nikola Vucevic,NBA,CHI,2023-10-30
286,12.5,TRB+AST,Nikola Vucevic,NBA,CHI,2023-10-30
287,25.5,PTS+TRB,Nikola Vucevic,NBA,CHI,2023-10-30
288,17.5,PTS+AST,Nikola Vucevic,NBA,CHI,2023-10-30
289,0.5,STL,Nikola Vucevic,NBA,CHI,2023-10-30
290,0.5,BLK,Nikola Vucevic,NBA,CHI,2023-10-30
291,12.0,field_goals_att,Nikola Vucevic,NBA,CHI,2023-10-30
292,2.5,three_points_att,Nikola Vucevic,NBA,CHI,2023-10-30
293,12.5,PTS,Coby White,NBA,CHI,2023-10-30
294,21.5,PTS+TRB+AST,Coby White,NBA,CHI,2023-10-30
295,4.5,AST,Coby White,NBA,CHI,2023-10-30
296,3.5,TRB,Coby White,NBA,CHI,2023-10-30
297,8.5,TRB+AST,Coby White,NBA,CHI,2023-10-30
298,17.5,PTS+AST,Coby White,NBA,CHI,2023-10-30
299,16.5,PTS+TRB,Coby White,NBA,CHI,2023-10-30
300,2.0,personal_fouls,Coby White,NBA,CHI,2023-10-30
301,10.5,field_goals_att,Coby White,NBA,CHI,2023-10-30
302,6.0,three_points_att,Coby White,NBA,CHI,2023-10-30
303,20.5,PTS,Tyrese Haliburton,NBA,IND,2023-10-30
304,34.5,PTS+TRB+AST,Tyrese Haliburton,NBA,IND,2023-10-30
305,10.0,AST,Tyrese Haliburton,NBA,IND,2023-10-30
306,3.5,TRB,Tyrese Haliburton,NBA,IND,2023-10-30
307,13.5,TRB+AST,Tyrese Haliburton,NBA,IND,2023-10-30
308,30.5,PTS+AST,Tyrese Haliburton,NBA,IND,2023-10-30
309,23.5,PTS+TRB,Tyrese Haliburton,NBA,IND,2023-10-30
310,1.5,BLK+STL,Tyrese Haliburton,NBA,IND,2023-10-30
311,7.0,three_points_att,Tyrese Haliburton,NBA,IND,2023-10-30
312,14.0,field_goals_att,Tyrese Haliburton,NBA,IND,2023-10-30
313,14.5,PTS,Myles Turner,NBA,IND,2023-10-30
314,22.5,PTS+TRB+AST,Myles Turner,NBA,IND,2023-10-30
315,7.0,TRB,Myles Turner,NBA,IND,2023-10-30
316,8.5,TRB+AST,Myles Turner,NBA,IND,2023-10-30
317,21.5,PTS+TRB,Myles Turner,NBA,IND,2023-10-30
318,15.5,PTS+AST,Myles Turner,NBA,IND,2023-10-30
319,1.5,TO,Myles Turner,NBA,IND,2023-10-30
320,3.5,three_points_att,Myles Turner,NBA,IND,2023-10-30
321,2.0,BLK,Myles Turner,NBA,IND,2023-10-30
322,2.5,BLK+STL,Myles Turner,NBA,IND,2023-10-30
323,10.0,field_goals_att,Myles Turner,NBA,IND,2023-10-30
324,13.5,PTS,Bruce Brown,NBA,IND,2023-10-30
325,19.5,PTS+TRB+AST,Bruce Brown,NBA,IND,2023-10-30
326,4.0,TRB,Bruce Brown,NBA,IND,2023-10-30
327,6.0,TRB+AST,Bruce Brown,NBA,IND,2023-10-30
328,17.5,PTS+TRB,Bruce Brown,NBA,IND,2023-10-30
329,15.5,PTS+AST,Bruce Brown,NBA,IND,2023-10-30
330,3.0,three_points_att,Bruce Brown,NBA,IND,2023-10-30
331,2.5,personal_fouls,Bruce Brown,NBA,IND,2023-10-30
332,9.5,field_goals_att,Bruce Brown,NBA,IND,2023-10-30
333,1.5,BLK+STL,Bruce Brown,NBA,IND,2023-10-30
334,13.5,PTS,Bennedict Mathurin,NBA,IND,2023-10-30
335,19.5,PTS+TRB+AST,Bennedict Mathurin,NBA,IND,2023-10-30
336,3.5,TRB,Bennedict Mathurin,NBA,IND,2023-10-30
337,5.0,TRB+AST,Bennedict Mathurin,NBA,IND,2023-10-30
338,15.5,PTS+AST,Bennedict Mathurin,NBA,IND,2023-10-30
339,17.5,PTS+TRB,Bennedict Mathurin,NBA,IND,2023-10-30
340,0.5,STL,Bennedict Mathurin,NBA,IND,2023-10-30
341,1.5,TO,Bennedict Mathurin,NBA,IND,2023-10-30
342,2.0,personal_fouls,Bennedict Mathurin,NBA,IND,2023-10-30
343,9.5,field_goals_att,Bennedict Mathurin,NBA,IND,2023-10-30
344,8.5,PTS,Obi Toppin,NBA,IND,2023-10-30
345,13.5,PTS+TRB+AST,Obi Toppin,NBA,IND,2023-10-30
346,3.5,TRB,Obi Toppin,NBA,IND,2023-10-30
347,5.0,TRB+AST,Obi Toppin,NBA,IND,2023-10-30
348,9.5,PTS+AST,Obi Toppin,NBA,IND,2023-10-30
349,12.5,PTS+TRB,Obi Toppin,NBA,IND,2023-10-30
350,3.5,three_points_att,Obi Toppin,NBA,IND,2023-10-30
351,7.0,field_goals_att,Obi Toppin,NBA,IND,2023-10-30
352,9.5,PTS,Scoot Henderson,NBA,POR,2023-10-30
353,18.5,PTS+TRB+AST,Scoot Henderson,NBA,POR,2023-10-30
354,5.0,AST,Scoot Henderson,NBA,POR,2023-10-30
355,3.0,TRB,Scoot Henderson,NBA,POR,2023-10-30
356,8.0,TRB+AST,Scoot Henderson,NBA,POR,2023-10-30
357,15.5,PTS+AST,Scoot Henderson,NBA,POR,2023-10-30
358,13.5,PTS+TRB,Scoot Henderson,NBA,POR,2023-10-30
359,3.0,three_points_att,Scoot Henderson,NBA,POR,2023-10-30
360,9.0,field_goals_att,Scoot Henderson,NBA,POR,2023-10-30
361,17.5,PTS,Jerami Grant,NBA,POR,2023-10-30
362,24.5,PTS+TRB+AST,Jerami Grant,NBA,POR,2023-10-30
363,2.5,AST,Jerami Grant,NBA,POR,2023-10-30
364,4.0,TRB,Jerami Grant,NBA,POR,2023-10-30
365,6.5,TRB+AST,Jerami Grant,NBA,POR,2023-10-30
366,20.5,PTS+AST,Jerami Grant,NBA,POR,2023-10-30
367,22.5,PTS+TRB,Jerami Grant,NBA,POR,2023-10-30
368,13.5,field_goals_att,Jerami Grant,NBA,POR,2023-10-30
369,5.0,three_points_att,Jerami Grant,NBA,POR,2023-10-30
370,1.5,BLK+STL,Jerami Grant,NBA,POR,2023-10-30
371,2.5,personal_fouls,Jerami Grant,NBA,POR,2023-10-30
372,12.5,PTS,Deandre Ayton,NBA,POR,2023-10-30
373,23.5,PTS+TRB+AST,Deandre Ayton,NBA,POR,2023-10-30
374,9.5,TRB,Deandre Ayton,NBA,POR,2023-10-30
375,10.5,TRB+AST,Deandre Ayton,NBA,POR,2023-10-30
376,13.5,PTS+AST,Deandre Ayton,NBA,POR,2023-10-30
377,22.5,PTS+TRB,Deandre Ayton,NBA,POR,2023-10-30
378,0.5,STL,Deandre Ayton,NBA,POR,2023-10-30
379,2.5,personal_fouls,Deandre Ayton,NBA,POR,2023-10-30
380,10.0,field_goals_att,Deandre Ayton,NBA,POR,2023-10-30
381,19.5,PTS,Shaedon Sharpe,NBA,POR,2023-10-30
382,27.5,PTS+TRB+AST,Shaedon Sharpe,NBA,POR,2023-10-30
383,4.0,AST,Shaedon Sharpe,NBA,POR,2023-10-30
384,4.5,TRB,Shaedon Sharpe,NBA,POR,2023-10-30
385,8.5,TRB+AST,Shaedon Sharpe,NBA,POR,2023-10-30
386,2.5,3PM,Shaedon Sharpe,NBA,POR,2023-10-30
