,line,stat,player,league,team,date
38,11.5,PTS+TRB+AST,Quentin Grimes,NBA,NYK,2023-10-31
39,3.5,TRB+AST,Quentin Grimes,NBA,NYK,2023-10-31
40,9.5,PTS+TRB,Quentin Grimes,NBA,NYK,2023-10-31
41,8.5,PTS+AST,Quentin Grimes,NBA,NYK,2023-10-31
42,0.5,STL,Quentin Grimes,NBA,NYK,2023-10-31
43,0.5,TO,Quentin Grimes,NBA,NYK,2023-10-31
44,5.0,three_points_att,Quentin Grimes,NBA,NYK,2023-10-31
45,6.0,field_goals_att,Quentin Grimes,NBA,NYK,2023-10-31
46,30.5,PTS,Donovan Mitchell,NBA,CLE,2023-10-31
47,42.5,PTS+TRB+AST,Donovan Mitchell,NBA,CLE,2023-10-31
48,6.5,AST,Donovan Mitchell,NBA,CLE,2023-10-31
49,5.0,TRB,Donovan Mitchell,NBA,CLE,2023-10-31
50,11.5,TRB+AST,Donovan Mitchell,NBA,CLE,2023-10-31
51,37.5,PTS+AST,Donovan Mitchell,NBA,CLE,2023-10-31
52,36.5,PTS+TRB,Donovan Mitchell,NBA,CLE,2023-10-31
53,3.0,TO,Donovan Mitchell,NBA,CLE,2023-10-31
54,23.5,field_goals_att,Donovan Mitchell,NBA,CLE,2023-10-31
55,2.5,personal_fouls,Donovan Mitchell,NBA,CLE,2023-10-31
56,10.0,three_points_att,Donovan Mitchell,NBA,CLE,2023-10-31
57,17.5,PTS,Evan Mobley,NBA,CLE,2023-10-31
58,32.5,PTS+TRB+AST,Evan Mobley,NBA,CLE,2023-10-31
59,11.5,TRB,Evan Mobley,NBA,CLE,2023-10-31
60,14.5,TRB+AST,Evan Mobley,NBA,CLE,2023-10-31
61,20.5,PTS+AST,Evan Mobley,NBA,CLE,2023-10-31
62,28.5,PTS+TRB,Evan Mobley,NBA,CLE,2023-10-31
63,0.5,STL,Evan Mobley,NBA,CLE,2023-10-31
64,1.5,TO,Evan Mobley,NBA,CLE,2023-10-31
65,13.5,field_goals_att,Evan Mobley,NBA,CLE,2023-10-31
66,1.5,BLK,Evan Mobley,NBA,CLE,2023-10-31
67,16.5,PTS,Victor Wembanyama,NBA,SAS,2023-10-31
68,24.5,PTS+TRB+AST,Victor Wembanyama,NBA,SAS,2023-10-31
69,8.0,TRB+AST,Victor Wembanyama,NBA,SAS,2023-10-31
70,22.5,PTS+TRB,Victor Wembanyama,NBA,SAS,2023-10-31
71,18.5,PTS+AST,Victor Wembanyama,NBA,SAS,2023-10-31
72,13.5,field_goals_att,Victor Wembanyama,NBA,SAS,2023-10-31
73,4.5,three_points_att,Victor Wembanyama,NBA,SAS,2023-10-31
74,3.5,BLK+STL,Victor Wembanyama,NBA,SAS,2023-10-31
75,16.5,PTS,Keldon Johnson,NBA,SAS,2023-10-31
76,25.5,PTS+TRB+AST,Keldon Johnson,NBA,SAS,2023-10-31
77,3.5,AST,Keldon Johnson,NBA,SAS,2023-10-31
78,5.0,TRB,Keldon Johnson,NBA,SAS,2023-10-31
79,8.5,TRB+AST,Keldon Johnson,NBA,SAS,2023-10-31
80,1.5,3PM,Keldon Johnson,NBA,SAS,2023-10-31
81,20.5,PTS+AST,Keldon Johnson,NBA,SAS,2023-10-31
82,21.5,PTS+TRB,Keldon Johnson,NBA,SAS,2023-10-31
83,1.5,TO,Keldon Johnson,NBA,SAS,2023-10-31
84,4.5,three_points_att,Keldon Johnson,NBA,SAS,2023-10-31
85,13.0,field_goals_att,Keldon Johnson,NBA,SAS,2023-10-31
86,17.5,PTS,Devin Vassell,NBA,SAS,2023-10-31
87,25.5,PTS+TRB+AST,Devin Vassell,NBA,SAS,2023-10-31
88,4.0,TRB,Devin Vassell,NBA,SAS,2023-10-31
89,7.5,TRB+AST,Devin Vassell,NBA,SAS,2023-10-31
90,2.5,3PM,Devin Vassell,NBA,SAS,2023-10-31
91,21.5,PTS+TRB,Devin Vassell,NBA,SAS,2023-10-31
92,21.5,PTS+AST,Devin Vassell,NBA,SAS,2023-10-31
93,1.5,TO,Devin Vassell,NBA,SAS,2023-10-31
94,14.5,field_goals_att,Devin Vassell,NBA,SAS,2023-10-31
95,6.5,three_points_att,Devin Vassell,NBA,SAS,2023-10-31
96,2.5,personal_fouls,Devin Vassell,NBA,SAS,2023-10-31
97,1.5,BLK+STL,Devin Vassell,NBA,SAS,2023-10-31
98,10.5,PTS,Jeremy Sochan,NBA,SAS,2023-10-31
99,19.5,PTS+TRB+AST,Jeremy Sochan,NBA,SAS,2023-10-31
100,5.5,TRB,Jeremy Sochan,NBA,SAS,2023-10-31
101,9.5,TRB+AST,Jeremy Sochan,NBA,SAS,2023-10-31
102,0.5,3PM,Jeremy Sochan,NBA,SAS,2023-10-31
103,13.5,PTS+AST,Jeremy Sochan,NBA,SAS,2023-10-31
104,15.5,PTS+TRB,Jeremy Sochan,NBA,SAS,2023-10-31
105,8.5,field_goals_att,Jeremy Sochan,NBA,SAS,2023-10-31
106,2.0,three_points_att,Jeremy Sochan,NBA,SAS,2023-10-31
107,3.0,personal_fouls,Jeremy Sochan,NBA,SAS,2023-10-31
108,11.5,PTS,Zach Collins,NBA,SAS,2023-10-31
109,22.5,PTS+TRB+AST,Zach Collins,NBA,SAS,2023-10-31
110,4.0,AST,Zach Collins,NBA,SAS,2023-10-31
111,6.5,TRB,Zach Collins,NBA,SAS,2023-10-31
112,10.5,TRB+AST,Zach Collins,NBA,SAS,2023-10-31
113,15.5,PTS+AST,Zach Collins,NBA,SAS,2023-10-31
114,18.5,PTS+TRB,Zach Collins,NBA,SAS,2023-10-31
115,9.5,field_goals_att,Zach Collins,NBA,SAS,2023-10-31
116,3.5,personal_fouls,Zach Collins,NBA,SAS,2023-10-31
117,31.5,PTS,Kevin Durant,NBA,PHX,2023-10-31
118,45.5,PTS+TRB+AST,Kevin Durant,NBA,PHX,2023-10-31
119,5.0,AST,Kevin Durant,NBA,PHX,2023-10-31
120,8.0,TRB,Kevin Durant,NBA,PHX,2023-10-31
121,13.5,TRB+AST,Kevin Durant,NBA,PHX,2023-10-31
122,39.5,PTS+TRB,Kevin Durant,NBA,PHX,2023-10-31
123,36.5,PTS+AST,Kevin Durant,NBA,PHX,2023-10-31
124,4.0,TO,Kevin Durant,NBA,PHX,2023-10-31
125,22.5,field_goals_att,Kevin Durant,NBA,PHX,2023-10-31
126,2.5,personal_fouls,Kevin Durant,NBA,PHX,2023-10-31
127,13.5,PTS,Jusuf Nurkic,NBA,PHX,2023-10-31
128,26.5,PTS+TRB+AST,Jusuf Nurkic,NBA,PHX,2023-10-31
129,3.5,AST,Jusuf Nurkic,NBA,PHX,2023-10-31
130,9.5,TRB,Jusuf Nurkic,NBA,PHX,2023-10-31
131,13.5,TRB+AST,Jusuf Nurkic,NBA,PHX,2023-10-31
132,0.5,3PM,Jusuf Nurkic,NBA,PHX,2023-10-31
133,16.5,PTS+AST,Jusuf Nurkic,NBA,PHX,2023-10-31
134,22.5,PTS+TRB,Jusuf Nurkic,NBA,PHX,2023-10-31
135,9.5,field_goals_att,Jusuf Nurkic,NBA,PHX,2023-10-31
136,3.0,personal_fouls,Jusuf Nurkic,NBA,PHX,2023-10-31
137,9.5,PTS,Josh Okogie,NBA,PHX,2023-10-31
138,16.5,PTS+TRB+AST,Josh Okogie,NBA,PHX,2023-10-31
139,4.5,TRB,Josh Okogie,NBA,PHX,2023-10-31
140,6.5,TRB+AST,Josh Okogie,NBA,PHX,2023-10-31
141,11.5,PTS+AST,Josh Okogie,NBA,PHX,2023-10-31
142,13.5,PTS+TRB,Josh Okogie,NBA,PHX,2023-10-31
143,7.5,field_goals_att,Josh Okogie,NBA,PHX,2023-10-31
144,3.0,three_points_att,Josh Okogie,NBA,PHX,2023-10-31
145,2.5,personal_fouls,Josh Okogie,NBA,PHX,2023-10-31
146,11.5,PTS,Grayson Allen,NBA,PHX,2023-10-31
147,15.5,PTS,Eric Gordon,NBA,PHX,2023-10-31
148,16.5,PTS+TRB+AST,Grayson Allen,NBA,PHX,2023-10-31
149,20.5,PTS+TRB+AST,Eric Gordon,NBA,PHX,2023-10-31
150,5.0,TRB+AST,Eric Gordon,NBA,PHX,2023-10-31
151,5.5,TRB+AST,Grayson Allen,NBA,PHX,2023-10-31
152,2.5,3PM,Grayson Allen,NBA,PHX,2023-10-31
153,18.5,PTS+TRB,Eric Gordon,NBA,PHX,2023-10-31
154,13.5,PTS+AST,Grayson Allen,NBA,PHX,2023-10-31
155,14.5,PTS+TRB,Grayson Allen,NBA,PHX,2023-10-31
156,18.5,PTS+AST,Eric Gordon,NBA,PHX,2023-10-31
157,1.5,TO,Eric Gordon,NBA,PHX,2023-10-31
158,7.5,three_points_att,Eric Gordon,NBA,PHX,2023-10-31
159,1.5,personal_fouls,Eric Gordon,NBA,PHX,2023-10-31
160,8.5,field_goals_att,Grayson Allen,NBA,PHX,2023-10-31
161,13.0,field_goals_att,Eric Gordon,NBA,PHX,2023-10-31
162,5.5,three_points_att,Grayson Allen,NBA,PHX,2023-10-31
163,16.5,PTS,Paolo Banchero,NBA,ORL,2023-10-31
164,27.5,PTS+TRB+AST,Paolo Banchero,NBA,ORL,2023-10-31
165,3.5,AST,Paolo Banchero,NBA,ORL,2023-10-31
166,6.5,TRB,Paolo Banchero,NBA,ORL,2023-10-31
167,10.5,TRB+AST,Paolo Banchero,NBA,ORL,2023-10-31
168,20.5,PTS+AST,Paolo Banchero,NBA,ORL,2023-10-31
169,23.5,PTS+TRB,Paolo Banchero,NBA,ORL,2023-10-31
170,2.5,TO,Paolo Banchero,NBA,ORL,2023-10-31
171,13.5,field_goals_att,Paolo Banchero,NBA,ORL,2023-10-31
172,2.5,personal_fouls,Paolo Banchero,NBA,ORL,2023-10-31
173,18.5,PTS,Franz Wagner,NBA,ORL,2023-10-31
174,25.5,PTS+TRB+AST,Franz Wagner,NBA,ORL,2023-10-31
175,3.0,AST,Franz Wagner,NBA,ORL,2023-10-31
176,4.0,TRB,Franz Wagner,NBA,ORL,2023-10-31
177,21.5,PTS+AST,Franz Wagner,NBA,ORL,2023-10-31
178,22.5,PTS+TRB,Franz Wagner,NBA,ORL,2023-10-31
179,2.0,TO,Franz Wagner,NBA,ORL,2023-10-31
180,13.5,field_goals_att,Franz Wagner,NBA,ORL,2023-10-31
181,5.0,three_points_att,Franz Wagner,NBA,ORL,2023-10-31
182,3.0,personal_fouls,Franz Wagner,NBA,ORL,2023-10-31
183,11.5,PTS,Wendell Carter Jr.,other,ORL,2023-10-31
184,22.5,PTS+TRB+AST,Wendell Carter Jr.,other,ORL,2023-10-31
185,8.5,TRB,Wendell Carter Jr.,other,ORL,2023-10-31
186,10.5,TRB+AST,Wendell Carter Jr.,other,ORL,2023-10-31
187,13.5,PTS+AST,Wendell Carter Jr.,other,ORL,2023-10-31
188,20.5,PTS+TRB,Wendell Carter Jr.,other,ORL,2023-10-31
189,9.5,field_goals_att,Wendell Carter Jr.,other,ORL,2023-10-31
190,3.5,three_points_att,Wendell Carter Jr.,other,ORL,2023-10-31
191,12.5,PTS,Markelle Fultz,NBA,ORL,2023-10-31
192,20.5,PTS+TRB+AST,Markelle Fultz,NBA,ORL,2023-10-31
193,5.0,AST,Markelle Fultz,NBA,ORL,2023-10-31
194,8.5,TRB+AST,Markelle Fultz,NBA,ORL,2023-10-31
195,17.5,PTS+AST,Markelle Fultz,NBA,ORL,2023-10-31
196,15.5,PTS+TRB,Markelle Fultz,NBA,ORL,2023-10-31
197,1.5,TO,Markelle Fultz,NBA,ORL,2023-10-31
198,10.5,field_goals_att,Markelle Fultz,NBA,ORL,2023-10-31
199,1.5,BLK+STL,Markelle Fultz,NBA,ORL,2023-10-31
200,9.5,PTS,Jalen Suggs,NBA,ORL,2023-10-31
201,16.5,PTS+TRB+AST,Jalen Suggs,NBA,ORL,2023-10-31
202,4.0,TRB,Jalen Suggs,NBA,ORL,2023-10-31
203,6.5,TRB+AST,Jalen Suggs,NBA,ORL,2023-10-31
204,12.5,PTS+AST,Jalen Suggs,NBA,ORL,2023-10-31
205,14.5,PTS+TRB,Jalen Suggs,NBA,ORL,2023-10-31
206,9.0,field_goals_att,Jalen Suggs,NBA,ORL,2023-10-31
207,4.0,three_points_att,Jalen Suggs,NBA,ORL,2023-10-31
208,1.5,BLK+STL,Jalen Suggs,NBA,ORL,2023-10-31
209,23.5,PTS,Kawhi Leonard,NBA,LAC,2023-10-31
210,34.5,PTS+TRB+AST,Kawhi Leonard,NBA,LAC,2023-10-31
211,4.0,AST,Kawhi Leonard,NBA,LAC,2023-10-31
212,5.5,TRB,Kawhi Leonard,NBA,LAC,2023-10-31
213,10.0,TRB+AST,Kawhi Leonard,NBA,LAC,2023-10-31
214,2.5,3PM,Kawhi Leonard,NBA,LAC,2023-10-31
215,28.5,PTS+AST,Kawhi Leonard,NBA,LAC,2023-10-31
216,29.5,PTS+TRB,Kawhi Leonard,NBA,LAC,2023-10-31
217,1.5,STL,Kawhi Leonard,NBA,LAC,2023-10-31
218,2.0,TO,Kawhi Leonard,NBA,LAC,2023-10-31
219,6.5,three_points_att,Kawhi Leonard,NBA,LAC,2023-10-31
220,0.5,BLK,Kawhi Leonard,NBA,LAC,2023-10-31
221,17.5,field_goals_att,Kawhi Leonard,NBA,LAC,2023-10-31
222,23.5,PTS,Paul George,NBA,LAC,2023-10-31
223,33.5,PTS+TRB+AST,Paul George,NBA,LAC,2023-10-31
224,4.0,AST,Paul George,NBA,LAC,2023-10-31
225,5.0,TRB,Paul George,NBA,LAC,2023-10-31
226,9.5,TRB+AST,Paul George,NBA,LAC,2023-10-31
227,3.0,3PM,Paul George,NBA,LAC,2023-10-31
228,29.5,PTS+TRB,Paul George,NBA,LAC,2023-10-31
229,27.5,PTS+AST,Paul George,NBA,LAC,2023-10-31
230,1.5,STL,Paul George,NBA,LAC,2023-10-31
231,2.5,TO,Paul George,NBA,LAC,2023-10-31
232,17.5,field_goals_att,Paul George,NBA,LAC,2023-10-31
233,3.0,personal_fouls,Paul George,NBA,LAC,2023-10-31
234,7.5,three_points_att,Paul George,NBA,LAC,2023-10-31
235,13.5,PTS,Russell Westbrook,NBA,LAC,2023-10-31
236,27.5,PTS+TRB+AST,Russell Westbrook,NBA,LAC,2023-10-31
237,7.0,AST,Russell Westbrook,NBA,LAC,2023-10-31
238,5.5,TRB,Russell Westbrook,NBA,LAC,2023-10-31
239,13.5,TRB+AST,Russell Westbrook,NBA,LAC,2023-10-31
240,21.5,PTS+AST,Russell Westbrook,NBA,LAC,2023-10-31
241,19.5,PTS+TRB,Russell Westbrook,NBA,LAC,2023-10-31
242,1.5,BLK+STL,Russell Westbrook,NBA,LAC,2023-10-31
243,2.5,personal_fouls,Russell Westbrook,NBA,LAC,2023-10-31
244,11.5,field_goals_att,Russell Westbrook,NBA,LAC,2023-10-31
245,3.5,three_points_att,Russell Westbrook,NBA,LAC,2023-10-31
246,20.5,PTS+TRB+AST,Ivica Zubac,NBA,LAC,2023-10-31
247,0.5,AST,Ivica Zubac,NBA,LAC,2023-10-31
248,8.5,TRB,Ivica Zubac,NBA,LAC,2023-10-31
249,9.0,TRB+AST,Ivica Zubac,NBA,LAC,2023-10-31
250,11.5,PTS+AST,Ivica Zubac,NBA,LAC,2023-10-31
251,19.5,PTS+TRB,Ivica Zubac,NBA,LAC,2023-10-31
252,6.5,field_goals_att,Ivica Zubac,NBA,LAC,2023-10-31
253,3.0,personal_fouls,Ivica Zubac,NBA,LAC,2023-10-31
254,1.5,BLK+STL,Ivica Zubac,NBA,LAC,2023-10-31
255,3.0,Pitcher Strikeouts,Andrew Heaney,MLB,TEX,2023-10-31
256,1.5,runs_allowed,Andrew Heaney,MLB,TEX,2023-10-31
257,3.0,hits_allowed,Andrew Heaney,MLB,TEX,2023-10-31
258,9.5,Hitter Fantasy Score,Corey Seager,MLB,TEX,2023-10-31
259,1.5,Total Bases,Corey Seager,MLB,TEX,2023-10-31
260,2.0,PTS,Corey Seager,MLB,TEX,2023-10-31
261,0.5,runs,Corey Seager,MLB,TEX,2023-10-31
262,0.5,Singles,Corey Seager,MLB,TEX,2023-10-31
263,7.5,Hitter Fantasy Score,Marcus Semien,MLB,TEX,2023-10-31
264,1.5,Total Bases,Marcus Semien,MLB,TEX,2023-10-31
265,2.0,PTS,Marcus Semien,MLB,TEX,2023-10-31
266,0.5,runs,Marcus Semien,MLB,TEX,2023-10-31
267,0.5,Singles,Marcus Semien,MLB,TEX,2023-10-31
268,9.5,Hitter Fantasy Score,Adolis Garcia,MLB,Adolis Garcia,
269,1.5,PTS,Josh Jung,MLB,TEX,2023-10-31
270,0.5,Singles,Josh Jung,MLB,TEX,2023-10-31
271,1.5,PTS,Nathaniel Lowe,MLB,TEX,2023-10-31
272,0.5,Walks Allowed,Nathaniel Lowe,MLB,TEX,2023-10-31
273,1.5,PTS,Mitch Garver,MLB,TEX,2023-10-31
274,1.5,PTS,Jonah Heim,MLB,TEX,2023-10-31
275,1.5,PTS,Leody Taveras,MLB,TEX,2023-10-31
276,1.5,PTS,Evan Carter,MLB,TEX,2023-10-31
277,0.5,Singles,Leody Taveras,MLB,TEX,2023-10-31
278,8.5,Hitter Fantasy Score,Corbin Carroll,MLB,ARI,2023-10-31
279,1.5,PTS,Corbin Carroll,MLB,ARI,2023-10-31
280,0.5,Singles,Corbin Carroll,MLB,ARI,2023-10-31
281,7.5,Hitter Fantasy Score,Ketel Marte,MLB,ARI,2023-10-31
282,1.5,Total Bases,Ketel Marte,MLB,ARI,2023-10-31
283,2.0,PTS,Ketel Marte,MLB,ARI,2023-10-31
284,0.5,runs,Ketel Marte,MLB,ARI,2023-10-31
285,0.5,Singles,Ketel Marte,MLB,ARI,2023-10-31
286,1.5,PTS,Christian Walker,MLB,ARI,2023-10-31
287,0.5,runs,Christian Walker,MLB,ARI,2023-10-31
288,6.0,Hitter Fantasy Score,Tommy Pham,MLB,ARI,2023-10-31
289,1.5,PTS,Tommy Pham,MLB,ARI,2023-10-31
290,0.5,Singles,Tommy Pham,MLB,ARI,2023-10-31
291,1.5,PTS,Gabriel Moreno,MLB,ARI,2023-10-31
292,0.5,Total Bases,Evan Longoria,MLB,ARI,2023-10-31
293,0.5,Total Bases,Geraldo Perdomo,MLB,ARI,2023-10-31
294,1.5,PTS,Lourdes Gurriel Jr.,other,ARI,2023-10-31
295,0.5,Singles,Lourdes Gurriel Jr.,other,ARI,2023-10-31
296,0.5,batter_strikeouts,Lourdes Gurriel Jr.,other,ARI,2023-10-31
297,27.5,Goalie Saves,Cam Talbot,NHL,LA,2023-10-31
298,9.05,Hitter Fantasy Score,Cam Talbot,NHL,LA,2023-10-31
299,0.5,AST,Kevin Fiala,NHL,LA,2023-10-31
300,2.5,Shots,Kevin Fiala,NHL,LA,2023-10-31
301,6.55,Hitter Fantasy Score,Kevin Fiala,NHL,LA,2023-10-31
302,3.0,Shots,Adrian Kempe,NHL,LA,2023-10-31
303,8.05,Hitter Fantasy Score,Adrian Kempe,NHL,LA,2023-10-31
304,0.5,PTS,Pierre-Luc Dubois,NHL,LA,2023-10-31
305,2.5,Shots,Pierre-Luc Dubois,NHL,LA,2023-10-31
306,6.05,Hitter Fantasy Score,Pierre-Luc Dubois,NHL,LA,2023-10-31
307,2.0,Shots,Anze Kopitar,NHL,LA,2023-10-31
308,6.55,Hitter Fantasy Score,Anze Kopitar,NHL,LA,2023-10-31
309,0.5,PTS,Phillip Danault,NHL,LA,2023-10-31
310,5.05,Hitter Fantasy Score,Phillip Danault,NHL,LA,2023-10-31
311,0.5,PTS,Drew Doughty,NHL,LA,2023-10-31
312,5.55,Hitter Fantasy Score,Drew Doughty,NHL,LA,2023-10-31
313,2.5,Shots,Trevor Moore,NHL,LA,2023-10-31
314,5.55,Hitter Fantasy Score,Trevor Moore,NHL,LA,2023-10-31
315,2.0,blocked_shots,Matt Roy,NHL,LA,2023-10-31
316,1.5,blocked_shots,Mikey Anderson,NHL,LA,2023-10-31
317,2.5,Goal Against,Joseph Woll,NHL,TOR,2023-10-31
318,27.5,Goalie Saves,Joseph Woll,NHL,TOR,2023-10-31
319,12.55,Hitter Fantasy Score,Joseph Woll,NHL,TOR,2023-10-31
320,0.5,Goals,Auston Matthews,NHL,TOR,2023-10-31
321,0.5,AST,Auston Matthews,NHL,TOR,2023-10-31
322,4.5,Shots,Auston Matthews,NHL,TOR,2023-10-31
323,11.55,Hitter Fantasy Score,Auston Matthews,NHL,TOR,2023-10-31
324,2.5,Shots,Mitchell Marner,NHL,TOR,2023-10-31
325,8.05,Hitter Fantasy Score,Mitchell Marner,NHL,TOR,2023-10-31
326,0.5,AST,William Nylander,NHL,TOR,2023-10-31
327,3.5,Shots,William Nylander,NHL,TOR,2023-10-31
328,8.55,Hitter Fantasy Score,William Nylander,NHL,TOR,2023-10-31
329,3.0,Shots,John Tavares,NHL,TOR,2023-10-31
330,8.05,Hitter Fantasy Score,John Tavares,NHL,TOR,2023-10-31
331,0.5,PTS,Tyler Bertuzzi,NHL,TOR,2023-10-31
332,2.0,Shots,Tyler Bertuzzi,NHL,TOR,2023-10-31
333,5.55,Hitter Fantasy Score,Tyler Bertuzzi,NHL,TOR,2023-10-31
334,0.5,PTS,Morgan Rielly,NHL,TOR,2023-10-31
335,0.5,AST,Morgan Rielly,NHL,TOR,2023-10-31
336,2.0,Shots,Morgan Rielly,NHL,TOR,2023-10-31
337,6.55,Hitter Fantasy Score,Morgan Rielly,NHL,TOR,2023-10-31
338,5.05,Hitter Fantasy Score,John Klingberg,NHL,TOR,2023-10-31
339,0.5,PTS,Roman Josi,NHL,NSH,2023-10-31
340,8.05,Hitter Fantasy Score,Roman Josi,NHL,NSH,2023-10-31
341,3.5,Shots,Filip Forsberg,NHL,NSH,2023-10-31
342,7.55,Hitter Fantasy Score,Filip Forsberg,NHL,NSH,2023-10-31
343,0.5,PTS,Ryan O'Reilly,NHL,NSH,2023-10-31
344,5.55,Hitter Fantasy Score,Ryan O'Reilly,NHL,NSH,2023-10-31
345,1.5,Shots,Tyson Barrie,NHL,NSH,2023-10-31
346,2.0,blocked_shots,Ryan McDonagh,NHL,NSH,2023-10-31
347,2.0,blocked_shots,Alexandre Carrier,NHL,NSH,2023-10-31
348,4.05,Hitter Fantasy Score,Tyson Barrie,NHL,NSH,2023-10-31
349,0.5,AST,Elias Pettersson,NHL,VAN,2023-10-31
350,3.0,Shots,Elias Pettersson,NHL,VAN,2023-10-31
351,8.05,Hitter Fantasy Score,Elias Pettersson,NHL,VAN,2023-10-31
352,0.5,AST,J.T. Miller,NHL,VAN,2023-10-31
353,2.5,Shots,J.T. Miller,NHL,VAN,2023-10-31
354,7.05,Hitter Fantasy Score,J.T. Miller,NHL,VAN,2023-10-31
355,2.5,Shots,Brock Boeser,NHL,VAN,2023-10-31
356,6.55,Hitter Fantasy Score,Brock Boeser,NHL,VAN,2023-10-31
357,0.5,AST,Quinn Hughes,NHL,VAN,2023-10-31
358,2.5,Shots,Quinn Hughes,NHL,VAN,2023-10-31
359,6.55,Hitter Fantasy Score,Quinn Hughes,NHL,VAN,2023-10-31
360,0.5,PTS,Filip Hronek,NHL,VAN,2023-10-31
361,2.0,Shots,Ilya Mikheyev,NHL,VAN,2023-10-31
362,1.5,blocked_shots,Tyler Myers,NHL,VAN,2023-10-31
363,4.55,Hitter Fantasy Score,Ilya Mikheyev,NHL,VAN,2023-10-31
364,74.5,Rush Yards,Derrick Henry,NFL,TEN,2023-11-02
365,25.5,Receiving Yards,Treylon Burks,NFL,TEN,2023-11-02
366,49.5,Receiving Yards,DeAndre Hopkins,NFL,TEN,2023-11-02
367,17.5,Receiving Yards,Nick Westbrook-Ikhine,NFL,TEN,2023-11-02
368,24.5,Receiving Yards,Chig Okonkwo,NFL,TEN,2023-11-02
369,5.5,kicking_points,Nick Folk,NFL,TEN,2023-11-02
370,45.5,Rush Yards,Najee Harris,NFL,PIT,2023-11-02
371,8.5,Receiving Yards,Najee Harris,NFL,PIT,2023-11-02
372,24.5,Rush Yards,Jaylen Warren,NFL,PIT,2023-11-02
373,18.5,Receiving Yards,Jaylen Warren,NFL,PIT,2023-11-02
374,57.5,Receiving Yards,Diontae Johnson,NFL,PIT,2023-11-02
375,51.5,Receiving Yards,George Pickens,NFL,PIT,2023-11-02
376,1.5,field_goals_made,Chris Boswell,NFL,PIT,2023-11-02
377,6.5,kicking_points,Chris Boswell,NFL,PIT,2023-11-02
378,22.5,Receiving Yards,Connor Heyward,NFL,PIT,2023-11-02
379,281.5,Pass Yards,Tua Tagovailoa,NFL,MIA,2023-11-05
380,48.5,Rush Yards,Raheem Mostert,NFL,MIA,2023-11-05
381,99.5,Receiving Yards,Tyreek Hill,NFL,MIA,2023-11-05
382,295.5,Pass Yards,Patrick Mahomes,NFL,KC,2023-11-05
383,57.5,Rush Yards,Isiah Pacheco,NFL,KC,2023-11-05
384,81.5,Receiving Yards,Travis Kelce,NFL,KC,2023-11-05
385,238.5,Pass Yards,Geno Smith,NFL,SEA,2023-11-05
386,61.5,Rush Yards,Kenneth Walker III,other,SEA,2023-11-05
