game_id,date,home,away,season
0022200685,2023-01-20,GSW,CLE,23
0022200686,2023-01-20,MIA,DAL,23
0022200687,2023-01-20,LAC,SAS,23
0022200688,2023-01-20,IND,DEN,23
0022200689,2023-01-20,BKN,UTA,23
0022200690,2023-01-20,MEM,LAL,23
0022200691,2023-01-20,OKC,SAC,23
0022200692,2023-01-21,BOS,TOR,23
0022200693,2023-01-21,ORL,WAS,23
0022200694,2023-01-21,CHA,ATL,23
0022200695,2023-01-21,MIL,CLE,23
0022200696,2023-01-21,HOU,MIN,23
0022200697,2023-01-21,IND,PHX,23
0022200698,2023-01-21,PHI,SAC,23
0022200699,2023-01-22,NOP,MIA,23
0022200700,2023-01-22,NYK,TOR,23
0022200701,2023-01-22,LAC,DAL,23
0022200702,2023-01-22,OKC,DEN,23
0022200703,2023-01-22,MEM,PHX,23
0022200704,2023-01-22,BKN,GSW,23
0022200705,2023-01-22,LAL,POR,23
0022200706,2023-01-23,MIL,DET,23
0022200707,2023-01-23,BOS,ORL,23
0022200708,2023-01-23,ATL,CHI,23
0022200709,2023-01-23,MIN,HOU,23
0022200710,2023-01-23,CHA,UTA,23
0022200711,2023-01-23,SAS,POR,23
0022200712,2023-01-23,MEM,SAC,23
0022200713,2023-01-24,CHI,IND,23
0022200714,2023-01-24,BOS,MIA,23
0022200715,2023-01-24,CLE,NYK,23
0022200716,2023-01-24,DEN,NOP,23
0022200717,2023-01-24,WAS,DAL,23
0022200718,2023-01-24,CHA,PHX,23
0022200719,2023-01-24,LAC,LAL,23
0022200720,2023-01-25,IND,ORL,23
0022200721,2023-01-25,BKN,PHI,23
0022200722,2023-01-25,WAS,HOU,23
0022200723,2023-01-25,DEN,MIL,23
0022200724,2023-01-25,MIN,NOP,23
0022200725,2023-01-25,ATL,OKC,23
0022200726,2023-01-25,MEM,GSW,23
0022200727,2023-01-25,UTA,POR,23
0022200728,2023-01-25,TOR,SAC,23
0022200729,2023-01-25,SAS,LAL,23
0022200730,2023-01-26,NYK,BOS,23
0022200731,2023-01-26,DET,BKN,23
0022200732,2023-01-26,CHI,CHA,23
0022200733,2023-01-26,CLE,HOU,23
0022200734,2023-01-26,DAL,PHX,23
0022200735,2023-01-26,SAS,LAC,23
0022200736,2023-01-27,MIL,IND,23
0022200737,2023-01-27,MEM,MIN,23
0022200738,2023-01-27,ORL,MIA,23
0022200739,2023-01-27,CLE,OKC,23
0022200740,2023-01-27,TOR,GSW,23
0022200741,2023-01-28,DEN,PHI,23
0022200742,2023-01-28,NYK,BKN,23
0022200743,2023-01-28,HOU,DET,23
0022200744,2023-01-28,CHI,ORL,23
0022200745,2023-01-28,LAC,ATL,23
0022200746,2023-01-28,SAC,MIN,23
0022200747,2023-01-28,WAS,NOP,23
0022200748,2023-01-28,PHX,SAS,23
0022200749,2023-01-28,LAL,BOS,23
0022200750,2023-01-28,DAL,UTA,23
0022200751,2023-01-28,TOR,POR,23
0022200752,2023-01-29,MIA,CHA,23
0022200753,2023-01-29,IND,MEM,23
0022200754,2023-01-29,LAC,CLE,23
0022200755,2023-01-29,NOP,MIL,23
0022200756,2023-01-30,ORL,PHI,23
0022200757,2023-01-30,LAL,BKN,23
0022200758,2023-01-30,SAC,MIN,23
0022200759,2023-01-30,GSW,OKC,23
0022200760,2023-01-30,WAS,SAS,23
0022200761,2023-01-30,DET,DAL,23
0022200762,2023-01-30,TOR,PHX,23
0022200763,2023-01-30,ATL,POR,23
0022200764,2023-01-31,MIA,CLE,23
0022200765,2023-01-31,LAL,NYK,23
0022200766,2023-01-31,LAC,CHI,23
0022200767,2023-01-31,CHA,MIL,23
0022200768,2023-01-31,NOP,DEN,23
0022200769,2023-03-07,WAS,DET,23
0022200770,2023-02-01,ORL,PHI,23
0022200771,2023-02-01,POR,MEM,23
0022200772,2023-02-01,BKN,BOS,23
0022200773,2023-02-01,OKC,HOU,23
0022200774,2023-02-01,GSW,MIN,23
0022200775,2023-02-01,SAC,SAS,23
0022200776,2023-02-01,TOR,UTA,23
0022200777,2023-02-01,ATL,PHX,23
0022200778,2023-02-02,LAL,IND,23
0022200779,2023-02-02,MEM,CLE,23
0022200780,2023-02-02,MIA,NYK,23
0022200781,2023-02-02,CHA,CHI,23
0022200782,2023-02-02,NOP,DAL,23
0022200783,2023-02-02,GSW,DEN,23
0022200784,2023-02-02,LAC,MIL,23
0022200785,2023-02-03,CHA,DET,23
0022200786,2023-02-03,SAC,IND,23
0022200787,2023-02-03,POR,WAS,23
0022200788,2023-02-03,PHX,BOS,23
0022200789,2023-02-03,TOR,HOU,23
0022200790,2023-02-03,ORL,MIN,23
0022200791,2023-02-03,PHI,SAS,23
0022200792,2023-02-03,ATL,UTA,23
0022200793,2023-02-04,WAS,BKN,23
0022200794,2023-02-04,PHX,DET,23
0022200795,2023-02-04,LAC,NYK,23
0022200796,2023-02-04,POR,CHI,23
0022200797,2023-02-04,MIA,MIL,23
0022200798,2023-02-04,LAL,NOP,23
0022200799,2023-02-04,HOU,OKC,23
0022200800,2023-02-04,DAL,GSW,23
0022200801,2023-02-04,ATL,DEN,23
0022200802,2023-02-05,ORL,CHA,23
0022200803,2023-02-05,CLE,IND,23
0022200804,2023-02-05,PHI,NYK,23
0022200805,2023-02-05,TOR,MEM,23
0022200806,2023-02-05,DEN,MIN,23
0022200807,2023-02-05,SAC,NOP,23
0022200808,2023-02-06,BOS,DET,23
0022200809,2023-02-06,CLE,WAS,23
0022200810,2023-02-06,LAC,BKN,23
0022200811,2023-02-06,SAS,CHI,23
0022200812,2023-02-06,SAC,HOU,23
0022200813,2023-02-06,DAL,UTA,23
0022200814,2023-02-06,OKC,GSW,23
0022200815,2023-02-06,MIL,POR,23
0022200816,2023-02-07,NYK,ORL,23
0022200817,2023-02-07,PHX,BKN,23
0022200818,2023-02-07,ATL,NOP,23
0022200819,2023-02-07,CHI,MEM,23
0022200820,2023-02-07,MIN,DEN,23
0022200821,2023-02-07,OKC,LAL,23
0022200822,2023-02-08,DET,CLE,23
0022200823,2023-02-08,CHA,WAS,23
0022200824,2023-02-08,PHI,BOS,23
0022200825,2023-02-08,IND,MIA,23
0022200826,2023-02-08,SAS,TOR,23
0022200827,2023-02-08,SAC,HOU,23
0022200828,2023-02-08,MIN,UTA,23
0022200829,2023-02-08,DAL,LAC,23
0022200830,2023-02-08,GSW,POR,23
0022200831,2023-02-09,DEN,ORL,23
0022200832,2023-02-09,PHX,ATL,23
0022200833,2023-02-09,CHI,BKN,23
0022200834,2023-02-09,MIL,LAL,23
0022200835,2023-02-10,SAS,DET,23
0022200836,2023-02-10,PHX,IND,23
0022200837,2023-02-10,NYK,PHI,23
0022200838,2023-02-10,CHA,BOS,23
0022200839,2023-02-10,UTA,TOR,23
0022200840,2023-02-10,HOU,MIA,23
0022200841,2023-02-10,MIN,MEM,23
0022200842,2023-02-10,CLE,NOP,23
0022200843,2023-02-10,OKC,POR,23
0022200844,2023-02-10,DAL,SAC,23
0022200845,2023-02-10,MIL,LAC,23
0022200846,2023-02-11,PHI,BKN,23
0022200847,2023-02-11,DEN,CHA,23
0022200848,2023-02-11,MIA,ORL,23
0022200849,2023-02-11,IND,WAS,23
0022200850,2023-02-11,SAS,ATL,23
0022200851,2023-02-11,UTA,NYK,23
0022200852,2023-02-11,CHI,CLE,23
0022200853,2023-02-11,LAL,GSW,23
0022200854,2023-02-11,DAL,SAC,23
0022200855,2023-02-12,MEM,BOS,23
0022200856,2023-02-12,DET,TOR,23
0022200857,2023-02-13,ATL,CHA,23
0022200858,2023-02-13,SAS,CLE,23
0022200859,2023-02-13,UTA,IND,23
0022200860,2023-02-13,HOU,PHI,23
0022200861,2023-02-13,DEN,MIA,23
0022200862,2023-02-13,BKN,NYK,23
0022200863,2023-02-13,ORL,CHI,23
0022200864,2023-02-13,NOP,OKC,23
0022200865,2023-02-13,MIN,DAL,23
0022200866,2023-02-13,WAS,GSW,23
0022200867,2023-02-13,LAL,POR,23
0022200868,2023-02-14,ORL,TOR,23
0022200869,2023-02-14,BOS,MIL,23
0022200870,2023-02-14,SAC,PHX,23
0022200871,2023-02-14,GSW,LAC,23
0022200872,2023-02-14,WAS,POR,23
0022200873,2023-02-15,SAS,CHA,23
0022200874,2023-02-15,CHI,IND,23
0022200875,2023-02-15,CLE,PHI,23
0022200876,2023-02-15,NYK,ATL,23
0022200877,2023-02-15,DET,BOS,23
0022200878,2023-02-15,MIA,BKN,23
0022200879,2023-02-15,UTA,MEM,23
0022200880,2023-02-15,HOU,OKC,23
0022200881,2023-02-15,DAL,DEN,23
0022200882,2023-02-15,NOP,LAL,23
0022200883,2023-02-16,MIL,CHI,23
0022200884,2023-02-16,WAS,MIN,23
0022200885,2023-02-16,LAC,PHX,23
0022200886,2023-02-23,DEN,CLE,23
0022200887,2023-02-23,BOS,IND,23
0022200888,2023-02-23,DET,ORL,23
0022200889,2023-02-23,MEM,PHI,23
0022200890,2023-02-23,NOP,TOR,23
0022200891,2023-02-23,SAS,DAL,23
0022200892,2023-02-23,OKC,UTA,23
0022200893,2023-02-23,GSW,LAL,23
0022200894,2023-02-23,POR,SAC,23
0022200895,2023-02-24,NYK,WAS,23
0022200896,2023-02-24,CLE,ATL,23
0022200897,2023-02-24,MIA,MIL,23
0022200898,2023-02-24,CHA,MIN,23
0022200899,2023-02-24,OKC,PHX,23
0022200900,2023-02-24,BKN,CHI,23
0022200901,2023-02-24,HOU,GSW,23
0022200902,2023-02-24,SAC,LAC,23
0022200903,2023-02-25,TOR,DET,23
0022200904,2023-02-25,MIA,CHA,23
0022200905,2023-02-25,IND,ORL,23
0022200906,2023-02-25,NOP,NYK,23
0022200907,2023-02-25,DEN,MEM,23
0022200908,2023-02-25,BOS,PHI,23
0022200909,2023-02-25,SAS,UTA,23
0022200910,2023-02-26,PHX,MIL,23
0022200911,2023-02-26,BKN,ATL,23
0022200912,2023-02-26,WAS,CHI,23
0022200913,2023-02-26,LAL,DAL,23
0022200914,2023-02-26,TOR,CLE,23
0022200915,2023-02-26,SAC,OKC,23
0022200916,2023-02-26,MIN,GSW,23
0022200917,2023-02-26,HOU,POR,23
0022200918,2023-02-26,LAC,DEN,23
0022200919,2023-02-27,DET,CHA,23
0022200920,2023-02-27,MIA,PHI,23
0022200921,2023-02-27,BOS,NYK,23
0022200922,2023-02-27,ORL,NOP,23
0022200923,2023-02-28,WAS,ATL,23
0022200924,2023-02-28,MIL,BKN,23
0022200925,2023-02-28,CHI,TOR,23
0022200926,2023-02-28,DEN,HOU,23
0022200927,2023-02-28,LAL,MEM,23
0022200928,2023-02-28,SAC,OKC,23
0022200929,2023-02-28,IND,DAL,23
0022200930,2023-02-28,SAS,UTA,23
0022200931,2023-02-28,POR,GSW,23
0022200932,2023-02-28,MIN,LAC,23
0022200933,2023-03-01,PHX,CHA,23
0022200934,2023-03-01,CHI,DET,23
0022200935,2023-03-01,CLE,BOS,23
0022200936,2023-03-01,PHI,MIA,23
0022200937,2023-03-01,BKN,NYK,23
0022200938,2023-03-01,MEM,HOU,23
0022200939,2023-03-01,ORL,MIL,23
0022200940,2023-03-01,LAL,OKC,23
0022200941,2023-03-01,NOP,POR,23
0022200942,2023-03-02,TOR,WAS,23
0022200943,2023-03-02,PHI,DAL,23
0022200944,2023-03-02,IND,SAS,23
0022200945,2023-03-02,LAC,GSW,23
0022200946,2023-03-03,ORL,CHA,23
0022200947,2023-03-03,POR,ATL,23
0022200948,2023-03-03,BKN,BOS,23
0022200949,2023-03-03,NYK,MIA,23
0022200950,2023-03-03,PHX,CHI,23
0022200951,2023-03-03,UTA,OKC,23
0022200952,2023-03-03,MEM,DEN,23
0022200953,2023-03-03,NOP,GSW,23
0022200954,2023-03-03,LAC,SAC,23
0022200955,2023-03-03,MIN,LAL,23
0022200956,2023-03-04,TOR,WAS,23
0022200957,2023-03-04,DET,CLE,23
0022200958,2023-03-04,ATL,MIA,23
0022200959,2023-03-04,HOU,SAS,23
0022200960,2023-03-04,PHI,MIL,23
0022200961,2023-03-04,MIN,SAC,23
0022200962,2023-03-05,PHX,DAL,23
0022200963,2023-03-05,IND,CHI,23
0022200964,2023-03-05,GSW,LAL,23
0022200965,2023-03-05,CHA,BKN,23
0022200966,2023-03-05,POR,ORL,23
0022200967,2023-03-05,SAS,HOU,23
0022200968,2023-03-05,UTA,OKC,23
0022200969,2023-03-05,NYK,BOS,23
0022200970,2023-03-05,MEM,LAC,23
0022200971,2023-03-06,BOS,CLE,23
0022200972,2023-03-06,PHI,IND,23
0022200973,2023-03-05,MIL,WAS,23
0022200974,2023-03-06,ATL,MIA,23
0022200975,2023-03-06,TOR,DEN,23
0022200976,2023-03-06,NOP,SAC,23
0022200977,2023-03-06,POR,DET,23
0022200978,2023-03-07,MIL,ORL,23
0022200979,2023-03-07,CHA,NYK,23
0022200980,2023-03-07,PHI,MIN,23
0022200981,2023-03-07,BKN,HOU,23
0022200982,2023-03-07,GSW,OKC,23
0022200983,2023-03-07,UTA,DAL,23
0022200984,2023-03-07,MEM,LAL,23
0022200985,2023-03-08,ATL,WAS,23
0022200986,2023-03-08,POR,BOS,23
0022200987,2023-03-08,CLE,MIA,23
0022200988,2023-03-08,DAL,NOP,23
0022200989,2023-03-08,CHI,DEN,23
0022200990,2023-03-08,OKC,PHX,23
0022200991,2023-03-08,TOR,LAC,23
0022200992,2023-03-09,CHA,DET,23
0022200993,2023-03-09,HOU,IND,23
0022200994,2023-03-09,UTA,ORL,23
0022200995,2023-03-09,BKN,MIL,23
0022200996,2023-03-09,GSW,MEM,23
0022200997,2023-03-09,NYK,SAC,23
0022200998,2023-03-10,POR,PHI,23
0022200999,2023-03-10,ATL,WAS,23
0022201000,2023-03-10,CLE,MIA,23
0022201001,2023-03-10,BKN,MIN,23
0022201002,2023-03-10,DEN,SAS,23
0022201003,2023-03-10,TOR,LAL,23
0022201004,2023-03-11,NYK,LAC,23
0022201005,2023-03-11,UTA,CHA,23
0022201006,2023-03-11,IND,DET,23
0022201007,2023-03-11,MIA,ORL,23
0022201008,2023-03-11,BOS,ATL,23
0022201009,2023-03-11,CHI,HOU,23
0022201010,2023-03-11,DAL,MEM,23
0022201011,2023-03-11,OKC,NOP,23
0022201012,2023-03-11,MIL,GSW,23
0022201013,2023-03-11,SAC,PHX,23
0022201014,2023-03-12,BKN,DEN,23
0022201015,2023-03-12,CLE,CHA,23
0022201016,2023-03-12,WAS,PHI,23
0022201017,2023-03-12,POR,NOP,23
0022201018,2023-03-12,OKC,SAS,23
0022201019,2023-03-12,NYK,LAL,23
0022201020,2023-03-13,IND,DET,23
0022201021,2023-03-13,MIN,ATL,23
0022201022,2023-03-13,UTA,MIA,23
0022201023,2023-03-13,MEM,DAL,23
0022201024,2023-03-13,BOS,HOU,23
0022201025,2023-03-13,PHX,GSW,23
0022201026,2023-03-13,MIL,SAC,23
0022201027,2023-03-14,CLE,CHA,23
0022201028,2023-03-14,DET,WAS,23
0022201029,2023-03-14,DEN,TOR,23
0022201030,2023-03-14,LAL,NOP,23
0022201031,2023-03-14,BKN,OKC,23
0022201032,2023-03-14,ORL,SAS,23
0022201033,2023-03-14,MIL,PHX,23
0022201034,2023-03-14,NYK,POR,23
0022201035,2023-03-15,PHI,CLE,23
0022201036,2023-03-15,MEM,MIA,23
0022201037,2023-03-15,SAC,CHI,23
0022201038,2023-03-15,LAL,HOU,23
0022201039,2023-03-15,BOS,MIN,23
0022201040,2023-03-15,DAL,SAS,23
0022201041,2023-03-15,GSW,LAC,23
0022201042,2023-03-16,DEN,DET,23
0022201043,2023-03-16,SAC,BKN,23
0022201044,2023-03-16,OKC,TOR,23
0022201045,2023-03-16,IND,MIL,23
0022201046,2023-03-16,ORL,PHX,23
0022201047,2023-03-17,PHI,CHA,23
0022201048,2023-03-17,GSW,ATL,23
0022201049,2023-03-17,WAS,CLE,23
0022201050,2023-03-17,MIN,CHI,23
0022201051,2023-03-17,NOP,HOU,23
0022201052,2023-03-17,MEM,SAS,23
0022201053,2023-03-17,BOS,POR,23
0022201054,2023-03-17,DAL,LAL,23
0022201055,2023-03-18,DEN,NYK,23
0022201056,2023-03-18,ORL,LAC,23
0022201057,2023-03-18,PHI,IND,23
0022201058,2023-03-18,MIN,TOR,23
0022201059,2023-03-18,SAC,WAS,23
0022201060,2023-03-18,MIA,CHI,23
0022201061,2023-03-18,GSW,MEM,23
0022201062,2023-03-18,BOS,UTA,23
0022201063,2023-03-19,DEN,BKN,23
0022201064,2023-03-19,PHX,OKC,23
0022201065,2023-03-19,ATL,SAS,23
0022201066,2023-03-19,MIA,DET,23
0022201067,2023-03-19,NOP,HOU,23
0022201068,2023-03-19,TOR,MIL,23
0022201069,2023-03-19,LAC,POR,23
0022201070,2023-03-19,ORL,LAL,23
0022201071,2023-03-20,IND,CHA,23
0022201072,2023-03-20,CHI,PHI,23
0022201073,2023-03-20,MIN,NYK,23
0022201074,2023-03-20,GSW,HOU,23
0022201075,2023-03-20,DAL,MEM,23
0022201076,2023-03-20,SAC,UTA,23
0022201077,2023-03-21,WAS,ORL,23
0022201078,2023-03-21,DET,ATL,23
0022201079,2023-03-21,CLE,BKN,23
0022201080,2023-03-21,SAS,NOP,23
0022201081,2023-03-21,BOS,SAC,23
0022201082,2023-03-21,OKC,LAC,23
0022201083,2023-03-22,DEN,WAS,23
0022201084,2023-03-22,NYK,MIA,23
0022201085,2023-03-22,IND,TOR,23
0022201086,2023-03-22,GSW,DAL,23
0022201087,2023-03-22,PHI,CHI,23
0022201088,2023-03-22,HOU,MEM,23
0022201089,2023-03-22,SAS,MIL,23
0022201090,2023-03-22,ATL,MIN,23
0022201091,2023-03-22,POR,UTA,23
0022201092,2023-03-22,PHX,LAL,23
0022201093,2023-03-23,NYK,ORL,23
0022201094,2023-03-23,CLE,BKN,23
0022201095,2023-03-23,CHA,NOP,23
0022201096,2023-03-23,OKC,LAC,23
0022201097,2023-03-24,IND,BOS,23
0022201098,2023-03-24,SAS,WAS,23
0022201099,2023-03-24,DET,TOR,23
0022201100,2023-03-24,HOU,MEM,23
0022201101,2023-03-24,CHA,DAL,23
0022201102,2023-03-24,MIL,UTA,23
0022201103,2023-03-24,PHI,GSW,23
0022201104,2023-03-24,CHI,POR,23
0022201105,2023-03-24,PHX,SAC,23
0022201106,2023-03-24,OKC,LAL,23
0022201107,2023-03-25,IND,ATL,23
0022201108,2023-03-25,BKN,MIA,23
0022201109,2023-03-25,MIL,DEN,23
0022201110,2023-03-25,PHI,PHX,23
0022201111,2023-03-25,UTA,SAC,23
0022201112,2023-03-25,NOP,LAC,23
0022201113,2023-03-26,DAL,CHA,23
0022201114,2023-03-26,CHI,LAL,23
0022201115,2023-03-26,MEM,ATL,23
0022201116,2023-03-26,SAS,BOS,23
0022201117,2023-03-26,HOU,CLE,23
0022201118,2023-03-26,BKN,ORL,23
0022201119,2023-03-26,WAS,TOR,23
0022201120,2023-03-26,OKC,POR,23
0022201121,2023-03-26,MIN,GSW,23
0022201122,2023-03-27,MIL,DET,23
0022201123,2023-03-27,DAL,IND,23
0022201124,2023-03-27,HOU,NYK,23
0022201125,2023-03-27,PHX,UTA,23
0022201126,2023-03-27,PHI,DEN,23
0022201127,2023-03-27,NOP,POR,23
0022201128,2023-03-27,MIN,SAC,23
0022201129,2023-03-27,CHI,LAC,23
0022201130,2023-03-28,BOS,WAS,23
0022201131,2023-03-28,CLE,ATL,23
0022201132,2023-03-28,MIA,TOR,23
0022201133,2023-03-28,ORL,MEM,23
0022201134,2023-03-28,CHA,OKC,23
0022201135,2023-03-28,NOP,GSW,23
0022201136,2023-03-29,MIL,IND,23
0022201137,2023-03-29,HOU,BKN,23
0022201138,2023-03-29,MIA,NYK,23
0022201139,2023-03-29,DAL,PHI,23
0022201140,2023-03-29,LAL,CHI,23
0022201141,2023-03-29,LAC,MEM,23
0022201142,2023-03-29,DET,OKC,23
0022201143,2023-03-29,UTA,SAS,23
0022201144,2023-03-29,MIN,PHX,23
0022201145,2023-03-29,SAC,POR,23
0022201146,2023-03-30,BOS,MIL,23
0022201147,2023-03-30,NOP,DEN,23
0022201148,2023-03-31,CHI,CHA,23
0022201149,2023-03-31,OKC,IND,23
0022201150,2023-03-31,TOR,PHI,23
0022201151,2023-03-31,ORL,WAS,23
0022201152,2023-03-31,UTA,BOS,23
0022201153,2023-03-31,ATL,BKN,23
0022201154,2023-03-31,NYK,CLE,23
0022201155,2023-03-31,DET,HOU,23
0022201156,2023-03-31,LAC,MEM,23
0022201157,2023-03-31,LAL,MIN,23
0022201158,2023-03-31,SAS,GSW,23
0022201159,2023-03-31,SAC,POR,23
0022201160,2023-03-31,DEN,PHX,23
0022201161,2023-04-01,DAL,MIA,23
0022201162,2023-04-01,LAC,NOP,23
0022201163,2023-04-02,TOR,CHA,23
0022201164,2023-04-02,UTA,BKN,23
0022201165,2023-04-02,MEM,CHI,23
0022201166,2023-04-02,POR,MIN,23
0022201167,2023-04-02,DAL,ATL,23
0022201168,2023-04-02,WAS,NYK,23
0022201169,2023-04-02,DET,ORL,23
0022201170,2023-04-02,SAS,SAC,23
0022201171,2023-04-02,LAL,HOU,23
0022201172,2023-04-02,PHX,OKC,23
0022201173,2023-04-02,IND,CLE,23
0022201174,2023-04-02,PHI,MIL,23
0022201175,2023-04-02,GSW,DEN,23
0022201176,2023-04-04,TOR,CHA,23
0022201177,2023-04-04,MIA,DET,23
0022201178,2023-04-04,CLE,ORL,23
0022201179,2023-04-04,MIL,WAS,23
0022201180,2023-04-04,MIN,BKN,23
0022201181,2023-04-04,BOS,PHI,23
0022201182,2023-04-04,ATL,CHI,23
0022201183,2023-04-04,DEN,HOU,23
0022201184,2023-04-04,POR,MEM,23
0022201185,2023-04-04,SAC,NOP,23
0022201186,2023-04-04,LAL,UTA,23
0022201187,2023-04-04,OKC,GSW,23
0022201188,2023-04-04,SAS,PHX,23
0022201189,2023-04-05,BKN,DET,23
0022201190,2023-04-05,NYK,IND,23
0022201191,2023-04-05,WAS,ATL,23
0022201192,2023-04-05,TOR,BOS,23
0022201193,2023-04-05,CHI,MIL,23
0022201194,2023-04-05,MEM,NOP,23
0022201195,2023-04-05,SAC,DAL,23
0022201196,2023-04-05,LAL,LAC,23
0022201197,2023-04-06,CLE,ORL,23
0022201198,2023-04-06,MIA,PHI,23
0022201199,2023-04-06,POR,SAS,23
0022201200,2023-04-06,OKC,UTA,23
0022201201,2023-04-06,DEN,PHX,23
0022201202,2023-04-07,HOU,CHA,23
0022201203,2023-04-07,DET,IND,23
0022201204,2023-04-07,MIA,WAS,23
0022201205,2023-04-07,PHI,ATL,23
0022201206,2023-04-07,TOR,BOS,23
0022201207,2023-04-07,ORL,BKN,23
0022201208,2023-04-07,MEM,MIL,23
0022201209,2023-04-07,NYK,NOP,23
0022201210,2023-04-07,CHI,DAL,23
0022201211,2023-04-07,GSW,SAC,23
0022201212,2023-04-07,PHX,LAL,23
0022201213,2023-04-08,DEN,UTA,23
0022201214,2023-04-08,MIN,SAS,23
0022201215,2023-04-08,POR,LAC,23
0022201216,2023-04-09,ATL,BOS,23
0022201217,2023-04-09,PHI,BKN,23
0022201218,2023-04-09,CHA,CLE,23
0022201219,2023-04-09,ORL,MIA,23
0022201220,2023-04-09,IND,NYK,23
0022201221,2023-04-09,MIL,TOR,23
0022201222,2023-04-09,HOU,WAS,23
0022201223,2023-04-09,DET,CHI,23
0022201224,2023-04-09,SAS,DAL,23
0022201225,2023-04-09,NOP,MIN,23
0022201226,2023-04-09,MEM,OKC,23
0022201227,2023-04-09,SAC,DEN,23
0022201228,2023-04-09,UTA,LAL,23
0022201229,2023-04-09,LAC,PHX,23
0022201230,2023-04-09,GSW,POR,23
0022300001,2023-11-03,CLE,IND,24
0022300002,2023-11-03,NYK,MIL,24
0022300003,2023-11-03,WAS,MIA,24
0022300004,2023-11-03,BKN,CHI,24
0022300005,2023-11-03,GSW,OKC,24
0022300006,2023-11-03,DAL,DEN,24
0022300007,2023-11-03,MEM,POR,24
0022300008,2023-11-10,PHI,DET,24
0022300009,2023-11-10,CHA,WAS,24
0022300010,2023-11-10,BKN,BOS,24
0022300011,2023-11-10,NOP,HOU,24
0022300012,2023-11-10,UTA,MEM,24
0022300013,2023-11-10,MIN,SAS,24
0022300014,2023-11-10,LAC,DAL,24
0022300015,2023-11-10,LAL,PHX,24
0022300016,2023-11-10,OKC,SAC,24
0022300017,2023-11-14,MIA,CHA,24
0022300018,2023-11-14,ATL,DET,24
0022300019,2023-11-14,IND,PHI,24
0022300020,2023-11-14,ORL,BKN,24
0022300021,2023-11-14,SAS,OKC,24
0022300022,2023-11-14,DAL,NOP,24
0022300023,2023-11-14,POR,UTA,24
0022300024,2023-11-14,LAC,DEN,24
0022300025,2023-11-14,MIN,GSW,24
0022300026,2023-11-14,MEM,LAL,24
0022300027,2023-11-17,MIL,CHA,24
0022300028,2023-11-17,NYK,WAS,24
0022300029,2023-11-17,PHI,ATL,24
0022300030,2023-11-17,DET,CLE,24
0022300031,2023-11-17,BOS,TOR,24
0022300032,2023-11-17,SAC,SAS,24
0022300033,2023-11-17,ORL,CHI,24
0022300034,2023-11-17,DEN,NOP,24
0022300035,2023-11-17,PHX,UTA,24
0022300036,2023-11-17,LAL,POR,24
0022300037,2023-11-17,HOU,LAC,24
0022300038,2023-11-21,TOR,ORL,24
0022300039,2023-11-21,IND,ATL,24
0022300040,2023-11-21,CLE,PHI,24
0022300041,2023-11-21,POR,PHX,24
0022300042,2023-11-21,UTA,LAL,24
0022300043,2023-11-24,BOS,ORL,24
0022300044,2023-11-24,PHX,MEM,24
0022300045,2023-11-24,MIA,NYK,24
0022300046,2023-11-24,CHI,TOR,24
0022300047,2023-11-24,DET,IND,24
0022300048,2023-11-24,DEN,HOU,24
0022300049,2023-11-24,WAS,MIL,24
0022300050,2023-11-24,SAC,MIN,24
0022300051,2023-11-24,SAS,GSW,24
0022300052,2023-11-24,NOP,LAC,24
0022300053,2023-11-28,CHI,BOS,24
0022300054,2023-11-28,TOR,BKN,24
0022300055,2023-11-28,ATL,CLE,24
0022300056,2023-11-28,MIL,MIA,24
0022300057,2023-11-28,CHA,NYK,24
0022300058,2023-11-28,OKC,MIN,24
0022300059,2023-11-28,HOU,DAL,24
0022300060,2023-11-28,GSW,SAC,24
0022300061,2023-10-24,LAL,DEN,24
0022300062,2023-10-24,PHX,GSW,24
0022300063,2023-10-25,ATL,CHA,24
0022300064,2023-10-25,WAS,IND,24
0022300065,2023-10-25,BOS,NYK,24
0022300066,2023-10-25,HOU,ORL,24
0022300067,2023-10-25,CLE,BKN,24
0022300068,2023-10-25,DET,MIA,24
0022300069,2023-10-25,MIN,TOR,24
0022300070,2023-10-25,OKC,CHI,24
0022300071,2023-10-25,NOP,MEM,24
0022300072,2023-10-25,SAC,UTA,24
0022300073,2023-10-25,DAL,SAS,24
0022300074,2023-10-25,POR,LAC,24
0022300075,2023-10-26,PHI,MIL,24
0022300076,2023-10-26,PHX,LAL,24
0022300077,2023-10-27,DET,CHA,24
0022300078,2023-10-27,DEN,MEM,24
0022300079,2023-10-27,NYK,ATL,24
0022300080,2023-10-27,MIA,BOS,24
0022300081,2023-10-27,OKC,CLE,24
0022300082,2023-10-27,TOR,CHI,24
0022300083,2023-10-27,HOU,SAS,24
0022300084,2023-10-27,BKN,DAL,24
0022300085,2023-10-27,LAC,UTA,24
0022300086,2023-10-27,ORL,POR,24
0022300087,2023-10-27,GSW,SAC,24
0022300088,2023-10-28,CHI,DET,24
0022300089,2023-10-28,MEM,WAS,24
0022300090,2023-10-28,NYK,NOP,24
0022300091,2023-10-28,IND,CLE,24
0022300092,2023-10-28,PHI,TOR,24
0022300093,2023-10-28,MIA,MIN,24
0022300094,2023-10-28,UTA,PHX,24
0022300095,2023-10-29,DEN,OKC,24
