,game_id,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,score,scoremargin,player1_id,player1_name,player1_team_abbreviation,player2_id,player2_name,player2_team_abbreviation,player3_id,player3_name,player3_team_abbreviation,timeinseconds,play_elapsed_time,total_elapsed_time,max_time,time_remaining,h_lineup,a_lineup
0,0022200496,2,12,0,1,12:00,,Start of 1st Period (8:08 PM EST),,,0,0,,,0,,,0,,,720,0.0,0.0,2880.0,2880.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
1,0022200496,4,10,0,1,12:00,Jump Ball Looney vs. Adams: Tip to Morant,,,,0,1626172,Kevon Looney,GSW,203500,Steven Adams,MEM,1629630,Ja Morant,MEM,720,0.0,0.0,2880.0,2880.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
2,0022200496,7,1,52,1,11:48,,,Jackson Jr. 5' Alley Oop Dunk (2 PTS) (Morant 1 AST),2 - 0,-2,1628991,Jaren Jackson Jr.,MEM,1629630,Ja Morant,MEM,0,,,708,12.0,12.0,2880.0,2868.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
3,0022200496,9,2,1,1,11:34,MISS Thompson 24' 3PT Jump Shot,,,,0,202691,Klay Thompson,GSW,0,,,0,,,694,14.0,26.0,2880.0,2854.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
4,0022200496,10,4,0,1,11:31,Looney REBOUND (Off:1 Def:0),,,,0,1626172,Kevon Looney,GSW,0,,,0,,,691,3.0,29.0,2880.0,2851.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
5,0022200496,11,1,1,1,11:30,DiVincenzo 25' 3PT Jump Shot (3 PTS) (Looney 1 AST),,,2 - 3,1,1628978,Donte DiVincenzo,GSW,1626172,Kevon Looney,GSW,0,,,690,1.0,30.0,2880.0,2850.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
6,0022200496,13,2,79,1,11:11,,,MISS Brooks 12' Pullup Jump Shot,,0,1628415,Dillon Brooks,MEM,0,,,0,,,671,19.0,49.0,2880.0,2831.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
7,0022200496,14,4,0,1,11:07,DiVincenzo REBOUND (Off:0 Def:1),,,,0,1628978,Donte DiVincenzo,GSW,0,,,0,,,667,4.0,53.0,2880.0,2827.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
8,0022200496,15,1,80,1,11:02,Poole 20' Step Back Jump Shot (2 PTS) (DiVincenzo 1 AST),,,2 - 5,3,1629673,Jordan Poole,GSW,1628978,Donte DiVincenzo,GSW,0,,,662,5.0,58.0,2880.0,2822.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
9,0022200496,17,6,2,1,10:44,Thompson S.FOUL (P1.T1) (R.Mott),,,,0,202691,Klay Thompson,GSW,1630217,Desmond Bane,MEM,0,,,644,18.0,76.0,2880.0,2804.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
10,0022200496,19,3,11,1,10:44,,,Bane Free Throw 1 of 2 (1 PTS),3 - 5,2,1630217,Desmond Bane,MEM,0,,,0,,,644,0.0,76.0,2880.0,2804.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
11,0022200496,20,3,12,1,10:44,,,MISS Bane Free Throw 2 of 2,,0,1630217,Desmond Bane,MEM,0,,,0,,,644,0.0,76.0,2880.0,2804.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
12,0022200496,21,4,0,1,10:41,,,Adams REBOUND (Off:1 Def:0),,0,203500,Steven Adams,MEM,0,,,0,,,641,3.0,79.0,2880.0,2801.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
13,0022200496,22,2,6,1,10:35,,,MISS Morant 5' Driving Layup,,0,1629630,Ja Morant,MEM,0,,,0,,,635,6.0,85.0,2880.0,2795.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
14,0022200496,23,4,0,1,10:30,Poole REBOUND (Off:0 Def:1),,,,0,1629673,Jordan Poole,GSW,0,,,0,,,630,5.0,90.0,2880.0,2790.0,"(202691, 203110, 1626172, 1628978, 1629673)","(203500, 1628415, 1628991, 1629630, 1630217)"
