,game_id,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,score,scoremargin,player1_id,player1_name,player1_team_abbreviation,player2_id,player2_name,player2_team_abbreviation,player3_id,player3_name,player3_team_abbreviation,timeinseconds,play_elapsed_time,total_elapsed_time,max_time,time_remaining,h_lineup,a_lineup
0,0022200118,2,12,0,1,12:00,,Start of 1st Period (7:11 PM EST),,,0,0,,,0,,,0,,,720,0.0,0.0,2880.0,2880.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
1,0022200118,4,10,0,1,12:00,Jump Ball Bol vs. Looney: Tip to Suggs,,,,0,1629626,Bol Bol,ORL,1626172,Kevon Looney,GSW,1630591,Jalen Suggs,ORL,720,0.0,0.0,2880.0,2880.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
2,0022200118,8,2,80,1,11:39,MISS Suggs 26' 3PT Step Back Jump Shot,,,,0,1630591,Jalen Suggs,ORL,0,,,0,,,699,21.0,21.0,2880.0,2859.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
3,0022200118,9,4,0,1,11:36,,,D. Green REBOUND (Off:0 Def:1),,0,203110,Draymond Green,GSW,0,,,0,,,696,3.0,24.0,2880.0,2856.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
4,0022200118,10,1,98,1,11:21,,,Looney 3' Cutting Layup Shot (2 PTS) (Thompson 1 AST),2 - 0,-2,1626172,Kevon Looney,GSW,202691,Klay Thompson,GSW,0,,,681,15.0,39.0,2880.0,2841.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
5,0022200118,12,1,1,1,11:10,Carter Jr. 25' 3PT Jump Shot (3 PTS) (Suggs 1 AST),,,2 - 3,1,1628976,Wendell Carter Jr.,ORL,1630591,Jalen Suggs,ORL,0,,,670,11.0,50.0,2880.0,2830.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
6,0022200118,14,2,1,1,11:00,,,MISS Wiggins 26' 3PT Jump Shot,,0,203952,Andrew Wiggins,GSW,0,,,0,,,660,10.0,60.0,2880.0,2820.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
7,0022200118,15,4,0,1,10:57,Bol REBOUND (Off:0 Def:1),,,,0,1629626,Bol Bol,ORL,0,,,0,,,657,3.0,63.0,2880.0,2817.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
8,0022200118,16,2,6,1,10:46,MISS Wagner 1' Driving Layup,,,,0,1630532,Franz Wagner,ORL,0,,,0,,,646,11.0,74.0,2880.0,2806.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
9,0022200118,17,4,0,1,10:44,,,Looney REBOUND (Off:0 Def:1),,0,1626172,Kevon Looney,GSW,0,,,0,,,644,2.0,76.0,2880.0,2804.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
10,0022200118,18,2,1,1,10:37,,,MISS Curry 3PT Jump Shot,,0,201939,Stephen Curry,GSW,0,,,0,,,637,7.0,83.0,2880.0,2797.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
11,0022200118,19,4,0,1,10:34,Bol REBOUND (Off:0 Def:2),,,,0,1629626,Bol Bol,ORL,0,,,0,,,634,3.0,86.0,2880.0,2794.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
12,0022200118,20,1,6,1,10:25,Suggs 2' Driving Layup (2 PTS),,,2 - 5,3,1630591,Jalen Suggs,ORL,0,,,0,,,625,9.0,95.0,2880.0,2785.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
13,0022200118,22,5,2,1,10:06,Suggs STEAL (1 STL),,Wiggins Lost Ball Turnover (P1.T1),,0,203952,Andrew Wiggins,GSW,1630591,Jalen Suggs,ORL,0,,,606,19.0,114.0,2880.0,2766.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
14,0022200118,24,5,1,1,9:49,Wagner Bad Pass Turnover (P1.T1),,Thompson STEAL (1 STL),,0,1630532,Franz Wagner,ORL,202691,Klay Thompson,GSW,0,,,589,17.0,131.0,2880.0,2749.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
15,0022200118,26,1,2,1,9:44,,,Thompson 27' 3PT Running Jump Shot (3 PTS),5 - 5,0,202691,Klay Thompson,GSW,0,,,0,,,584,5.0,136.0,2880.0,2744.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
16,0022200118,27,2,98,1,9:22,MISS Carter Jr. 2' Cutting Layup Shot,,,,0,1628976,Wendell Carter Jr.,ORL,0,,,0,,,562,22.0,158.0,2880.0,2722.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
17,0022200118,28,4,0,1,9:22,MAGIC Rebound,,,,0,1610612753,,,0,,,0,,,562,0.0,158.0,2880.0,2722.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
18,0022200118,29,6,3,1,9:22,,,Looney L.B.FOUL (P1.T1) (J.Sterling),,0,1626172,Kevon Looney,GSW,1628976,Wendell Carter Jr.,ORL,0,,,562,0.0,158.0,2880.0,2722.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
19,0022200118,31,2,1,1,9:19,MISS Carter Jr. 24' 3PT Jump Shot,,,,0,1628976,Wendell Carter Jr.,ORL,0,,,0,,,559,3.0,161.0,2880.0,2719.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
20,0022200118,32,4,0,1,9:15,,,Wiggins REBOUND (Off:0 Def:1),,0,203952,Andrew Wiggins,GSW,0,,,0,,,555,4.0,165.0,2880.0,2715.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
21,0022200118,33,1,44,1,9:11,,,Looney 3' Reverse Layup (4 PTS) (D. Green 1 AST),7 - 5,-2,1626172,Kevon Looney,GSW,203110,Draymond Green,GSW,0,,,551,4.0,169.0,2880.0,2711.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
22,0022200118,35,6,2,1,8:56,,,Curry S.FOUL (P1.T2) (M.Kogut),,0,201939,Stephen Curry,GSW,1630591,Jalen Suggs,ORL,0,,,536,15.0,184.0,2880.0,2696.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
23,0022200118,37,3,11,1,8:56,Suggs Free Throw 1 of 2 (3 PTS),,,7 - 6,-1,1630591,Jalen Suggs,ORL,0,,,0,,,536,0.0,184.0,2880.0,2696.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
24,0022200118,38,3,12,1,8:56,MISS Suggs Free Throw 2 of 2,,,,0,1630591,Jalen Suggs,ORL,0,,,0,,,536,0.0,184.0,2880.0,2696.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
25,0022200118,39,4,0,1,8:53,,,Wiggins REBOUND (Off:0 Def:2),,0,203952,Andrew Wiggins,GSW,0,,,0,,,533,3.0,187.0,2880.0,2693.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
26,0022200118,40,2,80,1,8:39,,,MISS Curry 26' 3PT Step Back Jump Shot,,0,201939,Stephen Curry,GSW,0,,,0,,,519,14.0,201.0,2880.0,2679.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
27,0022200118,41,4,0,1,8:36,Banchero REBOUND (Off:0 Def:1),,,,0,1631094,Paolo Banchero,ORL,0,,,0,,,516,3.0,204.0,2880.0,2676.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
28,0022200118,42,1,47,1,8:30,Bol 8' Turnaround Jump Shot (2 PTS) (Banchero 1 AST),,,7 - 8,1,1629626,Bol Bol,ORL,1631094,Paolo Banchero,ORL,0,,,510,6.0,210.0,2880.0,2670.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
29,0022200118,44,6,1,1,8:18,Banchero P.FOUL (P1.T1) (J.Sterling),,,,0,1631094,Paolo Banchero,ORL,203952,Andrew Wiggins,GSW,0,,,498,12.0,222.0,2880.0,2658.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
30,0022200118,46,1,1,1,8:13,,,Thompson 27' 3PT Jump Shot (6 PTS) (Curry 1 AST),10 - 8,-2,202691,Klay Thompson,GSW,201939,Stephen Curry,GSW,0,,,493,5.0,227.0,2880.0,2653.0,"(1628976, 1629626, 1630532, 1630591, 1631094)","(201939, 202691, 203110, 203952, 1626172)"
