,game_id,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,score,scoremargin,player1_id,player1_name,player1_team_abbreviation,player2_id,player2_name,player2_team_abbreviation,player3_id,player3_name,player3_team_abbreviation,timeinseconds,play_elapsed_time,total_elapsed_time,max_time,time_remaining,h_lineup,a_lineup
0,0022200220,2,12,0,1,12:00,,Start of 1st Period (10:11 PM EST),,,0,0,,,0,,,0,,,720,0.0,0.0,2880.0,2880.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
1,0022200220,4,10,0,1,12:00,Jump Ball Ayton vs. Looney: Tip to Curry,,,,0,1629028,Deandre Ayton,PHX,1626172,Kevon Looney,GSW,201939,Stephen Curry,GSW,720,0.0,0.0,2880.0,2880.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
2,0022200220,7,1,1,1,11:42,,,Thompson 15' Jump Shot (2 PTS) (Curry 1 AST),2 - 0,-2,202691,Klay Thompson,GSW,201939,Stephen Curry,GSW,0,,,702,18.0,18.0,2880.0,2862.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
3,0022200220,9,2,1,1,11:26,MISS Bridges 20' Jump Shot,,,,0,1628969,Mikal Bridges,PHX,0,,,0,,,686,16.0,34.0,2880.0,2846.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
4,0022200220,10,4,0,1,11:24,,,Looney REBOUND (Off:0 Def:1),,0,1626172,Kevon Looney,GSW,0,,,0,,,684,2.0,36.0,2880.0,2844.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
5,0022200220,12,2,1,1,11:15,,,MISS Thompson 24' 3PT Jump Shot,,0,202691,Klay Thompson,GSW,0,,,0,,,675,9.0,45.0,2880.0,2835.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
6,0022200220,13,4,0,1,11:12,Ayton REBOUND (Off:0 Def:1),,,,0,1629028,Deandre Ayton,PHX,0,,,0,,,672,3.0,48.0,2880.0,2832.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
7,0022200220,14,2,1,1,11:03,MISS Booker 23' Jump Shot,,,,0,1626164,Devin Booker,PHX,0,,,0,,,663,9.0,57.0,2880.0,2823.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
8,0022200220,15,4,0,1,11:01,,,Thompson REBOUND (Off:0 Def:1),,0,202691,Klay Thompson,GSW,0,,,0,,,661,2.0,59.0,2880.0,2821.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
9,0022200220,16,1,2,1,10:56,,,Curry 25' 3PT Running Jump Shot (3 PTS) (Thompson 1 AST),5 - 0,-5,201939,Stephen Curry,GSW,202691,Klay Thompson,GSW,0,,,656,5.0,64.0,2880.0,2816.0,"(1626164, 1626166, 1628470, 1628969, 1629028)","(201939, 202691, 203110, 203952, 1626172)"
