,game_id,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,score,scoremargin,player1_id,player1_name,player1_team_abbreviation,player2_id,player2_name,player2_team_abbreviation,player3_id,player3_name,player3_team_abbreviation,timeinseconds,play_elapsed_time,total_elapsed_time,max_time,time_remaining,h_lineup,a_lineup
0,0022200104,2,12,0,1,12:00,,Start of 1st Period (7:43 PM EST),,,0,0,,,0,,,0,,,720,0.0,0.0,2880.0,2880.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
1,0022200104,4,10,0,1,12:00,Jump Ball Adebayo vs. Looney: Tip to Butler,,,,0,1628389,Bam Adebayo,MIA,1626172,Kevon Looney,GSW,202710,Jimmy Butler,MIA,720,0.0,0.0,2880.0,2880.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
2,0022200104,7,5,2,1,11:41,Lowry Lost Ball Turnover (P1.T1),,Curry STEAL (1 STL),,0,200768,Kyle Lowry,MIA,201939,Stephen Curry,GSW,0,,,701,19.0,19.0,2880.0,2861.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
3,0022200104,9,1,1,1,11:28,,,Wiggins 24' 3PT Jump Shot (3 PTS) (Curry 1 AST),3 - 0,-3,203952,Andrew Wiggins,GSW,201939,Stephen Curry,GSW,0,,,688,13.0,32.0,2880.0,2848.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
4,0022200104,11,1,1,1,11:05,Martin 25' 3PT Jump Shot (3 PTS) (Butler 1 AST),,,3 - 3,0,1628997,Caleb Martin,MIA,202710,Jimmy Butler,MIA,0,,,665,23.0,55.0,2880.0,2825.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
5,0022200104,13,5,45,1,10:43,,,Thompson Out of Bounds - Bad Pass Turnover Turnover (P1.T1),,0,202691,Klay Thompson,GSW,0,,,0,,,643,22.0,77.0,2880.0,2803.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
6,0022200104,14,6,1,1,10:27,,,Looney P.FOUL (P1.T1) (L.Holtkamp),,0,1626172,Kevon Looney,GSW,1628997,Caleb Martin,MIA,0,,,627,16.0,93.0,2880.0,2787.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
7,0022200104,16,2,79,1,10:11,MISS Martin 18' Pullup Jump Shot,,,,0,1628997,Caleb Martin,MIA,0,,,0,,,611,16.0,109.0,2880.0,2771.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
8,0022200104,17,4,0,1,10:08,,,Wiggins REBOUND (Off:0 Def:1),,0,203952,Andrew Wiggins,GSW,0,,,0,,,608,3.0,112.0,2880.0,2768.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
9,0022200104,18,1,1,1,10:01,,,Curry 3PT Jump Shot (3 PTS) (Wiggins 1 AST),6 - 3,-3,201939,Stephen Curry,GSW,203952,Andrew Wiggins,GSW,0,,,601,7.0,119.0,2880.0,2761.0,"(200768, 202710, 1628389, 1628997, 1629639)","(201939, 202691, 203110, 203952, 1626172)"
