,game_id,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,score,scoremargin,player1_id,player1_name,player1_team_abbreviation,player2_id,player2_name,player2_team_abbreviation,player3_id,player3_name,player3_team_abbreviation,timeinseconds,play_elapsed_time,total_elapsed_time,max_time,time_remaining,h_lineup,a_lineup
0,0022200448,2,12,0,1,12:00,,Start of 1st Period (6:12 PM EST),,,0,0,,,0,,,0,,,720,0.0,0.0,2880.0,2880.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
1,0022200448,4,10,0,1,12:00,Jump Ball Koloko vs. Looney: Tip to VanVleet,,,,0,1631132,Christian Koloko,TOR,1626172,Kevon Looney,GSW,1627832,Fred VanVleet,TOR,720,0.0,0.0,2880.0,2880.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
2,0022200448,7,1,79,1,11:46,Siakam 25' 3PT Pullup Jump Shot (3 PTS),,,0 - 3,3,1627783,Pascal Siakam,TOR,0,,,0,,,706,14.0,14.0,2880.0,2866.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
3,0022200448,8,1,1,1,11:30,,,D. Green 25' 3PT Jump Shot (3 PTS) (Thompson 1 AST),3 - 3,0,203110,Draymond Green,GSW,202691,Klay Thompson,GSW,0,,,690,16.0,30.0,2880.0,2850.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
4,0022200448,10,1,1,1,11:21,Siakam 27' 3PT Jump Shot (6 PTS) (VanVleet 1 AST),,,3 - 6,3,1627783,Pascal Siakam,TOR,1627832,Fred VanVleet,TOR,0,,,681,9.0,39.0,2880.0,2841.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
5,0022200448,12,1,1,1,11:03,,,D. Green 3PT Jump Shot (6 PTS) (Poole 1 AST),6 - 6,0,203110,Draymond Green,GSW,1629673,Jordan Poole,GSW,0,,,663,18.0,57.0,2880.0,2823.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
6,0022200448,14,2,1,1,10:46,MISS Siakam 14' Jump Shot,,,,0,1627783,Pascal Siakam,TOR,0,,,0,,,646,17.0,74.0,2880.0,2806.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
7,0022200448,15,4,0,1,10:42,,,Thompson REBOUND (Off:0 Def:1),,0,202691,Klay Thompson,GSW,0,,,0,,,642,4.0,78.0,2880.0,2802.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
8,0022200448,16,1,1,1,10:30,,,D. Green 3PT Jump Shot (9 PTS) (DiVincenzo 1 AST),9 - 6,-3,203110,Draymond Green,GSW,1628978,Donte DiVincenzo,GSW,0,,,630,12.0,90.0,2880.0,2790.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
9,0022200448,18,2,63,1,10:19,MISS VanVleet 18' Fadeaway Jumper,,,,0,1627832,Fred VanVleet,TOR,0,,,0,,,619,11.0,101.0,2880.0,2779.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
10,0022200448,19,4,0,1,10:15,,,Looney REBOUND (Off:0 Def:1),,0,1626172,Kevon Looney,GSW,0,,,0,,,615,4.0,105.0,2880.0,2775.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
11,0022200448,20,6,2,1,10:11,Siakam S.FOUL (P1.T1) (E.Lewis),,,,0,1627783,Pascal Siakam,TOR,1629673,Jordan Poole,GSW,0,,,611,4.0,109.0,2880.0,2771.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
12,0022200448,22,3,11,1,10:11,,,Poole Free Throw 1 of 2 (1 PTS),10 - 6,-4,1629673,Jordan Poole,GSW,0,,,0,,,611,0.0,109.0,2880.0,2771.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
13,0022200448,23,3,12,1,10:11,,,Poole Free Throw 2 of 2 (2 PTS),11 - 6,-5,1629673,Jordan Poole,GSW,0,,,0,,,611,0.0,109.0,2880.0,2771.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
14,0022200448,24,1,98,1,9:50,Barnes 4' Cutting Layup Shot (2 PTS) (Siakam 1 AST),,,11 - 8,-3,1630567,Scottie Barnes,TOR,1627783,Pascal Siakam,TOR,0,,,590,21.0,130.0,2880.0,2750.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
15,0022200448,26,2,98,1,9:36,Hernangomez BLOCK (1 BLK),,MISS DiVincenzo 1' Cutting Layup Shot,,0,1628978,Donte DiVincenzo,GSW,0,,,1627823,Juancho Hernangomez,TOR,576,14.0,144.0,2880.0,2736.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
16,0022200448,28,4,0,1,9:32,Koloko REBOUND (Off:0 Def:1),,,,0,1631132,Christian Koloko,TOR,0,,,0,,,572,4.0,148.0,2880.0,2732.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
17,0022200448,29,6,2,1,9:24,,,DiVincenzo S.FOUL (P1.T1) (E.Lewis),,0,1628978,Donte DiVincenzo,GSW,1627783,Pascal Siakam,TOR,0,,,564,8.0,156.0,2880.0,2724.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
18,0022200448,31,3,11,1,9:24,Siakam Free Throw 1 of 2 (7 PTS),,,11 - 9,-2,1627783,Pascal Siakam,TOR,0,,,0,,,564,0.0,156.0,2880.0,2724.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
19,0022200448,32,3,12,1,9:24,Siakam Free Throw 2 of 2 (8 PTS),,,11 - 10,-1,1627783,Pascal Siakam,TOR,0,,,0,,,564,0.0,156.0,2880.0,2724.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
20,0022200448,33,1,44,1,9:11,,,Looney 2' Reverse Layup (2 PTS) (Poole 2 AST),13 - 10,-3,1626172,Kevon Looney,GSW,1629673,Jordan Poole,GSW,0,,,551,13.0,169.0,2880.0,2711.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
21,0022200448,35,5,1,1,8:56,Barnes Bad Pass Turnover (P1.T1),,Thompson STEAL (1 STL),,0,1630567,Scottie Barnes,TOR,202691,Klay Thompson,GSW,0,,,536,15.0,184.0,2880.0,2696.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
22,0022200448,37,1,1,1,8:46,,,Poole 28' 3PT Jump Shot (5 PTS) (D. Green 1 AST),16 - 10,-6,1629673,Jordan Poole,GSW,203110,Draymond Green,GSW,0,,,526,10.0,194.0,2880.0,2686.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
23,0022200448,39,1,79,1,8:32,VanVleet 30' 3PT Pullup Jump Shot (3 PTS),,,16 - 13,-3,1627832,Fred VanVleet,TOR,0,,,0,,,512,14.0,208.0,2880.0,2672.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
24,0022200448,40,1,79,1,8:14,,,Poole 20' Pullup Jump Shot (7 PTS),18 - 13,-5,1629673,Jordan Poole,GSW,0,,,0,,,494,18.0,226.0,2880.0,2654.0,"(1627783, 1627823, 1627832, 1630567, 1631132)","(202691, 203110, 1626172, 1628978, 1629673)"
