,player,team,line,stat,league,date,event_time,time,prop_id
780,Kyrie Irving,MEM,25.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,43c87e82-e
781,Kyrie Irving,MEM,1.5,BLK+STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,289ede50-b
782,Kyrie Irving,MEM 1st Half,18.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,6338a576-e
783,Kyrie Irving,MEM 1st Half,12.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,43c87e82-e
784,Kyrie Irving,MEM,4.5,TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,1bc0d23d-c
785,Kyrie Irving,MEM,30.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,6c8e57f1-8
786,Marcus Smart,DAL 1st Half,7.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,cab803d3-0
787,Marcus Smart,DAL,17.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,fbf67582-9
788,Marcus Smart,DAL,23.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,635d21b6-c
789,Marcus Smart,DAL 1st Half,11.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,635d21b6-c
790,Marcus Smart,DAL,9.5,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,3872a65a-6
791,Marcus Smart,DAL,1.5,BLK+STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,c31f4810-4
792,Marcus Smart,DAL,20.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,04d2b4bf-2
793,Marcus Smart,DAL,14.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,cab803d3-0
794,Luka Doncic,MEM,17.0,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,9722eb70-2
795,Luka Doncic,MEM 1st Half,15.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,ad0e89b9-6
796,Luka Doncic,MEM,39.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,8750c67f-e
797,Luka Doncic,MEM,7.5,AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,a27a0f12-1
798,Luka Doncic,MEM 1st Half,25.0,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,bb41fc1e-2
799,Luka Doncic,MEM,48.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,bb41fc1e-2
800,Luka Doncic,MEM,31.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,ad0e89b9-6
801,Luka Doncic,MEM,9.5,TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,34087a8f-5
802,Luka Doncic,MEM,41.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,4f312d35-a
803,Xavier Tillman Sr.,DAL,0.5,BLK,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,197e2edd-4
804,Xavier Tillman Sr.,DAL 1st Half,11.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,c3b77244-2
805,Xavier Tillman Sr.,DAL,23.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,c3b77244-2
806,Xavier Tillman Sr.,DAL,11.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,a7b0eba7-c
807,Xavier Tillman Sr.,DAL 1st Half,5.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,a7b0eba7-c
808,Xavier Tillman Sr.,DAL,0.5,3P,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,7992d483-3
809,Xavier Tillman Sr.,DAL,20.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,c169cbaf-4
810,Xavier Tillman Sr.,DAL,8.5,TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,f3e49617-8
811,Xavier Tillman Sr.,DAL,11.5,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,229c6d29-e
812,Xavier Tillman Sr.,DAL,14.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,47a5c4b4-c
813,Ziaire Williams,DAL,0.5,STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,f3cb97c0-d
814,Ziaire Williams,DAL,14.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,e36332c7-b
815,Ziaire Williams,DAL,1.5,TOV,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,bcabd454-6
816,Ziaire Williams,DAL,12.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,ceae5b1a-b
817,Ziaire Williams,DAL 1st Half,6.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,ceae5b1a-b
818,Ziaire Williams,DAL,17.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,8fc29f46-9
819,Ziaire Williams,DAL,1.5,3P,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,7ea88a66-1
820,Ziaire Williams,DAL,19.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,ee281955-b
821,Ziaire Williams,DAL 1st Half,9.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,ee281955-b
822,Ketel Marte + Adolis Garcia,TEX/ARI,3.5,Hits+Runs+RBIs (Combo),2,2023-10-30 19:03:00-05:00,2023-10-30 19:03:00-05:00,2023-10-30 09:39:00,4e62a033-f
823,Ausar Thompson,OKC,16.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,dec9537b-b
824,Ausar Thompson,OKC,3.5,AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,6546c4cb-0
825,Ausar Thompson,OKC,12.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,9c4aad2f-b
826,Ausar Thompson,OKC,7.5,TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,3b34febb-5
827,Ausar Thompson,OKC,11.5,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,2c7ef3c9-6
828,Ausar Thompson,OKC,0.5,STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,1d99286c-5
829,Ausar Thompson,OKC,20.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,cd90efce-2
830,Ausar Thompson,OKC 1st Half,11.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,cd90efce-2
831,Ausar Thompson,OKC 1st Half,4.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,bc387b9d-b
832,Ausar Thompson,OKC,9.0,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,bc387b9d-b
833,Ilya Lyubushkin,PIT,2.5,BLK,8,2023-10-30 18:00:00-05:00,2023-10-30 18:00:00-05:00,2023-10-30 09:39:00,219b28cb-6
834,Chet Holmgren,DET,1.5,BLK,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,369aa6b4-8
835,Chet Holmgren,DET,7.5,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,902873e5-4
836,Chet Holmgren,DET,14.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,47bcb97b-b
837,Chet Holmgren,DET,15.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,f71278c3-f
838,Chet Holmgren,DET,20.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,6f045d94-7
839,Chet Holmgren,DET,22.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,ec0bcc75-9
840,Brandon Pfaadt + Max Scherzer,TEX/ARI,0.5,1st Inning Runs Allowed,2,2023-10-30 19:03:00-05:00,2023-10-30 19:03:00-05:00,2023-10-30 09:39:00,6b4ffcc3-d
841,Chet Holmgren,DET,2.5,BLK+STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,70897bcd-7
842,Chet Holmgren,DET 1st Half,7.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,47bcb97b-b
843,Radko Gudas,PIT,1.5,BLK,8,2023-10-30 18:00:00-05:00,2023-10-30 18:00:00-05:00,2023-10-30 09:39:00,d5b5edac-7
844,Chet Holmgren,DET,1.5,3P,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,f5a46efa-3
845,Cade Cunningham,OKC,23.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,f6302497-4
846,Cade Cunningham,OKC,6.5,AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,b3e63b58-8
847,Cade Cunningham,OKC 1st Half,17.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,19a831ce-d
848,Cade Cunningham,OKC,34.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,19a831ce-d
849,Nick Seeler,CAR,2.5,BLK,8,2023-10-30 18:00:00-05:00,2023-10-30 18:00:00-05:00,2023-10-30 09:39:00,61dc809c-7
850,Cade Cunningham,OKC,1.5,BLK+STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,15f551be-b
851,Cade Cunningham,OKC,3.5,TOV,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,1436d2c4-e
852,Cade Cunningham,OKC,0.5,BLK,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,9e3370ce-e
853,Cade Cunningham,OKC,27.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,c3c4437e-a
854,Cade Cunningham,OKC,4.5,TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,747e08ad-2
855,Cade Cunningham,OKC,29.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,10db4055-4
856,Cade Cunningham,OKC 1st Half,12.0,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,f6302497-4
857,Cade Cunningham,OKC,11.0,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,643d9b23-c
858,Jalen Williams,DET,7.5,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,b22aa047-e
859,Jalen Williams,DET,18.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,0a641c5e-d
860,Jalen Williams,DET,19.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,1394fe24-f
861,Jalen Williams,DET,1.5,STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,992d855c-d
862,Adam Fox,WPG,1.5,BLK,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,ac6c3101-f
863,Jalen Williams,DET 1st Half,11.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,11288612-4
864,Jalen Williams,DET,23.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,11288612-4
865,Jalen Williams,DET 1st Half,7.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,475f4d2c-a
866,Jalen Williams,DET,15.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,475f4d2c-a
867,Adam Pelech,DET,1.5,BLK,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,d50d8b45-c
868,Isaiah Stewart,OKC,23.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,05c8a5f8-2
869,Isaiah Stewart,OKC,21.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,495d8f7b-a
870,Isaiah Stewart,OKC 1st Half,11.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,05c8a5f8-2
871,Isaiah Stewart,OKC,13.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,d5fdb12d-e
872,Isaiah Stewart,OKC,14.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,05140083-c
873,Isaiah Stewart,OKC,8.5,TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,47ffb1f2-4
874,Isaiah Stewart,OKC 1st Half,6.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,d5fdb12d-e
875,Isaiah Stewart,OKC,9.5,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,5ca98629-7
876,Josh Giddey,DET,12.5,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,4806a7c3-d
877,Josh Giddey,DET,6.5,TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,ff2f19b1-f
878,Ben Chiarot,NYI,1.5,BLK,8,2023-10-30 18:30:00-05:00,2023-10-30 18:30:00-05:00,2023-10-30 09:39:00,a19dfdeb-f
879,Josh Giddey,DET 1st Half,13.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,82a24ae9-0
880,Josh Giddey,DET 1st Half,7.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,4b874481-0
881,Josh Giddey,DET,15.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,4b874481-0
882,Josh Giddey,DET,5.5,AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,2721d526-c
883,Josh Giddey,DET,21.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,e4383ee2-c
884,Josh Giddey,DET,28.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,82a24ae9-0
885,Josh Giddey,DET,22.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,dd4d23fd-7
886,Jalen Duren,OKC 1st Half,14.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,234fc0aa-e
887,Jalen Duren,OKC,15.0,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,10d4004a-d
888,Jalen Duren,OKC 1st Half,7.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,9a692729-5
889,Alec Martinez,MTL,2.5,BLK,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,91d96767-1
890,Jalen Duren,OKC,28.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,16650ef6-8
891,Jalen Duren,OKC,17.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,d2fd4186-8
892,Jalen Duren,OKC,15.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,9a692729-5
893,Jalen Duren,OKC,30.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,234fc0aa-e
894,Jalen Duren,OKC,13.0,TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,54846b8a-7
895,Luguentz Dort,DET,11.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,3c310184-a
896,Jordan Harris,VGK,1.5,BLK,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,15bd3cf7-2
897,Luguentz Dort,DET,16.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,a67281f0-c
898,Luguentz Dort,DET,13.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,ac602cdb-a
899,Luguentz Dort,DET,1.5,BLK+STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,47941849-9
900,Luguentz Dort,DET 1st Half,5.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,3c310184-a
901,Luguentz Dort,DET,1.5,3P,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,be37d138-8
902,Luguentz Dort,DET,17.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,20ecff54-1
903,Luguentz Dort,DET 1st Half,8.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,20ecff54-1
904,Killian Hayes,OKC,1.5,BLK+STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,3fb08ba4-e
905,Killian Hayes,OKC,11.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,1fa8b719-d
906,Killian Hayes,OKC,13.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,fdba4679-f
907,Sean Durzi,CHI,1.5,BLK,8,2023-10-30 21:00:00-05:00,2023-10-30 21:00:00-05:00,2023-10-30 09:39:00,6e00a9c8-8
908,Killian Hayes,OKC 1st Half,4.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,f9f138a3-c
909,Killian Hayes,OKC 1st Half,8.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,9365822e-5
910,Killian Hayes,OKC,16.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,9365822e-5
911,Killian Hayes,OKC,9.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,f9f138a3-c
912,Shai Gilgeous-Alexander,DET,2.5,BLK+STL,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,5bfa3a41-5
913,Shai Gilgeous-Alexander,DET,29.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,5ad2f2f0-1
914,Shai Gilgeous-Alexander,DET 1st Half,14.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,5ad2f2f0-1
915,Shai Gilgeous-Alexander,DET,34.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,d3710ad6-5
916,Shai Gilgeous-Alexander,DET,34.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,1df0ec04-6
917,Shai Gilgeous-Alexander,DET 1st Half,20.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,1406e932-4
918,Shai Gilgeous-Alexander,DET,40.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,1406e932-4
919,Shai Gilgeous-Alexander,DET,6.0,AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,37d240e0-a
920,Zion Williamson,GSW,25.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,21a5c70e-2
921,Zion Williamson,GSW,36.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,133b51cf-c
922,Zion Williamson,GSW,3.5,AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,06b02be7-5
923,Zion Williamson,GSW,32.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,94ffb045-f
924,Zion Williamson,GSW 1st Half,12.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,21a5c70e-2
925,Zion Williamson,GSW 1st Half,18.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,133b51cf-c
926,Zion Williamson,GSW,11.0,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,7eb29158-5
927,Zion Williamson,GSW,29.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,1f6118a8-f
928,Brandon Ingram,GSW,36.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,825f832e-8
929,Brandon Ingram,GSW 1st Half,12.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,34e3cd2c-8
930,Brandon Ingram,GSW,25.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,34e3cd2c-8
931,Brandon Ingram,GSW,30.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,e2a711b8-0
932,Brandon Ingram,GSW 1st Half,18.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,825f832e-8
933,Brandon Ingram,GSW,31.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,a6686e51-6
934,CJ McCollum,GSW,26.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,33c5a808-a
935,CJ McCollum,GSW 1st Half,8.5,PTS,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,be560808-8
936,CJ McCollum,GSW,22.5,PTS+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,40ee2643-6
937,CJ McCollum,GSW 1st Half,13.5,PTS+TRB+AST,84,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,33c5a808-a
938,CJ McCollum,GSW,17.5,PTS,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,be560808-8
939,CJ McCollum,GSW,21.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,d60974a5-f
940,CJ McCollum,GSW,1.5,TOV,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,6943c0d0-c
941,Jonas Valanciunas,GSW,21.5,PTS+TRB,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,e9e5487f-4
942,Jonas Valanciunas,GSW,11.5,TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,d70413d2-6
943,Jonas Valanciunas,GSW,1.5,TOV,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,e7647119-b
944,Jonas Valanciunas,GSW,23.5,PTS+TRB+AST,7,2023-10-30 19:10:00-05:00,2023-10-30 19:10:00-05:00,2023-10-30 09:39:00,620bbfe0-a
