,player,opp,line,stat,league,date,scrape_time
210,Alexander Gonzalez,Chile,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
211,Luis Haquin,Paraguay,34.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
212,Ramon Sosa,Bolivia,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
213,Miguel Almiron,Bolivia,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
214,Alvaro Campuzano,Bolivia,2.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
215,Leonel Justiniano,Paraguay,1.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
216,Antonio Sanabria,Bolivia,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
217,Frances Tiafoe,A. Karatsev (Tokyo),2.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
218,Richard Sanchez,Bolivia,51.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
219,Ramon Sosa,Bolivia,2.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
220,Victor Abrego,Paraguay,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
221,Frances Tiafoe,A. Karatsev (Tokyo),22.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
222,Marcelo Moreno,Paraguay,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
223,Gabriel Villamil,Paraguay,1.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
224,Chris Paul,2023-2024 Season,5.5,Technical Fouls,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
225,Diego Medina,Paraguay,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
226,Frances Tiafoe,A. Karatsev (Tokyo),8.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
227,Jose Sagredo,Paraguay,2.0,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
228,shiro,9P (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
229,Said Nurmagomedov,Muin Gafurov,10.0,Fight Time (Mins),12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
230,Carlos Coronel,Bolivia,2.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
231,Fabian Balbuena,Bolivia,3.0,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
232,Matias Espinoza,Bolivia,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
233,Guillermo Viscarra,Paraguay,4.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
234,Chris Paul,2023-2024 Season,0.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
235,Richard Sanchez,Bolivia,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
236,Said Nurmagomedov,Muin Gafurov,40.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
237,NothingToSay,9P (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
238,Felix Torres,Colombia,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
239,Luis Sinisterra,Ecuador,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
240,Kendry Paez,Colombia,1.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
241,Enner Valencia,Colombia,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
242,Willian Pacho,Colombia,3.0,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
243,Moises Ramirez,Colombia,2.5,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
244,Alvaro Montero,Ecuador,3.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
245,Moises Caicedo,Colombia,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
246,Barrett Hayton,NYR,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
247,Piero Hincapie,Colombia,45.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
248,Wilmar Barrios,Ecuador,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
249,James Rodriguez,Ecuador,2.0,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
250,Davinson Sanchez,Ecuador,3.5,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
251,Bradley Beal,2023-2024 Season,8.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
252,Mateus Uribe,Ecuador,34.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
253,Jhoanner Chavez,Colombia,1.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
254,Luis Diaz,Ecuador,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
255,Ikram Aliskerov,Warlley Alves,25.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
256,Bradley Beal,2023-2024 Season,20.8,Points Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
257,Kevin Rodriguez,Colombia,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
258,Kevon Looney,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
259,Rafael Borre,Ecuador,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
260,James Rodriguez,Ecuador,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
261,Frank Fabra,Ecuador,1.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
262,Ikram Aliskerov,Warlley Alves,5.0,Fight Time (Mins),12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
263,Giovanni Mpetshi Perricard,R. Baena (Antwerp),23.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
264,Vinicius Junior,Uruguay,2.0,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
265,Guilherme Arana,Uruguay,1.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
266,RAMZES666,LGD (MAPS 1-2 Kills),10.5,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
267,Manuel Ugarte,Brazil,3.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
268,Gerson,Uruguay,1.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
269,Nahitan Nandez,Brazil,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
270,Gabriel Magalhaes,Uruguay,3.0,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
271,Federico Valverde,Brazil,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
272,Artemi Panarin,ARI,3.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
273,Benjamin Bonzi,A. Shevchenko (Antwerp),23.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
274,Brian Rodriguez,Brazil,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
275,Vinicius Junior,Uruguay,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
276,Rodrygo,Uruguay,3.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
277,Darwin Nunez,Brazil,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
278,Lamelo Ball,2023-2024 Season,8.7,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
279,Manuel Ugarte,Brazil,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
280,Ronald Araujo,Brazil,40.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
281,Richarlison,Uruguay,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
282,Marquinhos,Uruguay,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
283,Santiago Mele,Brazil,3.5,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
284,Lamelo Ball,2023-2024 Season,12.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
285,Sebastian Caceres,Brazil,3.5,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
286,Neymar,Uruguay,1.5,Shots On Target,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
287,Ederson,Uruguay,2.5,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
288,Lamelo Ball,2023-2024 Season,23.7,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
289,Lamelo Ball,2023-2024 Season,4.0,3PT Made Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
290,Magomed Ankalaev,Johnny Walker,42.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
291,Neymar,Uruguay,3.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
292,Magomed Ankalaev,Johnny Walker,10.5,Fight Time (Mins),12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
293,Cristian Olivera,Brazil,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
294,Bruno Guimaraes,Uruguay,48.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
295,Lamelo Ball,2023-2024 Season,4.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
296,Nicolas de la Cruz,Brazil,1.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
297,Alexis Mac Allister,Peru,0.5,Shots On Target,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
298,Yoshimar Yotun,Argentina,36.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
299,Cristian Romero,Peru,2.0,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
300,Cristian Romero,Peru,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
301,Trae Young,2023-2024 Season,20.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
302,Luis Abram,Argentina,4.5,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
303,Khamzat Chimaev,Kamaru Usman,47.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
304,Trae Young,2023-2024 Season,9.9,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
305,Julian Alvarez,Peru,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
306,Alexis Mac Allister,Peru,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
307,Emiliano Martinez,Peru,2.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
308,Trae Young,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
309,Rodrigo De Paul,Peru,2.0,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
310,Lionel Messi,Peru,4.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
311,Pedro Gallese,Argentina,4.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
312,kiyotaka,LGD (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
313,Trae Young,2023-2024 Season,26.1,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
314,Trae Young,2023-2024 Season,2.4,3PT Made Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
315,Andre Carrillo,Argentina,0.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
316,Khamzat Chimaev,Kamaru Usman,9.75,Fight Time (Mins),12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
317,Trae Young,2023-2024 Season,11.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
318,Miguel Trauco,Argentina,1.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
319,Paolo Guerrero,Argentina,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
320,Nicolas Otamendi,Peru,86.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
321,Enzo Fernandez,Peru,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
322,Clayton Keller,NYR,2.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
323,Yoshimar Yotun,Argentina,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
324,Pedro Aquino,Argentina,2.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
325,Lautaro Martinez,Peru,3.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
326,Nahuel Molina,Peru,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
327,Lionel Messi,Peru,2.0,Shots On Target,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
328,Fabian Marozsan,J. Varillas (Antwerp),22.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
329,Islam Makhachev,Alexander Volkanovski,3.0,Takedowns,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
330,Islam Makhachev,Alexander Volkanovski,55.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
331,Lou,nouns (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
332,Blake Wheeler,ARI,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
333,Islam Makhachev,Alexander Volkanovski,20.0,Fight Time (Mins),12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
334,Brandon Miller ,2023-2024 Season,14.3,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
335,Richard Gasquet,M. Marterer (Antwerp),22.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
336,Somnus,nouns (MAPS 1-2 Kills),19.0,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
337,Yannick Hanfmann,A. Blockx (Antwerp),21.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
338,Terry Rozier,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
339,Lawson Crouse,NYR,1.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
340,Terry Rozier,2023-2024 Season,20.1,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
341,Tyus Jones,2023-2024 Season,7.1,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
342,Chris Kreider,ARI,3.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
343,Fred VanVleet,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
344,Jordan Poole,2023-2024 Season,8.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
345,K1,AR (MAPS 1-2 Kills),9.5,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
346,Jordan Poole,2023-2024 Season,15.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
347,Jordan Poole,2023-2024 Season,3.1,3PT Made Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
348,Dominic Thiem,L. Nardi (Antwerp),22.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
349,Jordan Poole,2023-2024 Season,24.7,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
350,Tyrese Haliburton,2023-2024 Season,1.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
351,Tyrese Haliburton,2023-2024 Season,8.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
352,Tyrese Haliburton,2023-2024 Season,21.2,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
353,Gunnar,AR (MAPS 1-2 Kills),11.5,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
354,Jason Zucker,NYR,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
355,Jeffrey John Wolf,S. Baez (Stockholm),22.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
356,Tyrese Haliburton,2023-2024 Season,9.9,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
357,Mitchell Robinson,2023-2024 Season,17.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
358,Christopher Eubanks,P. Kotov (Stockholm),24.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
359,Kyle Kuzma,2023-2024 Season,9.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
360,Kyle Kuzma,2023-2024 Season,21.5,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
361,Kyle Kuzma,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
362,Filip Chytil,ARI,2.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
363,Jalen Brunson,2023-2024 Season,6.1,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
364,Jalen Brunson,2023-2024 Season,7.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
365,Rudy Gobert,2023-2024 Season,7.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
366,Emil Ruusuvuori,B. Hassan (Stockholm),21.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
367,Jalen Brunson,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
368,Jalen Brunson,2023-2024 Season,24.4,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
369,Nick Schmaltz,NYR,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
370,Dan Evans,F. Misolic (Stockholm),22.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
371,Jacob Trouba,ARI,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
372,Julius Randle,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
373,Julius Randle,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
374,Julius Randle,2023-2024 Season,9.7,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
375,Julius Randle,2023-2024 Season,10.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
376,Julius Randle,2023-2024 Season,24.3,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
377,Julius Randle,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
378,Laslo Djere,L. Borg (Stockholm),20.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
379,Paolo Banchero,2023-2024 Season,13.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
380,Stan Wawrinka,B. Gojo (Stockholm),24.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
381,Rassie van der Dussen,Netherlands (T50),39.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
382,Zack Wheeler,ARI 1+2+3 Innings,3.5,Pitcher Strikeouts,231,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
383,Paolo Banchero,2023-2024 Season,21.9,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
384,Quinton de Kock,Netherlands (T50),4.5,Fours,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
385,Mika Zibanejad,ARI,3.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
386,Paolo Banchero,2023-2024 Season,8.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
387,Zack Wheeler,ARI 1st Inning,15.5,Pitches Thrown,231,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
388,Anna Blinkova,X. You (Nanchang),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
389,Rassie van der Dussen,Netherlands (T50),3.5,Fours,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
390,Vincent Trocheck,ARI,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
391,Anna Blinkova,X. You (Nanchang),3.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
392,Zac Gallen,PHI 1st Inning,16.0,Pitches Thrown,231,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
393,Zac Gallen,PHI 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
394,Anna Blinkova,X. You (Nanchang),19.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
395,Colin Ackermann,South Africa (T50),21.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
396,Temba Bavuma,Netherlands (T50),3.5,Fours,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
397,Clint Capela,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
398,Quinton de Kock,Netherlands (T50),38.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
399,Clint Capela,2023-2024 Season,11.1,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
400,Beatriz Haddad Maia,N. Hibino (Nanchang),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
401,Beatriz Haddad Maia,N. Hibino (Nanchang),20.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
402,Beatriz Haddad Maia,N. Hibino (Nanchang),3.0,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
403,Magda Linette,V. Savinykh (Nanchang),4.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
404,Quinton de Kock,Netherlands (T50),0.5,Sixes,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
405,Bas de Leede,South Africa (T50),20.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
406,Magda Linette,V. Savinykh (Nanchang),4.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
407,Magda Linette,V. Savinykh (Nanchang),19.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
408,Kristaps Porzingis,2023-2024 Season,5.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
409,Rassie van der Dussen,Netherlands (T50),0.5,Sixes,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
410,Kaja Juvan,U. Eikeri (Nanchang),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
411,Kaja Juvan,U. Eikeri (Nanchang),1.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
412,Kaja Juvan,U. Eikeri (Nanchang),17.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
413,Temba Bavuma,Netherlands (T50),34.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
414,Jaylen Brown,2023-2024 Season,17.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
415,Jaylen Brown,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
416,Leylah Fernandez,H. Guo (Nanchang),3.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
417,Aiden Markram,Netherlands (T50),0.5,Sixes,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
418,Jaylen Brown,2023-2024 Season,25.6,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
419,Vikramjit Singh,South Africa (T50),20.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
