,player,opp,line,stat,league,date,scrape_time
329,Jonquel Jones,LVA,6.5,FG,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
330,Eric Cole,TPC Summerlin  RD 1,5.0,Birdies Or Better,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
331,Klay Thompson,2023-2024 Season,1.5,Technical Fouls,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
332,Puka Nacua,Weeks 6-9,292.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
333,Austin Ekeler,Weeks 6-9,220.5,Rush Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
334,Klay Thompson,2023-2024 Season,10.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
335,Jonquel Jones,LVA,12.0,FGA,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
336,Michael Pittman Jr.,Weeks 6-9,24.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
337,Klay Thompson,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
338,Erling Haaland,Cyprus,1.5,Goal + Assist,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
339,Tomas Cvancara,Albania,2.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
340,Tomas Cvancara,Albania,24.5,Passes Attempted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
341,Jiri Pavlenka,Albania,2.5,Goalie Saves,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
342,Jakub Brabec,Albania,3.0,Clearances,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
343,Vladimir Coufal,Albania,1.5,Tackles,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
344,Jan Kuchta,Albania,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
345,Kristjan Asllani,Czechia,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
346,Thomas Strakosha,Czechia,3.0,Goalie Saves,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
347,Merih Demiral,Croatia,0.5,Interceptions,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
348,Mateo Kovacic,Türkiye,2.5,Tackles,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
349,Josip Brekalo,Türkiye,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
350,Berat Djimsiti,Czechia,5.5,Clearances,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
351,Hakan Calhanoglu,Croatia,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
352,Ylber Ramadani,Czechia,49.5,Passes Attempted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
353,Luka Modric,Türkiye,2.5,Shots Assisted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
354,Sokol Cikalleshi,Czechia,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
355,Myrto Uzuni,Czechia,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
356,Ylber Ramadani,Czechia,1.5,Interceptions,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
357,Ylber Ramadani,Czechia,2.5,Tackles,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
358,Nedim Bajrami,Czechia,0.5,Shots Assisted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
359,Nedim Bajrami,Czechia,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
360,Orkun Kokcu,Croatia,0.5,Shots On Target,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
361,Josko Gvardiol,Türkiye,79.5,Passes Attempted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
362,Derek Willis,Real Madrid,4.5,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
363,Derek Willis,Real Madrid,8.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
364,Hakan Calhanoglu,Croatia,2.0,Shots Assisted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
365,Cenk Tosun,Croatia,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
366,Ferdi Kadioglu,Croatia,2.5,Tackles,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
367,Kerem Akturkoglu,Croatia,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
368,Mateo Kovacic,Türkiye,1.5,Interceptions,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
369,Kaephrodite,NYX Kyosei (MAPS 1-2 Kills),35.0,MAPS 1-2 Kills,159,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
370,Dominik Livakovic,Türkiye,2.5,Goalie Saves,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
371,Jonquel Jones,LVA,5.5,FG Missed,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
372,Yannick Ngakoue,Weeks 6-9,2.25,Sacks,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
373,Jack Hendry,Spain,3.5,Clearances,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
374,Jonquel Jones,LVA,11.5,TRB,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
375,Jonquel Jones,LVA,16.0,PTS,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
376,Jonquel Jones,LVA 1st Half,8.5,PTS,193,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
377,Jonquel Jones,LVA,29.5,PTS+TRB+AST,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
378,Jonquel Jones,LVA 1st Half,14.5,PTS+TRB+AST,193,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
379,Alvaro Morata,Scotland,0.5,Goals,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
380,watson,EG (MAPS 1-2 Kills),16.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
381,Aaron Nola,ATL,25.5,Pitcher Fantasy Score,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
382,Aaron Nola,ATL,4.5,Hits Allowed,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
383,Angus Gunn,Spain,4.0,Goalie Saves,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
384,Unai Simon,Scotland,2.0,Goalie Saves,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
385,Oihan Sancet,Scotland,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
386,Mikel Oyarzabal,Scotland,2.0,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
387,Ferran Torres,Scotland,2.0,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
388,Rodri,Scotland,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
389,Andy Robertson,Spain,1.5,Tackles,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
390,Joselu,Scotland,3.0,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
391,Alvaro Morata,Scotland,2.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
392,Rodri,Scotland,102.5,Passes Attempted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
393,Jackie Young,NYL 1st Half,14.5,PTS+TRB+AST,193,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
394,Jessica Pegula,A. Krueger (Seoul),19.5,Total Games,5,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
395,Jackie Young,NYL,23.5,PTS+AST,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
396,Devin Booker,2023-2024 Season,11.5,Technical Fouls,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
397,Devin Booker,2023-2024 Season,27.1,Points Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
398,Devin Booker,2023-2024 Season,6.6,Assists Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
399,Cole Caufield,2023-2024 Season,32.5,Goals,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
400,Javonte Williams + Jerry Jeudy,KC,0.5,Rush+Rec TDs (Combo),9,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
401,Guerschon Yabusele,Anadolu Efes Istanbul,4.5,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
402,Mo Bamba,BOS,7.5,PTS,237,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
403,Guerschon Yabusele,Anadolu Efes Istanbul,11.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
404,Jackie Young,NYL,6.0,3PA,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
405,Antoine Rozner,RD1,68.5,Strokes,131,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
406,Agustin Canobbio,Colombia,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
407,Jackie Young,NYL,2.5,3P,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
408,Federico Valverde,Colombia,2.0,Tackles,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
409,Darwin Nunez,Colombia,3.0,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
410,James Rodriguez,Uruguay,1.5,Shots Assisted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
411,Nicolas de la Cruz,Colombia,1.5,Shots Assisted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
412,Joaquin Piquerez,Colombia,1.5,Tackles,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
413,Rachaad White,Weeks 6-9,210.5,Rush Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
414,Sebastian Caceres,Colombia,3.5,Clearances,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
415,Nicolai Hojgaard,TPC Summerlin  RD 1,5.0,Birdies Or Better,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
416,Rafael Borre,Uruguay,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
417,Ronald Acuna Jr.,PHI,1.5,Total Bases,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
418,Camilo Vargas,Uruguay,2.5,Goalie Saves,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
419,Carlos Cuesta,Uruguay,3.5,Clearances,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
420,Davinson Sanchez,Uruguay,44.5,Passes Attempted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
421,Envious,NYX Kyosei (MAPS 1-2 Kills),31.0,MAPS 1-2 Kills,159,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
422,Stormstormer,EG (MAPS 1-2 Kills),12.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
423,Jackie Young,NYL,12.5,FGA,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
424,Rafael Borre,Uruguay,0.5,Shots On Target,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
425,Wilmar Barrios,Uruguay,2.0,Tackles,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
426,Jessica Pegula,A. Krueger (Seoul),2.5,Aces,5,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
427,Santiago Arias,Uruguay,1.5,Tackles,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
428,Nicolai Hojgaard,Tyler Duncan,0.0,Birdies or Better Matchup,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
429,zont1x,Looking4Org,14.5,MAP 3 Kills,265,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
430,Jackie Young,NYL,19.0,PTS,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
431,Jose Urquidy,MIN,3.5,Pitcher Strikeouts,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
432,Jackie Young,NYL,4.5,AST,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
433,Sergio Rochet,Colombia,3.0,Goalie Saves,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
434,Jackie Young,NYL 1st Half,9.5,PTS,193,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
435,Jackie Young,NYL,5.0,TRB,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
436,Manuel Ugarte,Colombia,47.5,Passes Attempted,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
437,Luis Sinisterra,Uruguay,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
438,Federico Valverde,Colombia,1.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
439,Bryce Elder,PHI,2.5,Earned Runs Allowed,2,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
440,Luis Diaz,Uruguay,2.5,Shots,82,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
441,Jackie Young,NYL,28.5,PTS+TRB+AST,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
442,Devin Booker,2023-2024 Season,23.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
443,Aaron Donald,Weeks 6-9,2.25,Sacks,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
444,Jackie Young,NYL,24.0,PTS+TRB,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
445,Jackie Young,NYL,6.5,FG,3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
446,Devin Booker,2023-2024 Season,8.5,Double-Doubles,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
447,Nicolai Hojgaard,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
448,Devin Booker,2023-2024 Season,2.1,3PT Made Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
